"date","open","high","low","close","vol"
"2008-01-02","100.12","100.93","99.73","100","219350"
"2008-01-03","98.99","100.02","98.23","99.01","375660"
"2008-01-04","98.46","99.32","98.18","98.68","283640"
"2008-01-07","99.20","99.34","97.24","98.47","416910"
"2008-01-08","98.64","100.24","97.71","99.29","314250"
"2008-01-09","98.01","98.57","96.68","97.12","518060"
"2008-01-10","93.43","95.25","92.53","93.67","813290"
"2008-01-11","94.02","95.88","93.39","94.35","381940"
"2008-01-14","93.49","93.89","91.26","91.53","489960"
"2008-01-15","88.49","89.01","87.28","87.48","621140"
"2008-01-16","90.14","91.78","89.64","91.78","626390"
"2008-01-17","92.87","93.74","89.36","89.99","718880"
"2008-01-18","89.56","91.40","89.22","91.03","352830"
"2008-01-21","90.44","91.40","88.59","90.05","286580"
"2008-01-22","87.30","88.49","86.44","87.38","635850"
"2008-01-23","84.67","85.13","83.13","83.61","670780"
"2008-01-24","84.01","85.55","81.76","82.41","535730"
"2008-01-25","82.18","83.34","80.79","82.61","359550"
"2008-01-28","83.21","84.15","82.21","83.40","503440"
"2008-01-29","84.71","86.77","83.93","86.65","623360"
"2008-01-30","89.88","90.95","87.60","89.21","999470"
"2008-01-31","89.46","90.84","86.91","90.22","1056940"
"2008-02-01","91.66","93.03","90.77","92.61","731510"
"2008-02-12","91.69","92.10","89.04","90.01","382890"
"2008-02-13","88.79","89.71","86.74","87.13","605370"
"2008-02-14","88.87","89.75","87.42","87.79","425820"
"2008-02-15","87.82","87.98","86.37","87.30","294180"
"2008-02-18","84.03","84.87","83.17","83.81","696600"
"2008-02-19","81.56","84.20","81.48","83.22","450740"
"2008-02-20","80.49","83.41","80.23","80.29","598040"
"2008-02-21","76.73","77.69","76.40","77.16","789270"
"2008-02-22","74.02","75.56","73.52","75.25","957400"
"2008-02-25","76.96","78.31","76.79","77.93","967140"
"2008-02-26","78.94","79.63","75.21","76.04","1261330"
"2008-02-27","74.83","77.13","74.49","75.96","785740"
"2008-02-28","74.83","76.28","74.06","74.67","797390"
"2008-02-29","73.85","74.26","72.12","72.39","822110"
"2008-03-03","70.72","71.20","69.13","69.35","638870"
"2008-03-04","66.58","67.25","66.08","66.68","539820"
"2008-03-05","63.64","65.42","63.52","64.88","1323930"
"2008-03-06","67.64","67.90","67.64","67.90","605310"
"2008-03-07","70.57","71.20","70.50","71.20","548940"
"2008-03-10","74.67","74.67","72.76","73.14","1590220"
"2008-03-11","73.12","74.07","70.63","71.30","1091740"
"2008-03-12","70.16","73.13","70.05","71.91","730190"
"2008-03-13","73.44","74.36","71.60","73.30","650420"
"2008-03-14","72.46","74.08","71.72","73.70","558250"
"2008-03-17","70.55","72.06","70.07","70.43","774780"
"2008-03-18","67.24","67.92","66.95","67.49","930050"
"2008-03-19","66.61","69.23","65.34","66.27","918800"
"2008-03-20","65.88","67.95","64.92","65.56","781000"
