date,price,market_cap,total_volume
2017-01-20,891.4588,14366002978.3256,613796288.0985693
2017-01-21,919.6775000000004,14822821174.630005,683491208.3440663
2017-01-22,918.7788120146554,14810403902.437784,830201798.1765068
2017-01-23,918.9075000000001,14814052397.812502,467022882.86124325
2017-01-24,885.7887999999999,14281760609.625599,378666162.59162563
2017-01-25,893.4737999999999,14407365094.065598,381951425.9179588
2017-01-26,915.3599999999999,14762033603.999998,58349366.78102703
2017-01-27,918.2875,14811184892.8875,49029317.21219829
2017-01-28,920.245,14844529150.19,21882209.48833088
2017-01-29,914.1424999999998,14747986190.022495,20288320.821250055
2017-01-30,920.9911458822621,14860100039.695711,30166025.396133278
2017-01-31,968.2662999999999,15624634422.4056,101775253.2428098
2017-02-01,986.5728903454353,15922459702.093218,92784081.5523147
2017-02-02,1008.4033182231417,16276789219.937464,93269627.17186482
2017-02-03,1015.4425000000001,16392262891.437502,138411478.18957058
2017-02-04,1033.63,16687723783.25,99014097.13559519
2017-02-05,1016.9261585954309,16420090077.568644,75284571.16114573
2017-02-06,1024.5110886063283,16544150319.051847,73413586.50003262
2017-02-07,1051.5000000000005,16981015237.500008,89525304.92230712
2017-02-08,1055.3013,17045265643.7481,164316931.3624948
2017-02-09,981.7049999999999,15858560740.5,333977588.2356619
2017-02-10,992.1113,16028562068.135601,155061226.92505568
2017-02-11,1010.9462999999998,16334579162.865597,61189139.07653336
2017-02-12,1000.5237691031117,16167938833.727505,36448049.44931276
2017-02-13,996.1039358698114,16098583564.75675,75754126.52273774
2017-02-14,1010.1021618594351,16326912555.985212,79285701.69931836
2017-02-15,1008.8812999999999,16308969767.019999,38397960.040879354
2017-02-16,1034.9038000000003,16731535006.800604,66797083.39238934
2017-02-17,1056.5580910529798,17083619843.997013,93994063.10950576
2017-02-18,1058.5809306486606,17118312229.51949,55001149.210340396
2017-02-19,1053.5024999999998,17037979881.749996,37478366.695671685
2017-02-20,1082.0168234958396,17500458951.95995,55971656.67700667
2017-02-21,1125.4088148356532,18202277765.49074,157173668.2490902
2017-02-22,1123.3049999999998,18168250822.125,99272532.79966931
2017-02-23,1185.6547846887681,19176691563.44728,132273779.09306018
2017-02-24,1180.8709999999999,19108706913.124996,303444815.37207663
2017-02-25,1149.4036781698383,18601876715.06894,118187068.14571138
2017-02-26,1180.6730000000002,19110682514.326004,89353606.5435028
2017-02-27,1193.1295150369579,19314424735.21033,87503104.90059088
2017-02-28,1190.3309999999997,19271383899.146996,139855221.83568653
2017-03-01,1227.4771489660905,19875003126.771698,105587214.84284867
2017-03-02,1262.0810000000001,20437807786.697002,174318244.9248126
2017-03-03,1289.5406116191473,20884867165.511112,152484577.44121936
2017-03-04,1268.8145320151446,20551257963.730083,121628867.96214925
2017-03-05,1276.2330000000002,20673857896.125004,62090177.87740499
2017-03-06,1280.9859999999996,20753062038.099995,65232264.87056507
2017-03-07,1233.0565084079958,19978921138.285755,213974224.53913003
2017-03-08,1149.6310000000003,18629281761.825005,248575333.3901731
2017-03-09,1191.2367224851023,19305673114.12323,149501332.4258168
2017-03-10,1100.0105899712148,17829356645.959938,417086882.86842495
2017-03-11,1181.2041227520244,19147525540.5318,169071412.54824838
2017-03-12,1230.56,19950023304.0,104613431.4350169
2017-03-13,1243.2649223901926,20158188044.32141,131403644.08735795
2017-03-14,1246.5567394807624,20214039431.746094,86807305.13232267
2017-03-15,1258.4569999999999,20409261728.958996,72763975.2935764
2017-03-16,1217.3145410078776,19743578282.65421,137592935.4142275
2017-03-17,1074.0938695062455,17423426593.321995,283988947.7236811
2017-03-18,961.9620000000001,15606390507.000002,342885274.9538922
2017-03-19,1023.4901008756748,16606689806.263306,177388243.2413791
2017-03-20,1036.3320123738727,16816818647.793924,101975751.4316815
2017-03-21,1112.701532272989,18058074337.21503,150015664.59348586
2017-03-22,1039.8401726478428,16877645842.247137,188848065.44100598
2017-03-23,1029.1394137431018,16705852353.567331,82048831.9755843
2017-03-24,940.0206265591036,15261293153.465893,161801850.34465718
2017-03-25,965.2650626610691,15672767506.162113,190451071.3339399
2017-03-26,954.4766599717783,15499531724.033215,130490540.3796116
2017-03-27,1042.6050726198062,16932388062.889202,138288339.0282277
2017-03-28,1044.7219999999998,16968792612.799994,127643560.28946394
2017-03-29,1038.617197616254,16871375654.368252,121169066.49229117
2017-03-30,1031.4929056461594,16757840043.708635,102438849.919161
2017-03-31,1078.274711090609,17519577833.28675,133287124.42714268
2017-04-01,1085.2529999999997,17634831646.535995,87750426.90171514
2017-04-02,1098.0679999999998,,80231506.35067685
2017-04-03,1139.3082754455547,18517903140.18806,131765236.03753588
2017-04-04,1140.4975903801683,18539058629.558556,108222974.26702544
2017-04-05,1132.339904992776,18408732920.443806,87439620.02168314
2017-04-06,1194.2109999999996,19416796070.09999,128309277.22353126
2017-04-07,1189.775123703212,19347052264.0503,90840184.05054909
2017-04-08,1182.271,19227110119.602,43899666.20643768
2017-04-09,1187.6989999999998,19316186631.362995,41151425.52338414
2017-04-10,1210.515,19691023824.75,76050218.05983433
2017-04-11,1226.618,19955556306.916,78899688.76011947
2017-04-12,1218.299,19822303422.025,83573376.82029216
2017-04-13,1174.209,19106860359.408,131395672.09469403
2017-04-14,1183.687,19263144684.95,92892227.90249667
2017-04-15,1180.323,19210567706.901,53325277.000297464
2017-04-16,1186.31,19310204918.47,36294382.376176596
2017-04-17,1205.143,19618884439.9,83379623.41478413
2017-04-18,1217.58,19823480859.0,85025813.90001634
2017-04-19,1225.721,19958292470.9,71343829.93791687
2017-04-20,1253.904,20419371472.848,112476255.64770472
2017-04-21,1254.9875,20439557226.725,91517340.71934254
2017-04-22,1249.67,20355249795.0,84061246.82405868
2017-04-23,1247.8388,20327793187.52,84420564.20787704
2017-04-24,1249.9563,20364256790.6925,70514448.2984891
2017-04-25,1263.045,20579834197.125,93017240.89550121
2017-04-26,1287.32,20977699422.84,121914930.77675967
2017-04-27,1331.3125,21697132034.375,134993633.3799261
2017-04-28,1321.205,21534600390.46,161417797.38181546
2017-04-29,1327.6863,21643161383.0556,86320647.340096
2017-04-30,1349.8863,22007601314.79,86247238.96408871
2017-05-01,1408.445,22964730936.125,217759983.7243955
2017-05-02,1442.245,23518941607.875,189160669.69719717
2017-05-03,1485.8175,24231937589.4375,206154588.92349654
2017-05-04,1499.36,24455911024.0,335017412.62340426
2017-05-05,1506.0438,24567395211.1206,324314592.9971558
2017-05-06,1547.815,25252078563.53,135507234.10379437
2017-05-07,1557.8838,25419561546.555,149859388.43444195
2017-05-08,1633.38,26655087385.5,276144904.85303676
2017-05-09,1700.1775,27748404857.4425,383922543.2526552
2017-05-10,1747.3175,28521047690.935,288565639.4229343
2017-05-11,1808.7788,29527250348.0656,313353159.7330766
2017-05-12,1700.7725,27767470033.9575,248020430.1818661
2017-05-13,1751.73,28602793979.76,246696636.62711567
2017-05-14,1767.7088,28867391787.52,124978733.01274386
2017-05-15,1696.13,27702000821.75,231039670.3102772
2017-05-16,1716.315,28034610160.905,218205145.65872082
2017-05-17,1804.4513,29477763646.6281,271656160.3631455
2017-05-18,1889.4088,30868475119.0056,230137778.81666598
2017-05-19,1972.9013,32237082949.2181,279848678.0797178
2017-05-20,2043.42,33393518554.5,274198303.3238714
2017-05-21,2053.8788,33568054937.0756,264478153.79685724
2017-05-22,2109.3963,34479453631.095,580030832.7898638
2017-05-23,2292.7025,37479380943.125,389402023.7389176
2017-05-24,2448.1313,40025140034.1006,555024432.8249408
2017-05-25,2366.9725,38704024228.25,889791512.2689184
2017-05-26,2262.36,36997900173.0,716011543.9589934
2017-05-27,2082.845,34066387966.5,683119789.1268574
2017-05-28,2219.4875,36305932627.5,401864331.3271442
2017-05-29,2286.2663,37402630788.11,312368211.91593516
2017-05-30,2167.6438,35466825282.315,335746190.66623986
2017-05-31,2329.0775,38113024210.0,416350458.7178713
2017-06-01,2436.0363,39868442921.8656,438586633.5187092
2017-06-02,2514.2275,41152717323.6675,292795886.85332465
2017-06-03,2562.54,41949676689.0,304803966.17644024
2017-06-04,2556.405,41854068527.985,254469613.91820475
2017-06-05,2721.5525,44563721217.1875,334411829.5166427
2017-06-06 23:29:55 UTC,2903.4438,47547556371.0756,1211604496.354524
2017-06-07,2716.0588,44484425844.04,717931660.7865304
2017-06-08 23:39:21 UTC,2824.2038,46261410000.6806,580940070.4176636
2017-06-09,2817.0638,46149913864.145,393210044.6730309
2017-06-10,2937.4538,48127389931.89,354694237.39057237
2017-06-11,3013.7138,49382412955.42,350197483.3404642
2017-06-12,2701.255,44267424094.875,792436484.821471
2017-06-13,2736.1888,44844697932.88,410084483.665015
2017-06-14,2503.40127294964,41033780985.98741,565476421.7798644
2017-06-15,2444.49371230854,40072859209.16968,845674827.7127961
2017-06-16,2513.81034764638,41213920649.6624,404682134.6180688
2017-06-17,2683.5713440378,44001982613.919,386716359.4470909
2017-06-18,2577.21936114026,42262755911.74297,320439362.70244586
2017-06-19,2620.13645139993,42971547871.184555,307738404.7993459
2017-06-20,2777.79265567999,45561980141.81072,461719561.5390207
2017-06-21,2717.00310788798,44569583131.63903,447106675.7720245
2017-06-22,2724.91221331707,44703988751.351746,273815444.4663382
2017-06-23,2737.74623109829,44920255723.30297,187781433.42478496
2017-06-24,2618.41673570888,42966679003.94212,314564252.5547436
2017-06-25,2606.8632352265,42781394178.82268,320081172.027822
2017-06-26,2488.19416337737,40837922140.409676,540038332.4734977
2017-06-27,2531.34899878484,41550828140.55376,518735269.2034187
2017-06-28,2575.43777025493,42279511902.81053,351206317.75963986
2017-06-29,2561.68143454198,42057301540.09505,239853090.84820977
2017-06-30,2490.75348798041,40897674121.940735,210111037.78145665
2017-07-01,2439.82055973389,40066457532.22669,207555417.49021047
2017-07-02,2518.54569431263,41365191378.720184,226784228.5962842
2017-07-03,2576.7146569746,42326047726.1706,304599469.9256256
2017-07-04,2610.99757474179,42894251457.13055,274900590.57347757
2017-07-05,2607.21930206989,42836970322.05267,238310795.50144583
2017-07-06,2612.67042830497,42931269844.38585,175365965.04167378
2017-07-07,2509.21820981689,41236052946.94405,260711000.65693903
2017-07-08,2563.19551359687,42128232902.263275,178182801.69270346
2017-07-09,2519.21739188349,41409824820.38926,117876420.56676134
2017-07-10,2363.51568155487,38856285254.84228,387541497.1273901
2017-07-11,2353.91066125207,38703498121.36672,420715282.36799073
2017-07-12,2387.32891171674,39258160520.55891,314834432.76192206
2017-07-13,2364.32126576467,38884514157.240425,233041527.6837674
2017-07-14,2228.72879099011,36658380771.82992,320113442.0299653
2017-07-15,2033.29108803266,33447052810.303905,463942211.44058734
2017-07-16,1927.09906562122,31704152052.833904,480771847.6159585
2017-07-17,2181.28608069932,35890008657.39433,495170862.90144104
2017-07-18,2303.88935545646,37911881677.64932,729320057.5415988
2017-07-19,2274.62136530529,37434637985.045944,577643323.797571
2017-07-20,2766.82511908244,45540558047.53742,1277986817.595834
2017-07-21,2658.07491237597,43755767266.33141,856653849.5198456
2017-07-22,2802.34788667742,46136314314.91937,631346052.4370111
2017-07-23,2731.60400741206,44977531723.6921,532874222.83885914
2017-07-24,2751.3470702262,45308735082.91261,356970178.1391705
2017-07-25,2563.74789523364,42223997194.01208,793382308.0821117
2017-07-26,2507.38968460757,41300436593.94769,583046427.0953552
2017-07-27,2649.44120113807,43645402712.15232,438390969.56700265
2017-07-28,2798.82931330334,46111586171.418274,1248796319.028303
2017-07-29,2720.10226250836,44819837646.14303,862355190.6244134
2017-07-30,2740.32359181287,45158066501.84347,373175816.24998474
2017-07-31,2871.3680152452,47322548226.26965,438125892.5058857
2017-08-01,2737.76379241919,45126045890.85253,745400937.0961412
2017-08-02,2697.8509023017,44473195322.900276,412594211.0343428
2017-08-03,2777.36799394604,45788833023.80792,339104668.1906748
2017-08-04,2845.89716230278,46925073392.63279,368080367.5107562
2017-08-05,3237.07069450803,53382167034.14344,1066264901.9573861
2017-08-06,3189.7324534615,52607099482.05991,489419318.3026005
2017-08-07,3356.70973808691,55367416610.36144,695546889.0949574
2017-08-08,3410.45008044914,56260701200.034225,803019985.1887337
2017-08-09,3330.89782529283,54954274834.24823,638922625.0771153
2017-08-10,3367.90538708821,55570438886.95547,424604065.32912636
2017-08-11,3562.58766284089,58788973716.33661,641330314.4333423
2017-08-12,3800.14062506336,62715286393.358154,988460078.2087516
2017-08-13,4023.25452207874,66405071142.320496,1549520790.332874
2017-08-14,4175.69529134641,68927834713.06955,1089626076.898878
2017-08-15,4149.30875941234,68500212180.10542,1908427436.1044514
2017-08-16,4262.5587912331,70376601817.48047,1755705435.2806149
2017-08-17,4286.91743450516,70778773053.66321,1774245121.0315044
2017-08-18,4097.68580247375,67671539511.38793,1515069151.8626456
2017-08-19,4115.21198836208,67968693045.18288,1710080500.0248759
2017-08-20,4001.22863247285,66092742688.79337,551798951.9672189
2017-08-21,3935.22993283277,65008176478.93846,712634899.3959899
2017-08-22,4008.41668521521,66221496790.766624,1402352816.7446954
2017-08-23,4069.0802390251,67231683430.31014,801748251.0347502
2017-08-24,4167.28917680219,68859869628.5617,686855777.303872
2017-08-25,4199.89203158457,69403950803.04054,689332055.0584042
2017-08-26,4123.51337132546,68147140643.37593,401970264.1835565
2017-08-27,4116.46873916326,68038485482.57394,348607397.3713809
2017-08-28,4216.24277330547,69694649043.72203,652038444.4811547
2017-08-29,4394.06343624723,72641940495.6991,864725915.097578
2017-08-30,4553.80652713686,75292523274.51767,674336659.4873832
2017-08-31,4702.93816308458,77767841900.02457,675647444.6830037
2017-09-01,4863.19304868405,80428274476.4107,909131411.605347
2017-09-02,4556.5977768913,75367266379.22632,1475097323.458513
2017-09-03,4632.46233076675,76631058145.99944,1007165501.0854648
2017-09-04,4317.18518771612,71425022760.39119,1554585273.636073
2017-09-05,4447.87559221093,73598219046.08562,1626968192.530412
2017-09-06,4592.25027789782,75996461011.38934,1060025861.6307496
2017-09-07,4584.82027519271,75883474995.22142,669892692.7226958
2017-09-08,4285.20793872097,70933796921.03749,1477975497.7897267
2017-09-09,4245.60734112386,70287354161.79593,787822375.6637348
