date, sell_price, buy_price
2023-05-31 14:50,56500,55550
2023-05-31 15:25,56550,55600
2023-05-31 15:50,56500,55550
2023-06-01 00:00,56500,55550
2023-06-01 08:30,56650,55700
2023-06-01 08:50,56550,55600
2023-06-01 13:30,56500,55550
2023-06-01 14:20,56450,55500
2023-06-01 16:40,56500,55550
2023-06-02 00:00,56500,55550
2023-06-02 08:30,56600,55650
2023-06-02 09:10,56650,55700
2023-06-02 14:45,56600,55650
2023-06-02 16:10,56650,55700
2023-06-03 00:00,56650,55700
2023-06-03 08:25,56500,55550
2023-06-04 00:00,56500,55550
2023-06-05 00:00,56500,55550
2023-06-05 08:40,56450,55500
2023-06-05 14:40,56400,55450
2023-06-05 15:05,56350,55400
2023-06-05 15:30,56400,55450
2023-06-06 00:00,56400,55450
2023-06-06 08:30,56600,55650
2023-06-06 08:35,56550,55600
2023-06-06 10:00,56500,55550
2023-06-06 14:25,56450,55500
2023-06-07 00:00,56450,55500
2023-06-07 08:30,56500,55550
2023-06-07 09:40,56450,55500
2023-06-07 11:40,56500,55550
2023-06-07 13:20,56450,55500
2023-06-07 13:55,56400,55450
2023-06-07 15:35,56450,55500
2023-06-07 16:10,56500,55550
2023-06-08 00:00,56500,55550
2023-06-08 08:30,56350,55400
2023-06-08 08:40,56400,55450
2023-06-08 16:05,56450,55500
2023-06-08 16:40,56400,55450
2023-06-09 00:00,56400,55450
2023-06-09 08:30,56550,55600
2023-06-09 15:15,56500,55550
2023-06-09 15:45,56550,55600
2023-06-10 00:00,56550,55600
2023-06-10 08:25,56500,55550
2023-06-11 00:00,56500,55550
2023-06-12 00:00,56500,55550
2023-06-12 08:35,56450,55500
2023-06-12 09:15,56500,55550
2023-06-12 11:40,56550,55600
2023-06-12 15:10,56600,55650
2023-06-13 00:00,56600,55650
2023-06-13 08:25,56500,55550
2023-06-13 08:50,56550,55600
2023-06-13 09:05,56500,55550
2023-06-13 10:00,56550,55600
2023-06-13 14:15,56600,55650
2023-06-13 14:50,56550,55600
2023-06-14 00:00,56550,55600
2023-06-14 08:30,56450,55500
2023-06-14 11:20,56500,55550
2023-06-14 14:40,56550,55600
2023-06-15 00:00,56550,55600
2023-06-15 08:25,56450,55500
2023-06-15 13:45,56400,55450
2023-06-16 00:00,56400,55450
2023-06-16 08:30,56600,55650
2023-06-16 13:35,56650,55700
2023-06-16 13:40,56600,55650
2023-06-16 15:50,56650,55700
2023-06-17 00:00,56650,55700
2023-06-17 08:25,56550,55600
2023-06-18 00:00,56550,55600
2023-06-19 00:00,56550,55600
2023-06-19 09:00,56600,55650
2023-06-19 10:05,56650,55700
2023-06-19 10:30,56600,55650
2023-06-20 00:00,56600,55650
2023-06-20 08:25,56550,55600
2023-06-20 08:55,56500,55550
2023-06-20 10:40,56550,55600
2023-06-21 00:00,56550,55600
2023-06-21 08:25,56450,55500
2023-06-21 10:30,56400,55450
2023-06-22 00:00,56400,55450
2023-06-22 15:00,56450,55500
2023-06-23 00:00,56450,55500
2023-06-23 08:30,56350,55400
2023-06-23 08:55,56300,55300
2023-06-24 00:00,56300,55300
2023-06-24 08:30,56350,55350
2023-06-25 00:00,56350,55350
2023-06-26 00:00,56350,55350
2023-06-26 08:35,56400,55400
2023-06-26 14:35,56450,55450
2023-06-26 15:35,56500,55500
2023-06-27 00:00,56500,55500
2023-06-27 08:30,56450,55450
2023-06-28 00:00,56450,55450
2023-06-28 08:30,56350,55350
2023-06-28 08:55,56300,55300
2023-06-28 14:15,56250,55250
2023-06-29 00:00,56250,55250
2023-06-29 10:05,56200,55200
2023-06-30 00:00,56200,55200
2023-06-30 13:35,56150,55150
2023-06-30 15:40,56100,55100
2023-07-01 00:00,56100,55100
2023-07-01 08:15,56300,55300
2023-07-01 09:35,56250,55250
2023-07-02 00:00,56250,55250
2023-07-03 00:00,56250,55250
2023-07-03 08:30,56200,55200
2023-07-03 13:15,56150,55150
2023-07-03 15:00,56100,55100
2023-07-04 00:00,56100,55100
2023-07-04 08:30,56200,55200
2023-07-04 09:05,56150,55150
2023-07-05 00:00,56150,55150
2023-07-05 08:20,56100,55100
2023-07-05 15:05,56150,55150
2023-07-05 15:15,56100,55100
2023-07-05 16:10,56150,55150
2023-07-06 00:00,56150,55150
2023-07-06 08:35,56000,55000
2023-07-06 09:00,56050,55050
2023-07-06 13:35,56100,55100
2023-07-06 15:20,56050,55050
2023-07-07 00:00,56050,55050
2023-07-07 08:25,56000,55000
2023-07-07 10:05,56050,55050
2023-07-07 10:40,56000,55000
2023-07-07 12:50,56100,55100
2023-07-07 13:35,56050,55050
2023-07-07 13:45,56100,55100
2023-07-07 13:55,56050,55050
2023-07-07 14:30,56100,55100
2023-07-08 00:00,56100,55100
2023-07-08 08:30,56200,55200
2023-07-09 00:00,56200,55200
2023-07-10 00:00,56200,55200
2023-07-10 11:15,56250,55250
2023-07-10 14:00,56300,55300
2023-07-11 00:00,56300,55300
2023-07-11 09:10,56350,55350
2023-07-11 10:05,56400,55400
2023-07-11 10:25,56350,55350
2023-07-11 11:30,56400,55400
2023-07-11 13:10,56450,55450
2023-07-11 13:45,56550,55550
2023-07-11 14:05,56500,55500
2023-07-11 14:15,56450,55450
2023-07-11 15:20,56500,55500
2023-07-12 00:00,56500,55500
2023-07-12 08:25,56550,55550
2023-07-12 09:25,56600,55600
2023-07-12 11:10,56650,55650
2023-07-12 11:15,56600,55600
2023-07-12 13:25,56650,55650
2023-07-12 13:45,56600,55600
2023-07-13 00:00,56600,55600
2023-07-13 08:35,56850,55850
2023-07-13 08:40,56900,55900
2023-07-13 08:55,56950,55950
2023-07-13 09:15,57000,56000
2023-07-13 12:10,56950,55950
2023-07-14 00:00,56950,55950
2023-07-14 10:00,56900,55900
2023-07-14 10:40,56850,55850
2023-07-14 10:55,56900,55900
2023-07-14 13:25,56850,55850
2023-07-15 00:00,56850,55850
2023-07-15 08:55,56800,55800
2023-07-16 00:00,56800,55800
2023-07-17 00:00,56800,55800
2023-07-17 08:45,56750,55750
2023-07-17 09:10,56700,55700
2023-07-17 14:25,56650,55650
2023-07-17 15:15,56700,55700
2023-07-18 00:00,56700,55700
2023-07-18 10:05,56750,55750
2023-07-18 10:15,56700,55700
2023-07-18 10:30,56750,55750
2023-07-18 14:05,56800,55800
2023-07-18 14:20,56850,55850
2023-07-19 00:00,56850,55850
2023-07-19 08:30,57000,56000
2023-07-19 09:50,56950,55950
2023-07-20 00:00,56950,55950
2023-07-20 08:30,57000,56000
2023-07-20 08:35,57050,56050
2023-07-20 09:05,57100,56100
2023-07-20 10:10,57150,56150
2023-07-20 10:25,57200,56200
2023-07-20 10:30,57150,56200
2023-07-20 12:50,57150,56150
2023-07-20 13:00,57100,56100
2023-07-21 00:00,57100,56100
2023-07-21 08:40,57000,56000
2023-07-21 15:05,56900,55900
2023-07-22 00:00,56900,55900
2023-07-22 08:35,56850,55850
2023-07-23 00:00,56850,55850
2023-07-24 00:00,56850,55850
2023-07-24 10:25,56900,55900
2023-07-24 11:05,56850,55850
2023-07-24 11:10,56950,55950
2023-07-24 11:15,56900,55900
2023-07-24 13:45,56950,55950
2023-07-24 13:55,57000,56000
2023-07-24 15:35,56950,55950
2023-07-24 16:30,57000,56000
2023-07-25 00:00,57000,56000
2023-07-25 08:30,56850,55850
2023-07-25 08:40,56900,55900
2023-07-25 08:50,56950,55950
2023-07-25 09:55,57000,56000
2023-07-25 10:50,57050,56050
2023-07-25 11:15,57000,56000
2023-07-26 00:00,57000,56000
2023-07-26 10:00,57050,56050
2023-07-26 13:20,57100,56100
2023-07-26 14:55,57150,56150
2023-07-27 00:00,57150,56150
2023-07-27 08:35,57200,56200
2023-07-27 09:10,57250,56250
2023-07-27 11:05,57200,56200
2023-07-27 14:50,57250,56250
2023-07-27 15:15,57200,56200
2023-07-28 00:00,57200,56200
2023-07-28 08:30,56900,55900
2023-07-28 08:40,56950,55950
2023-07-28 10:10,57000,56000
2023-07-28 10:40,56950,55950
2023-07-28 10:45,57000,56000
2023-07-28 11:15,57050,56050
2023-07-28 11:20,57000,56000
2023-07-29 00:00,57000,56000
2023-07-29 08:40,57100,56100
2023-07-30 00:00,57100,56100
2023-07-31 00:00,57100,56100
2023-07-31 10:50,57050,56050
2023-08-01 00:00,57050,56050
2023-08-01 08:35,57150,56150
2023-08-01 09:00,57100,56100
2023-08-01 13:20,57050,56050
2023-08-02 00:00,57050,56050
2023-08-02 08:30,56950,55950
2023-08-02 14:20,57000,56000
2023-08-02 14:30,56950,55950
2023-08-03 00:00,56950,55950
2023-08-03 08:30,56850,55850
2023-08-03 08:35,56800,55800
2023-08-03 13:25,56850,55850
2023-08-03 13:45,56900,55900
2023-08-03 14:05,56850,55850
2023-08-03 14:40,56900,55900
2023-08-03 15:05,56950,55950
2023-08-03 15:35,56900,55900
2023-08-04 00:00,56900,55900
2023-08-04 10:20,56950,55950
2023-08-04 13:45,56900,55900
2023-08-05 00:00,56900,55900
2023-08-05 08:30,57050,56050
2023-08-06 00:00,57050,56050
2023-08-07 00:00,57050,56050
2023-08-07 10:05,57000,56000
2023-08-07 13:30,56950,55950
2023-08-07 15:00,57000,56000
2023-08-08 00:00,57000,56000
2023-08-08 08:30,56950,55950
2023-08-08 09:40,57000,56000
2023-08-08 09:55,57000,56050
2023-08-08 11:10,57000,56100
2023-08-08 13:30,57000,56050
2023-08-08 15:05,56950,56000
2023-08-08 15:55,57000,56050
2023-08-09 00:00,57000,56050
2023-08-09 08:40,56950,56000
2023-08-09 15:05,57000,56050
2023-08-09 16:00,56950,56000
2023-08-10 00:00,56950,56000
2023-08-10 08:30,56850,55900
2023-08-10 14:20,56900,55950
2023-08-10 14:40,56850,55900
2023-08-11 00:00,56850,55900
2023-08-11 11:35,56800,55850
2023-08-11 15:55,56850,55900
2023-08-12 00:00,56850,55900
2023-08-12 08:55,56800,55850
2023-08-13 00:00,56800,55850
2023-08-14 00:00,56800,55850
2023-08-14 08:50,56750,55800
2023-08-14 08:55,56700,55750
2023-08-14 09:05,56750,55800
2023-08-14 14:50,56800,55850
2023-08-14 15:25,56850,55900
2023-08-15 00:00,56850,55900
2023-08-15 08:35,56750,55800
2023-08-15 08:50,56700,55750
2023-08-15 11:30,56750,55800
2023-08-15 14:10,56700,55750
2023-08-16 00:00,56700,55750
2023-08-16 09:00,56750,55800
2023-08-16 10:25,56800,55850
2023-08-17 00:00,56800,55850
2023-08-17 08:35,56650,55700
2023-08-17 08:50,56750,55800
2023-08-17 09:50,56700,55750
2023-08-17 09:55,56750,55800
2023-08-17 11:00,56700,55750
2023-08-17 13:45,56750,55800
2023-08-18 00:00,56750,55800
2023-08-19 00:00,56750,55800
2023-08-19 09:00,56700,55750
2023-08-20 00:00,56700,55750
2023-08-21 00:00,56700,55750
2023-08-21 09:55,56750,55800
2023-08-22 00:00,56750,55800
2023-08-22 08:30,56800,55850
2023-08-22 11:30,56850,55900
2023-08-23 00:00,56850,55900
2023-08-23 14:55,56900,55950
2023-08-24 00:00,56900,55950
2023-08-24 08:30,57000,56050
2023-08-24 09:55,57050,56100
2023-08-24 13:40,57000,56050
2023-08-25 00:00,57000,56050
2023-08-25 08:40,56950,56000
2023-08-26 00:00,56950,56000
2023-08-27 00:00,56950,56000
2023-08-28 00:00,56950,56000
2023-08-28 14:00,56900,55950
2023-08-29 00:00,56900,55950
2023-08-29 08:30,57000,56050
2023-08-29 09:00,56950,56000
2023-08-30 00:00,56950,56000
2023-08-30 08:30,57050,56100
2023-08-31 00:00,57050,56100
2023-08-31 08:35,57150,56150
2023-08-31 08:40,57200,56200
2023-08-31 09:30,57250,56250
2023-08-31 10:55,57200,56200
2023-08-31 14:50,57250,56250
2023-08-31 15:45,57250,56300
2023-09-01 00:00,57250,56300
2023-09-01 08:40,57250,56250
2023-09-02 00:00,57250,56250
2023-09-03 00:00,57250,56250
2023-09-04 00:00,57250,56250
2023-09-05 00:00,57250,56250
2023-09-05 13:40,57200,56200
2023-09-05 16:25,57150,56150
2023-09-06 00:00,57150,56150
2023-09-06 08:30,57050,56050
2023-09-06 08:40,57000,56000
2023-09-06 09:15,57050,56050
2023-09-06 10:05,57100,56100
2023-09-06 14:50,57050,56050
2023-09-07 00:00,57050,56050
2023-09-07 08:30,57000,56000
2023-09-07 09:20,57050,56050
2023-09-07 10:30,57080,56080
2023-09-07 11:25,57100,56100
2023-09-07 13:25,57050,56050
2023-09-08 00:00,57050,56050
2023-09-08 08:30,57100,56100
2023-09-08 08:40,57150,56150
2023-09-08 09:50,57200,56200
2023-09-08 14:30,57200,56250
2023-09-08 14:35,57150,56200
2023-09-09 00:00,57150,56200
2023-09-09 08:35,57100,56100
2023-09-10 00:00,57100,56100
2023-09-11 00:00,57100,56100
2023-09-11 08:30,57100,56150
2023-09-11 08:35,57150,56200
2023-09-11 09:25,57200,56250
2023-09-11 11:35,57250,56300
2023-09-11 13:05,57300,56350
2023-09-11 15:20,57250,56300
2023-09-12 00:00,57250,56300
2023-09-12 08:25,57200,56250
2023-09-12 08:40,57250,56300
2023-09-12 13:40,57200,56250
2023-09-12 15:20,57150,56200
2023-09-12 15:30,57100,56150
2023-09-12 15:35,57150,56150
2023-09-13 00:00,57150,56150
2023-09-13 08:35,57050,56050
2023-09-13 08:50,57100,56100
2023-09-13 09:05,57150,56150
2023-09-13 14:35,57200,56200
2023-09-14 00:00,57200,56200
2023-09-14 10:30,57250,56250
2023-09-14 11:35,57250,56300
2023-09-14 13:25,57250,56250
2023-09-15 00:00,57250,56250
2023-09-15 08:50,57300,56300
2023-09-15 09:20,57350,56350
2023-09-15 10:40,57400,56400
2023-09-15 15:15,57450,56450
2023-09-16 00:00,57450,56450
2023-09-16 08:30,57500,56500
2023-09-17 00:00,57500,56500
2023-09-18 00:00,57500,56500
2023-09-18 08:25,57600,56600
2023-09-18 10:20,57650,56650
2023-09-18 10:35,57700,56700
2023-09-19 00:00,57700,56700
2023-09-19 08:30,57850,56850
2023-09-19 09:35,57900,56900
2023-09-19 13:40,57950,56950
2023-09-19 14:35,58000,57000
2023-09-19 14:45,58000,57050
2023-09-20 00:00,58000,57050
2023-09-20 08:35,57950,57000
2023-09-20 09:00,58000,57050
2023-09-20 13:55,57950,57000
2023-09-20 14:55,58000,57050
2023-09-21 00:00,58000,57050
2023-09-21 08:30,57950,57000
2023-09-21 08:40,57850,56900
2023-09-21 08:45,57900,56950
2023-09-21 08:55,57950,57000
2023-09-21 15:40,57900,56950
2023-09-22 00:00,57900,56950
2023-09-23 00:00,57900,56950
2023-09-24 00:00,57900,56950
2023-09-25 00:00,57900,56950
2023-09-25 08:50,57850,56900
2023-09-25 13:10,57800,56850
2023-09-25 14:05,57850,56900
2023-09-25 15:30,57800,56850
2023-09-26 00:00,57800,56850
2023-09-26 08:30,57750,56800
2023-09-26 13:25,57700,56750
2023-09-26 14:50,57750,56800
2023-09-27 00:00,57750,56800
2023-09-27 08:30,57600,56650
2023-09-27 11:20,57550,56600
2023-09-28 00:00,57550,56600
2023-09-28 08:35,57400,56450
2023-09-28 09:30,57350,56400
2023-09-28 10:00,57350,56350
2023-09-29 00:00,57350,56350
2023-09-29 08:35,57200,56200
2023-09-29 10:15,57150,56150
2023-09-29 11:10,57100,56100
2023-09-29 14:40,57150,56150
2023-09-30 00:00,57150,56150
2023-09-30 08:30,56950,55950
2023-10-01 00:00,56950,55950
2023-10-02 00:00,56950,55950
2023-10-02 08:25,56900,55900
2023-10-02 13:00,56850,55850
2023-10-02 14:05,56850,55800
2023-10-02 14:30,56850,55850
2023-10-02 16:35,56800,55800
2023-10-03 00:00,56800,55800
2023-10-03 08:35,56650,55650
2023-10-03 09:15,56600,55600
2023-10-03 09:25,56600,55550
2023-10-04 00:00,56600,55550
2023-10-04 08:35,56550,55500
2023-10-04 08:40,56500,55450
2023-10-05 00:00,56500,55450
2023-10-05 08:35,56550,55500
2023-10-05 08:45,56500,55500
2023-10-05 09:05,56600,55600
2023-10-05 09:20,56550,55550
2023-10-05 10:45,56600,55600
2023-10-05 11:20,56650,55650
2023-10-05 13:20,56600,55600
2023-10-06 00:00,56600,55600
2023-10-06 08:30,56550,55550
2023-10-06 11:30,56600,55600
2023-10-06 15:15,56650,55650
2023-10-06 15:25,56600,55600
2023-10-07 00:00,56600,55600
2023-10-07 08:25,56800,55750
2023-10-08 00:00,56800,55750
2023-10-09 00:00,56800,55750
2023-10-09 08:30,57000,55950
2023-10-09 09:55,57050,56000
2023-10-09 11:20,57100,56050
2023-10-09 11:30,57150,56100
2023-10-10 00:00,57150,56100
2023-10-10 08:30,57350,56300
2023-10-10 13:50,57300,56250
2023-10-11 00:00,57300,56250
2023-10-11 08:35,57300,56300
2023-10-11 13:50,57350,56350
2023-10-11 15:30,57400,56400
2023-10-12 00:00,57400,56400
2023-10-12 08:35,57500,56500
2023-10-12 12:10,57550,56550
2023-10-13 00:00,57550,56550
2023-10-13 08:30,57500,56500
2023-10-13 11:30,57550,56550
2023-10-13 15:30,57600,56600
2023-10-14 00:00,57600,56600
2023-10-14 08:35,58200,57200
2023-10-14 09:00,58200,57150
2023-10-14 09:40,58150,57100
2023-10-15 00:00,58150,57100
2023-10-16 00:00,58150,57100
2023-10-16 08:30,58000,57000
2023-10-16 08:50,57950,56950
2023-10-16 13:05,57900,56900
2023-10-16 13:10,57850,56850
2023-10-16 14:00,57800,56800
2023-10-17 00:00,57800,56800
2023-10-17 08:35,57850,56850
2023-10-17 09:25,57800,56800
2023-10-18 00:00,57800,56800
2023-10-18 08:35,58000,57000
2023-10-18 08:55,58050,57050
2023-10-18 09:35,58100,57100
2023-10-19 00:00,58100,57100
2023-10-19 08:30,58250,57250
2023-10-19 09:00,58300,57300
2023-10-19 14:55,58350,57350
2023-10-20 00:00,58350,57350
2023-10-20 08:30,58800,57800
2023-10-20 09:00,58850,57850
2023-10-20 09:15,58900,57900
2023-10-20 09:55,58950,57950
2023-10-20 14:30,59000,58000
2023-10-20 14:50,59050,58050
2023-10-20 15:25,59100,58100
2023-10-20 16:10,59150,58150
2023-10-20 16:40,59100,58100
2023-10-21 00:00,59100,58100
2023-10-22 00:00,59100,58100
2023-10-23 00:00,59100,58100
2023-10-23 08:30,57850,56850
2023-10-23 08:35,58850,57850
2023-10-23 08:40,58900,57900
2023-10-23 10:20,58950,57950
2023-10-23 15:35,59000,58000
2023-10-24 00:00,59000,58000
2023-10-24 11:00,58950,57950
2023-10-24 15:20,58900,57900
2023-10-25 00:00,58900,57900
2023-10-25 14:30,58850,57850
2023-10-26 00:00,58850,57850
2023-10-26 08:35,59000,58000
2023-10-26 09:05,59050,58050
2023-10-26 10:25,59100,58100
2023-10-26 11:05,59150,58150
2023-10-26 14:15,59200,58200
2023-10-26 14:40,59250,58250
2023-10-26 15:05,59300,58300
2023-10-26 15:40,59350,58350
2023-10-27 00:00,59350,58350
2023-10-27 08:35,59250,58250
2023-10-27 08:55,59300,58300
2023-10-27 10:15,59350,58350
2023-10-27 14:10,59400,58400
2023-10-27 15:30,59350,58350
2023-10-28 00:00,59350,58350
2023-10-28 08:30,59800,58700
2023-10-29 00:00,59800,58700
2023-10-30 00:00,59800,58700
2023-10-30 08:05,59800,58800
2023-10-30 08:15,59800,58700
2023-10-30 08:35,59750,58750
2023-10-30 14:05,59700,58700
2023-10-30 15:05,59650,58650
2023-10-31 00:00,59650,58650
2023-10-31 11:35,59700,58700
2023-10-31 13:15,59650,58650
2023-10-31 13:30,59600,58600
2023-10-31 14:40,59650,58650
2023-10-31 15:30,59700,58700
2023-11-01 00:00,59700,58700
2023-11-01 08:35,59400,58400
2023-11-01 13:30,59450,58450
2023-11-01 14:55,59400,58400
2023-11-01 15:10,59450,58450
2023-11-01 16:15,59500,58500
2023-11-02 00:00,59500,58500
2023-11-02 11:55,59550,58550
2023-11-02 14:40,59600,58600
2023-11-02 15:35,59600,58650
2023-11-02 16:25,59650,58700
2023-11-03 00:00,59650,58700
2023-11-03 08:35,59550,58600
2023-11-03 08:40,59650,58650
2023-11-03 09:05,59600,58600
2023-11-03 09:40,59650,58650
2023-11-03 10:15,59700,58700
2023-11-03 13:30,59750,58750
2023-11-03 16:05,59750,58800
2023-11-03 16:20,59750,58750
2023-11-04 00:00,59750,58750
2023-11-04 08:30,59850,58850
2023-11-05 00:00,59850,58850
2023-11-06 00:00,59850,58850
2023-11-06 08:35,59900,58900
2023-11-06 14:20,59850,58850
2023-11-06 14:55,59900,58900
2023-11-06 15:25,59950,58950
2023-11-07 00:00,59950,58950
2023-11-07 08:25,59800,58800
2023-11-07 09:15,59750,58750
2023-11-07 10:10,59700,58700
2023-11-08 00:00,59700,58700
2023-11-08 08:30,59650,58650
2023-11-08 14:35,59700,58700
2023-11-09 00:00,59700,58700
2023-11-09 08:35,59550,58550
2023-11-09 08:40,59500,58500
2023-11-09 11:05,59450,58450
2023-11-10 00:00,59450,58450
2023-11-10 08:35,59550,58550
2023-11-10 14:10,59550,58600
2023-11-11 00:00,59550,58600
2023-11-12 00:00,59550,58600
2023-11-13 00:00,59550,58600
2023-11-13 08:25,59500,58500
2023-11-14 00:00,59500,58500
2023-11-14 08:30,59600,58600
2023-11-15 00:00,59600,58600
2023-11-15 08:30,59750,58750
2023-11-15 11:00,59800,58800
2023-11-15 11:35,59850,58850
2023-11-15 13:15,59800,58800
2023-11-15 13:55,59850,58850
2023-11-15 14:55,59900,58900
2023-11-16 00:00,59900,58900
2023-11-16 08:30,59800,58800
2023-11-16 08:40,59750,58750
2023-11-16 13:40,59800,58800
2023-11-16 15:00,59850,58850
2023-11-16 15:15,59800,58800
2023-11-16 15:30,59850,58850
2023-11-17 00:00,59850,58850
2023-11-17 08:30,60050,59050
2023-11-17 09:10,60100,59100
2023-11-17 15:35,60150,59150
2023-11-17 16:30,60200,59200
2023-11-18 00:00,60200,59200
2023-11-18 08:30,60050,59050
2023-11-18 09:30,60100,59100
2023-11-19 00:00,60100,59100
2023-11-20 00:00,60100,59100
2023-11-20 16:20,60150,59150
2023-11-21 00:00,60150,59150
2023-11-21 08:35,60250,59250
2023-11-21 08:40,60300,59300
2023-11-21 10:45,60350,59350
2023-11-21 14:35,60400,59400
2023-11-22 00:00,60400,59400
2023-11-22 08:35,60500,59500
2023-11-22 09:10,60550,59550
2023-11-22 10:30,60600,59600
2023-11-22 11:55,60650,59650
2023-11-22 13:30,60700,59700
2023-11-22 14:30,60750,59750
2023-11-22 15:20,60800,59750
2023-11-22 16:00,60750,59700
2023-11-22 16:30,60750,59750
2023-11-23 00:00,60750,59750
2023-11-23 08:35,60650,59650
2023-11-23 08:45,60700,59700
2023-11-23 11:00,60750,59750
2023-11-23 13:15,60850,59750
2023-11-23 14:35,60900,59800
2023-11-23 14:50,60950,59850
2023-11-23 15:10,61000,59900
2023-11-23 15:20,60950,59850
2023-11-24 00:00,60950,59850
2023-11-24 10:05,61000,59900
2023-11-24 10:40,61050,59950
2023-11-24 13:10,61100,60000
2023-11-24 14:05,61150,60050
2023-11-24 15:10,61200,60100
2023-11-24 16:00,61200,60150
2023-11-25 00:00,61200,60150
2023-11-25 08:30,61300,60200
2023-11-25 09:20,61350,60250
2023-11-25 09:50,61400,60300
2023-11-26 00:00,61400,60300
2023-11-27 00:00,61400,60300
2023-11-27 08:20,61550,60450
2023-11-27 08:30,61600,60500
2023-11-27 12:05,61650,60550
2023-11-27 15:40,61700,60600
2023-11-28 00:00,61700,60600
2023-11-28 09:30,61750,60650
2023-11-28 12:00,61800,60700
2023-11-29 00:00,61800,60700
2023-11-29 08:30,62250,61150
2023-11-29 08:45,62300,61200
2023-11-29 08:55,62400,61300
2023-11-30 00:00,62400,61300
2023-12-01 00:00,62400,61300
2023-12-01 08:25,62350,61250
2023-12-01 10:50,62300,61200
2023-12-01 13:30,62250,61150
2023-12-01 14:55,62200,61100
2023-12-01 16:15,62250,61150
2023-12-02 00:00,62250,61150
2023-12-02 08:25,62650,61550
2023-12-03 00:00,62650,61550
2023-12-04 00:00,62650,61550
2023-12-04 08:30,62900,61750
2023-12-04 09:10,62850,61700
2023-12-04 09:40,62800,61650
2023-12-04 13:55,62750,61600
2023-12-04 14:30,62700,61550
2023-12-04 14:45,62600,61450
2023-12-04 14:50,62650,61500
2023-12-04 15:00,62600,61450
2023-12-04 16:00,62650,61500
2023-12-05 00:00,62650,61500
2023-12-05 08:25,62300,61200
2023-12-05 08:45,62250,61150
2023-12-06 00:00,62250,61150
2023-12-06 08:30,62000,60950
2023-12-06 10:45,61950,60900
2023-12-06 15:05,62000,60950
2023-12-06 15:40,61950,60900
2023-12-07 00:00,61950,60900
2023-12-07 10:25,62000,60950
2023-12-07 13:20,61950,60900
2023-12-07 15:15,62000,60950
2023-12-08 00:00,62000,60950
2023-12-08 09:00,62050,61000
2023-12-09 00:00,62050,61000
2023-12-09 08:30,61650,60600
2023-12-09 08:50,61750,60700
2023-12-10 00:00,61750,60700
2023-12-11 00:00,61750,60700
2023-12-11 08:30,61650,60600
2023-12-11 09:30,61600,60550
2023-12-11 09:35,61550,60500
2023-12-11 10:55,61500,60450
2023-12-11 15:00,61400,60350
2023-12-12 00:00,61400,60350
2023-12-12 08:30,61200,60150
2023-12-12 09:10,61150,60100
2023-12-12 11:40,61100,60050
2023-12-13 00:00,61100,60050
2023-12-13 08:35,61050,60000
2023-12-13 09:40,61000,59950
2023-12-13 13:25,60950,59900
2023-12-14 00:00,60950,59900
2023-12-14 08:30,61550,60500
2023-12-14 13:15,61600,60550
2023-12-14 15:40,61700,60650
2023-12-15 00:00,61700,60650
2023-12-15 08:40,61650,60600
2023-12-15 09:35,61700,60650
2023-12-15 10:05,61750,60700
2023-12-15 10:35,61800,60750
2023-12-15 13:20,61850,60800
2023-12-15 15:05,61900,60850
2023-12-15 15:25,61950,60900
2023-12-15 16:20,62000,60950
2023-12-16 00:00,62000,60950
2023-12-16 08:20,61850,60800
2023-12-16 08:25,61800,60750
2023-12-16 08:55,61850,60800
2023-12-17 00:00,61850,60800
2023-12-18 00:00,61850,60800
2023-12-18 08:30,61900,60850
2023-12-18 15:35,61950,60900
2023-12-19 00:00,61950,60900
2023-12-19 08:30,62000,60950
2023-12-22 22:45,62850,61800
2023-12-23 00:00,62850,61800
2023-12-23 08:30,62950,61900
2023-12-24 00:00,62950,61900
2023-12-25 00:00,62950,61900
2023-12-25 08:55,63000,61950
2023-12-25 11:00,63050,62000
2023-12-25 15:50,63100,62050
2023-12-26 00:00,63100,62050
2023-12-26 08:25,63150,62100
2023-12-26 08:30,63200,62150
2023-12-26 08:45,63250,62200
2023-12-26 08:50,63300,62250
2023-12-26 09:05,63350,62300
2023-12-26 09:20,63400,62350
2023-12-26 10:00,63350,62300
2023-12-26 10:20,63500,62450
2023-12-26 10:40,63600,62550
2023-12-26 14:05,63650,62600
2023-12-27 00:00,63650,62600
2023-12-27 08:20,63750,62700
2023-12-27 08:25,63800,62750
2023-12-27 11:00,63750,62700
2023-12-27 12:30,63800,62750
2023-12-27 13:25,63850,62800
2023-12-27 13:45,63800,62750
2023-12-28 00:00,63800,62750
2023-12-28 08:25,64000,62950
2023-12-28 09:00,64100,63050
2023-12-28 13:20,64050,63000
2023-12-28 15:20,64000,62950
2023-12-28 15:35,63950,62900
2023-12-28 16:25,63900,62850
2023-12-29 00:00,63900,62850
2023-12-29 08:25,63550,62500
2023-12-29 09:35,63500,62450
2023-12-29 09:40,63450,62400
2023-12-29 10:05,63400,62350
2023-12-29 10:10,63350,62300
2023-12-29 11:00,63300,62250
2023-12-29 11:30,63250,62200
2023-12-29 12:00,63350,62300
2023-12-29 15:05,63300,62250
2023-12-29 15:50,63250,62200
2023-12-30 00:00,63250,62200
2023-12-30 08:30,63250,62150
2023-12-30 08:35,63050,61950
2023-12-30 10:55,62950,61850
2023-12-31 00:00,62950,61850
