time,open,high,low,close,EMA,Smoothing Line,EMA,Smoothing Line,EMA,Smoothing Line,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Plot,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram,MACD,Signal
1997-09-16T05:00:00+07:00,4573590.11273,4584875.961250001,4543964.760365001,4546080.8569625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-09-23T05:00:00+07:00,4576326.2148400005,4587618.815,4546683.139420001,4548800.50195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-09-24T05:00:00+07:00,4536660.956778,4572091.48978,4533978.964240001,4559387.3146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-09-26T05:00:00+07:00,4536660.956778,4572091.48978,4533978.964240001,4559387.3146,NaN,NaN,NaN,NaN,4564528.374129822,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-09-29T05:00:00+07:00,4600322.99018,4648316.54086,4600322.99018,4629966.0656,NaN,NaN,NaN,NaN,4573253.399659179,NaN,72.06128318905844,NaN,NaN,NaN,50,72.06128318905844,NaN,NaN,NaN,NaN,NaN,NaN
1997-09-30T05:00:00+07:00,4603859.282195,4651889.725765,4603859.282195,4633525.144400001,NaN,NaN,NaN,NaN,4581289.632291289,NaN,72.66317156690093,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-10-01T05:00:00+07:00,4603859.282195,4651889.725765,4603859.282195,4633525.144400001,NaN,NaN,NaN,NaN,4588254.367239118,NaN,72.66317156690093,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-10-03T05:00:00+07:00,4603859.282195,4651889.725765,4603859.282195,4633525.144400001,NaN,NaN,NaN,NaN,4594290.470860569,4580323.248835995,72.66317156690093,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-10-07T05:00:00+07:00,4606609.73154,4654668.869580001,4606609.73154,4636293.3168,NaN,NaN,NaN,NaN,4599890.850319159,4587395.744073862,73.22353820567074,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-10-14T05:00:00+07:00,4609753.10222,4657845.03394,4609753.10222,4639456.9424,NaN,NaN,NaN,NaN,4605166.329263272,4593778.329994681,73.88245877339345,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-10-16T05:00:00+07:00,4619654.3822800005,4633799.068080001,4601266.29074,4605509.69648,NaN,NaN,NaN,NaN,4605212.111558836,4598562.82584819,57.52427223867254,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-10-22T05:00:00+07:00,4654305.727800001,4668556.510800001,4635779.7099,4640054.944800001,NaN,NaN,NaN,NaN,4609857.822657658,4602883.516931899,65.81815315930854,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-10-29T05:00:00+07:00,4842131.77113,4856957.649180001,4822858.129665,4827305.893080001,NaN,NaN,NaN,NaN,4638850.898713971,4611795.602502579,84.02585199450564,NaN,NaN,NaN,50,NaN,NaN,84.02585199450564,NaN,NaN,NaN,NaN
1997-11-04T05:00:00+07:00,4805905.364450001,4820620.322700001,4786775.918725001,4791190.406200001,NaN,NaN,NaN,NaN,4659162.833045442,4623649.999047836,75.65531859575457,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-11-06T05:00:00+07:00,4594009.965650001,4594009.965650001,4594009.965650001,4594009.965650001,NaN,NaN,NaN,NaN,4650475.784059383,4632711.890007058,47.710178460429624,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-11-12T05:00:00+07:00,4628639.1272100005,4628639.1272100005,4628639.1272100005,4628639.1272100005,NaN,NaN,NaN,NaN,4647564.229812799,4641182.31365785,51.12462088403463,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,45120.693552793935,NaN
1997-11-18T05:00:00+07:00,4502744.069125,4502744.069125,4502744.069125,4502744.069125,NaN,NaN,NaN,NaN,4628254.875054426,4644861.724137204,40.71550489016454,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,29818.157475237735,NaN
1997-11-19T05:00:00+07:00,4502744.069125,4502744.069125,4502744.069125,4502744.069125,NaN,NaN,NaN,NaN,4611520.100930503,4639395.564580509,40.71550489016454,64.31758571299,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,17489.182970313355,NaN
1997-11-26T05:00:00+07:00,4530458.948500001,4530458.948500001,4530458.948500001,4530458.948500001,NaN,NaN,NaN,NaN,4600711.947273103,4627705.387426043,43.644981413193136,62.28784987185677,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,9841.296650553122,NaN
1997-12-03T05:00:00+07:00,4544131.622325,4544131.622325,4544131.622325,4544131.622325,NaN,NaN,NaN,NaN,4593167.903946689,4616243.811403504,45.086606473909065,60.31809522235734,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,4827.9090225296095,NaN
1997-12-16T05:00:00+07:00,4203136.427175,4203136.427175,4203136.427175,4203136.427175,NaN,NaN,NaN,NaN,4541163.707043798,4594963.706849704,26.72484326891461,57.03678605821546,NaN,NaN,50,26.72484326891461,NaN,NaN,NaN,NaN,-26356.873592845164,NaN
1997-12-24T05:00:00+07:00,4358808.1467,4397355.429630001,4358808.1467,4391425.078410001,NaN,NaN,NaN,NaN,4521198.556559292,4573552.443150677,41.010550497024425,54.77588455322429,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,-35468.85504662432,NaN
1998-01-05T05:00:00+07:00,4174967.2588800006,4174967.2588800006,4174967.2588800006,4174967.2588800006,NaN,NaN,NaN,NaN,4475034.383535386,4546255.299671654,33.036590867914484,51.90538831481313,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,-59470.95882566366,NaN
1998-01-07T05:00:00+07:00,4173269.7036800007,4173269.7036800007,4173269.7036800007,4173269.7036800007,NaN,NaN,NaN,NaN,4434799.092888001,4513072.7287946325,32.98242865817119,48.98395759229725,NaN,NaN,50,NaN,NaN,NaN,NaN,-67518.91617699899,-77733.71167333703,-10214.795496338047
1998-01-14T05:00:00+07:00,4173269.7036800007,4173269.7036800007,4173269.7036800007,4173269.7036800007,NaN,NaN,NaN,NaN,4399928.507660268,4474424.849537349,32.98242865817119,47.23096876511858,NaN,NaN,50,NaN,NaN,NaN,NaN,-64753.18920693696,-91156.28200500924,-26403.092798072284
1998-01-21T05:00:00+07:00,4317040.813750001,4317040.813750001,4317040.813750001,4317040.813750001,NaN,NaN,NaN,NaN,4388876.815138899,4443967.47115637,42.27769618039135,45.549507552338774,NaN,NaN,50,NaN,NaN,NaN,NaN,-50209.367619064156,-89164.80232190248,-38955.43470283832
1998-01-28T05:00:00+07:00,4331489.685045001,4331489.685045001,4331489.685045001,4331489.685045001,NaN,NaN,NaN,NaN,4381225.197793046,4415972.799403121,43.131371919828865,42.62847326129044,NaN,NaN,50,NaN,NaN,NaN,NaN,-37184.28151769674,-85435.78659995925,-48251.505082262505
1998-02-03T05:00:00+07:00,4372626.101350001,4372626.101350001,4372626.101350001,4372626.101350001,NaN,NaN,NaN,NaN,4380078.65160064,4396981.6530161705,45.59820480534572,40.481536561975524,NaN,NaN,50,NaN,NaN,NaN,NaN,-24006.01865809127,-78259.02840487659,-54253.00974678532
1998-02-04T05:00:00+07:00,4431895.855350001,4431895.855350001,4431895.855350001,4431895.855350001,NaN,NaN,NaN,NaN,4386987.612100555,4387419.356858683,49.02890150739939,40.5757310653305,NaN,NaN,50,NaN,NaN,NaN,NaN,-10210.632067743652,-67016.29983146489,-56805.667763721234
1998-02-09T05:00:00+07:00,4437822.830750001,4437822.830750001,4437822.830750001,4437822.830750001,NaN,NaN,NaN,NaN,4393765.641253814,4386186.783577392,49.37272718751557,40.45059580129343,NaN,NaN,50,NaN,NaN,NaN,NaN,-132.5606554165206,-56971.36858299188,-56838.80792757536
1998-02-10T05:00:00+07:00,4438183.922925,4438183.922925,4438183.922925,4438183.922925,NaN,NaN,NaN,NaN,4399688.078809972,4388349.036311606,49.395123489911114,41.07056855841818,NaN,NaN,50,NaN,NaN,NaN,NaN,6732.360931078663,-48423.35676372703,-55155.717694805695
1998-02-11T05:00:00+07:00,4442629.516170001,4442629.516170001,4442629.516170001,4442629.516170001,NaN,NaN,NaN,NaN,4405413.6037913095,4393186.717511259,49.69020410138254,41.711618502076604,NaN,NaN,50,NaN,NaN,NaN,NaN,11468.790826259363,-40819.72916198149,-52288.519988240856
1998-02-18T05:00:00+07:00,4690948.324860001,4690948.324860001,4690948.324860001,4690948.324860001,NaN,NaN,NaN,NaN,4443484.899933802,4405867.967177892,62.75451517375483,43.07658519925958,NaN,NaN,50,NaN,NaN,NaN,NaN,30160.111066586673,-14588.381155007519,-44748.49222159419
1998-02-24T05:00:00+07:00,4690948.324860001,4690948.324860001,4690948.324860001,4690948.324860001,NaN,NaN,NaN,NaN,4476480.023257296,4423766.44940924,62.75451517375484,44.33857867782,NaN,NaN,50,NaN,NaN,62.75451517375484,NaN,40702.389084694805,6129.494134274311,-34572.894950420494
1998-02-25T05:00:00+07:00,4565772.919260001,4565772.919260001,4565772.919260001,4565772.919260001,NaN,NaN,NaN,NaN,4488385.742724323,4442690.469703342,54.483187548920306,46.321317554963265,NaN,NaN,50,NaN,NaN,NaN,NaN,37503.19074630953,12306.093482466415,-25197.097263843112
1998-03-02T05:00:00+07:00,4565069.30192,4565069.30192,4565069.30192,4565069.30192,NaN,NaN,NaN,NaN,4498610.217283746,4462474.8973980965,54.43975167237981,47.28054621034579,NaN,NaN,50,NaN,NaN,NaN,NaN,33716.829887766624,16948.940095865168,-16767.889791901456
1998-03-04T05:00:00+07:00,4627647.35952,4627647.35952,4627647.35952,4627647.35952,NaN,NaN,NaN,NaN,4515815.169581913,4484555.2105562175,57.67185714454088,49.04020808724767,NaN,NaN,50,NaN,NaN,NaN,NaN,33722.575411299054,25385.329472222365,-8337.24593907669
1998-03-10T05:00:00+07:00,4628717.253330001,4628717.253330001,4628717.253330001,4628717.253330001,NaN,NaN,NaN,NaN,4530868.780748325,4502031.986719122,57.7270731569512,50.80768269430338,NaN,NaN,50,NaN,NaN,NaN,NaN,32102.670670439154,31791.09239897225,-311.57827146690215
1998-03-17T05:00:00+07:00,4564559.914795,4564559.914795,4564559.914795,4564559.914795,NaN,NaN,NaN,NaN,4535360.931954549,4513808.168458572,53.241895194229315,52.25478744687896,NaN,NaN,50,NaN,NaN,NaN,NaN,25312.93985550898,31329.596547919326,6016.6566924103445
1998-03-18T05:00:00+07:00,4552041.409715,4552041.409715,4552041.409715,4552041.409715,NaN,NaN,4532998.788874751,NaN,4537584.995655942,4523648.019044896,52.3866094261427,52.976852678718345,NaN,NaN,50,52.3866094261427,NaN,NaN,NaN,18876.567525498205,29612.3660992831,10735.798573784894
1998-03-19T05:00:00+07:00,4558300.662255,4558300.662255,4558300.662255,4558300.662255,NaN,NaN,4533991.019203388,NaN,4540347.084535817,4531995.39249531,52.794929822785996,53.66710681464385,NaN,NaN,50,NaN,NaN,NaN,NaN,14154.407828598924,28428.80835953355,14274.400530934625
1998-03-24T05:00:00+07:00,4685050.52619,4685050.52619,4685050.52619,4685050.52619,NaN,NaN,4539914.921438158,NaN,4559640.876756375,4540760.533930202,60.232195440897094,54.712391860040384,NaN,NaN,50,NaN,NaN,NaN,NaN,18411.395387233562,37288.644764976576,18877.249377743014
1998-04-01T05:00:00+07:00,4687337.523675,4687337.523675,4687337.523675,4687337.523675,NaN,NaN,4545696.19995725,NaN,4576667.096345525,4549920.197049642,60.35357109637801,55.52129683068171,NaN,NaN,50,NaN,NaN,NaN,NaN,20088.28750526708,43987.60875932686,23899.32125405978
1998-04-03T05:00:00+07:00,4820367.1362000005,4820367.1362000005,4820367.1362000005,4820367.1362000005,NaN,NaN,4556467.609221672,4541813.707739043,4609160.434992788,4564680.09765729,66.7169823332209,56.7601721982321,NaN,NaN,50,NaN,NaN,NaN,NaN,28358.023312724294,59346.85039496515,30988.827082240856
1998-04-06T05:00:00+07:00,4812541.864875001,4918965.5548950005,4812541.864875001,4832887.570320001,NaN,NaN,4567307.607696116,4548675.471503316,4638990.719703083,4584961.242466719,67.24977223506556,58.03550425145742,NaN,NaN,50,NaN,NaN,NaN,NaN,32571.264698226827,71702.90795502439,39131.643256797564
1998-04-07T05:00:00+07:00,4811800.390125001,4918207.683305001,4811800.390125001,4832142.960880001,NaN,NaN,4577693.307820974,4557415.929226833,4664744.351860005,4609840.695931556,67.18089544304931,59.284839347290756,NaN,NaN,50,NaN,NaN,NaN,NaN,33100.328300749425,80507.05363273434,47406.72533198492
1998-04-08T05:00:00+07:00,4847008.685662501,4850920.7185,4813365.203260001,4827448.521475,NaN,NaN,4587487.629925054,4566930.4709242135,4686438.241142005,4635200.168808682,66.71695928542142,59.56787106955265,NaN,NaN,50,NaN,NaN,NaN,NaN,30964.97499045544,86112.94407005422,55147.96907959878
1998-04-15T05:00:00+07:00,4850369.736450001,4854284.482000001,4816702.9247200005,4830796.0087,NaN,NaN,4597029.1349750515,4577197.057927774,4705685.9434830705,4661003.938236191,66.8925325031395,59.863443735937274,NaN,NaN,50,NaN,NaN,NaN,NaN,27714.197055117045,89790.71539849509,62076.51834337804
1998-04-21T05:00:00+07:00,4823337.8578,4890676.665555,4803762.6229875,4860922.30864,NaN,NaN,4607377.8868834805,4587379.113460136,4726384.1255039945,4684448.676338432,68.50287317575234,60.864849852139564,NaN,NaN,50,NaN,NaN,68.50287317575234,NaN,25580.498731381304,94052.14175760467,68471.64302622336
1998-04-28T05:00:00+07:00,4709336.4164,4775083.645590001,4690223.8497750005,4746032.54432,NaN,NaN,4612815.32443001,4596480.656806914,4729003.914679462,4702451.315333708,57.097070511826054,61.05465834067143,NaN,NaN,50,NaN,NaN,NaN,NaN,14945.92669055167,87154.05138941295,72208.12469886128
1998-05-04T05:00:00+07:00,4624476.620585,4671111.2831500005,4624476.620585,4649705.20853,NaN,NaN,4614261.986551578,4603794.392553035,4718430.753859534,4713188.595733615,49.63502035117769,60.48059856971692,NaN,NaN,50,49.63502035117769,NaN,NaN,NaN,691.1995657050866,73072.12415599264,72380.92459028756
1998-05-05T05:00:00+07:00,4734965.2198625,4782714.0838750005,4734965.2198625,4760796.572525001,NaN,NaN,4620008.440903477,4610298.55474872,4724079.529681596,4720716.853441532,56.668406080475755,60.40497949282582,NaN,NaN,50,NaN,NaN,NaN,NaN,-1849.9128122894617,70068.53357492574,71918.4463872152
1998-05-12T05:00:00+07:00,4733506.6244925,4781240.7795750005,4733506.6244925,4759330.019865001,NaN,NaN,4625472.032235302,4615987.1342007695,4728779.5950393835,4725335.583752794,56.55612219219008,60.641709992680155,NaN,NaN,50,NaN,NaN,NaN,NaN,-4094.9160471496434,66799.80132827815,70894.71737542779
1998-05-18T05:00:00+07:00,4710813.33765,4713943.44618,4679512.252350001,4684207.415145,NaN,NaN,4627775.380584702,4620066.632941013,4722836.637720132,4724626.086196022,50.98345197934992,60.54148446076639,NaN,NaN,50,NaN,NaN,NaN,NaN,-10727.861054930341,57484.89105676487,68212.75211169521
1998-05-19T05:00:00+07:00,4711176.2383,4714306.58796,4679872.7417,4684568.266190001,NaN,NaN,4630002.552569224,4623504.078568856,4717734.188182781,4722372.140896687,51.008423623933695,60.41387687513408,NaN,NaN,50,NaN,NaN,NaN,NaN,-14921.744250515454,49560.571798550896,64482.31604906635
1998-05-21T05:00:00+07:00,4689263.790680001,4714306.58796,4683003.09136,4709611.06347,NaN,NaN,4633124.454957489,4627276.572250038,4716651.104887744,4722016.211102329,52.805375757853234,59.883389754916664,NaN,NaN,50,NaN,NaN,NaN,NaN,-15757.866646824012,44784.98274053633,60542.849387360344
1998-05-22T05:00:00+07:00,4689263.790680001,4689263.790680001,4689263.790680001,4689263.790680001,NaN,NaN,4635325.997534842,4630340.083576312,4712999.462993379,4719800.197764685,51.16334210378469,59.22694482687428,NaN,NaN,50,NaN,NaN,NaN,NaN,-17306.35157395197,38909.90991992038,56216.26149387235
1998-05-26T05:00:00+07:00,4688902.57794,4688902.57794,4688902.57794,4688902.57794,NaN,NaN,4637427.039903672,4632731.085109986,4709786.544986262,4716001.587754061,51.13294401703151,58.11379923286075,NaN,NaN,50,NaN,NaN,NaN,NaN,-17905.249058749127,33834.70017043594,51739.94922918507
1998-06-02T05:00:00+07:00,4689625.003420001,4689625.003420001,4689625.003420001,4689625.003420001,NaN,NaN,4639474.018865097,4635070.812766065,4707098.339444093,4712853.928098854,51.19539838179041,56.9670582433411,NaN,NaN,50,NaN,NaN,NaN,NaN,-17767.60339138625,29530.44498995226,47298.04838133851
1998-06-03T05:00:00+07:00,4552661.656357501,4605099.05209,4547183.122475,4584750.211955,NaN,NaN,4637327.987221564,4636535.899696533,4690785.255778881,4707464.141618074,42.66971663281469,55.216259756895774,NaN,NaN,50,NaN,NaN,NaN,NaN,-23873.994087725623,17455.55577168148,41329.5498594071
1998-06-09T05:00:00+07:00,4593637.90206,4593637.90206,4593637.90206,4593637.90206,NaN,NaN,4635614.6505485615,4637033.938814747,4677832.27528303,4699700.37569713,43.528006110854946,53.559905958712456,NaN,NaN,50,NaN,NaN,NaN,NaN,-26259.449253476952,8505.238292560913,34764.687546037865
1998-06-10T05:00:00+07:00,4593637.90206,4593637.90206,4593637.90206,4593637.90206,NaN,NaN,4633968.5035490105,4636762.440017581,4666606.358853293,4690421.754869114,43.528006110854946,51.89101121640641,NaN,NaN,50,NaN,NaN,NaN,NaN,-26694.985636236357,1395.9555007424206,28090.941136978778
1998-06-11T05:00:00+07:00,4490304.534120001,4490304.534120001,4490304.534120001,4490304.534120001,NaN,NaN,4628334.6223949315,4634943.956515832,4643099.448888854,4677084.335649632,36.21691491840335,49.584871340881485,NaN,NaN,50,NaN,NaN,NaN,NaN,-32419.17002938332,-12433.021399750374,19986.148629632946
1998-06-16T05:00:00+07:00,4489958.7537,4489958.7537,4489958.7537,4489958.7537,NaN,NaN,4622908.117740229,4631630.776290859,4622680.68953034,4660200.805666881,36.19500672404914,48.0918667846117,NaN,NaN,50,36.19500672404914,NaN,NaN,NaN,-34511.788248683646,-23153.58668122161,11358.201567462034
1998-06-19T05:00:00+07:00,4673126.527125,4673126.527125,4673126.527125,4673126.527125,NaN,NaN,4624877.467127867,4629140.672272119,4629406.801209628,4647925.11475303,52.56440839827751,48.30110878797598,NaN,NaN,50,NaN,NaN,NaN,NaN,-22428.447008700925,-16677.357193414122,5751.089815286803
1998-06-23T05:00:00+07:00,4673126.527125,4673126.527125,4673126.527125,4673126.527125,NaN,NaN,4626769.587127754,4627371.659587958,4635236.097998344,4639405.879296093,52.56440839827751,48.00796609639038,NaN,NaN,50,NaN,NaN,52.56440839827751,NaN,-13731.538147313055,-11413.332868854515,2318.2052784585394
1998-06-24T05:00:00+07:00,4580759.872150001,4580759.872150001,4580759.872150001,4580759.872150001,NaN,NaN,4624965.284579608,4625571.015794077,4627972.601218565,4631679.127769148,45.70650080570207,47.23299314021268,NaN,NaN,50,NaN,NaN,NaN,NaN,-13476.41301031895,-14527.310984440148,-1050.8979741211983
1998-06-25T05:00:00+07:00,4596415.237400001,4596415.237400001,4596415.237400001,4596415.237400001,NaN,NaN,4623845.67488629,4624673.2262923485,4623764.952709423,4627812.228533262,46.96937266077502,46.946273188885904,NaN,NaN,50,NaN,NaN,NaN,NaN,-11601.380005630253,-15552.622981159016,-3951.242975528762
1998-06-29T05:00:00+07:00,4593284.16435,4593284.16435,4593284.16435,4593284.16435,NaN,NaN,4622647.184277024,4624621.039599707,4619700.847594834,4627216.260146161,46.735235382709405,46.641045457369884,NaN,NaN,50,NaN,NaN,NaN,NaN,-9981.777172761827,-16428.464441481046,-6446.687268719219
1998-06-30T05:00:00+07:00,4593991.63977,4593991.63977,4593991.63977,4593991.63977,NaN,NaN,4621523.437433612,4623950.233660856,4616272.953218189,4624589.490547872,46.79976694498947,46.21207339930818,NaN,NaN,50,NaN,NaN,NaN,NaN,-8339.457594762629,-16871.009262172505,-8531.551667409876
1998-07-01T05:00:00+07:00,4637833.41411,4637833.41411,4637833.41411,4637833.41411,NaN,NaN,4622163.044362097,4623028.925107725,4619147.681337098,4621371.807215624,50.77937873046322,46.18464744407093,NaN,NaN,50,NaN,NaN,NaN,NaN,-3997.255208850711,-13528.120678473264,-9530.865469622553
1998-07-02T05:00:00+07:00,4597123.195080001,4597123.195080001,4597123.195080001,4597123.195080001,NaN,NaN,4621181.089488289,4622272.08608946,4616211.0831694845,4619019.503605807,47.245227586497435,45.9069534133185,NaN,NaN,50,NaN,NaN,NaN,NaN,-3577.244143396514,-14002.420648868196,-10425.176505471682
1998-07-08T05:00:00+07:00,4596061.258560001,4596061.258560001,4596061.258560001,4596061.258560001,NaN,NaN,4620195.998079337,4621542.15072807,4613524.43988822,4616971.401041567,47.153036866853185,45.6182133051087,NaN,NaN,50,NaN,NaN,NaN,NaN,-3099.1902590437912,-14299.16432927642,-11199.974070232629
1998-07-10T05:00:00+07:00,4596061.258560001,4596061.258560001,4596061.258560001,4596061.258560001,NaN,NaN,4619249.53770603,4620862.621413871,4611196.015711124,4615270.434664825,47.153036866853185,45.93845046468288,NaN,NaN,50,NaN,NaN,NaN,NaN,-2534.982645514394,-14368.70237712562,-11833.719731611227
1998-07-14T05:00:00+07:00,4597123.195080001,4597123.195080001,4597123.195080001,4597123.195080001,NaN,NaN,4618381.837995205,4620234.30152619,4609319.639626974,4613879.771946582,47.2723633750284,46.20590455498098,NaN,NaN,50,NaN,NaN,NaN,NaN,-1872.8041929699266,-14174.724972823635,-12301.920779853708
1998-07-17T05:00:00+07:00,4597123.195080001,4597123.195080001,4597123.195080001,4597123.195080001,NaN,NaN,4617548.16572402,4619311.325798575,4607693.447020711,4611588.925083304,47.272363375028405,46.473358645279085,NaN,NaN,50,NaN,NaN,NaN,NaN,-1247.4338134664122,-13861.213046686724,-12613.779233220312
1998-07-21T05:00:00+07:00,4598185.131600001,4598185.131600001,4598185.131600001,4598185.131600001,NaN,NaN,4616788.8310524905,4618432.874111415,4606425.671631283,4609631.842775663,47.4100807599099,47.27287049110099,NaN,NaN,50,NaN,NaN,NaN,NaN,-607.3035079022502,-13372.908618098125,-12765.605110195875
1998-07-22T05:00:00+07:00,4602883.5496499995,4602883.5496499995,4602883.5496499995,4602883.5496499995,NaN,NaN,4616243.525899451,4617642.379675438,4605953.388700445,4608117.632538108,48.05650761520881,48.12012055475525,NaN,NaN,50,NaN,NaN,NaN,NaN,241.97726828637678,-12463.133524837904,-12705.11079312428
1998-07-28T05:00:00+07:00,4603592.23072,4603592.23072,4603592.23072,4603592.23072,NaN,NaN,4615747.396676728,4616941.951469577,4605638.567636386,4607006.142923161,48.160013638813524,47.80552092907925,NaN,NaN,50,NaN,NaN,NaN,NaN,922.6615974346932,-11551.783796330914,-12474.445393765607
1998-08-03T05:00:00+07:00,4428157.61696,4428157.61696,4428157.61696,4428157.61696,NaN,NaN,4608390.934727052,4614943.770815946,4581974.440879534,4601537.103173673,31.451822595566327,46.29747908602845,NaN,NaN,50,31.451822595566327,NaN,NaN,NaN,-9781.166163090407,-24700.903097628616,-14919.736934538209
1998-08-04T05:00:00+07:00,4428839.2914700005,4428839.2914700005,4428839.2914700005,4428839.2914700005,NaN,NaN,4601349.693815011,4611704.076434145,4561556.420958263,4592309.697961183,31.55119256815715,45.28638564048953,NaN,NaN,50,NaN,NaN,NaN,NaN,-15797.849874486608,-34667.04927764647,-18869.19940315986
1998-08-05T05:00:00+07:00,4507170.37197,4507170.37197,4507170.37197,4507170.37197,NaN,NaN,4597656.38707599,4607877.587638845,4554304.947759828,4581885.553186892,41.96259004421017,44.9287583107349,NaN,NaN,50,NaN,NaN,NaN,NaN,-13569.907816157804,-35831.584173357114,-22261.67635719931
1998-08-06T05:00:00+07:00,4495347.647505,4495347.647505,4495347.647505,4495347.647505,NaN,NaN,4593644.279641834,4603357.738387322,4546443.9743925175,4569983.670325306,40.950155782778104,44.51553833931123,NaN,NaN,50,NaN,NaN,NaN,NaN,-12013.663106822325,-37278.755240727216,-25265.09213390489
1998-08-07T05:00:00+07:00,4791011.97,4791011.97,4791011.97,4791011.97,NaN,NaN,4601384.189067644,4600485.096865505,4579053.040473515,4564666.564892733,64.20758106319948,45.75895363346909,NaN,NaN,50,NaN,NaN,NaN,NaN,8690.480357382512,-14401.99168717675,-23092.47204455926
1998-08-11T05:00:00+07:00,4800335.02032,4800335.02032,4800335.02032,4800335.02032,NaN,NaN,4609186.18245009,4600644.146410112,4608557.304453046,4569983.137607435,64.67997860170308,46.75185362427194,NaN,NaN,50,NaN,NaN,64.67997860170308,NaN,22017.371984903566,4429.242936570197,-17588.12904833337
