time,open,high,low,close,Up Trend,UpTrend Begins,Buy,Down Trend,DownTrend Begins,Sell,,EMA,Smoothing Line,EMA,Smoothing Line,EMA,Smoothing Line,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Plot,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram,MACD,Signal
2016-04-27T09:00:00+07:00,777.08002,777.08002,777.08002,777.08002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71.66566825610302,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-04-28T09:00:00+07:00,773.78003,773.78003,773.78003,773.78003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66.74547286049375,NaN,NaN,NaN,50,66.74547286049375,NaN,NaN,NaN,NaN,NaN,NaN
2016-04-29T09:00:00+07:00,779.92999,779.92999,779.92999,779.92999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70.77268466512567,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-05-04T09:00:00+07:00,783.47998,783.47998,783.47998,783.47998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.8189390401273,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-05-05T09:00:00+07:00,786.15002,786.15002,786.15002,786.15002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.27760999638751,NaN,NaN,NaN,50,NaN,NaN,74.27760999638751,NaN,NaN,NaN,NaN
2016-05-06T09:00:00+07:00,782.44,782.44,782.44,782.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68.75624746448679,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-05-09T09:00:00+07:00,782.21002,782.21002,782.21002,782.21002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68.41674008231206,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-05-10T09:00:00+07:00,779,779,779,779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63.68950417483256,NaN,NaN,NaN,50,63.68950417483256,NaN,NaN,NaN,NaN,NaN,NaN
2016-05-11T09:00:00+07:00,786.20001,786.20001,786.20001,786.20001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68.88292699804893,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-05-12T09:00:00+07:00,786.92999,786.92999,786.92999,786.92999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69.36139514813075,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-05-13T09:00:00+07:00,786.09003,786.09003,786.09003,786.09003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68.06449292392757,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-05-16T09:00:00+07:00,786.62,786.62,786.62,786.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68.4651360914906,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,6.6725057251068165,NaN
2016-05-17T09:00:00+07:00,791.69,791.69,791.69,791.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.07446737832447,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,6.92443634990957,NaN
2016-05-18T09:00:00+07:00,791.67999,791.67999,791.67999,791.67999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.05693170881521,69.71772977061472,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,7.04210841948543,NaN
2016-05-19T09:00:00+07:00,792.37,792.37,792.37,792.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.55266387735203,69.78108660070394,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,7.109093221352737,NaN
2016-05-20T09:00:00+07:00,792.65997,792.65997,792.65997,792.65997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.77128020730714,70.21150141119061,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,7.103690394082378,NaN
2016-05-23T09:00:00+07:00,795.60999,795.60999,795.60999,795.60999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.95667990284444,70.51035821388481,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,7.253832903838202,NaN
2016-05-24T09:00:00+07:00,799.87,799.87,799.87,799.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.73565081984574,70.86155191243613,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,7.628631019415138,NaN
2016-05-25T09:00:00+07:00,800.84003,800.84003,800.84003,800.84003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78.32544636802466,71.15068308183878,NaN,NaN,50,NaN,NaN,78.32544636802466,NaN,NaN,7.912721611170127,NaN
2016-05-26T09:00:00+07:00,794.26001,794.26001,794.26001,794.26001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65.62577061047828,70.92707759226674,NaN,NaN,50,65.62577061047828,NaN,NaN,NaN,0.27941947429525893,7.520224364127216,7.240804889831957
2016-05-27T09:00:00+07:00,797.44,797.44,797.44,797.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68.30075866288385,70.91879320516473,NaN,NaN,50,NaN,NaN,NaN,NaN,0.11190499164518375,7.380686129388437,7.268781137743253
2016-05-30T09:00:00+07:00,802.83002,802.83002,802.83002,802.83002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.24353654757576,71.52979551750353,NaN,NaN,50,NaN,NaN,NaN,NaN,0.27875430882454033,7.617224023773929,7.3384697149493885
2016-05-31T09:00:00+07:00,809.57001,809.57001,809.57001,809.57001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76.22566590640844,72.05427686810063,NaN,NaN,50,NaN,NaN,NaN,NaN,0.7319464552896493,8.25340278406145,7.521456328771801
2016-06-01T09:00:00+07:00,810.71997,810.71997,810.71997,810.71997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76.83628120757791,72.5881973009183,NaN,NaN,50,NaN,NaN,NaN,NaN,0.9824447492865298,8.749512265379963,7.767067516093433
2016-06-02T09:00:00+07:00,815.17999,815.17999,815.17999,815.17999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79.08042618255098,73.37504967653425,NaN,NaN,50,NaN,NaN,NaN,NaN,1.3017680348733052,9.394277559685065,8.09250952481176
2016-06-03T09:00:00+07:00,819.98999,819.98999,819.98999,819.98999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81.19625239109429,74.28441512650593,NaN,NaN,50,NaN,NaN,NaN,NaN,1.6668579508505452,10.17608196337494,8.509224012524395
2016-06-06T09:00:00+07:00,820.82001,820.82001,820.82001,820.82001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81.54315909501844,74.96075024912693,NaN,NaN,50,NaN,NaN,NaN,NaN,1.7837027553498412,10.738852456711697,8.955149701361856
2016-06-07T09:00:00+07:00,830.95001,830.95001,830.95001,830.95001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85.1451467275046,75.8956227504619,NaN,NaN,50,NaN,NaN,NaN,NaN,2.328264713318724,11.865480593010261,9.537215879691537
2016-06-08T09:00:00+07:00,835.01001,835.01001,835.01001,835.01001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.29921517109138,76.87751927144326,NaN,NaN,50,NaN,NaN,NaN,NaN,2.7196848535269,12.936821946600162,10.217137093073262
2016-06-09T09:00:00+07:00,837.79999,837.79999,837.79999,837.79999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87.04410226672145,77.89700656140143,NaN,NaN,50,NaN,NaN,NaN,NaN,2.9073513573532868,13.85132628976487,10.943974932411583
2016-06-10T09:00:00+07:00,841.34003,841.34003,841.34003,841.34003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87.94004923125055,78.82439008485902,NaN,NaN,50,NaN,NaN,87.94004923125055,NaN,2.9987118761076275,14.692364777546118,11.69365290143849
2016-06-13T09:00:00+07:00,833.90002,833.90002,833.90002,833.90002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76.0386216024367,78.70317371218695,NaN,NaN,50,NaN,NaN,NaN,NaN,2.3173645892728523,14.590358638029556,12.272994048756704
2016-06-14T09:00:00+07:00,839.01001,839.01001,839.01001,839.01001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78.21895214803739,78.69556698218786,NaN,NaN,50,NaN,NaN,NaN,NaN,1.9830463086394818,14.751801934556056,12.768755625916574
2016-06-15T09:00:00+07:00,846.83002,846.83002,846.83002,846.83002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81.05933968590122,79.79796477328948,NaN,NaN,50,NaN,NaN,NaN,NaN,2.052191984362441,15.333995606369626,13.281803622007185
2016-06-16T09:00:00+07:00,849.76001,849.76001,849.76001,849.76001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82.00615716192358,80.77692180893519,NaN,NaN,50,NaN,NaN,NaN,NaN,2.053849307884926,15.849115256863342,13.795265948978416
2016-06-17T09:00:00+07:00,845.16998,845.16998,845.16998,845.16998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75.6280999747408,81.01867633944698,NaN,NaN,50,75.6280999747408,NaN,NaN,NaN,1.528528113791193,15.705926091217407,14.177397977426214
2016-06-20T09:00:00+07:00,860.54999,860.54999,860.54999,860.54999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.96914294568865,81.357496127967,NaN,NaN,50,NaN,NaN,NaN,NaN,1.9714026735572112,16.641651319372727,14.670248645815516
2016-06-21T09:00:00+07:00,862.47998,862.47998,862.47998,862.47998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81.51654076433346,81.69180038202096,NaN,NaN,50,NaN,NaN,NaN,NaN,2.1350652783676,17.339080243775015,15.204014965407415
2016-06-22T09:00:00+07:00,867.87,867.87,867.87,867.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82.98822409156598,81.97092880409346,NaN,NaN,50,NaN,NaN,NaN,NaN,2.331088560552855,18.117875666098485,15.78678710554563
2016-06-23T09:00:00+07:00,881.81,881.81,881.81,881.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.07603745596666,82.31948488015577,NaN,NaN,50,NaN,NaN,86.07603745596666,NaN,3.077445750948378,19.633594294231102,16.556148543282724
2016-06-24T09:00:00+07:00,876.66998,876.66998,876.66998,876.66998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.28915084864846,82.22991286255792,NaN,NaN,50,NaN,NaN,NaN,NaN,2.9049598726892967,20.187348384144343,17.282388511455046
2016-06-27T09:00:00+07:00,871.46997,871.46997,871.46997,871.46997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.80961021341221,81.49166025440846,NaN,NaN,50,74.80961021341221,NaN,NaN,NaN,2.1551535418883354,19.976330438815467,17.82117689692713
2016-06-28T09:00:00+07:00,873.70001,873.70001,873.70001,873.70001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75.57933922489161,80.72595482967992,NaN,NaN,50,NaN,NaN,NaN,NaN,1.5520564250305,19.761247428215256,18.209191003184756
2016-06-29T09:00:00+07:00,890.40002,890.40002,890.40002,890.40002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.40749876518656,80.25191172242742,NaN,NaN,50,NaN,NaN,NaN,NaN,1.9924313790490373,20.699730226996053,18.707298847947015
2016-06-30T09:00:00+07:00,891.44,891.44,891.44,891.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.66388013909483,79.73218535870201,NaN,NaN,50,NaN,NaN,NaN,NaN,2.0598215448500454,21.282075779009574,19.22225423415953
2016-07-01T09:00:00+07:00,894.67999,894.67999,894.67999,894.67999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81.47710172002407,80.12064822424396,NaN,NaN,50,NaN,NaN,NaN,NaN,2.0256041160798475,21.754259379259338,19.72865526317949
2016-07-04T09:00:00+07:00,903.23999,903.23999,903.23999,903.23999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83.45669764532974,80.49477290262199,NaN,NaN,50,NaN,NaN,NaN,NaN,2.2643885978249045,22.55914101046062,20.294752412635717
2016-07-05T09:00:00+07:00,905.21997,905.21997,905.21997,905.21997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83.88569143680681,80.69665517054382,NaN,NaN,50,NaN,NaN,NaN,NaN,2.2366854071226037,23.090609171538972,20.85392376441637
2016-07-06T09:00:00+07:00,912.06,912.06,912.06,912.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85.30352087213166,80.9321811498444,NaN,NaN,50,NaN,NaN,NaN,NaN,2.348464331647719,23.789504178976017,21.441039847328298
2016-07-07T09:00:00+07:00,933.87,933.87,933.87,933.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88.71351339020956,81.86685353666358,NaN,NaN,50,NaN,NaN,88.71351339020956,NaN,3.4918041954134296,25.805795091595087,22.313990896181657
2016-07-08T09:00:00+07:00,933.56,933.56,933.56,933.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88.39954864587041,82.39759680096229,NaN,NaN,50,NaN,NaN,NaN,NaN,3.802165454573121,27.06669771439806,23.26453225982494
2016-07-11T09:00:00+07:00,920.92999,920.92999,920.92999,920.92999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76.51780232303975,82.04054405515559,NaN,NaN,50,NaN,NaN,NaN,NaN,2.7792620512100186,26.738609823837464,23.959347772627446
2016-07-12T09:00:00+07:00,923.97998,923.97998,923.97998,923.97998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.31090039545806,81.63502093400503,NaN,NaN,50,NaN,NaN,NaN,NaN,1.9686429419378264,26.42015145004973,24.451508508111903
2016-07-13T09:00:00+07:00,930.71997,930.71997,930.71997,930.71997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78.99891214961295,81.12951198355118,NaN,NaN,50,NaN,NaN,NaN,NaN,1.564573752771171,26.407225699075866,24.842651946304695
2016-07-14T09:00:00+07:00,923.40002,923.40002,923.40002,923.40002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.67512105887904,80.58565271285337,NaN,NaN,50,NaN,NaN,NaN,NaN,0.5356656476548132,25.51223400587321,24.976568358218397
2016-07-15T09:00:00+07:00,915.81,915.81,915.81,915.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66.71192151148472,80.0072463770014,NaN,NaN,50,NaN,NaN,NaN,NaN,-0.8493984486094597,23.914820297456572,24.76421874606603
2016-07-18T09:00:00+07:00,927.10999,927.10999,927.10999,927.10999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70.58205332683534,79.65029738428309,NaN,NaN,50,NaN,NaN,NaN,NaN,-1.1776346130286548,23.292175479780212,24.469810092808867
2016-07-19T09:00:00+07:00,917.46002,917.46002,917.46002,917.46002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63.764215896166334,78.46149146506737,NaN,NaN,50,NaN,NaN,NaN,NaN,-2.1605582585827463,21.769112269580432,23.92967052816318
2016-07-20T09:00:00+07:00,905.63,905.63,905.63,905.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.552356391595275,76.7392397688174,NaN,NaN,50,NaN,NaN,NaN,NaN,-3.6365022009020826,19.384042777035575,23.020544977937657
2016-07-21T09:00:00+07:00,900.21002,900.21002,900.21002,900.21002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.563297785359005,74.74539663062704,NaN,NaN,50,NaN,NaN,NaN,NaN,-4.926728191623063,16.862134738408827,21.78886293003189
2016-07-22T09:00:00+07:00,894.48999,894.48999,894.48999,894.48999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.52800109458718,72.39334687700257,NaN,NaN,50,NaN,NaN,NaN,NaN,-6.040833469710929,14.237821092893228,20.278654562604157
2016-07-25T09:00:00+07:00,893.13,893.13,893.13,893.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49.80534464648175,69.95903639197935,NaN,NaN,50,NaN,NaN,NaN,NaN,-6.694130609132465,11.910991301188574,18.60512191032104
2016-07-26T09:00:00+07:00,895,895,895,895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.846333919093176,67.49780875247662,NaN,NaN,50,NaN,NaN,NaN,NaN,-6.8029675253084,10.101412503685538,16.904380028993938
2016-07-27T09:00:00+07:00,901.34998,901.34998,901.34998,901.34998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.31140401215837,65.04051522547294,NaN,NaN,50,NaN,NaN,NaN,NaN,-6.263434713871888,9.075086636654078,15.338521350525966
2016-07-28T09:00:00+07:00,900,900,900,900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.44875649760032,62.54403007202508,NaN,NaN,50,NaN,NaN,NaN,NaN,-5.822917343702182,8.059874670898239,13.88279201460042
2016-07-29T09:00:00+07:00,897.88,897.88,897.88,897.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.05058272501165,60.796371529308786,NaN,NaN,50,NaN,NaN,NaN,NaN,-5.503422853346883,7.003513447916816,12.5069363012637
2016-08-01T09:00:00+07:00,887.40002,887.40002,887.40002,887.40002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.68798036324681,58.53759152700798,NaN,NaN,50,NaN,NaN,NaN,NaN,-5.797502567831959,5.260058091473752,11.057560659305711
2016-08-02T09:00:00+07:00,868.65997,868.65997,868.65997,868.65997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.98237527414696,55.53641032161755,NaN,NaN,50,NaN,NaN,NaN,NaN,-6.974667251730503,2.3392265946425823,9.313893846373086
2016-08-03T09:00:00+07:00,862.20001,862.20001,862.20001,862.20001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.539208308853105,52.81241655375856,NaN,NaN,50,NaN,NaN,NaN,NaN,-7.844040235588757,-0.49115644811286074,7.352883787475896
2016-08-04T09:00:00+07:00,853.69,853.69,853.69,853.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.579502435966475,50.302958048364395,NaN,NaN,50,NaN,NaN,NaN,NaN,-8.587872623719528,-3.3819569921735138,5.205915631546015
2016-08-05T09:00:00+07:00,847.97998,847.97998,847.97998,847.97998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.738128259892505,47.38553482929704,NaN,NaN,50,29.738128259892505,NaN,NaN,NaN,-9.015763356292924,-6.06378856382014,2.9519747924727837
2016-08-08T09:00:00+07:00,850.13,850.13,850.13,850.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.361047708611295,45.07102281590024,NaN,NaN,50,NaN,NaN,NaN,NaN,-8.70103910200885,-7.924324085038279,0.776715016970571
2016-08-09T09:00:00+07:00,857.65002,857.65002,857.65002,857.65002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.85491286612981,43.664062564081284,NaN,NaN,50,NaN,NaN,NaN,NaN,-7.5748242434186075,-8.691815287302688,-1.1169910438840809
2016-08-10T09:00:00+07:00,871.37,871.37,871.37,871.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.43583617001859,43.08352959155697,NaN,NaN,50,NaN,NaN,NaN,NaN,-5.5860893194608625,-8.099602693210159,-2.5135133737492965
2016-08-11T09:00:00+07:00,881.94,881.94,881.94,881.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.96439784233688,43.1147007878248,NaN,NaN,50,NaN,NaN,NaN,NaN,-3.3492888364272697,-6.700124419283384,-3.350835582856114
2016-08-12T09:00:00+07:00,875.47998,875.47998,875.47998,875.47998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.77816383700639,42.969902158576566,NaN,NaN,50,NaN,NaN,NaN,NaN,-2.1534448286700405,-6.042641618693665,-3.8891967900236244
2016-08-15T09:00:00+07:00,882.39001,882.39001,882.39001,882.39001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.2864220748535,43.00133702684516,NaN,NaN,50,NaN,NaN,NaN,NaN,-0.8145867993759968,-4.907430289243621,-4.092843489867624
