"Date","Price","Open","High","Low","Vol.","Change %"
"May 13, 2022","21,500.0","21,470.0","21,500.0","20,730.0","1.64M","0.14%"
"May 12, 2022","21,470.0","22,550.0","22,550.0","21,420.0","732.30K","-5.83%"
"May 11, 2022","22,800.0","22,900.0","22,900.0","22,220.0","2.73M","-0.87%"
"May 10, 2022","23,000.0","22,000.0","23,000.0","21,660.0","2.45M","4.55%"
"May 09, 2022","22,000.0","23,080.0","23,190.0","22,000.0","600.70K","-4.31%"
"May 06, 2022","22,990.0","23,390.0","23,400.0","22,980.0","2.09M","-2.38%"
"May 05, 2022","23,550.0","23,600.0","23,600.0","23,150.0","1.40M","0.21%"
"May 04, 2022","23,500.0","23,990.0","23,990.0","23,420.0","261.50K","-1.92%"
"Apr 29, 2022","23,960.0","23,890.0","23,960.0","23,500.0","491.90K","1.87%"
"Apr 28, 2022","23,520.0","24,000.0","24,000.0","23,400.0","522.80K","-2.00%"
"Apr 27, 2022","24,000.0","23,770.0","24,000.0","23,030.0","1.74M","1.91%"
"Apr 26, 2022","23,550.0","23,150.0","23,550.0","22,350.0","856.60K","2.04%"
"Apr 25, 2022","23,080.0","24,780.0","24,780.0","23,070.0","2.19M","-6.94%"
"Apr 22, 2022","24,800.0","24,500.0","24,990.0","24,080.0","1.11M","-0.76%"
"Apr 21, 2022","24,990.0","24,770.0","24,990.0","24,000.0","1.17M","0.77%"
"Apr 20, 2022","24,800.0","24,950.0","25,000.0","24,180.0","2.03M","-0.60%"
"Apr 19, 2022","24,950.0","24,930.0","25,300.0","24,440.0","787.50K","-1.38%"
"Apr 18, 2022","25,300.0","25,440.0","25,440.0","24,730.0","1.57M","-0.78%"
"Apr 15, 2022","25,500.0","25,600.0","25,600.0","25,160.0","362.60K","-0.08%"
"Apr 14, 2022","25,520.0","25,900.0","25,900.0","25,520.0","444.30K","-1.47%"
"Apr 13, 2022","25,900.0","25,600.0","25,900.0","25,390.0","299.20K","0.00%"
"Apr 12, 2022","25,900.0","25,890.0","25,900.0","25,330.0","491.50K","0.08%"
"Apr 08, 2022","25,880.0","25,760.0","26,000.0","25,720.0","879.40K","0.47%"
"Apr 07, 2022","25,760.0","25,850.0","26,210.0","25,760.0","2.84M","-0.16%"
"Apr 06, 2022","25,800.0","25,890.0","26,100.0","25,680.0","360.60K","-0.39%"
"Apr 05, 2022","25,900.0","25,710.0","25,960.0","25,710.0","1.24M","-0.77%"
"Apr 04, 2022","26,100.0","25,900.0","26,160.0","25,880.0","2.15M","0.85%"
"Apr 01, 2022","25,880.0","25,310.0","25,880.0","25,200.0","3.62M","2.29%"
"Mar 31, 2022","25,300.0","25,200.0","25,400.0","25,200.0","1.36M","0.60%"
"Mar 30, 2022","25,150.0","25,140.0","25,400.0","25,130.0","684.90K","0.04%"
"Mar 29, 2022","25,140.0","25,200.0","25,200.0","25,000.0","339.30K","0.04%"
"Mar 28, 2022","25,130.0","25,200.0","25,220.0","24,890.0","838.90K","-0.20%"
"Mar 25, 2022","25,180.0","25,200.0","25,260.0","25,110.0","445.60K","0.12%"
"Mar 24, 2022","25,150.0","25,390.0","25,390.0","25,150.0","37.10K","-0.47%"
"Mar 23, 2022","25,270.0","25,410.0","25,700.0","25,270.0","356.80K","-0.55%"
"Mar 22, 2022","25,410.0","25,290.0","25,450.0","25,260.0","2.29M","0.51%"
"Mar 21, 2022","25,280.0","25,000.0","25,280.0","24,900.0","226.50K","1.12%"
"Mar 18, 2022","25,000.0","24,910.0","25,000.0","24,800.0","331.40K","0.56%"
"Mar 17, 2022","24,860.0","25,000.0","25,000.0","24,710.0","364.70K","0.08%"
"Mar 16, 2022","24,840.0","24,710.0","24,840.0","24,640.0","901.60K","0.57%"
"Mar 15, 2022","24,700.0","24,600.0","24,700.0","24,450.0","763.60K","0.82%"
"Mar 14, 2022","24,500.0","25,000.0","25,000.0","24,490.0","1.69M","-1.96%"
"Mar 11, 2022","24,990.0","25,140.0","25,200.0","24,740.0","1.32M","-0.64%"
"Mar 10, 2022","25,150.0","25,500.0","25,500.0","25,080.0","331.20K","0.60%"
