time,open,high,low,close,EMA,RSI,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
1997-08-20,4527782.88776,4565843.329220001,4527782.88776,4553156.515400001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-08-21,4535535.94065,4570777.0901500005,4528487.710750001,4560204.7453000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-08-22,4557244.488742,4623638.8144000005,4536240.7636400005,4574301.205100001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-08-25,4591921.7798500005,4591921.7798500005,4570072.26716,4573596.382110001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-08-26,4572186.736130001,4610952.000580001,4572186.736130001,4590512.13387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-08-27,4581349.4350000005,4596855.54078,4574301.205100001,4584168.726960001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-08-28,4581741.27125,4597248.703245001,4574692.438525001,4584560.80434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-08-29,4569053.3723450005,4590904.7537925,4567643.6058,4581741.27125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-09-02,4570463.138890001,4581741.27125,4540858.041445001,4542972.6912625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-09-08,4572026.62581,4583308.61625,4542411.400905001,4544526.7741125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-09-16,4573590.11273,4584875.961250001,4543964.760365001,4546080.8569625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-09-23,4576326.2148400005,4587618.815,4546683.139420001,4548800.50195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-09-24,4536660.956778,4572091.48978,4533978.964240001,4559387.3146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-09-26,4536660.956778,4572091.48978,4533978.964240001,4559387.3146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997-09-29,4600322.99018,4648316.54086,4600322.99018,4629966.0656,NaN,72.06128318905844,NaN,NaN,72.06128318905844,NaN,NaN,NaN
1997-09-30,4603859.282195,4651889.725765,4603859.282195,4633525.144400001,NaN,72.66317156690093,NaN,NaN,NaN,NaN,NaN,NaN
1997-10-01,4603859.282195,4651889.725765,4603859.282195,4633525.144400001,NaN,72.66317156690093,NaN,NaN,NaN,NaN,NaN,NaN
1997-10-03,4603859.282195,4651889.725765,4603859.282195,4633525.144400001,NaN,72.66317156690093,NaN,NaN,NaN,NaN,NaN,NaN
1997-10-07,4606609.73154,4654668.869580001,4606609.73154,4636293.3168,NaN,73.22353820567074,NaN,NaN,NaN,NaN,NaN,NaN
1997-10-14,4609753.10222,4657845.03394,4609753.10222,4639456.9424,NaN,73.88245877339345,NaN,NaN,NaN,NaN,NaN,NaN
1997-10-16,4619654.3822800005,4633799.068080001,4601266.29074,4605509.69648,NaN,57.52427223867254,NaN,NaN,NaN,NaN,NaN,NaN
1997-10-22,4654305.727800001,4668556.510800001,4635779.7099,4640054.944800001,NaN,65.81815315930854,NaN,NaN,NaN,NaN,NaN,NaN
