date,E1VFVN30,HPG,VCB,VIC,VNM
2020-12-07,16670,38200,92342.8,105800,108997.20000000001
2020-12-08,16630,38400,92342.8,105000,108204.5
2020-12-09,16920,38500,95715.1,106000,108700
2020-12-10,16720,37600,96409.40000000001,104900,110979
2020-12-11,16920,38800,96409.40000000001,106800,111573.5
2020-12-14,17110,39250,99087.5,108900,112366.20000000001
2020-12-15,17000,38600,97004.59999999999,107000,110186.3
2020-12-16,17300,38800,99087.5,107000,110582.6
2020-12-17,17100,37650,95219.2,104700,109393.6
2020-12-18,17590,38600,98095.6,104700,109393.6
2020-12-21,17700,38550,98900,106400,109988.1
2020-12-22,17690,39350,97900,105700,108898.1
2020-12-23,17600,40000,97500,105700,109195.40000000001
2020-12-24,17500,39950,97300,105700,107709.1
2020-12-25,17800,40750,97600,105900,108006.3
2020-12-28,17710,41550,98000,105900,107709.1
2020-12-29,17790,41600,99200,106500,108204.5
2020-12-30,17730,40900,97900,108500,107808.2
2020-12-31,18000,41450,97900,108200,107808.2
2021-01-04,18330,42300,99000,108000,108303.6
2021-01-05,18510,42350,99300,109700,110800
2021-01-06,18700,42800,105000,110200,109800
2021-01-07,18980,42800,107000,110100,110400
2021-01-08,19220,42750,104800,111800,112000
2021-01-11,18920,43050,104500,113800,115900
2021-01-12,19800,44900,105600,114400,116300
2021-01-13,19590,44700,104800,111100,114500
2021-01-14,19580,44450,103900,110400,113100
2021-01-15,19800,44500,103200,111200,113900
2021-01-18,19690,44600,103300,110300,113300
2021-01-19,18700,41600,99000,102700,107700
2021-01-20,18850,41700,99100,103300,109000
2021-01-21,18900,44200,103000,105100,110300
2021-01-22,19480,43650,103000,105000,108700
2021-01-25,19360,43700,102500,104800,108200
2021-01-26,18700,42300,100900,101500,106700
2021-01-27,18350,40300,97400,100000,103300
2021-01-28,17070,37500,90600,93000,96100
2021-01-29,17500,39150,93000,99400,102800
2021-02-01,17730,38350,91100,99000,102700
2021-02-02,17500,40500,96500,105900,106400
2021-02-03,18850,42000,98900,107500,109700
2021-02-04,18750,41800,98900,105000,108800
2021-02-05,19490,42500,100000,107500,109600
2021-02-08,18690,40900,94100,101000,105300
2021-02-09,18350,41800,97200,106200,108000
2021-02-17,19580,43450,100000,108000,108700
2021-02-18,19790,43850,102000,110000,109000
2021-02-19,19890,43450,101300,109000,108000
2021-02-22,19810,43400,100600,109700,107500
2021-02-23,19900,43300,100000,110000,107000
2021-02-24,19550,43600,98100,108200,105800
2021-02-25,19720,44150,98200,108900,104600
2021-02-26,19700,45600,98200,109000,104800
2021-03-01,20030,46200,99200,108500,105600
2021-03-02,20030,46700,99300,108200,104900
2021-03-03,20060,46800,98400,106900,104500
2021-03-04,20100,45900,97300,106900,103400
2021-03-05,19740,46000,96400,106300,103000
2021-03-08,19660,46300,95200,106000,102200
2021-03-09,19650,45850,95000,104300,100500
2021-03-10,19720,45600,95500,106000,101100
2021-03-11,20000,46400,96300,105900,102800
2021-03-12,19920,46450,95800,105900,102200
2021-03-15,20000,46500,96300,106000,102200
2021-03-16,19990,46100,95700,105400,101000
2021-03-17,19980,46300,95600,104700,100500
2021-03-18,20280,46600,97500,106600,102500
2021-03-19,20200,47150,94200,108400,101700
2021-03-22,20160,46750,97000,107300,100800
2021-03-23,19950,46600,95800,106500,100200
2021-03-24,19700,45450,94700,107900,98700
2021-03-25,19600,45000,95100,110400,98500
2021-03-26,19650,46200,94900,112400,97400
2021-03-29,19890,46300,95300,112800,99000
2021-03-30,20000,46450,94800,117000,99200
2021-03-31,20100,46800,94800,117900,98400
