time,open,high,low,close,"VN30, HOSE: Open","VN30, HOSE: High","VN30, HOSE: Low","VN30, HOSE: Close","VNSMALLCAP, HOSE: Open","VNSMALLCAP, HOSE: High","VNSMALLCAP, HOSE: Low","VNSMALLCAP, HOSE: Close",Volume,Volume MA,RSI,K,D
2014-02-26T09:00:00+07:00,619.81,620.46997,611.28003,620.46997,668.59003,669.62,659.73999,667.90997,634.70001,636.38,628.19,636.38,NaN,NaN,79.94062003736347,NaN,NaN
2014-02-27T09:00:00+07:00,618.89001,620.57001,608.95001,608.95001,666.71997,677.65997,662.73999,662.73999,639.40002,644.46997,633.23999,633.23999,NaN,NaN,68.66471722212933,NaN,NaN
2014-02-28T09:00:00+07:00,609.75,612.57001,602.06,612.57001,664.15997,668.41998,657.21002,663.81,633.65997,637.01001,628.58002,637.01001,NaN,NaN,70.0923245033305,37.55356386858421,NaN
2014-03-03T09:00:00+07:00,611.12,612.15997,600.26001,600.26001,663.16998,663.47998,643.95001,643.95001,635.79999,636.01001,621.75,622.40002,NaN,NaN,60.07003018939516,4.220230535250882,NaN
2014-03-04T09:00:00+07:00,594.12,600.89001,590.62,600.46997,636.92999,641.89001,631.92999,638.78998,618.35999,625.15002,612.53003,625.15002,NaN,NaN,60.17462731073994,4.395694411168446,15.389829605001182
2014-03-05T09:00:00+07:00,602.92999,607.71002,601.96997,607.71002,638.78998,647.84998,638.78998,645.76001,630.40002,635.32001,629.10999,635.09003,NaN,NaN,63.705271757475096,6.273658235678224,4.963194394032519
2014-03-06T09:00:00+07:00,607.66998,613.53003,605.79999,613.53003,646.39001,650.73999,645.29999,648.62,637.96002,643.98999,636.88,641.83002,NaN,NaN,66.2922387828688,16.71154431267328,9.126965653173318
2014-03-07T09:00:00+07:00,613.01001,617.94,612.22998,616.37,650.92999,654.20001,650.09003,651.46002,644.26001,653.19,643.84003,650.96997,NaN,NaN,67.5092154382533,29.015470506495344,17.333557684948953
2014-03-10T09:00:00+07:00,615.67999,616.71997,613.92999,616.21997,652.53998,656.87,651.78003,655.79999,651,663.38,651,662.51001,NaN,NaN,67.37083544283993,35.16453085717844,26.96384855878236
2014-03-11T09:00:00+07:00,617.42999,619.70001,614.76001,617.5,656.92999,662.84998,653.70001,661.60999,665.65002,667.42999,658.97998,665.19,NaN,NaN,67.97400526037279,37.98572957409516,34.055243645922985
2014-03-12T09:00:00+07:00,618.76001,619.78003,614.10999,616.97998,665.91998,672.15002,663.84003,663.84003,665.16998,666.73999,656.53998,659.25,NaN,NaN,67.42867094232986,37.85061448434073,37.00029163853811
2014-03-13T09:00:00+07:00,616.76001,623.07001,614.62,623.07001,664.09998,669.21002,661.95001,669.21002,658.67999,667.27002,655.97998,666.25,NaN,NaN,70.42148917800827,42.96815043153567,39.601498163323846
2014-03-14T09:00:00+07:00,624.53998,630.90002,622.53998,630.90002,669.70001,673.90997,665.77002,668.39001,667.94,675.14001,667.72998,671.58002,NaN,NaN,73.75988728618162,52.674089493699306,44.49761813652523
2014-03-17T09:00:00+07:00,634.97998,637.63,631.53003,636.81,672.53998,673.79999,669.53998,672.15002,676.73999,683.90997,676.27002,683.17999,NaN,NaN,75.96492341101461,66.99383295039651,54.212024291877164
2014-03-18T09:00:00+07:00,636.39001,642.95001,632.96002,639.72998,671.87,677.52002,669.65997,673.67999,687.48999,689.03003,682.01001,686.21002,NaN,NaN,76.99359630873286,82.96237562609116,67.54343269006233
2014-03-19T09:00:00+07:00,640.41998,648.48999,639.87,648.48999,673.56,681.94,673.53003,681.94,687.10999,697.63,685.53998,697.63,NaN,NaN,79.78834675747339,93.33068510334908,81.09563122661226
2014-03-20T09:00:00+07:00,652.65997,652.66998,641.27002,645.03003,683.10999,684.79999,674.96997,676.08002,703.45001,705.40997,690.47998,696.39001,NaN,NaN,75.8681750022635,93.37304523998392,89.88870198980806
2014-03-21T09:00:00+07:00,645.17999,647.37,643.62,645.06,676.08002,688.70001,676.08002,679.97998,697.42999,706.77002,697.07001,705.10999,NaN,NaN,75.8792299614959,86.72953769144748,91.14442267826017
2014-03-24T09:00:00+07:00,650.21997,655.03998,648.5,654.90997,688.28998,690.57001,683.95001,689.32001,712.31,721.02002,712.03998,720.81,NaN,NaN,79.24458739768386,85.60255718597905,88.56838003913681
2014-03-25T09:00:00+07:00,658.5,658.5,648,648.01001,689.21997,692.83002,682.75,682.75,725.95001,730.27002,716.35999,716.35999,NaN,NaN,71.69811298666222,72.24786541986472,81.52665343243042
2014-03-26T09:00:00+07:00,650.90997,652.29999,635.27002,638.38,684.59998,685.25,663.77002,664.87,722.13,722.13,696.78998,699.60999,NaN,NaN,62.72071743385333,45.55803963506784,67.80282074697054
2014-03-27T09:00:00+07:00,639.96002,640.25,629.83002,639.53998,665.71997,670.34003,658.32001,669.89001,697.35999,700.21002,686.46997,700.21002,NaN,NaN,63.316545975288506,14.515348790047058,44.10708461499322
2014-03-28T09:00:00+07:00,642.27002,644.75,638.25,640.17999,672.57001,677.71002,670.94,676.31,702.56,708.01001,698.19,701.67999,NaN,NaN,63.66164203279988,3.001301686842936,21.024896703985956
2014-03-31T09:00:00+07:00,640.71997,642.28998,636.34998,637.63,676.31,678.81,670.42999,670.42999,704.01001,704.56,691.79999,692.23999,NaN,NaN,61.19163475255655,3.001301686842936,6.839317387910985
2014-04-01T09:00:00+07:00,635.79999,635.87,621.97998,622.84998,669.92999,672.22998,657.85999,660.13,689.94,690.25,668.16998,670.87,NaN,NaN,49.261413584760504,1.8376397039987966,2.6134143592282317
2014-04-02T09:00:00+07:00,623.67999,624.29999,609.40002,617.70001,661.04999,663.53003,649.14001,658.01001,670.37,671.23999,646.59003,657.95001,NaN,NaN,45.903160744531334,0,1.6129804636139198
2014-04-03T09:00:00+07:00,620.45001,631.40997,620.45001,629.46002,661.44,667.41998,659.39001,664.88,660.77002,675.94,660.77002,675.94,NaN,NaN,53.67018654043916,7.6405323484047,3.1593906841345074
2014-04-04T09:00:00+07:00,628.90997,632.59998,626.51001,631.17999,665.33002,667.34003,662.5,667.33002,675.71002,678.35999,666.45001,673.57001,NaN,NaN,54.6947278278889,16.288920348989702,7.976484232464809
2014-04-07T09:00:00+07:00,629.63,637.65002,629.17999,636.09003,669.29999,674.70001,669.29999,672.96997,671.21002,681.51001,671.21002,681.51001,NaN,NaN,57.57876629776668,27.77437749317849,17.234610063524304
2014-04-08T09:00:00+07:00,638.71997,640.03003,635.57001,639.46002,673.20001,675.44,670.82001,672.06,681.28998,685.79999,680.41998,683.66998,NaN,NaN,59.48508497564029,33.71247249066827,25.925256777612162
2014-04-10T09:00:00+07:00,640.60999,644.46997,639.15002,640.20001,672.06,677.09003,667.57001,670.06,683.87,687.39001,678.09003,679.08002,NaN,NaN,59.911093549872106,39.06861700060826,33.51848899481835
2014-04-11T09:00:00+07:00,637.59998,638.67999,633.40997,636.60999,665.34998,668.28998,662.13,665.84998,677.25,679.01001,673.14001,679.01001,NaN,NaN,56.79119742863124,38.468553571338596,37.08321435420505
2014-04-14T09:00:00+07:00,637.35999,638.72998,631.33002,631.33002,668.96002,668.96002,661.12,661.12,679.98999,680.29999,671.85999,675.83002,NaN,NaN,52.463936979447595,33.368040048298376,36.96840354008176
2014-04-15T09:00:00+07:00,630.69,631.15002,617.47998,617.47998,660.76001,663.35999,647.73999,647.73999,674.98999,674.98999,656.59003,658.28003,NaN,NaN,43.17143345030682,19.363507537773383,30.400033719136797
2014-04-16T09:00:00+07:00,617.06,617.34998,599.29999,610.17999,644.19,646.21002,626.26001,634.76001,656.22998,656.65002,634.62,643.78003,NaN,NaN,39.227592161794824,8.478113822854255,20.403220469642015
2014-04-17T09:00:00+07:00,612.27002,616.15002,610.59998,615.09998,640.62,645.40997,636.57001,642.47998,648.28003,653.51001,645.41998,651.63,NaN,NaN,43.00657039293871,5.155344353602573,10.99898857141008
2014-04-18T09:00:00+07:00,613.54999,614.71997,594.31,596.19,642.08002,642.08002,621.13,621.13,648.69,649.79999,627.42999,628.85999,NaN,NaN,34.20324442239615,5.155344353602573,6.2629341766864774
2014-04-21T09:00:00+07:00,595.07001,596.16998,583.48999,583.48999,619.85999,625.25,613.66998,613.66998,626.02002,627.59003,613.90002,615.28003,NaN,NaN,29.79245838800962,5.155344353602573,5.155344353602583
2014-04-22T09:00:00+07:00,583.90002,595.85999,578.22998,595.85999,615.04999,630.88,612.22998,630.88,613.98999,630.5,609.39001,630.5,NaN,NaN,38.15780436298027,9.258217191243792,6.5229686328163226
2014-04-23T09:00:00+07:00,595.39001,597.20001,589.83002,590.77002,630.5,636.57001,626.62,629.78003,631.37,633.16998,622.88,626.07001,NaN,NaN,36.244130048991835,16.398504952525,10.27068883245713
2014-04-24T09:00:00+07:00,589.26001,592.23999,587.22998,591.87,629.71997,631.77002,626.94,629.15997,623.89001,626.87,622.46002,625.75,NaN,NaN,36.979692277087814,24.35286482579816,16.669862323188994
2014-04-25T09:00:00+07:00,591.95001,596.44,591.95001,596.44,629.65002,637.46002,629.65002,636.34998,625.52002,629.70001,624.06,628.84003,NaN,NaN,40.07309989910118,26.472588518264967,22.407986098862718
2014-04-28T09:00:00+07:00,598.21002,599.94,591.72998,591.72998,636.48999,638.27002,628.90002,628.90002,629.01001,631.97998,620.78998,621.22998,NaN,NaN,38.00266346197125,28.41881815707913,26.414757167047426
2014-04-29T09:00:00+07:00,591.63,594.90997,589.56,594.90997,626.58002,633.01001,626.58002,632.09998,620.12,622.65997,616.91998,620.59998,NaN,NaN,40.24734062602955,32.035237395402135,28.975548023582082
2014-05-05T09:00:00+07:00,596.23999,597.48999,580.64001,581.47998,631.64001,631.95001,613.75,614.35999,619.87,621.13,601.19,603.03998,NaN,NaN,34.556851011093656,26.5395374266168,28.997864326366027
2014-05-06T09:00:00+07:00,578.46002,578.46002,558.41998,569.41998,613.38,613.38,593.84998,605.20001,600.95001,600.95001,581.88,589.71997,NaN,NaN,30.400186314180715,18.346547877267206,25.64044089976205
2014-05-07T09:00:00+07:00,570.64001,572.41998,564.95001,570.59998,606.87,612.48999,603,609.51001,592.83002,593.20001,584.92999,589.97998,NaN,NaN,31.271287140759554,10.460228264907686,18.448771189597235
2014-05-08T09:00:00+07:00,561.63,561.66998,536.32001,540.91998,598.77002,598.77002,572.28003,575.31,583.60999,583.60999,559.56,560.78998,NaN,NaN,23.353839327704932,4.5779873499824255,11.128254497385775
2014-05-09T09:00:00+07:00,536.03003,546.29999,534.20001,545.15002,568.96997,588.53998,568.96997,587.90997,550.53003,564.44,550.44,563.62,NaN,NaN,26.22090751529494,8.547342895397177,7.861852836762433
2014-05-12T09:00:00+07:00,542.09998,542.09998,518.98999,519.37,578.81,578.81,556.45001,563.29999,558.62,558.62,539.15997,540.96997,NaN,NaN,21.05232798444912,4.862883396160531,5.996071213846715
2014-05-13T09:00:00+07:00,509.92001,518.21997,502.84,508.73001,552.56,564.5,552.56,560.10999,530.83002,537.39001,523.40997,526.67999,NaN,NaN,19.356459889246963,4.862883396160531,6.09103656257275
2014-05-14T09:00:00+07:00,502.32001,524.10999,502.32001,524.10999,556.94,581.83002,556.84003,581.83002,519.35999,541.10999,519.35999,541.10999,NaN,NaN,28.342214589172585,14.337603112003473,8.021123301441515
2014-05-15T09:00:00+07:00,525.13,532.70001,512.17999,518.76001,581.20001,589.78003,562.22998,575.53003,539.59003,550.37,529.78998,532.5,NaN,NaN,27.20657652086993,26.863190600840586,15.354559036334868
2014-05-16T09:00:00+07:00,518.17999,529.28998,517.87,529.28998,573.63,582.69,569.90997,581.92999,532.45001,544.65997,530.14001,544.65997,NaN,NaN,32.90501518548342,48.48116427867523,29.8939859971731
2014-05-19T09:00:00+07:00,531.62,539.03998,527.33002,538.48999,582.53998,590.5,577.92999,589.31,544.88,555.03998,542.75,553.90002,NaN,NaN,37.507945352706585,63.10593585407988,46.15009691119857
2014-05-20T09:00:00+07:00,536.42999,544.78998,532.29999,544.78998,586.34998,590.60999,581.60999,590.27002,552.96002,564.89001,552.58002,564.89001,NaN,NaN,40.51728597196477,83.9136816985761,65.1669272771104
2014-05-21T09:00:00+07:00,546.17999,556.26001,542.29999,556.26001,590.69,597.78003,585.09998,596.82001,566.59003,580.34003,564.71002,579.82001,NaN,NaN,45.649010934031296,95.62904135407479,80.88288630224359
2014-05-22T09:00:00+07:00,556.84003,561.16998,551.91998,554.03998,595.27002,600.15002,592.75,592.75,580.34003,586.41998,570.71997,573.63,NaN,NaN,44.84262563348833,98.97767584543946,92.84013296603011
2014-05-23T09:00:00+07:00,553.41998,555.84998,548.15002,551.53003,593.67999,597.42999,591.77002,594.34998,571.54999,575.21997,567.78998,570.75,NaN,NaN,43.89845311090793,96.75834279791378,97.12168666580932
2014-05-26T09:00:00+07:00,549.45001,557.14001,547.22998,556.51001,594.03998,597.79999,588.04999,596.23999,570.75,576.96997,566.23999,576.84998,NaN,NaN,46.31375044244356,96.75834279791378,97.49812048042232
2014-05-27T09:00:00+07:00,556.84003,565.45001,554.12,564.94,596.01001,606.02002,595.38,605.87,576.98999,589.08002,576.78003,588.38,NaN,NaN,50.22062401600085,97.7806669524743,97.09911751610059
2014-05-28T09:00:00+07:00,567.59998,569.82001,563.52002,569.42999,608.25,615.46002,608.25,614.88,590.09998,592.77002,584.65997,588.47998,NaN,NaN,52.215237370796935,99.99999999999999,98.179669916796
2014-05-29T09:00:00+07:00,568.06,571.41998,562.85999,565.21002,614.21002,622.34998,611.75,615.01001,586.48999,588.73999,576.40002,577.62,NaN,NaN,50.18011918115922,97.93549005205642,98.57205233484355
2014-05-30T09:00:00+07:00,566.87,568.65002,562.26001,565.63,614.32001,619.25,612.78003,618,576.34003,580.91998,575.98999,577.38,NaN,NaN,50.38736634228082,96.08122038794363,98.00557014666667
2014-06-02T09:00:00+07:00,566.95001,566.95001,554.51001,558.12,614.73999,617.67999,607.90997,610.98999,576.77002,577.83002,566.58002,569.59998,NaN,NaN,46.650255781224715,88.66381457672382,94.22684167224128
2014-06-03T09:00:00+07:00,557.79999,561.21997,555.76001,559.04999,611.10999,614.82001,608.28003,612.48999,569.48999,573.09003,567.53998,569.57001,NaN,NaN,47.17276647165061,84.00735836364369,89.58413110943702
2014-06-04T09:00:00+07:00,559.52002,559.52002,550.65002,550.69,612.96997,613.38,601.06,603.83002,569.97998,571.56,558.63,561.73999,NaN,NaN,43.08744923662205,70.10522701110206,80.92546665048984
2014-06-05T09:00:00+07:00,552.22998,556.16998,548.40002,555.31,601.64001,604.76001,597.70001,601.59998,561.15997,566.63,558.34998,565.60999,NaN,NaN,45.877017916082565,63.15737907173749,72.42332148216106
2014-06-06T09:00:00+07:00,557.15002,562.09003,555.46002,562.09003,603.71997,608.47998,602.19,608.47998,566.34003,574.54999,566.34003,574.54999,NaN,NaN,49.768204308678854,62.90552016653527,65.38937541645824
2014-06-09T09:00:00+07:00,566.20001,571.85999,563.25,569.29999,608.47998,615.46997,606.29999,610.91998,577.10999,583.78998,573.64001,577.45001,NaN,NaN,53.5894336872356,78.66192118318968,68.24160680715411
2014-06-10T09:00:00+07:00,567.94,569.42999,562.26001,564.23999,609.96997,612.27002,608.59003,608.59003,576.96997,578.78998,572.59003,573.62,NaN,NaN,50.6758481324759,83.77944475966244,75.1156287031291
2014-06-11T09:00:00+07:00,564.12,571.28003,564.12,569.28003,609.35999,615.52002,609.20001,615.52002,574.58002,583.01001,574.58002,582.15997,NaN,NaN,53.39391052714384,90.13167866996214,84.19101487093805
2014-06-12T09:00:00+07:00,570.65997,573.20001,569.22998,573.20001,615.98999,617.65997,612.09003,616.10999,583.45001,587.75,583.33002,584.65002,NaN,NaN,55.45018123408388,90.13167866996214,88.01426736652887
2014-06-13T09:00:00+07:00,573.42999,575.40997,572.41998,575.31,616.23999,620.84003,614.60999,617.72998,584.71997,585.92999,583.23999,585.71997,NaN,NaN,56.56113833492969,99.37940884407378,93.21425539466598
2014-06-16T09:00:00+07:00,576.47998,577.53998,571.10999,573.21997,619.97998,620.85999,618.07001,618.62,586.97998,588.82001,584.03998,587.60999,NaN,NaN,55.095508327483266,96.37409374484646,95.29506041962742
2014-06-17T09:00:00+07:00,573.59003,579.81,571.84998,579.81,617.56,622.72998,616.65002,620.60999,588.04999,594.38,586.26001,593.56,NaN,NaN,58.72705185314869,96.37409374484646,97.37586544458885
2014-06-18T09:00:00+07:00,579.87,581.21997,577.35999,579.40002,619.71002,622.69,618.60999,618.60999,594.66998,599.27002,594.66998,596.88,NaN,NaN,58.410567054751894,95.69955657542086,96.14924802170454
2014-06-19T09:00:00+07:00,573.75,575.23999,567.40997,575.23999,612.71997,617.03003,606.96002,613.82001,591.40002,593.46997,582.41998,590.95001,NaN,NaN,55.16213210841022,91.72740160922477,94.60035064316399
2014-06-20T09:00:00+07:00,576.94,578.87,572.96997,573.92999,616.09003,619.32001,607.22998,607.22998,590.56,594.14001,587.97998,589.91998,NaN,NaN,54.14103090286366,81.9530250628563,89.79332774916726
2014-06-23T09:00:00+07:00,573.07001,574.96997,572.01001,572.56,609.03003,613.06,609.03003,609.98999,588.73999,589.72998,586.96002,587.82001,NaN,NaN,53.035364563461854,70.4966331858019,81.39235328596095
2014-06-24T09:00:00+07:00,572.32001,575.53003,571.65002,575.53003,609.75,613.75,608.66998,612.53998,587.53003,592.46002,584.71002,592.46002,NaN,NaN,55.17267926073269,68.87455639085321,73.77473821317044
2014-06-25T09:00:00+07:00,576.71997,581.34998,576.71997,581.34998,612.63,619.02002,612.63,618.09998,593.35999,597.71997,592.78998,596.82001,NaN,NaN,59.10055741068484,78.64893293722169,72.67337417129222
2014-06-26T09:00:00+07:00,582.16998,584.32001,581.38,583.66998,618.09998,622.37,616.40002,619.90997,597.59998,600.84003,597.15997,597.69,NaN,NaN,60.58324452112834,90.77986198370171,79.43445043725883
2014-06-27T09:00:00+07:00,582.85999,583.33002,580.56,582.53998,619.51001,621.22998,616.84998,616.84998,598.76001,599,593.98999,596.79999,NaN,NaN,59.45272253684061,96.19637040200729,88.54172177431019
2014-06-30T09:00:00+07:00,583.70001,585.48999,582.17999,583.59998,617.01001,619.03003,615.06,615.06,597.10999,598.66998,595.63,597.90997,NaN,NaN,60.20294408567796,94.51686817717348,93.83103352096079
2014-07-01T09:00:00+07:00,582.98999,584.91998,581.5,581.5,615.87,621.09998,615.42999,617.96002,597.89001,603.03003,597.89001,601.79999,NaN,NaN,57.91668467718473,82.74067027392363,91.15130295103476
2014-07-02T09:00:00+07:00,582.13,587.33002,581.95001,586.42999,618.77002,622.40997,617.69,620.20001,603,610.38,602.66998,610.38,NaN,NaN,61.60321802404418,86.54429987191632,87.9339461076711
2014-07-03T09:00:00+07:00,588.28003,592.77002,588.28003,591.46997,621.90997,627.16998,621.90997,627.16998,613.76001,616.23999,610.03003,615.65997,NaN,NaN,64.98062977586818,88.2238020967501,85.83625741419665
2014-07-04T09:00:00+07:00,592.10999,595.19,590.34998,592.20001,628.06,633.21997,628.06,631.02002,616.42999,618.75,612.92999,617.58002,NaN,NaN,65.45463324148533,99.99999999999996,91.58936732288875
2014-07-07T09:00:00+07:00,591.82001,596.92999,591.82001,594.92999,635.48999,639.54999,634.62,636.75,619.53998,623.04999,617.23999,617.23999,NaN,NaN,67.24033969228188,99.99999999999996,96.07460069891663
2014-07-08T09:00:00+07:00,594.17999,595.29999,590.40002,593.67999,637.73999,638.90997,632.25,636.21002,617.17999,618.69,612.23999,618.31,NaN,NaN,65.56904006517487,96.07813550780487,98.69271183593487
2014-07-09T09:00:00+07:00,594.40002,598.44,594.40002,596.83002,636.26001,638.15002,635.14001,636.64001,619.46002,620.87,617.78998,619.62,NaN,NaN,67.74481192857209,96.07813550780487,97.38542367186984
2014-07-10T09:00:00+07:00,596.98999,596.98999,588.41998,589.97998,635.72998,635.72998,625.15997,628.78003,619.22998,619.45001,604.96997,610.34003,NaN,NaN,59.011762607606656,76.2880212494913,89.48143075503363
2014-07-11T09:00:00+07:00,588.31,591.85999,585.72998,588.92999,627.44,629.45001,623.72998,627.09998,610.07001,612.27002,605.09003,612.27002,NaN,NaN,57.78217217783351,53.79527491429702,75.38714389053102
2014-07-14T09:00:00+07:00,588.84998,591.04999,586.57001,591.04999,628.47998,632.53998,627.08002,632.53998,612.25,612.73999,609.03003,611.20001,NaN,NaN,59.611997540924264,26.584232489371775,52.22250955105332
2014-07-15T09:00:00+07:00,592.66998,597.38,592.66998,594.90997,635.40997,637.81,635.40997,636.09003,612.69,617.28998,612.69,617.28998,NaN,NaN,62.77555593991938,29.748043836738095,36.70918374680225
2014-07-16T09:00:00+07:00,598.35999,600.54999,595.51001,595.51001,641.52002,643.03003,637.13,637.13,622.48999,624.09998,618.32001,620.02002,NaN,NaN,63.25736352102256,41.14839967474123,32.49355866695032
2014-07-17T09:00:00+07:00,594.31,596.14001,591.97998,595.70001,635.90997,638.56,633.35999,636.29999,618.14001,623.32001,616.78998,623.32001,NaN,NaN,63.418822118654845,53.885400687109666,41.59394806619628
2014-07-18T09:00:00+07:00,593.5,596.45001,592.85999,595.34003,635.72998,645.52002,635.31,645.52002,622.16998,623.89001,620.08002,623.40997,NaN,NaN,62.85525980822646,54.15207655582599,49.728625639225584
2014-07-21T09:00:00+07:00,595.78998,600.03003,592.39001,594.84998,644.77002,650.96997,642.56,645.33002,623.63,627.45001,617.75,618.76001,NaN,NaN,62.04692599944094,50.10215420637408,52.713210483103204
2014-07-22T09:00:00+07:00,594.41998,595.88,590.60999,593.45001,644.75,645.57001,640.13,641.95001,617.85999,619.21997,613.25,616.75,NaN,NaN,59.68546530733794,37.610964104406285,47.28839828886874
2014-07-23T09:00:00+07:00,596.10999,596.10999,589.87,592.38,642.73999,643.56,638.96997,640.84003,618.70001,620.59003,617,618.97998,NaN,NaN,57.872512177638164,20.93952040656875,36.217546239116324
2014-07-24T09:00:00+07:00,591.15997,594.71002,591.01001,594.71002,640.07001,647.40002,640.07001,646.64001,619.15997,621.04999,618.04999,618.04999,NaN,NaN,60.67379240366551,16.345244089813676,24.965242866929525
2014-07-25T09:00:00+07:00,594.09998,595.21002,587.31,587.31,647.59998,650.57001,641.96002,641.96002,620.21997,622.52002,610.66998,610.66998,NaN,NaN,49.43154567044494,9.977142271004952,15.753968922462413
2014-07-28T09:00:00+07:00,586.59998,586.71002,574.90997,575.84003,640.13,640.27002,628.09998,630.29999,609,609,593.01001,595.84998,NaN,NaN,37.75446329454918,9.67487967774009,11.999088679519526
2014-07-29T09:00:00+07:00,576.09998,579.34998,574.09998,579.34998,630.60999,633.58002,627.23999,633.58002,594.81,598.15002,592.39001,596.90002,NaN,NaN,42.250229777326126,5.839182805473951,8.497068251406285
2014-07-30T09:00:00+07:00,579.32001,582.54999,578.09998,578.67999,631.62,635.21997,629.07001,629.07001,596.52002,599.70001,595.96997,596.59998,NaN,NaN,41.63210525089509,10.875534298377497,8.796532260530466
2014-07-31T09:00:00+07:00,578.21002,584.17999,578.21002,581.71997,628.92999,637.07001,628.40997,637.03998,596.78998,602.51001,596.78003,602.51001,NaN,NaN,45.526326762632955,20.969771110538343,12.561496071463216
2014-08-01T09:00:00+07:00,581.03003,582.65997,579.76001,581.63,635.87,636.75,632.79999,635.01001,601.62,602.27002,597.28998,599.12,NaN,NaN,45.42972203523712,25.099353150365243,18.981552853093646
2014-08-04T09:00:00+07:00,581.21002,584.66998,580.17999,582.34998,631.14001,639.17999,631.14001,638.97998,599.03003,602.90997,598.95001,602.90997,NaN,NaN,46.40972889943838,31.30461713960341,25.79124713350228
2014-08-05T09:00:00+07:00,583.12,594.52002,583.12,594.52002,640.25,643.56,638.75,643.56,604.84003,610.5,604.67999,610.5,NaN,NaN,59.61275397533212,49.60032353050722,35.33476460682524
2014-08-06T09:00:00+07:00,595.73999,597.40997,593.75,594.67999,643.56,647.63,641.58002,644,611.63,612.65997,609.09998,609.27002,NaN,NaN,59.753116436239964,68.84531043435085,49.91675036815377
2014-08-07T09:00:00+07:00,593.82001,599.34003,593.71997,599.34003,641.03998,644.46002,639.53998,644.19,608.58002,615.77002,607.37,615.77002,NaN,NaN,63.70980459842422,90.93702828554247,69.79422075013345
2014-08-08T09:00:00+07:00,600.03998,602.06,597.85999,599.64001,644.03998,646.29999,640.17999,641.92999,617.08002,619.37,615.02002,618.45001,NaN,NaN,63.95546004235439,95.88041841581115,85.22091904523477
2014-08-11T09:00:00+07:00,600.02002,600.52002,596.14001,598.15997,639.42999,642.15002,636.47998,638.21997,619.15002,621.28003,614.15002,616.23999,NaN,NaN,61.735042384326505,97.17514861565473,94.66419843900273
