time,open,high,low,close,Volume,Volume MA,RSI,K,D
2014-01-27T09:00:00+07:00,558.89001,566.44,558.85999,566.44,NaN,NaN,NaN,NaN,NaN
2014-02-06T09:00:00+07:00,565.57001,574.95001,565.57001,574.72998,NaN,NaN,NaN,NaN,NaN
2014-02-07T09:00:00+07:00,577,580.81,573.21997,576,NaN,NaN,NaN,NaN,NaN
2014-02-10T09:00:00+07:00,575.09003,583.45001,575.09003,583.45001,NaN,NaN,NaN,NaN,NaN
2014-02-11T09:00:00+07:00,587.15997,592.73999,581.90997,581.90997,NaN,NaN,NaN,NaN,NaN
2014-02-12T09:00:00+07:00,583.29999,591.15997,582.06,591.15997,NaN,NaN,NaN,NaN,NaN
2014-02-13T09:00:00+07:00,591.78998,600.39001,591.78998,600.39001,NaN,NaN,NaN,NaN,NaN
2014-02-14T09:00:00+07:00,601.38,609.90002,601.38,609.72998,NaN,NaN,NaN,NaN,NaN
2014-02-17T09:00:00+07:00,612.08002,617.35999,607.51001,613.72998,NaN,NaN,NaN,NaN,NaN
2014-02-18T09:00:00+07:00,617.02002,621.88,615.23999,621.88,NaN,NaN,NaN,NaN,NaN
2014-02-19T09:00:00+07:00,626.95001,631.78998,620.23999,631.78998,NaN,NaN,NaN,NaN,NaN
2014-02-20T09:00:00+07:00,632.21002,637.40002,608.16998,612.70001,NaN,NaN,NaN,NaN,NaN
2014-02-21T09:00:00+07:00,611,614.85999,602.17999,612.71997,NaN,NaN,NaN,NaN,NaN
2014-02-24T09:00:00+07:00,614.94,624,613.20001,624,NaN,NaN,NaN,NaN,NaN
2014-02-25T09:00:00+07:00,625.12,632.67999,624.28003,632.67999,NaN,NaN,80.8092948084377,NaN,NaN
2014-02-26T09:00:00+07:00,634.70001,636.38,628.19,636.38,NaN,NaN,81.49519905906041,NaN,NaN
2014-02-27T09:00:00+07:00,639.40002,644.46997,633.23999,633.23999,NaN,NaN,78.91734778083176,NaN,NaN
2014-02-28T09:00:00+07:00,633.65997,637.01001,628.58002,637.01001,NaN,NaN,79.74574643098137,44.045079418737664,NaN
2014-03-03T09:00:00+07:00,635.79999,636.01001,621.75,622.40002,NaN,NaN,68.51095293760287,10.711746085404334,NaN
2014-03-04T09:00:00+07:00,618.35999,625.15002,612.53003,625.15002,NaN,NaN,69.38524358669918,12.95623693715909,22.57102081376703
2014-03-05T09:00:00+07:00,630.40002,635.32001,629.10999,635.09003,NaN,NaN,72.37128491435942,12.154787634091718,11.940923552218381
2014-03-06T09:00:00+07:00,637.96002,643.98999,636.88,641.83002,NaN,NaN,74.20825801036638,26.780986746127553,17.29733710579279
2014-03-07T09:00:00+07:00,644.26001,653.19,643.84003,650.96997,NaN,NaN,76.49094580242988,45.022842169133696,27.98620551645099
2014-03-10T09:00:00+07:00,651,663.38,651,662.51001,NaN,NaN,79.0161639542034,62.0816660640966,44.628498326452615
2014-03-11T09:00:00+07:00,665.65002,667.42999,658.97998,665.19,NaN,NaN,79.56513084143957,75.83390289264459,60.97947037529163
2014-03-12T09:00:00+07:00,665.16998,666.73999,656.53998,659.25,NaN,NaN,74.88868991069074,71.72056976378654,69.87871290684258
2014-03-13T09:00:00+07:00,658.67999,667.27002,655.97998,666.25,NaN,NaN,76.63176038819987,65.59929648204883,71.05125637949332
2014-03-14T09:00:00+07:00,667.94,675.14001,667.72998,671.58002,NaN,NaN,77.89023699115005,61.29948619753893,66.20645081445811
2014-03-17T09:00:00+07:00,676.73999,683.90997,676.27002,683.17999,NaN,NaN,80.36818561937774,75.36652214615587,67.42176827524789
2014-03-18T09:00:00+07:00,687.48999,689.03003,682.01001,686.21002,NaN,NaN,80.96820155724166,87.85200808392705,74.83933880920729
2014-03-19T09:00:00+07:00,687.10999,697.63,685.53998,697.63,NaN,NaN,83.06858549116397,97.10671576118646,86.7750819970898
2014-03-20T09:00:00+07:00,703.45001,705.40997,690.47998,696.39001,NaN,NaN,82.0102472182009,97.5766703615917,94.17846473556841
2014-03-21T09:00:00+07:00,697.42999,706.77002,697.07001,705.10999,NaN,NaN,83.59328509974193,97.5766703615917,97.4200188281233
2014-03-24T09:00:00+07:00,712.31,721.02002,712.03998,720.81,NaN,NaN,85.98461864035616,97.5766703615917,97.57667036159171
2014-03-25T09:00:00+07:00,725.95001,730.27002,716.35999,716.35999,NaN,NaN,82.32209304049431,89.63311412600926,94.92881828306423
2014-03-26T09:00:00+07:00,722.13,722.13,696.78998,699.60999,NaN,NaN,70.2010018773711,56.299780792675925,81.16985509342564
2014-03-27T09:00:00+07:00,697.35999,700.21002,686.46997,700.21002,NaN,NaN,70.36931186491282,23.321900395276405,56.41826510465388
2014-03-28T09:00:00+07:00,702.56,708.01001,698.19,701.67999,NaN,NaN,70.80436898589986,1.6297006101503324,27.083793932700903
2014-03-31T09:00:00+07:00,704.01001,704.56,691.79999,692.23999,NaN,NaN,64.27740678778098,1.6297006101503324,8.86043387185904
2014-04-01T09:00:00+07:00,689.94,690.25,668.16998,670.87,NaN,NaN,52.48276498855207,1.2742476742165134,1.5112162981724102
2014-04-02T09:00:00+07:00,670.37,671.23999,646.59003,657.95001,NaN,NaN,46.881680525735085,0,0.9679827614556326
2014-04-03T09:00:00+07:00,660.77002,675.94,660.77002,675.94,NaN,NaN,54.20963769244996,6.246723409235635,2.5069903611507334
2014-04-04T09:00:00+07:00,675.71002,678.35999,666.45001,673.57001,NaN,NaN,53.16900514575103,11.606358706193056,5.95102737180958
2014-04-07T09:00:00+07:00,671.21002,681.51001,671.21002,681.51001,NaN,NaN,56.20240613674721,19.551819295105503,12.46830047017808
2014-04-08T09:00:00+07:00,681.28998,685.79999,680.41998,683.66998,NaN,NaN,57.01803872449377,21.945843177924434,17.701340393074346
2014-04-10T09:00:00+07:00,683.87,687.39001,678.09003,679.08002,NaN,NaN,54.68738713102323,23.24018921131066,21.579283894780215
2014-04-11T09:00:00+07:00,677.25,679.01001,673.14001,679.01001,NaN,NaN,54.65069299933973,21.917430008529024,22.36782079925472
2014-04-14T09:00:00+07:00,679.98999,680.29999,671.85999,675.83002,NaN,NaN,52.91397157882358,18.95032910398601,21.369316107941913
2014-04-15T09:00:00+07:00,674.98999,674.98999,656.59003,658.28003,NaN,NaN,44.50766702353076,12.296347773642369,17.72136896205248
2014-04-16T09:00:00+07:00,656.22998,656.65002,634.62,643.78003,NaN,NaN,38.99547000445421,5.67364638751156,12.306774421713326
2014-04-17T09:00:00+07:00,648.28003,653.51001,645.41998,651.63,NaN,NaN,43.103734014984525,4.30515164213081,7.425048601094925
2014-04-18T09:00:00+07:00,648.69,649.79999,627.42999,628.85999,NaN,NaN,35.61213992551096,4.30515164213081,4.761316557257739
2014-04-21T09:00:00+07:00,626.02002,627.59003,613.90002,615.28003,NaN,NaN,32.03597719486909,4.30515164213081,4.305151642130823
2014-04-22T09:00:00+07:00,613.98999,630.5,609.39001,630.5,NaN,NaN,39.38303382404429,9.803109617225116,6.137804300495591
2014-04-23T09:00:00+07:00,631.37,633.16998,622.88,626.07001,NaN,NaN,38.0922757144783,17.88397264291713,10.664077967424364
2014-04-24T09:00:00+07:00,623.89001,626.87,622.46002,625.75,NaN,NaN,37.995400604392195,25.835576106407913,17.8408861221834
2014-04-25T09:00:00+07:00,625.52002,629.70001,624.06,628.84003,NaN,NaN,39.592922948154836,26.115629220868527,23.2783926567312
2014-04-28T09:00:00+07:00,629.01001,631.97998,620.78998,621.22998,NaN,NaN,37.06045869840838,24.738885332263568,25.56336355318001
2014-04-29T09:00:00+07:00,620.12,622.65997,616.91998,620.59998,NaN,NaN,36.8503206222193,23.871967312077853,24.908827288403327
2014-05-05T09:00:00+07:00,619.87,621.13,601.19,603.03998,NaN,NaN,31.49058533919907,13.788804580392117,20.799885741577857
2014-05-06T09:00:00+07:00,600.95001,600.95001,581.88,589.71997,NaN,NaN,28.146404756057095,7.084685443305065,14.915152445258352
2014-05-07T09:00:00+07:00,592.83002,593.20001,584.92999,589.97998,NaN,NaN,28.306456061335254,0.32607774522862415,7.066522589641942
2014-05-08T09:00:00+07:00,583.60999,583.60999,559.56,560.78998,NaN,NaN,22.300806208856628,0.32607774522862415,2.5789469779207783
2014-05-09T09:00:00+07:00,550.53003,564.44,550.44,563.62,NaN,NaN,23.984703488645764,3.0242512835596274,1.2254689246722992
2014-05-12T09:00:00+07:00,558.62,558.62,539.15997,540.96997,NaN,NaN,20.209659332845973,2.6981735383310035,2.016167522373092
2014-05-13T09:00:00+07:00,530.83002,537.39001,523.40997,526.67999,NaN,NaN,18.257251249982346,2.6981735383310035,2.806866120073886
2014-05-14T09:00:00+07:00,519.35999,541.10999,519.35999,541.10999,NaN,NaN,26.028574690365787,12.141362050562321,5.845903042408118
2014-05-15T09:00:00+07:00,539.59003,550.37,529.78998,532.5,NaN,NaN,24.530045848143274,21.94152940549687,12.260354998130074
2014-05-16T09:00:00+07:00,532.45001,544.65997,530.14001,544.65997,NaN,NaN,30.606472033414633,41.235072097960376,25.105987851339865
2014-05-19T09:00:00+07:00,544.88,555.03998,542.75,553.90002,NaN,NaN,34.89598897716476,55.088888392478566,39.42182996531195
2014-05-20T09:00:00+07:00,552.96002,564.89001,552.58002,564.89001,NaN,NaN,39.67251654479687,78.62205437087735,58.31533828710544
2014-05-21T09:00:00+07:00,566.59003,580.34003,564.71002,579.82001,NaN,NaN,45.5202411663339,92.66184501174718,75.45759592503437
2014-05-22T09:00:00+07:00,580.34003,586.41998,570.71997,573.63,NaN,NaN,43.631851678557915,97.69114405821476,89.6583478136131
2014-05-23T09:00:00+07:00,571.54999,575.21997,567.78998,570.75,NaN,NaN,42.74338378069938,94.29599506177368,94.88299471057856
2014-05-26T09:00:00+07:00,570.75,576.96997,566.23999,576.84998,NaN,NaN,45.284749094054554,94.0080686176555,95.33173591254801
2014-05-27T09:00:00+07:00,576.98999,589.08002,576.78003,588.38,NaN,NaN,49.81863151619708,96.31692455944074,94.87366274629
2014-05-28T09:00:00+07:00,590.09998,592.77002,584.65997,588.47998,NaN,NaN,49.85743191471625,99.71207355588182,96.67902224432605
2014-05-29T09:00:00+07:00,586.48999,588.73999,576.40002,577.62,NaN,NaN,45.72201217068858,95.63776782596811,97.22225531376358
2014-05-30T09:00:00+07:00,576.34003,580.91998,575.98999,577.38,NaN,NaN,45.631932776711395,91.18051573740588,95.51011903975196
2014-06-02T09:00:00+07:00,576.77002,577.83002,566.58002,569.59998,NaN,NaN,42.69539677405848,81.75457244972988,89.52428533770131
2014-06-03T09:00:00+07:00,569.48999,573.09003,567.53998,569.57001,NaN,NaN,42.68400156477614,76.67586411890697,83.20365076868093
2014-06-04T09:00:00+07:00,569.97998,571.56,558.63,561.73999,NaN,NaN,39.70259657158682,63.54986251390005,73.99343302751232
2014-06-05T09:00:00+07:00,561.15997,566.63,558.34998,565.60999,NaN,NaN,41.86399009379644,55.16682428759566,65.13085030680092
2014-06-06T09:00:00+07:00,566.34003,574.54999,566.34003,574.54999,NaN,NaN,46.62384543700678,54.024837786302705,57.58050819593283
2014-06-09T09:00:00+07:00,577.10999,583.78998,573.64001,577.45001,NaN,NaN,48.10805969902563,65.86576231161602,58.352474795171496
2014-06-10T09:00:00+07:00,576.96997,578.78998,572.59003,573.62,NaN,NaN,46.277828765456036,71.92466606032076,63.938422052746525
