date,symbol,price
2020-06-24,FUEVFVND,11980
2020-06-25,FUEVFVND,12100
2020-06-26,FUEVFVND,11870
2020-06-29,FUEVFVND,11600
2020-06-30,FUEVFVND,11630
2020-07-01,FUEVFVND,11950
2020-07-02,FUEVFVND,11650
2020-07-03,FUEVFVND,11710
2020-07-06,FUEVFVND,11890
2020-07-07,FUEVFVND,11950
2020-07-08,FUEVFVND,11930
2020-07-09,FUEVFVND,12300
2020-07-10,FUEVFVND,12150
2020-07-13,FUEVFVND,12030
2020-07-14,FUEVFVND,12050
2020-07-15,FUEVFVND,12140
2020-07-16,FUEVFVND,12050
2020-07-17,FUEVFVND,12150
2020-07-20,FUEVFVND,12010
2020-07-21,FUEVFVND,12000
2020-07-22,FUEVFVND,11940
2020-07-23,FUEVFVND,11920
2020-07-24,FUEVFVND,11590
2020-07-27,FUEVFVND,10950
2020-07-28,FUEVFVND,11500
2020-07-29,FUEVFVND,11000
2020-07-30,FUEVFVND,11700
2020-07-31,FUEVFVND,11100
2020-08-03,FUEVFVND,11350
2020-08-04,FUEVFVND,11400
2020-08-05,FUEVFVND,11800
2020-08-06,FUEVFVND,11700
2020-08-07,FUEVFVND,11550
2020-08-10,FUEVFVND,11730
2020-08-11,FUEVFVND,11800
2020-08-12,FUEVFVND,11800
2020-08-13,FUEVFVND,11900
2020-08-14,FUEVFVND,11950
2020-08-17,FUEVFVND,11940
2020-08-18,FUEVFVND,11880
2020-08-19,FUEVFVND,11900
2020-08-20,FUEVFVND,11850
2020-08-21,FUEVFVND,12070
2020-08-24,FUEVFVND,12350
2020-08-25,FUEVFVND,12600
2020-08-26,FUEVFVND,12490
2020-08-27,FUEVFVND,12700
2020-08-28,FUEVFVND,12820
2020-08-31,FUEVFVND,12750
2020-09-01,FUEVFVND,12850
2020-09-03,FUEVFVND,13000
2020-09-04,FUEVFVND,13000
2020-09-07,FUEVFVND,12990
2020-09-08,FUEVFVND,12970
2020-09-09,FUEVFVND,12890
2020-09-10,FUEVFVND,12900
2020-09-11,FUEVFVND,12760
2020-09-14,FUEVFVND,12800
2020-09-15,FUEVFVND,12800
2020-09-16,FUEVFVND,12850
2020-09-17,FUEVFVND,12900
2020-09-18,FUEVFVND,13010
2020-09-21,FUEVFVND,13170
2020-09-22,FUEVFVND,13200
2020-09-23,FUEVFVND,13400
2020-09-24,FUEVFVND,13300
2020-09-25,FUEVFVND,13250
2020-09-28,FUEVFVND,13430
2020-09-29,FUEVFVND,13370
2020-09-30,FUEVFVND,13370
2020-10-01,FUEVFVND,13480
2020-10-02,FUEVFVND,13400
2020-10-05,FUEVFVND,13550
2020-10-06,FUEVFVND,13600
2020-10-07,FUEVFVND,13600
2020-10-08,FUEVFVND,13530
2020-10-09,FUEVFVND,13550
2020-10-12,FUEVFVND,13500
2020-10-13,FUEVFVND,13530
2020-10-14,FUEVFVND,13750
2020-10-15,FUEVFVND,13850
2020-10-16,FUEVFVND,14000
2020-10-19,FUEVFVND,14070
2020-10-20,FUEVFVND,14250
2020-10-21,FUEVFVND,14150
2020-10-22,FUEVFVND,14200
2020-10-23,FUEVFVND,14400
2020-10-26,FUEVFVND,14400
2020-10-27,FUEVFVND,14150
2020-10-28,FUEVFVND,13700
2020-10-29,FUEVFVND,13870
2020-10-30,FUEVFVND,13920
2020-11-02,FUEVFVND,14100
2020-11-03,FUEVFVND,14100
2020-11-04,FUEVFVND,14200
2020-11-05,FUEVFVND,13940
2020-11-06,FUEVFVND,13880
2020-11-09,FUEVFVND,14070
2020-11-10,FUEVFVND,14220
2020-11-11,FUEVFVND,14220
2020-11-12,FUEVFVND,14250
2020-11-13,FUEVFVND,14650
2020-11-16,FUEVFVND,14340
2020-11-17,FUEVFVND,14700
2020-11-18,FUEVFVND,14610
2020-11-19,FUEVFVND,14700
2020-11-20,FUEVFVND,14700
2020-11-23,FUEVFVND,15100
2020-11-24,FUEVFVND,14900
2020-11-25,FUEVFVND,14970
2020-11-26,FUEVFVND,15100
2020-11-27,FUEVFVND,15180
2020-11-30,FUEVFVND,15520
2020-12-01,FUEVFVND,15520
2020-12-02,FUEVFVND,15500
2020-12-03,FUEVFVND,15600
2020-12-04,FUEVFVND,15500
2020-12-07,FUEVFVND,15550
2020-12-08,FUEVFVND,15800
2020-12-09,FUEVFVND,15710
2020-12-10,FUEVFVND,15680
2020-12-11,FUEVFVND,15800
2020-12-14,FUEVFVND,15930
2020-12-15,FUEVFVND,16000
2020-12-16,FUEVFVND,16140
2020-12-17,FUEVFVND,15970
2020-12-18,FUEVFVND,16390
2020-12-21,FUEVFVND,16700
2020-12-22,FUEVFVND,16840
2020-12-23,FUEVFVND,16740
2020-12-24,FUEVFVND,16400
2020-12-25,FUEVFVND,16600
2020-12-28,FUEVFVND,16790
2020-12-29,FUEVFVND,16700
2020-12-30,FUEVFVND,16810
2020-12-31,FUEVFVND,17200
2021-01-04,FUEVFVND,17430
2021-01-05,FUEVFVND,17650
2021-01-06,FUEVFVND,17900
2021-01-07,FUEVFVND,18100
2021-01-08,FUEVFVND,18250
2021-01-11,FUEVFVND,17920
2021-01-12,FUEVFVND,18680
2021-01-13,FUEVFVND,18580
2021-01-14,FUEVFVND,19040
2021-01-15,FUEVFVND,19250
2021-01-18,FUEVFVND,18920
2021-01-19,FUEVFVND,18000
2021-01-20,FUEVFVND,18000
2021-01-21,FUEVFVND,18060
2021-01-22,FUEVFVND,18720
2021-01-25,FUEVFVND,18850
2021-01-26,FUEVFVND,18290
2021-01-27,FUEVFVND,18000
2021-01-28,FUEVFVND,16740
2021-01-29,FUEVFVND,17860
2021-02-01,FUEVFVND,17330
2021-02-02,FUEVFVND,17350
2021-02-03,FUEVFVND,18400
2021-02-04,FUEVFVND,18400
2021-02-05,FUEVFVND,18800
2021-02-08,FUEVFVND,18460
2021-02-09,FUEVFVND,18190
2021-02-17,FUEVFVND,19650
2021-02-18,FUEVFVND,19840
2021-02-19,FUEVFVND,19900
2021-02-22,FUEVFVND,19800
