"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 27, 2010","560.04","560.04","560.04","560.04","-","0.97%"
"Apr 26, 2010","554.68","554.68","554.68","554.68","-","0.59%"
"Apr 22, 2010","551.44","551.44","551.44","551.44","-","2.75%"
"Apr 21, 2010","536.67","536.67","536.67","536.67","-","0.48%"
"Apr 20, 2010","534.12","534.12","534.12","534.12","-","-0.47%"
"Apr 19, 2010","536.62","536.62","536.62","536.62","-","-0.97%"
"Apr 16, 2010","541.88","541.88","541.88","541.88","-","-0.34%"
"Apr 15, 2010","543.72","543.72","543.72","543.72","-","1.00%"
"Apr 14, 2010","538.31","538.31","538.31","538.31","-","-0.33%"
"Apr 13, 2010","540.08","540.08","540.08","540.08","-","-0.42%"
