"date" "TCEF" "BVFED" "VCBFBCF" "VFMVF4" "ETF_VFMVN30" "ETF_SSIVN50" "SSIBF" "TCBF" "VEOF" "SSISCA" "VCBFTBF" "VFMVF1"
"2018-06-23" 13573 NA NA NA NA NA NA 12170 NA NA NA NA
"2018-06-24" 13573 NA NA 18416 NA NA NA 12170 NA NA NA 41448
"2018-06-25" 13694 NA NA 18480 16100 13506 10892 12170 NA NA NA 41580
"2018-06-26" 13727 NA NA 18320 15900 13381 NA 12198 15604 NA NA 41257
"2018-06-27" 13698 NA 18464 18009 15800 13177 NA 12198 NA 18900 19176 40583
"2018-06-28" 13663 15371 NA 17617 15500 12937 NA 12198 15270 NA NA 39820
"2018-06-29" 13578 NA NA NA 15900 12892 NA 12198 NA NA NA NA
"2018-06-30" 13578 NA 18028 NA NA 12892 10834 12198 15065 18335 18864 NA
"2018-07-01" 13578 NA NA 17553 NA NA NA 12198 NA NA NA 39670
"2018-07-02" 13575 NA NA 17128 15300 12597 10816 12198 NA NA NA 38785
"2018-07-03" 13530 NA NA 16467 14800 12031 NA 12235 14829 NA NA 37339
"2018-07-04" 13437 NA 17087 16655 15000 12193 NA 12228 NA 17264 18164 37843
"2018-07-05" 13448 14493 NA 16402 14500 11915 NA 12230 14356 NA NA 37328
"2018-07-06" 13449 NA NA NA 14900 12273 NA 12226 NA NA NA NA
"2018-07-07" 13449 NA NA NA NA NA NA 12226 NA NA NA NA
"2018-07-08" 13449 NA NA 16847 NA NA NA 12226 NA NA NA 38272
"2018-07-09" 13486 NA NA 16737 14800 12187 10771 12238 NA 17023 NA 38039
"2018-07-10" 13435 NA NA 16802 14800 12203 NA 12231 14304 NA NA 38129
"2018-07-11" 13450 NA 17159 16348 14500 11912 NA 12240 NA 16517 18207 37179
"2018-07-12" 13430 14116 NA 16453 14500 11982 NA 12243 13994 NA NA 37371
"2018-07-13" 13430 NA NA NA 14900 12216 NA 12238 NA NA NA NA
"2018-07-14" 13430 NA NA NA NA NA NA 12238 NA NA NA NA
"2018-07-15" 13430 NA NA 16723 NA NA NA 12238 NA NA NA 37949
"2018-07-16" 13439 NA NA 16847 14900 12289 10788 12238 NA 17042 NA 38166
"2018-07-17" 13466 NA NA 17113 15000 12500 NA 12245 14262 NA NA 38742
"2018-07-18" 13489 NA 17504 17405 15400 12769 NA 12251 NA 17738 18472 39366
"2018-07-19" 13519 14937 NA 17379 15400 12796 NA 12248 14667 NA NA 39330
"2018-07-20" 13542 NA NA NA 15500 12678 NA 12291 NA NA NA NA
"2018-07-21" 13542 NA NA NA NA NA NA 12291 NA NA NA NA
"2018-07-22" 13542 NA NA 17331 NA NA NA 12291 NA NA NA 39281
"2018-07-23" 13524 NA NA 17250 15600 12700 10833 12272 NA 17673 NA 38965
"2018-07-24" 13533 NA NA 17110 15200 12606 NA 12338 14612 NA NA 38651
"2018-07-25" 13473 NA 17831 16977 15200 12496 NA 12294 NA 17337 18719 38375
"2018-07-26" 13502 14813 NA 16990 15000 12594 NA 12286 14454 NA NA 38433
"2018-07-27" 13526 NA NA NA 15200 12718 NA 12336 NA NA NA NA
"2018-07-28" 13526 NA NA NA NA NA NA 12336 NA NA NA NA
"2018-07-29" 13526 NA NA 17183 NA NA NA 12336 NA NA NA 38841
"2018-07-30" 13546 NA NA 17417 15400 12898 10859 12316 NA 17983 NA 39306
"2018-07-31" 13586 NA 18195 17479 15600 12931 10866 12319 14859 18070 18970 39471
"2018-08-01" 13590 NA NA 17342 15600 12860 NA 12311 NA 17975 NA 39244
"2018-08-02" 13572 15217 NA 17392 15400 12847 NA 12332 14775 NA NA 39320
"2018-08-03" 13579 NA NA NA 15500 12880 NA 12312 NA NA NA NA
"2018-08-04" 13579 NA NA NA NA NA NA 12312 NA NA NA NA
"2018-08-05" 13579 NA NA 17365 NA NA NA 12312 NA NA NA 39314
"2018-08-06" 13588 NA NA 17295 15400 12845 10868 12334 NA 17854 NA 39146
"2018-08-07" 13578 NA NA 17235 15400 12801 NA 12323 14843 NA NA 39068
"2018-08-08" 13568 NA 17884 17427 15600 12959 NA 12355 NA 18003 18775 39393
"2018-08-09" 13590 15394 NA 17496 15600 12958 NA 12339 14914 NA NA 39510
"2018-08-10" 13592 NA NA NA 15600 13053 NA 12335 NA NA NA NA
"2018-08-11" 13592 NA NA NA NA NA NA 12335 NA NA NA NA
"2018-08-12" 13592 NA NA 17574 NA NA NA 12335 NA NA NA 39639
"2018-08-13" 13598 NA NA 17759 15900 13234 10882 12329 NA 18419 NA 40002
"2018-08-14" 13633 NA NA 17831 15800 13294 NA 12333 15093 NA NA 40120
"2018-08-15" 13645 NA 18418 17530 15600 13039 NA 12347 NA 18187 19172 39518
"2018-08-16" 13611 15371 NA 17614 15600 13068 NA 12348 14878 NA NA 39633
"2018-08-17" 13627 NA NA NA 15700 13059 NA 12374 NA NA NA NA
"2018-08-18" 13627 NA NA NA NA NA NA 12374 NA NA NA NA
"2018-08-19" 13627 NA NA 17615 NA NA NA 12374 NA NA NA 39586
"2018-08-20" 13599 NA NA 17616 15500 13032 10894 12341 NA 18297 NA 39552
"2018-08-21" 13584 NA NA 17850 15700 13201 NA 12354 14936 NA NA 40028
"2018-08-22" 13635 NA 18437 17866 15800 13249 NA 12345 NA 18508 19189 40083
"2018-08-23" 13620 15593 NA 17885 15800 13275 NA 12356 15113 NA NA 40119
"2018-08-24" 13617 NA NA NA 15800 13277 NA 12374 NA NA NA NA
"2018-08-25" 13617 NA NA NA NA NA NA 12374 NA NA NA NA
"2018-08-26" 13617 NA NA 17900 NA NA NA 12374 NA NA NA 40167
"2018-08-27" 13623 NA NA 17994 15900 13366 10907 12378 NA 18726 NA 40315
"2018-08-28" 13610 NA NA 18046 16000 13434 NA 12361 15263 NA NA 40439
"2018-08-29" 13637 NA 18687 17990 16000 13377 NA 12365 NA 18785 19389 40359
"2018-08-30" NA 15704 NA 18157 16000 13525 NA NA 15225 NA NA 40678
"2018-08-31" 13634 NA 18799 NA 16000 13431 10910 12394 15231 18828 19513 NA
"2018-09-01" 13634 NA NA NA NA NA NA 12394 NA NA NA NA
"2018-09-02" 13634 NA NA NA NA NA NA 12394 NA NA NA NA
"2018-09-03" 13634 NA NA 18021 NA 13430 10915 12394 NA 18826 NA 40385
"2018-09-04" 13634 NA NA 17723 15800 13183 NA 12376 NA NA NA 39815
"2018-09-05" 13620 NA 18608 17591 15500 13074 NA 12393 NA 18391 19375 39511
"2018-09-06" 13592 15359 NA 17443 15400 12959 NA 12386 14886 NA NA 39216
"2018-09-07" 13580 NA NA NA 15600 13139 NA 12407 NA NA NA NA
"2018-09-08" 13580 NA NA NA NA NA NA 12407 NA NA NA NA
"2018-09-09" 13580 NA NA 17672 NA NA NA 12407 NA NA NA 39678
"2018-09-10" NA NA NA 17632 15500 13093 10921 12405 NA 18567 NA 39556
"2018-09-11" 13635 NA NA 17858 15800 13312 NA 12393 14889 NA NA 39971
"2018-09-12" 13637 NA 18786 17839 15900 13315 NA 12421 NA 18768 19504 39922
"2018-09-13" 13624 15668 NA 17899 15700 13321 NA 12421 15105 NA NA 40059
"2018-09-14" 13650 NA NA NA 16100 13366 NA 12414 NA NA NA NA
"2018-09-15" 13650 NA NA NA NA NA NA 12414 NA NA NA NA
"2018-09-16" 13650 NA NA 17965 NA NA NA 12414 NA NA NA 40214
"2018-09-17" 13637 NA NA 17874 15700 13282 10935 12395 NA 18826 NA 40035
"2018-09-18" 13661 NA NA 17970 15800 13392 NA 12436 15138 NA NA 40250
"2018-09-19" 13714 NA 19237 18061 15900 13443 NA 12452 NA 19061 19861 40441
"2018-09-20" NA 15748 NA 18258 16000 13557 NA 12439 15271 NA NA 40833
"2018-09-21" 13744 NA NA NA 16200 13613 NA 12444 NA NA NA NA
"2018-09-22" 13744 NA NA NA NA NA NA 12444 NA NA NA NA
"2018-09-23" 13744 NA NA 18411 NA NA NA 12444 NA NA NA 41185
"2018-09-24" 13744 NA NA 18471 16200 13716 10942 12412 NA 19488 NA 41298
"2018-09-25" 13761 NA NA 18441 16200 13708 NA 12453 15636 NA NA 41225
"2018-09-26" 13751 NA 19680 18417 16200 13675 NA 12434 NA 19498 20174 41186
"2018-09-27" 13755 16050 NA 18542 16300 13755 NA 12434 15559 NA NA 41450
"2018-09-28" 13793 NA NA NA 16400 13805 NA 12473 NA NA NA NA
"2018-09-29" 13793 NA NA NA NA NA NA 12473 NA NA NA NA
"2018-09-30" NA NA NA 18596 NA NA 10951 12473 15659 19638 NA 41558
"2018-10-01" 13786 NA NA 18501 16500 13751 10963 12474 NA 19543 NA 41348
"2018-10-02" 13775 NA NA 18486 16300 13721 NA 12467 15612 NA NA 41312
"2018-10-03" 13733 NA 19862 18569 16400 13744 NA 12487 NA 19443 20366 41490
"2018-10-04" 13733 16122 NA 18705 16300 13808 NA 12477 15628 NA NA 41759
"2018-10-05" 13755 NA NA NA 16100 13628 NA 12489 NA NA NA NA
"2018-10-06" 13755 NA NA NA NA NA NA 12489 NA NA NA NA
"2018-10-07" 13755 NA NA 18489 NA NA NA 12489 NA NA NA 41329
"2018-10-08" 13714 NA NA 18380 16000 13517 10969 12497 NA 19476 NA 41132
"2018-10-09" 13628 NA NA 18405 16000 13475 NA 12459 15377 NA NA 41173
"2018-10-10" 13587 NA 19839 18412 15900 13433 NA 12489 NA 19422 20355 41172
"2018-10-11" 13590 15766 NA 17456 15200 12753 NA 12460 15364 NA NA 39223
"2018-10-12" 13186 NA NA NA 15600 13088 NA 12473 NA NA NA NA
"2018-10-13" 13186 NA NA NA NA NA NA 12473 NA NA NA NA
"2018-10-14" 13186 NA NA 17862 NA NA NA 12473 NA NA NA 40060
"2018-10-15" 13411 NA NA 17541 15200 12880 10978 12496 NA 18700 NA 39387
"2018-10-16" 13236 NA NA 17680 15400 13039 NA 12509 14579 NA NA 39713
"2018-10-17" 13291 NA 19044 17811 15600 13127 NA 12512 NA 18973 19774 39981
"2018-10-18" 13359 15434 NA 17658 15500 13034 NA 12534 14850 NA NA 39688
"2018-10-19" 13260 NA NA NA 15400 12986 NA 12534 NA NA NA NA
"2018-10-20" 13260 NA NA NA NA NA NA 12534 NA NA NA NA
"2018-10-21" 13260 NA NA 17563 NA NA NA 12534 NA NA NA 39529
"2018-10-22" 13260 NA NA 17409 15300 12850 10975 12511 NA 18583 NA 39221
"2018-10-23" 13128 NA NA 17025 15000 12641 NA 12524 14468 NA NA 38442
"2018-10-24" 12944 NA 18301 16679 14700 12471 NA 12515 NA 18013 19222 37751
"2018-10-25" 12944 14679 NA 16453 14600 12302 NA 12522 13920 NA NA 37252
"2018-10-26" 12602 NA NA NA 14500 12158 NA 12527 NA NA NA NA
"2018-10-27" 12602 NA NA NA NA NA NA 12527 NA NA NA NA
"2018-10-28" 12602 NA NA 16215 NA NA NA 12527 NA NA NA 36721
"2018-10-29" 12514 NA NA 15970 14400 12033 10966 12519 NA 17539 NA 36213
"2018-10-30" 12380 NA NA 16044 14400 12019 NA 12530 13438 NA NA 36354
"2018-10-31" 12444 NA 17598 16669 15000 12394 10983 12528 NA 18048 18723 37523
"2018-11-01" 12721 14765 NA 16485 14600 12256 NA 12527 13933 NA NA 37136
"2018-11-02" 12608 NA NA NA 15000 12507 NA 12531 NA NA NA NA
"2018-11-03" 12608 NA NA NA NA NA NA 12531 NA NA NA NA
"2018-11-04" 12608 NA NA 16823 NA NA NA 12531 NA NA NA 37830
"2018-11-05" 12786 NA NA 16820 15000 12512 11003 12536 NA 18166 NA 37806
"2018-11-06" 12751 NA NA 16694 14900 12441 NA 12534 14087 NA NA 37544
"2018-11-07" 12723 NA 18180 16655 14800 12447 NA 12540 NA 18010 19150 37489
"2018-11-08" 12702 14694 NA 16668 14900 12490 NA 12538 14001 NA NA 37515
"2018-11-09" 12759 NA NA NA 14600 12322 NA 12537 NA NA NA NA
"2018-11-10" 12759 NA NA NA NA NA NA 12537 NA NA NA NA
"2018-11-11" 12759 NA NA 16322 NA NA NA 12537 NA NA NA 36850
"2018-11-12" 12565 NA NA 16422 14600 12340 11005 12550 NA 17773 NA 37086
"2018-11-13" 12633 NA NA 16156 14500 12148 NA 12550 13858 NA NA 36607
"2018-11-14" 12484 NA 17813 16018 14400 12105 NA 12551 NA 17561 18903 36366
"2018-11-15" 12459 14286 NA 15945 14200 11996 NA 12566 13571 NA NA 36197
"2018-11-16" 12421 NA NA NA 14400 12019 NA 12561 NA NA NA NA
"2018-11-17" 12421 NA NA NA NA NA NA 12561 NA NA NA NA
"2018-11-18" 12421 NA NA 16105 NA NA NA 12561 NA NA NA 36474
"2018-11-19" 12505 NA NA 16391 14900 12285 11020 12569 NA 17778 NA 37083
"2018-11-20" 12576 NA NA 16430 14700 12355 NA 12581 13571 NA NA 37140
"2018-11-21" 12593 NA 18098 16484 14800 12410 NA 12585 NA 17951 19119 37261
"2018-11-22" 12599 14691 NA 16516 14800 12465 NA 12586 13826 NA NA 37367
"2018-11-23" 12631 NA NA NA 14600 12358 NA 12588 NA NA NA NA
"2018-11-24" 12631 NA NA NA NA NA NA 12588 NA NA NA NA
"2018-11-25" 12631 NA NA 16340 NA NA NA 12588 NA NA NA 37010
"2018-11-26" 12567 NA NA 16354 14700 12433 11019 12587 NA 17697 NA 37072
"2018-11-27" 12598 NA NA 16328 14800 12453 NA 12590 13909 NA NA 37007
"2018-11-28" 12606 NA 18081 16464 14800 12533 NA 12591 NA 17810 19133 37248
"2018-11-29" 12638 14754 NA 16392 14800 12489 NA 12603 13960 NA NA 37043
"2018-11-30" 12614 NA NA NA 14700 12462 11027 12606 NA 17703 NA NA
"2018-12-01" 12614 NA NA NA NA NA NA 12606 13926 NA NA NA
"2018-12-02" 12614 NA NA 16382 NA NA NA 12606 NA NA NA 37044
"2018-12-03" 12616 NA NA 16913 15200 12816 11038 12607 NA 18158 NA 38093
"2018-12-04" 12782 NA NA 16972 15500 12939 NA 12608 14305 NA NA 38215
"2018-12-05" 12865 NA 18756 16978 15300 12893 NA 12626 NA 18140 19666 38247
"2018-12-06" 12858 15130 NA 16929 15100 12867 NA 12617 14375 NA NA 38155
"2018-12-07" 12826 NA NA NA 15300 12920 NA 12632 NA NA NA NA
"2018-12-08" 12826 NA NA NA NA NA NA 12632 NA NA NA NA
"2018-12-09" 12826 NA NA 17022 NA NA NA 12632 NA NA NA 38336
"2018-12-10" 12881 NA NA 16886 15200 12843 11045 12624 NA 17953 NA 38087
"2018-12-11" 12839 NA NA 16863 15200 12837 NA 12622 14318 NA NA 38059
"2018-12-12" 12821 NA 18651 17050 15400 12911 11050 12634 NA 18054 19600 38428
"2018-12-13" 12886 15133 NA 17037 15500 12921 11061 12625 14439 NA NA 38391
"2018-12-14" 12917 NA NA NA 15300 12807 NA 12666 NA NA NA NA
"2018-12-15" 12917 NA NA NA NA NA NA 12666 NA NA NA NA
"2018-12-16" 12917 NA NA 16871 NA NA 11069 12666 NA NA NA 38067
"2018-12-17" 12828 NA NA 16521 14800 12556 11068 12655 NA 17659 NA 37394
"2018-12-18" 12689 NA NA 16473 14600 12424 11064 12680 14011 17659 NA 37465
"2018-12-19" 12632 NA 18155 16365 14600 12329 11063 12677 NA 17325 19256 37293
"2018-12-20" 12607 14452 NA 16363 14500 12279 11069 12681 13835 NA NA 37257
"2018-12-21" 12605 NA NA NA 14500 12190 NA 12690 NA NA NA NA
"2018-12-22" 12605 NA NA NA NA NA NA 12690 NA NA NA NA
"2018-12-23" 12605 NA NA 16336 NA NA 11078 12690 NA NA NA 37106
"2018-12-24" 12605 NA NA 16253 14400 12182 11086 12698 NA NA NA 36933
"2018-12-25" 12531 NA NA 16049 14100 12060 NA 12690 13651 17345 NA 36530
"2018-12-26" 12486 NA 17479 15995 14100 11983 11079 12699 NA NA 18752 36423
"2018-12-27" 12460 14165 NA 16211 14300 12093 11082 12693 13413 17139 NA 36847
"2018-12-28" 12579 NA NA NA 14300 11945 11088 12725 NA NA NA NA
"2018-12-29" 12579 NA NA NA NA NA NA 12725 NA NA NA NA
"2018-12-30" 12579 NA NA NA NA NA NA 12725 NA NA NA NA
"2018-12-31" 12579 NA 17760 NA NA NA NA 12725 NA NA 18956 NA
"2019-01-01" 12579 NA NA 16172 NA 11947 NA 12725 13524 NA NA 36843
"2019-01-02" 12597 NA 17759 16004 14100 11941 11117 12741 NA 17428 18956 36481
"2019-01-03" 12589 14132 NA 15704 13900 11739 11119 12735 13461 17262 NA 35866
"2019-01-04" 12529 NA NA NA 13900 NA 11109 12743 NA 16896 NA NA
"2019-01-05" 12529 NA NA NA NA NA NA 12743 NA NA NA NA
"2019-01-06" 12529 NA NA 15729 NA 11788 NA 12743 NA NA NA 35961
"2019-01-07" 12540 NA NA 15856 14000 11932 11116 12751 NA 16941 NA 36234
"2019-01-08" 12573 NA NA 15803 14100 11856 11124 12747 13442 17013 NA 36102
"2019-01-09" 12547 NA 17391 15980 14000 11991 11126 12746 NA 16963 18754 36465
"2019-01-10" 12606 14156 NA 15986 14200 12013 11130 12757 13535 17176 NA 36473
"2019-01-11" 12609 NA NA NA 14200 NA 11134 12761 NA 17160 NA NA
"2019-01-12" 12609 NA NA NA NA NA NA 12761 NA NA NA NA
"2019-01-13" 12609 NA NA 15990 NA 12069 NA 12761 NA NA NA 36473
"2019-01-14" 12635 NA NA 15951 14200 12059 11133 12761 NA 17194 NA 36406
"2019-01-15" 12624 NA NA 16080 14300 12171 11140 12765 13581 17162 NA 36683
"2019-01-16" 12651 NA 17724 16107 14300 12155 11138 12772 NA 17284 19039 36945
"2019-01-17" 12617 14223 NA 15998 14000 12044 11138 12760 NA 17188 NA 36762
"2019-01-18" 12612 NA NA NA 14100 NA 11144 12773 NA 17076 NA NA
"2019-01-19" 12612 NA NA NA NA NA NA 12773 NA NA NA NA
"2019-01-20" 12612 NA NA 15962 NA 12062 NA 12773 NA NA NA 36721
"2019-01-21" 12586 NA NA 16140 14400 12188 11146 12775 NA 17106 NA 36930
"2019-01-22" 12644 NA NA 16046 14200 12137 11157 12788 13677 17311 NA 36731
"2019-01-23" 12634 NA 17715 16042 14300 12172 11158 12791 NA 17216 19028 36720
"2019-01-24" 12615 14152 NA 16063 14300 12204 11158 12792 NA 17226 NA 36766
"2019-01-25" 12613 NA NA NA 14200 NA 11161 12795 NA 17206 NA NA
"2019-01-26" 12613 NA NA NA NA NA NA 12795 NA NA NA NA
"2019-01-27" 12613 NA NA 16072 NA 12214 NA 12795 NA NA NA 36766
"2019-01-28" 12626 NA NA 16104 14300 12260 11166 12782 NA 17162 NA 36830
"2019-01-29" 12621 NA NA 16185 14500 12314 11168 12774 13643 17234 NA 37017
"2019-01-30" 12680 NA 17878 16159 14400 12295 11171 12784 NA 17322 19155 36959
"2019-01-31" 12666 14336 NA 16099 14300 12241 11172 12793 13705 17272 NA 36860
"2019-02-01" 12683 NA NA NA 14200 NA 11170 12817 NA 17253 NA NA
"2019-02-02" 12683 NA NA NA NA NA NA 12817 NA NA NA NA
"2019-02-03" 12683 NA NA NA NA NA NA 12817 NA NA NA NA
"2019-02-04" 12683 NA NA NA NA NA NA 12817 NA NA NA NA
"2019-02-05" 12683 NA NA NA NA NA NA 12817 13650 NA NA NA
"2019-02-06" 12683 NA NA NA NA NA NA 12817 NA NA NA NA
"2019-02-07" 12683 14224 NA NA NA 12189 NA 12817 13648 NA NA NA
"2019-02-08" 12683 NA NA NA NA NA NA 12817 NA NA NA NA
"2019-02-09" 12683 NA NA NA NA NA NA 12817 NA NA NA NA
"2019-02-10" 12683 NA NA 16075 NA 12187 NA 12817 NA NA NA 36855
"2019-02-11" 12698 NA 17941 16354 14700 12478 11187 12796 NA 17258 19224 37420
"2019-02-12" 12774 NA NA 16453 14800 12624 11186 12806 13854 17588 NA 37600
"2019-02-13" 12803 NA 18284 16613 14900 12747 11186 12805 NA 17674 19485 37877
"2019-02-14" 12832 14846 NA 16629 15000 12828 11189 12812 14052 17854 NA 37901
"2019-02-15" 12835 NA NA NA 14900 NA 11191 12841 NA 17852 NA NA
"2019-02-16" 12835 NA NA NA NA NA NA 12841 NA NA NA NA
"2019-02-17" 12835 NA NA 16637 NA 12786 NA 12841 NA NA NA 37934
"2019-02-18" 12823 NA NA 16762 14900 12907 11195 12841 NA 17908 NA 38186
"2019-02-19" 12908 NA NA 16774 15000 12959 11197 12861 14235 18077 NA 38241
"2019-02-20" 12841 NA 18495 16864 15200 13044 11198 12842 NA 18042 19670 38446
"2019-02-21" 12865 15017 NA 17049 15200 13295 11200 12862 14297 18116 NA 38827
"2019-02-22" 12855 NA NA NA 15400 NA 11197 12843 NA 18168 NA NA
"2019-02-23" 12855 NA NA NA NA NA NA 12843 NA NA NA NA
"2019-02-24" 12855 NA NA 17130 NA 13314 NA 12843 NA NA NA 38978
"2019-02-25" 12876 NA NA 17249 15600 13432 11207 12854 NA 18212 NA 39197
"2019-02-26" 12924 NA NA 17112 15400 13324 11208 12855 14657 18370 NA 38931
"2019-02-27" 12933 NA 18773 17106 15400 13372 11214 12865 NA 18363 19877 38904
"2019-02-28" 12892 15305 NA 16768 15000 12986 11245 12875 14557 18401 NA 38210
"2019-03-01" 12782 NA NA NA 15200 NA 11238 12884 14233 18162 NA NA
"2019-03-02" 12782 NA NA NA NA NA NA 12884 NA NA NA NA
"2019-03-03" 12782 NA NA 16981 NA 13171 NA 12884 NA NA NA 38631
"2019-03-04" 12844 NA NA 17241 15400 13369 11246 12881 NA 18383 NA 39136
"2019-03-05" 12890 NA NA 17171 15300 13297 11246 12892 14620 18587 NA 38996
"2019-03-06" 12887 NA 18909 17186 15300 13319 11264 12888 NA 18452 20002 39037
"2019-03-07" 12882 15176 NA 17164 15400 13315 11268 12931 14639 18499 NA 39020
"2019-03-08" 12933 NA NA NA 15200 NA 11268 12934 NA 18383 NA NA
"2019-03-09" 12933 NA NA NA NA NA NA 12934 NA NA NA NA
"2019-03-10" 12933 NA NA 17007 NA 13204 NA 12934 NA NA NA 38721
"2019-03-11" 12862 NA NA 17005 15200 13224 11275 12934 NA 18367 NA 38732
"2019-03-12" 12851 NA NA 17278 15300 13419 11283 12917 14488 18391 NA 39280
"2019-03-13" 12940 NA 19136 17369 15500 13490 11269 12912 NA 18573 20155 39492
"2019-03-14" 12950 15372 NA 17410 15500 13494 11256 12916 14797 18660 NA 39571
"2019-03-15" 12977 NA NA NA 15400 NA 11274 12917 NA 18703 NA NA
"2019-03-16" 12977 NA NA NA NA NA NA 12917 NA NA NA NA
"2019-03-17" 12977 NA NA 17317 NA 13408 NA 12917 NA NA NA 39404
"2019-03-18" 12946 NA NA 17417 15400 13494 11289 12916 NA 18522 NA 39611
"2019-03-19" 12925 NA NA 17317 15300 13416 11284 12924 14827 18610 NA 39401
"2019-03-20" 12889 NA 19058 17231 15200 13342 11275 12936 NA 18552 20109 39241
"2019-03-21" 12865 15196 NA 16949 15100 13062 11279 12927 14665 18555 NA 38693
"2019-03-22" 12828 NA NA NA 15400 NA 11256 12939 NA 18374 NA NA
"2019-03-23" 12828 NA NA NA NA NA NA 12939 NA NA NA NA
"2019-03-24" 12828 NA NA 17030 NA 13151 NA NA NA NA NA 38859
"2019-03-25" 12845 NA NA 16658 14700 12864 11274 12942 NA 18382 NA 38156
"2019-03-26" 12764 NA NA 16686 15000 12884 11239 12948 14183 17984 NA 38207
"2019-03-27" 12769 NA 18631 16802 14900 12985 11245 12954 NA 18010 19785 38438
"2019-03-28" 12799 14853 NA 16898 14900 13018 11271 12957 14296 18186 NA 38615
"2019-03-29" 12837 NA NA NA 14700 NA 11281 12953 NA 18314 NA NA
"2019-03-30" 12837 NA NA NA NA NA NA 12953 NA NA NA NA
"2019-03-31" 12837 NA NA 16879 NA 12990 NA 12953 NA NA NA 38585
"2019-04-01" 12814 NA NA 16986 14900 13099 11283 12957 NA 18282 NA 38723
"2019-04-02" 12836 NA NA 16964 15000 13068 11291 12961 14475 18244 NA 38652
"2019-04-03" 12818 NA 18733 16964 15000 13036 11285 12962 NA 18255 19856 38621
"2019-04-04" 12820 14827 NA 17006 15000 13075 11299 12964 14469 18300 NA 38740
"2019-04-05" 12837 NA NA NA 15000 NA 11306 12965 NA 18373 NA NA
"2019-04-06" 12837 NA NA NA NA NA NA 12965 NA NA NA NA
"2019-04-07" 12837 NA NA 17056 NA 13105 NA 12965 NA NA NA 38798
"2019-04-08" 12841 NA NA 17173 15000 13174 11297 12970 NA 18416 NA 39017
"2019-04-09" 12860 NA NA 17041 14900 13040 11309 12974 14668 18491 NA 38798
"2019-04-10" 12832 NA 18767 16881 14800 12948 11307 12977 NA 18275 19888 38489
"2019-04-11" 12831 14692 NA 16911 14800 12998 11301 12973 14428 18083 NA 38544
"2019-04-12" 12813 NA NA NA 14800 NA 11308 12993 NA 18092 NA NA
"2019-04-13" 12813 NA NA NA NA NA NA 12993 NA NA NA NA
"2019-04-14" 12813 NA NA NA NA NA NA 12993 NA NA NA NA
"2019-04-15" 12813 NA NA 16920 NA 12959 NA 12993 NA NA NA 38531
"2019-04-16" 12826 NA NA 16795 14700 12870 11321 12999 14455 18198 NA 38277
"2019-04-17" 12798 NA 18663 16782 14800 12791 11326 12999 NA 18045 19843 38226
"2019-04-18" 12778 14528 NA 16651 14600 12682 11297 12992 14324 17987 NA 37977
"2019-04-19" 12756 NA NA NA 14700 NA 11277 13010 NA 17862 NA NA
"2019-04-20" 12756 NA NA NA NA NA NA 13010 NA NA NA NA
"2019-04-21" 12756 NA NA 16709 NA 12733 NA 13010 NA NA NA 38079
"2019-04-22" 12751 NA NA 16695 14600 12718 11274 13011 NA 17939 NA 38026
"2019-04-23" 12723 NA NA 16718 14500 12738 11267 13020 14216 17818 NA 38058
"2019-04-24" 12733 NA 18304 16875 14800 12871 11263 13021 NA 17841 19558 38410
"2019-04-25" 12785 14553 NA 16845 14600 12834 11297 13026 14371 18079 NA 38348
"2019-04-26" 12780 NA NA NA 14700 NA 11291 13024 NA 18043 NA NA
"2019-04-27" 12780 NA NA NA NA NA NA 13024 NA NA NA NA
"2019-04-28" 12780 NA NA NA NA NA NA 13024 NA NA NA NA
"2019-04-29" 12780 NA NA NA NA NA NA 13024 NA NA NA NA
"2019-04-30" 12780 NA NA NA NA 12907 NA 13024 14447 NA NA NA
"2019-05-01" 12780 NA NA 16964 NA 12906 NA 13024 NA NA NA 38596
"2019-05-02" 12824 14560 18611 17020 14700 12936 11318 13039 14447 18186 19802 38653
"2019-05-03" 12835 NA NA NA 14900 NA 11300 13039 NA 18215 NA NA
"2019-05-04" 12835 NA NA NA NA NA NA 13039 NA NA NA NA
"2019-05-05" 12835 NA NA 16970 NA 12929 NA 13039 NA NA NA 38590
"2019-05-06" 12841 NA NA 16634 14500 12702 11286 13043 NA 18174 NA 37939
"2019-05-07" 12726 NA NA 16672 14500 12686 11284 13053 14171 17875 NA 38057
"2019-05-08" 12756 NA 18338 16545 14500 12617 11270 13053 NA 17855 19613 37799
"2019-05-09" 12749 14252 NA 16445 14500 12585 11267 13054 14071 17739 NA 37620
"2019-05-10" 12687 NA NA NA 14500 NA 11261 13052 NA 17654 NA NA
"2019-05-11" 12687 NA NA NA NA NA NA 13052 NA NA NA NA
"2019-05-12" 12687 NA NA 16530 NA 12654 NA 13052 NA NA NA 37719
"2019-05-13" 12717 NA NA 16631 14500 12715 11268 13053 NA 17709 NA 37896
"2019-05-14" 12747 NA NA 16703 14600 12761 11275 13051 14132 17737 NA 38013
"2019-05-15" 12799 NA 18551 16893 14800 12916 11291 13054 NA 17792 19783 38380
"2019-05-16" 12810 14619 NA 16840 14800 12915 11307 13056 14354 17905 NA 38277
"2019-05-17" 12778 NA NA NA 14800 NA 11294 13055 NA 17868 NA NA
"2019-05-18" 12778 NA NA NA NA NA NA 13055 NA NA NA NA
