"date","TCEF","TCBF"
"2019-07-08",12792,13228
"2019-07-09",12756,13232
"2019-07-10",12813,13232
"2019-07-11",12851,13234
"2019-07-12",12865,13235
"2019-07-15",12866,13246
"2019-07-16",12889,13232
"2019-07-17",12889,13238
"2019-07-18",12871,13237
"2019-07-19",12868,13251
"2019-07-22",12947,13258
"2019-07-23",12952,13268
"2019-07-24",13040,13263
"2019-07-25",12979,13273
"2019-07-26",13024,13275
"2019-07-29",12991,13280
"2019-07-30",12980,13281
"2019-07-31",12849,13285
"2019-08-01",12943,13288
"2019-08-02",12977,13290
"2019-08-05",12927,13293
"2019-08-06",12824,13297
"2019-08-07",12783,13298
"2019-08-08",12869,13306
"2019-08-09",12931,13342
"2019-08-12",12985,13351
"2019-08-13",13049,13356
"2019-08-14",13043,13354
"2019-08-15",13049,13359
"2019-08-16",13158,13365
"2019-08-19",13075,13369
"2019-08-20",13077,13370
"2019-08-21",13199,13372
"2019-08-22",13251,13375
"2019-08-23",13168,13369
"2019-08-26",13152,13385
"2019-08-27",13109,13378
"2019-08-28",13011,13380
"2019-08-29",12947,13385
"2019-08-30",12974,13391
"2019-09-02",12974,13391
"2019-09-03",13033,13424
"2019-09-04",13048,13417
"2019-09-05",13037,13433
"2019-09-06",12976,13431
"2019-09-09",12989,13440
"2019-09-10",12971,13444
"2019-09-11",12971,13407
"2019-09-12",12964,13447
"2019-09-13",12964,13409
"2019-09-16",13290,13426
"2019-09-17",13323,13431
"2019-09-18",13321,13427
"2019-09-19",13316,13436
"2019-09-20",13441,13433
"2019-09-23",13487,13475
"2019-09-24",13307,13469
"2019-09-25",13276,13477
"2019-09-26",13362,13442
"2019-09-27",13385,13432
"2019-09-30",13472,13438
"2019-10-01",13397,13478
"2019-10-02",13505,13481
"2019-10-03",13399,13482
"2019-10-04",13415,13485
"2019-10-07",13349,13499
"2019-10-08",13224,13495
"2019-10-09",13339,13496
"2019-10-10",13357,13495
"2019-10-11",13350,13463
"2019-10-14",13383,13453
"2019-10-15",13462,13456
"2019-10-16",13456,13490
"2019-10-17",13472,13494
"2019-10-18",13409,13496
"2019-10-21",13400,13503
"2019-10-22",13302,13505
"2019-10-23",13321,13507
"2019-10-24",13347,13540
"2019-10-25",13537,13524
"2019-10-28",13537,13532
"2019-10-29",13563,13535
"2019-10-30",13500,13537
"2019-10-31",13516,13540
"2019-11-01",13484,13542
"2019-11-04",13584,13550
"2019-11-05",13758,13552
"2019-11-06",13737,13554
"2019-11-07",13721,13575
"2019-11-08",13721,13542
"2019-11-11",13706,13585
"2019-11-12",13636,13586
"2019-11-13",13688,13591
"2019-11-14",13621,13594
"2019-11-15",13453,13575
"2019-11-18",13476,13575
"2019-11-19",13377,13578
"2019-11-20",13506,13605
"2019-11-21",13385,13607
"2019-11-22",13287,13610
"2019-11-25",13130,13618
"2019-11-26",13127,13620
"2019-11-27",13191,13621
"2019-11-28",13218,13628
"2019-11-29",13390,13618
"2019-12-02",13111,13625
"2019-12-03",13006,13628
"2019-12-04",12952,13631
"2019-12-05",13131,13642
"2019-12-06",13126,13645
"2019-12-09",13155,13651
"2019-12-10",13243,13655
"2019-12-11",13207,13658
"2019-12-12",13244,13661
"2019-12-13",13276,13635
"2019-12-16",13263,13668
"2019-12-17",13177,13674
"2019-12-18",13005,13678
"2019-12-19",12980,13678
"2019-12-20",13016,13695
"2019-12-23",13077,13702
"2019-12-24",13099,13706
"2019-12-25",13129,13708
"2019-12-26",13218,13713
"2019-12-27",13185,13713
"2019-12-30",13235,13733
"2019-12-31",13293,13764
"2020-01-01",13293,13764
"2020-01-02",13362,13767
"2020-01-03",13425,13769
"2020-01-06",13306,13777
"2020-01-07",13257,13780
"2020-01-08",13301,13790
"2020-01-09",13092,13789
"2020-01-10",13220,13798
"2020-01-13",13247,13800
"2020-01-14",13214,13814
"2020-01-15",13259,13814
"2020-01-16",13280,13817
"2020-01-17",13368,13808
"2020-01-20",13434,13784
"2020-01-21",13484,13788
"2020-01-22",13441,13796
"2020-01-23",13441,13796
"2020-01-24",13441,13796
"2020-01-27",13441,13796
"2020-01-28",13441,13796
"2020-01-29",13441,13796
"2020-01-30",13480,13819
"2020-01-31",13137,13822
"2020-02-03",12852,13827
"2020-02-04",12808,13828
"2020-02-05",12851,13832
"2020-02-06",12833,13835
"2020-02-07",13008,13864
"2020-02-10",12942,13870
"2020-02-11",12812,13874
"2020-02-12",12883,13882
"2020-02-13",13006,13841
"2020-02-14",13042,13846
"2020-02-17",13084,13852
"2020-02-18",13081,13855
"2020-02-19",13146,13854
"2020-02-20",13126,13858
"2020-02-21",13151,13894
"2020-02-24",12978,13933
"2020-02-25",12631,13905
"2020-02-26",12787,13908
"2020-02-27",12719,13905
"2020-02-28",12775,13937
"2020-03-02",12632,13919
"2020-03-03",12670,13918
"2020-03-04",12713,13920
"2020-03-05",12668,13924
"2020-03-06",12658,13921
"2020-03-09",12582,13923
"2020-03-10",11934,13934
"2020-03-11",12022,13939
"2020-03-12",11685,13950
"2020-03-13",11158,13954
"2020-03-16",11089,13960
"2020-03-17",10811,13960
"2020-03-18",10894,13967
"2020-03-19",10949,13969
"2020-03-20",10715,13970
"2020-03-23",10588,13978
"2020-03-24",10050,13981
"2020-03-25",10052,13984
"2020-03-26",10410,13988
"2020-03-27",10228,13989
"2020-03-30",10121,14001
"2020-03-31",9734,14034
"2020-04-01",9745,14040
"2020-04-02",9745,14000
"2020-04-03",9990,14047
"2020-04-06",10270,14023
"2020-04-07",10717,14020
"2020-04-08",10803,14024
"2020-04-09",10723,14006
"2020-04-10",10805,14039
"2020-04-13",10762,14016
"2020-04-14",10851,14020
"2020-04-15",10947,14023
"2020-04-16",11098,14026
"2020-04-17",11118,14029
"2020-04-20",11245,14035
"2020-04-21",11289,14034
"2020-04-22",11006,14035
"2020-04-23",11096,14038
"2020-04-24",11108,14039
"2020-04-27",11143,14037
"2020-04-28",11060,14041
"2020-04-29",11043,14062
"2020-04-30",11043,14062
"2020-05-01",11043,14062
"2020-05-04",11069,14066
"2020-05-05",10992,14073
"2020-05-06",10994,14077
"2020-05-07",11160,14091
"2020-05-08",11280,14094
"2020-05-11",11403,14101
"2020-05-12",11498,14103
"2020-05-13",11627,14099
"2020-05-14",11773,14102
"2020-05-15",11685,14103
"2020-05-18",11596,14109
"2020-05-19",11739,14113
"2020-05-20",11839,14106
"2020-05-21",11821,14100
"2020-05-22",11905,14103
"2020-05-25",11812,14099
"2020-05-26",11861,14102
"2020-05-27",11999,14115
"2020-05-28",11853,14115
"2020-05-29",11879,14118
"2020-06-01",11871,14127
"2020-06-02",12063,14128
"2020-06-03",12011,14131
"2020-06-04",12112,14131
"2020-06-05",12147,14132
"2020-06-08",12228,14138
"2020-06-09",12341,14142
"2020-06-10",12283,14146
"2020-06-11",12265,14150
"2020-06-12",11845,14151
"2020-06-15",11818,14159
"2020-06-16",11529,14164
"2020-06-17",11719,14162
"2020-06-18",11727,14161
"2020-06-19",11785,14164
"2020-06-22",11898,14173
"2020-06-23",11945,14176
"2020-06-24",11994,14178
"2020-06-25",11882,14180
"2020-06-26",11805,14190
"2020-06-29",11808,14196
"2020-06-30",11569,14202
"2020-07-01",11494,14204
"2020-07-02",11660,14203
"2020-07-03",11656,14206
"2020-07-06",11688,14216
"2020-07-07",11759,14222
"2020-07-08",11805,14225
"2020-07-09",11810,14238
"2020-07-10",11912,14228
"2020-07-13",11836,14235
"2020-07-14",11875,14240
"2020-07-15",11933,14241
"2020-07-16",11955,14245
"2020-07-17",11951,14246
"2020-07-20",11954,14255
"2020-07-21",11821,14285
"2020-07-22",11867,14264
"2020-07-23",11804,14267
"2020-07-24",11837,14270
"2020-07-27",11425,14274
"2020-07-28",10864,14310
"2020-07-29",11291,14309
"2020-07-30",11002,14278
"2020-07-31",11124,14280
"2020-08-03",11069,14286
"2020-08-04",11346,14294
"2020-08-05",11494,14296
"2020-08-06",11659,14298
"2020-08-07",11640,14303
"2020-08-10",11669,14290
"2020-08-11",11682,14289
"2020-08-12",11703,14299
"2020-08-13",11709,14313
"2020-08-14",11812,14343
"2020-08-17",11787,14352
"2020-08-18",11823,14354
"2020-08-19",11822,14356
"2020-08-20",11897,14357
"2020-08-21",11928,14361
"2020-08-24",12059,14367
"2020-08-25",12289,14389
"2020-08-26",12289,14377
"2020-08-27",12334,14396
"2020-08-28",12457,14382
"2020-08-31",12505,14409
"2020-09-01",12413,14412
"2020-09-02",12413,14412
"2020-09-03",12500,14414
"2020-09-04",12595,14412
"2020-09-07",12535,14435
"2020-09-08",12320,14422
"2020-09-09",12425,14423
"2020-09-10",12505,14428
"2020-09-11",12517,14382
"2020-09-14",12537,14414
"2020-09-15",12624,14413
"2020-09-16",12681,14424
"2020-09-17",12702,14436
"2020-09-18",12665,14401
"2020-09-21",12792,14411
"2020-09-22",12847,14407
"2020-09-23",12881,14415
"2020-09-24",12930,14422
"2020-09-25",12872,14421
"2020-09-28",12872,14427
"2020-09-29",12988,14422
"2020-09-30",12822,14426
"2020-10-01",12888,14437
"2020-10-02",13034,14459
"2020-10-05",12920,14430
"2020-10-06",13034,14445
"2020-10-07",13115,14436
"2020-10-08",13109,14446
"2020-10-09",13145,14450
"2020-10-12",13134,14466
"2020-10-13",13073,14437
"2020-10-14",13061,14461
"2020-10-15",13128,14447
"2020-10-16",13161,14471
"2020-10-19",13276,14484
"2020-10-20",13270,14483
"2020-10-21",13330,14486
"2020-10-22",13239,14486
"2020-10-23",13402,14492
"2020-10-26",13525,14508
"2020-10-27",13358,14511
"2020-10-28",13264,14503
"2020-10-29",12939,14500
"2020-10-30",13002,14511
"2020-11-02",13041,14504
"2020-11-03",13103,14514
"2020-11-04",13120,14524
"2020-11-05",13124,14530
"2020-11-06",13038,14530
"2020-11-09",13019,14526
"2020-11-10",13221,14542
"2020-11-11",13199,14550
"2020-11-12",13200,14558
"2020-11-13",13292,14547
"2020-11-16",13384,14564
"2020-11-17",13161,14562
"2020-11-18",13419,14552
"2020-11-19",13458,14547
"2020-11-20",13567,14571
"2020-11-23",13647,14576
"2020-11-24",13781,14585
"2020-11-25",13779,14567
"2020-11-26",13794,14602
"2020-11-27",13848,14610
"2020-11-30",13946,14621
