"date","XAU_VND"
"2018-04-03","36655238.29794"
"2018-04-04","36678381.190989"
"2018-04-05","36489198.33669"
"2018-04-06","36653358.3403575"
"2018-04-09","36721100.86614"
"2018-04-10","36825803.1608625"
"2018-04-11","37186387.1817465"
"2018-04-12","36693774.616086"
"2018-04-13","36964741.596453"
"2018-04-16","36962774.50896"
"2018-04-17","36992276.4506925"
"2018-04-18","37050454.073976"
"2018-04-19","36956419.98768"
"2018-04-20","36657596.840052"
"2018-04-23","36378666.75375"
"2018-04-24","36530603.545644"
"2018-04-25","36328827.058389"
"2018-04-26","36159562.440432"
"2018-04-27","36305505.23946"
"2018-04-30","36101032.8974325"
"2018-05-01","35788697.9642415"
"2018-05-02","35808642.828468"
"2018-05-03","36009977.1071625"
"2018-05-04","36100726.8907725"
"2018-05-07","36080137.905435"
"2018-05-08","36091144.1680275"
"2018-05-09","36051864.855342"
"2018-05-10","36277436.7846"
"2018-05-11","36190133.73558"
"2018-05-14","36037926.107295"
"2018-05-15","35434010.8412025"
"2018-05-16","35447556.6998475"
"2018-05-17","35450624.3925"
"2018-05-18","35508176.974875"
"2018-05-21","35491301.840934"
"2018-05-22","35450848.339218"
"2018-05-23","35524579.01625"
"2018-05-24","35836486.540848"
"2018-05-25","35734126.30029"
"2018-05-28","35707411.303965"
"2018-05-29","35764060.4251875"
"2018-05-30","35863938.83478"
"2018-05-31","35700157.173744"
"2018-06-01","35543964.321135"
"2018-06-04","35558537.508522"
"2018-06-05","35676938.056341"
"2018-06-06","35663860.8774"
"2018-06-07","35661179.714082"
"2018-06-08","35691624.229875"
"2018-06-11","35765369.1522525"
"2018-06-12","35647257.9000915"
"2018-06-13","35748564.1659375"
"2018-06-14","35818386.837702"
"2018-06-15","35207440.055808"
"2018-06-18","35196176.068812"
"2018-06-19","35125605.2843115"
"2018-06-20","34963222.277475"
"2018-06-21","34952922.76608"
"2018-06-22","35034015.73668"
"2018-06-25","34951114.9395"
"2018-06-26","34792982.055306"
"2018-06-27","34625544.289875"
"2018-06-28","34522111.80825"
"2018-06-29","34684372.50285"
"2018-07-02","34373060.6000805"
"2018-07-03","34814617.377246"
"2018-07-04","34915710.824985"
"2018-07-05","34942002.307128"
"2018-07-06","34857205.100589"
"2018-07-09","34938488.885271"
"2018-07-10","34880356.2345975"
"2018-07-11","34512360.757728"
"2018-07-12","34657018.42524"
"2018-07-13","34505057.205864"
"2018-07-16","34484854.364037"
"2018-07-17","34115960.936064"
"2018-07-18","34104292.038837"
"2018-07-19","33986254.23792"
"2018-07-20","34238534.881806"
"2018-07-23","34290037.46655"
"2018-07-24","34328704.928685"
"2018-07-25","34476877.1694975"
"2018-07-26","34171614.69768"
"2018-07-27","34268617.422345"
"2018-07-30","34261187.47695"
"2018-07-31","34355738.941173"
"2018-08-01","34150079.798493"
"2018-08-02","33909503.11359"
"2018-08-03","34097436.633606"
"2018-08-06","33917250.158085"
"2018-08-07","34025335.146642"
"2018-08-08","34070022.41568"
"2018-08-09","34025148.612795"
"2018-08-10","33995230.07157"
"2018-08-13","33554289.30462"
"2018-08-14","33565252.553865"
"2018-08-15","33023387.523"
"2018-08-16","33003857.690856"
"2018-08-17","33274947.640566"
"2018-08-20","33406576.694733"
"2018-08-21","33557945.433129"
"2018-08-22","33549199.622925"
"2018-08-23","33272964.312294"
"2018-08-24","33882440.21253"
"2018-08-27","34021181.389572"
"2018-08-28","33741699.683463"
"2018-08-29","33899924.984562"
"2018-08-30","33712340.948748"
"2018-08-31","33747785.779752"
"2018-09-03","33749471.63772"
"2018-09-04","33487042.532535"
"2018-09-05","33640271.26815"
"2018-09-06","33736567.7238975"
"2018-09-07","33599112.347535"
"2018-09-10","33599955.240348"
"2018-09-11","33642384.0102315"
"2018-09-12","33857634.731523"
"2018-09-13","33718508.393616"
"2018-09-14","33460546.5335295"
"2018-09-17","33725190.6422415"
"2018-09-18","33638289.1274925"
"2018-09-19","33834068.673945"
"2018-09-20","33957075.031935"
"2018-09-21","33747181.1995725"
"2018-09-24","33733992.49941"
"2018-09-25","33814076.6668485"
"2018-09-26","33625585.613067"
"2018-09-27","33295915.5111"
"2018-09-28","33528683.7030075"
"2018-10-01","33431601.685482"
"2018-10-02","33838350.596925"
"2018-10-03","33698843.8425825"
"2018-10-04","33774865.162731"
"2018-10-05","33837120.2102175"
"2018-10-08","33449739.3500925"
"2018-10-09","33500807.985321"
"2018-10-10","33638195.390346"
"2018-10-11","34462774.102626"
"2018-10-12","34281890.9314455"
"2018-10-15","34516270.252035"
"2018-10-16","34455254.863089"
"2018-10-17","34412643.990306"
"2018-10-18","34504961.4793125"
"2018-10-19","34526639.7724005"
"2018-10-22","34405657.7605965"
"2018-10-23","34639594.950996"
"2018-10-24","34745624.811846"
"2018-10-25","34691831.1017055"
"2018-10-26","34738018.894536"
"2018-10-29","34614314.906469"
"2018-10-30","34434771.937152"
"2018-10-31","34186470.332349"
"2018-11-01","34713293.725206"
"2018-11-02","34682169.1282995"
"2018-11-05","34609234.183125"
"2018-11-06","34502717.27976"
"2018-11-07","34483769.523405"
"2018-11-08","34400705.968782"
"2018-11-09","33973490.034585"
"2018-11-12","33733251.3857625"
"2018-11-13","33790156.127442"
"2018-11-14","34043414.4553725"
"2018-11-15","34089741.1569"
"2018-11-16","34324833.715353"
"2018-11-19","34403976.2069775"
"2018-11-20","34371266.500395"
"2018-11-21","34520692.168842"
"2018-11-22","34552816.6165875"
"2018-11-23","34455019.2753375"
"2018-11-26","34400234.431569"
"2018-11-27","34193621.5862175"
"2018-11-28","34357413.742872"
"2018-11-29","34426639.924704"
"2018-11-30","34354073.15811"
"2018-12-03","34585699.907799"
"2018-12-04","34770456.70974"
"2018-12-05","34777728.88929"
"2018-12-06","34827875.121819"
"2018-12-07","35081165.5093125"
"2018-12-10","34972753.010436"
"2018-12-11","34920674.486916"
"2018-12-12","35001777.85065"
"2018-12-13","34885467.287325"
"2018-12-14","34766883.352536"
"2018-12-17","35029654.587153"
"2018-12-18","35127216.129654"
"2018-12-19","34942593.29304"
"2018-12-20","35404952.9286375"
"2018-12-21","35259863.1623595"
"2018-12-24","35621293.964439"
"2018-12-26","35535743.496825"
"2018-12-27","35720729.707305"
"2018-12-28","35817725.378625"
"2018-12-31","35875615.43643"
"2019-01-01","35869742.532015"
"2019-01-02","35949512.6387175"
"2019-01-03","36199699.2469575"
"2019-01-04","35940541.392756"
"2019-01-07","36045432.771381"
"2019-01-08","35951794.0642575"
"2019-01-09","36169404.0209385"
"2019-01-10","35978277.126102"
"2019-01-11","36026692.1784"
"2019-01-14","36131802.8557695"
"2019-01-15","36071106.838668"
"2019-01-16","36181092.287736"
"2019-01-17","36135000.390255"
"2019-01-18","35845373.2913535"
"2019-01-21","35809983.976806"
"2019-01-22","35943123.230508"
"2019-01-23","35868508.19664"
"2019-01-24","35826127.817526"
"2019-01-25","36445340.504853"
"2019-01-28","36454795.676595"
"2019-01-29","36692875.441197"
"2019-01-30","36927204.960348"
"2019-01-31","36948058.048242"
"2019-02-01","36879330.6645"
"2019-02-04","36704447.6473125"
"2019-02-05","36795946.441905"
"2019-02-06","36549711.153705"
"2019-02-07","36657998.7179475"
"2019-02-08","36769084.410465"
"2019-02-11","36616359.0546"
"2019-02-12","36683034.38517"
"2019-02-13","36533122.9823925"
"2019-02-14","36718128.69507"
"2019-02-15","36965187.4944555"
"2019-02-18","37116365.256"
"2019-02-19","37514720.5964655"
"2019-02-20","37438949.700207"
"2019-02-21","37039330.8343695"
"2019-02-22","37157549.5566"
"2019-02-25","37150000.922097"
"2019-02-26","37175590.397472"
"2019-02-27","36919204.441542"
"2019-02-28","36728949.732"
"2019-03-01","36188449.710276"
"2019-03-04","35991817.7098095"
"2019-03-05","36010748.688849"
"2019-03-06","35994335.265666"
"2019-03-07","35961927.424164"
"2019-03-08","36318373.67556"
"2019-03-11","36200730.9041625"
"2019-03-12","36417781.4522145"
"2019-03-13","36622705.087752"
"2019-03-14","36258292.342404"
"2019-03-15","36400944.617334"
"2019-03-18","36473696.77236"
"2019-03-19","36561307.938015"
"2019-03-20","36728830.12656"
"2019-03-21","36629039.0699325"
"2019-03-22","36740555.884599"
"2019-03-25","36975707.148585"
"2019-03-26","36795661.981104"
"2019-03-27","36637349.339097"
"2019-03-28","36101130.348135"
"2019-03-29","36150561.69702"
"2019-04-01","36021343.0963785"
"2019-04-02","36169963.4295675"
"2019-04-03","36081672.0984"
"2019-04-04","36149205.308634"
"2019-04-05","36131742.408"
"2019-04-08","36290961.471153"
"2019-04-09","36477358.471203"
"2019-04-10","36589877.0899425"
"2019-04-11","36151183.0364295"
"2019-04-12","36094600.57836"
"2019-04-15","36024391.7691135"
"2019-04-16","35707752.8365755"
"2019-04-17","35638245.527703"
"2019-04-18","35681177.02023"
"2019-04-22","35691854.422119"
"2019-04-23","35618725.4979"
"2019-04-24","35700048.082008"
"2019-04-25","35761142.7819"
"2019-04-26","36118868.54625"
"2019-04-29","35937747.6894"
"2019-04-30","36044454.5508"
"2019-05-01","35847889.2798"
"2019-05-02","35647082.11506"
"2019-05-03","35862781.4532075"
"2019-05-06","35939228.385456"
"2019-05-07","36095727.244725"
"2019-05-08","36089171.2811175"
"2019-05-09","36229929.7932"
"2019-05-10","36201003.8445"
"2019-05-13","36563576.390223"
"2019-05-14","36562323.67998"
"2019-05-15","36466188.818175"
"2019-05-16","36161127.12555"
"2019-05-17","36031680.88272"
"2019-05-20","36060918.444585"
"2019-05-21","35958146.6323035"
"2019-05-22","35894453.112375"
"2019-05-23","36193440.548685"
"2019-05-24","36235879.9227"
"2019-05-27","36241241.18832"
"2019-05-28","36089481.489642"
"2019-05-29","36112640.74404"
"2019-05-30","36393894.1419"
"2019-05-31","36856477.3745625"
"2019-06-03","37378737.1085205"
"2019-06-04","37390628.2464"
"2019-06-05","37549723.182738"
"2019-06-06","37685210.476905"
"2019-06-07","37819212.63804"
"2019-06-10","37414989.957465"
"2019-06-11","37340624.73258"
"2019-06-12","37495324.0002"
"2019-06-13","37742752.9314"
"2019-06-14","37745366.04501"
"2019-06-17","37712196.8763"
"2019-06-18","37884851.042496"
"2019-06-19","38240867.9380935"
"2019-06-20","38997876.9858"
"2019-06-21","39286377.48465"
"2019-06-24","39863744.472585"
"2019-06-25","39977943.794925"
"2019-06-26","39584238.736875"
"2019-06-27","39627367.16844"
"2019-06-28","39605312.86575"
"2019-07-01","38822395.30842"
"2019-07-02","39745352.62992"
"2019-07-03","39776471.0235"
"2019-07-04","39684244.01625"
"2019-07-05","39223034.3773125"
"2019-07-08","39113499.697275"
"2019-07-09","39152957.7369"
"2019-07-10","39726826.326"
"2019-07-11","39277256.967"
"2019-07-12","39609953.84619"
"2019-07-15","39557542.573584"
"2019-07-16","39339895.891281"
"2019-07-17","39915092.7639"
"2019-07-18","40484151.57456"
"2019-07-19","39949602.42987"
"2019-07-22","39884417.875008"
"2019-07-23","39664662.72483"
"2019-07-24","39902809.0923"
"2019-07-25","39584627.63541"
"2019-07-26","39703608.0827295"
"2019-07-29","39931912.76118"
"2019-07-30","40032705.483225"
"2019-07-31","39602553.01845"
"2019-08-01","40437271.245735"
"2019-08-02","40334347.2078"
"2019-08-05","41067543.26454"
"2019-08-06","41336398.268445"
"2019-08-07","42020886.63744"
"2019-08-08","42030176.013375"
"2019-08-09","41890182.72894"
"2019-08-12","42274789.7978445"
"2019-08-13","42009007.8820995"
"2019-08-14","42424287.874605"
"2019-08-15","42623844.66816"
"2019-08-16","42376074.52386"
"2019-08-19","41837707.77126"
"2019-08-20","42164231.34588"
"2019-08-21","42025413.136665"
"2019-08-22","41933828.8278"
"2019-08-23","42707573.720955"
"2019-08-26","42693588.203805"
"2019-08-27","43146726.1032375"
"2019-08-28","43065992.280525"
"2019-08-29","42733191.048"
"2019-08-30","42499136.34405"
"2019-09-02","42788194.768518"
"2019-09-03","43271190.0621"
"2019-09-04","43428763.83909"
"2019-09-05","42496875.0235575"
"2019-09-06","42150950.138385"
"2019-09-09","41930796.432015"
"2019-09-10","41577041.45976"
"2019-09-11","41891226.624"
"2019-09-12","41942543.7781125"
"2019-09-13","41655735.629925"
"2019-09-16","41959128.27204"
"2019-09-17","42093099.567255"
"2019-09-18","41808443.081145"
"2019-09-19","41957673.23328"
"2019-09-20","42447230.054775"
"2019-09-23","42582331.850481"
"2019-09-24","42871100.82255"
"2019-09-25","42083512.564275"
"2019-09-26","42122414.53506"
"2019-09-27","41881789.24839"
"2019-09-30","41183905.431825"
"2019-10-01","41373058.324479"
"2019-10-02","41953693.398435"
"2019-10-03","42100943.06775"
"2019-10-04","42088846.40022"
"2019-10-07","41781138.49752"
"2019-10-08","42113394.6391035"
"2019-10-09","42165002.75274"
"2019-10-10","41800719.90951"
"2019-10-11","41683423.324725"
"2019-10-14","41768757.04365"
"2019-10-15","41434321.4908035"
"2019-10-16","41677592.631867"
"2019-10-17","41744096.536011"
"2019-10-18","41688621.27828"
"2019-10-21","41538214.242375"
"2019-10-22","41628577.0867125"
"2019-10-23","41749072.966305"
"2019-10-24","42067710.47922"
"2019-10-25","42091575.8216805"
"2019-10-28","41757482.398266"
"2019-10-29","41616885.02196"
"2019-10-30","41831490.69978"
"2019-10-31","42337263.342285"
"2019-11-01","42352223.48703"
"2019-11-04","42227732.6712"
"2019-11-05","41512706.694315"
"2019-11-06","41690606.306589"
"2019-11-07","41064321.3508005"
"2019-11-08","40800228.892038"
"2019-11-11","40728294.97326"
"2019-11-12","40759989.9386085"
"2019-11-13","40931348.0978745"
"2019-11-14","41154533.31384"
"2019-11-15","41054471.848845"
"2019-11-18","41153609.62707"
"2019-11-19","41188429.604049"
"2019-11-20","41153271.1569375"
"2019-11-21","40953720.1206"
"2019-11-22","40896474.497388"
"2019-11-25","40697892.9041355"
"2019-11-26","40867484.59836"
"2019-11-27","40685811.0184875"
"2019-11-28","40795673.962407"
"2019-11-29","40938414.9648"
"2019-12-02","40866285.963762"
"2019-12-03","41272853.405298"
"2019-12-04","41191987.3896375"
"2019-12-05","41221698.52032"
"2019-12-06","40793156.32818"
"2019-12-09","40844897.5993245"
"2019-12-10","40906036.988487"
"2019-12-11","41213069.8378425"
"2019-12-12","41050097.87067"
"2019-12-13","41235447.527358"
"2019-12-16","41253971.2209375"
"2019-12-17","41258670.165405"
"2019-12-18","41225109.397392"
"2019-12-19","41321636.46135"
"2019-12-20","41305790.79024"
"2019-12-23","41507649.132468"
"2019-12-24","41905371.77583"
"2019-12-25","41898764.29869"
"2019-12-26","42235877.476125"
"2019-12-27","42205824.185868"
"2019-12-30","42333857.722065"
"2019-12-31","42394764.92355"
"2020-01-01","42391971.015225"
"2020-01-02","42710729.893902"
"2020-01-03","43350743.11266"
"2020-01-06","43759983.157044"
"2020-01-07","43982479.803768"
"2020-01-08","43474470.551592"
"2020-01-09","43374602.203566"
"2020-01-10","43657147.364292"
"2020-01-13","43260882.77394"
"2020-01-14","43210685.769384"
"2020-01-15","43483212.708525"
"2020-01-16","43382592.980316"
"2020-01-17","43493071.584798"
"2020-01-20","43624406.62902"
"2020-01-21","43526832.728094"
"2020-01-22","43551036.480402"
"2020-01-23","43673957.836542"
"2020-01-24","43878733.6412025"
"2020-01-27","44194138.666389"
"2020-01-28","43755532.918344"
"2020-01-29","44059483.908072"
"2020-01-30","44001913.505451"
"2020-01-31","44525554.04322"
"2020-02-03","44210881.2939"
"2020-02-04","43503457.79808"
"2020-02-05","43583801.18499"
"2020-02-06","43869865.56699"
"2020-02-07","43986060.9558225"
"2020-02-10","44097339.861765"
"2020-02-11","43932693.3581475"
"2020-02-12","43898000.516205"
"2020-02-13","44171185.55052"
"2020-02-14","44415499.67634"
"2020-02-17","44283145.465965"
"2020-02-18","44893308.120864"
"2020-02-19","45135589.195344"
"2020-02-20","45379869.838875"
"2020-02-21","46064179.583415"
"2020-02-24","46551171.422844"
"2020-02-25","45885238.065486"
"2020-02-26","45954424.001052"
"2020-02-27","46022385.8918925"
"2020-02-28","44417995.632081"
"2020-03-02","44574917.004801"
"2020-03-03","45905604.327891"
"2020-03-04","45771635.600817"
"2020-03-05","46755882.0473625"
"2020-03-06","46847103.0185325"
"2020-03-09","46945273.49379"
"2020-03-10","46086577.9326"
"2020-03-11","45683210.6419185"
"2020-03-12","44107805.060454"
"2020-03-13","42809423.48019"
"2020-03-16","42414514.723602"
"2020-03-17","42829403.773911"
"2020-03-18","41723878.96053"
"2020-03-19","41505429.1494"
"2020-03-20","42378800.12928"
"2020-03-23","44109879.141765"
"2020-03-24","46129639.0559625"
"2020-03-25","45929348.563815"
"2020-03-26","46517759.944605"
"2020-03-27","46239955.933875"
"2020-03-30","46273403.860425"
"2020-03-31","44743078.805139"
"2020-04-01","45376766.367075"
"2020-04-02","45376766.367075"
"2020-04-03","45983920.113225"
"2020-04-06","47019104.895"
"2020-04-07","46631800.596825"
"2020-04-08","46781453.94966"
"2020-04-09","47694019.861311"
"2020-04-10","47754197.578125"
"2020-04-13","48434971.137192"
"2020-04-14","48955010.33346"
"2020-04-15","48519050.55435"
"2020-04-16","48585465.936"
"2020-04-17","47581579.920525"
"2020-04-20","47900741.201577"
"2020-04-21","47720612.768454"
"2020-04-22","48546272.96952"
"2020-04-23","49033272.416916"
"2020-04-24","49022434.88601"
"2020-04-27","48518896.4719185"
"2020-04-28","48299214.42936"
"2020-04-29","48372184.008267"
"2020-04-30","48372184.008267"
"2020-05-01","48372184.008267"
"2020-05-04","48104806.083318"
"2020-05-05","48210319.301718"
"2020-05-06","47614455.8087385"
"2020-05-07","48525855.344295"
"2020-05-08","47993374.4272425"
"2020-05-11","47733470.1784275"
"2020-05-12","47906043.37584"
"2020-05-13","48305257.0661925"
"2020-05-14","48775319.979375"
"2020-05-15","49086606.09825"
"2020-05-18","48748238.619048"
"2020-05-19","49025043.6591"
"2020-05-20","49090363.360875"
"2020-05-21","48450628.3754775"
"2020-05-22","48707242.6789305"
"2020-05-25","48615590.844837"
"2020-05-26","48183926.420205"
"2020-05-27","48072529.072323"
"2020-05-28","48323508.3198"
"2020-05-29","48514253.013765"
"2020-06-01","48817318.971465"
"2020-06-02","48452624.007918"
"2020-06-03","47641744.868976"
"2020-06-04","48018908.5489305"
"2020-06-05","47278397.67306"
"2020-06-08","47613460.37679"
"2020-06-09","47975867.9646675"
"2020-06-10","48590578.104"
"2020-06-11","48356691.4927155"
"2020-06-12","48428960.77092"
"2020-06-15","48313749.8964225"
"2020-06-16","48352167.68823"
"2020-06-17","48303971.63928"
"2020-06-18","48222896.115159"
"2020-06-19","48814722.79794"
"2020-06-22","49130045.6607"
"2020-06-23","49471888.811292"
"2020-06-24","49309739.752455"
"2020-06-25","49300890.083253"
"2020-06-26","49575478.467969"
"2020-06-29","49575709.926198"
"2020-06-30","49849115.7181545"
"2020-07-01","49528074.045468"
"2020-07-02","49689038.829594"
"2020-07-03","49654264.789785"
"2020-07-06","49905056.056575"
"2020-07-07","50217443.5824"
"2020-07-08","50627556.915294"
"2020-07-09","50407738.9059465"
"2020-07-10","50278052.79513"
"2020-07-13","50401370.94714"
"2020-07-14","50528702.006346"
"2020-07-15","50647947.93072"
"2020-07-16","50235013.344225"
"2020-07-17","50609499.60456"
"2020-07-20","50776019.084757"
"2020-07-21","51489928.426701"
"2020-07-22","52332134.014815"
"2020-07-23","52752686.623848"
"2020-07-24","53142243.66396"
"2020-07-27","54290511.868611"
"2020-07-28","54764632.37826"
"2020-07-29","55078210.35198"
"2020-07-30","54786391.585875"
"2020-07-31","55222702.1634"
"2020-08-03","55254751.658805"
"2020-08-04","56392758.4823235"
"2020-08-05","56985113.6415"
"2020-08-06","57647368.552842"
"2020-08-07","56846644.132782"
"2020-08-10","56633675.24094"
"2020-08-11","53402029.45275"
"2020-08-12","53587913.42745"
"2020-08-13","54569399.912154"
"2020-08-14","54310387.845168"
"2020-08-17","55503184.51611"
"2020-08-18","55908327.44721"
"2020-08-19","53913068.363772"
"2020-08-20","54277976.41068"
"2020-08-21","54190903.8915"
"2020-08-24","54001366.223805"
"2020-08-25","53859064.86786"
"2020-08-26","54581135.08671"
"2020-08-27","53895465.601938"
"2020-08-28","54889602.532182"
"2020-08-31","55036571.62305"
