"date","Price","Open","High","Low","Change %"
"Feb 25, 2021","1,769.88","1,804.80","1,806.06","1,765.44","-1.91%"
"Feb 24, 2021","1,804.36","1,805.34","1,813.99","1,783.30","-0.04%"
"Feb 23, 2021","1,805.06","1,809.09","1,816.27","1,795.78","-0.20%"
"Feb 22, 2021","1,808.66","1,782.24","1,812.76","1,780.46","1.48%"
"Feb 19, 2021","1,782.31","1,776.19","1,791.70","1,760.13","0.38%"
"Feb 18, 2021","1,775.49","1,776.69","1,789.88","1,767.98","-0.04%"
"Feb 17, 2021","1,776.26","1,794.65","1,795.45","1,769.27","-1.01%"
"Feb 16, 2021","1,794.31","1,819.34","1,826.75","1,789.19","-1.33%"
"Feb 15, 2021","1,818.51","1,825.34","1,827.59","1,815.71","-0.27%"
"Feb 12, 2021","1,823.46","1,825.90","1,830.80","1,810.33","-0.10%"
"Feb 11, 2021","1,825.36","1,842.65","1,847.95","1,820.63","-0.91%"
"Feb 10, 2021","1,842.22","1,837.55","1,855.70","1,833.91","0.28%"
"Feb 09, 2021","1,837.06","1,830.59","1,849.15","1,828.63","0.38%"
"Feb 08, 2021","1,830.16","1,815.44","1,839.15","1,807.48","1.02%"
"Feb 05, 2021","1,811.62","1,792.49","1,815.32","1,791.80","1.08%"
"Feb 04, 2021","1,792.26","1,834.34","1,835.13","1,785.15","-2.26%"
"Feb 03, 2021","1,833.76","1,837.49","1,845.29","1,829.49","-0.20%"
"Feb 02, 2021","1,837.35","1,860.84","1,864.26","1,829.46","-1.23%"
"Feb 01, 2021","1,860.16","1,863.05","1,871.84","1,849.04","0.76%"
"Jan 29, 2021","1,846.09","1,840.90","1,876.03","1,839.56","0.31%"
"Jan 28, 2021","1,840.36","1,844.34","1,864.26","1,833.81","-0.20%"
"Jan 27, 2021","1,843.99","1,850.65","1,853.58","1,831.29","-0.34%"
"Jan 26, 2021","1,850.31","1,855.55","1,861.86","1,848.36","-0.25%"
"Jan 25, 2021","1,854.99","1,855.75","1,868.45","1,847.30","0.13%"
"Jan 22, 2021","1,852.55","1,870.09","1,871.17","1,837.09","-0.93%"
"Jan 21, 2021","1,869.91","1,871.07","1,875.45","1,858.16","-0.05%"
"Jan 20, 2021","1,870.91","1,840.05","1,872.03","1,832.46","1.72%"
"Jan 19, 2021","1,839.34","1,838.09","1,845.98","1,833.06","0.13%"
"Jan 18, 2021","1,836.89","1,828.94","1,840.95","1,810.46","0.56%"
"Jan 15, 2021","1,826.59","1,846.80","1,856.85","1,823.21","-1.07%"
"Jan 14, 2021","1,846.37","1,843.94","1,857.59","1,833.21","0.16%"
"Jan 13, 2021","1,843.41","1,856.19","1,863.26","1,843.34","-0.66%"
"Jan 12, 2021","1,855.63","1,845.34","1,864.08","1,837.41","0.59%"
"Jan 11, 2021","1,844.66","1,849.34","1,857.05","1,817.14","-0.19%"
"Jan 08, 2021","1,848.26","1,912.90","1,917.85","1,828.74","-3.36%"
"Jan 07, 2021","1,912.50","1,919.40","1,927.97","1,906.86","-0.33%"
"Jan 06, 2021","1,918.81","1,950.30","1,959.60","1,901.11","-1.57%"
"Jan 05, 2021","1,949.35","1,942.65","1,953.17","1,934.08","0.36%"
"Jan 04, 2021","1,942.28","1,906.05","1,944.65","1,905.36","2.33%"
"Jan 01, 2021","1,898.10","1,897.69","1,899.12","1,897.39","0.09%"
"Dec 31, 2020","1,896.49","1,893.55","1,901.26","1,884.77","0.16%"
"Dec 30, 2020","1,893.37","1,878.34","1,894.06","1,875.66","0.82%"
"Dec 29, 2020","1,877.99","1,872.24","1,886.91","1,870.99","0.36%"
"Dec 28, 2020","1,871.19","1,885.93","1,900.53","1,869.21","-0.25%"
"Dec 25, 2020","1,875.82","1,877.07","1,877.07","1,877.07","-0.04%"
"Dec 24, 2020","1,876.56","1,872.74","1,882.55","1,869.52","0.24%"
"Dec 23, 2020","1,872.08","1,859.99","1,878.59","1,858.59","0.67%"
"Dec 22, 2020","1,859.56","1,876.65","1,884.61","1,858.73","-0.89%"
"Dec 21, 2020","1,876.21","1,883.20","1,906.93","1,856.69","-0.24%"
"Dec 18, 2020","1,880.66","1,885.80","1,889.88","1,876.97","-0.28%"
"Dec 17, 2020","1,885.87","1,864.26","1,896.26","1,861.83","1.17%"
"Dec 16, 2020","1,864.15","1,853.94","1,866.20","1,844.75","0.58%"
"Dec 15, 2020","1,853.46","1,827.80","1,855.76","1,825.29","1.44%"
"Dec 14, 2020","1,827.17","1,839.30","1,839.86","1,819.92","-0.64%"
"Dec 11, 2020","1,839.03","1,835.55","1,847.89","1,824.23","0.20%"
"Dec 10, 2020","1,835.31","1,839.59","1,850.40","1,828.48","-0.21%"
"Dec 09, 2020","1,839.11","1,871.19","1,871.37","1,825.71","-1.72%"
"Dec 08, 2020","1,871.36","1,863.55","1,875.79","1,859.83","0.41%"
"Dec 07, 2020","1,863.69","1,837.99","1,868.76","1,822.99","1.42%"
"Dec 04, 2020","1,837.61","1,841.05","1,848.26","1,829.30","-0.15%"
"Dec 03, 2020","1,840.36","1,831.34","1,844.45","1,823.60","0.51%"
