time,open,high,low,close
2016-04-06T09:00:00+07:00,756.19,756.19,756.19,756.19
2016-04-07T09:00:00+07:00,759.52002,759.52002,759.52002,759.52002
2016-04-08T09:00:00+07:00,765.34998,765.34998,765.34998,765.34998
2016-04-11T09:00:00+07:00,773.85999,773.85999,773.85999,773.85999
2016-04-12T09:00:00+07:00,775.70001,775.70001,775.70001,775.70001
2016-04-13T09:00:00+07:00,775.25,775.25,775.25,775.25
2016-04-14T09:00:00+07:00,774.88,774.88,774.88,774.88
2016-04-15T09:00:00+07:00,774.59998,774.59998,774.59998,774.59998
2016-04-19T09:00:00+07:00,762.95001,762.95001,762.95001,762.95001
2016-04-20T09:00:00+07:00,764.71002,764.71002,764.71002,764.71002
2016-04-21T09:00:00+07:00,766.39001,766.39001,766.39001,766.39001
2016-04-22T09:00:00+07:00,773.25,773.25,773.25,773.25
2016-04-25T09:00:00+07:00,776.70001,776.70001,776.70001,776.70001
2016-04-26T09:00:00+07:00,777.98999,777.98999,777.98999,777.98999
2016-04-27T09:00:00+07:00,777.08002,777.08002,777.08002,777.08002
2016-04-28T09:00:00+07:00,773.78003,773.78003,773.78003,773.78003
2016-04-29T09:00:00+07:00,779.92999,779.92999,779.92999,779.92999
2016-05-04T09:00:00+07:00,783.47998,783.47998,783.47998,783.47998
2016-05-05T09:00:00+07:00,786.15002,786.15002,786.15002,786.15002
2016-05-06T09:00:00+07:00,782.44,782.44,782.44,782.44
2016-05-09T09:00:00+07:00,782.21002,782.21002,782.21002,782.21002
2016-05-10T09:00:00+07:00,779,779,779,779
2016-05-11T09:00:00+07:00,786.20001,786.20001,786.20001,786.20001
2016-05-12T09:00:00+07:00,786.92999,786.92999,786.92999,786.92999
2016-05-13T09:00:00+07:00,786.09003,786.09003,786.09003,786.09003
2016-05-16T09:00:00+07:00,786.62,786.62,786.62,786.62
2016-05-17T09:00:00+07:00,791.69,791.69,791.69,791.69
2016-05-18T09:00:00+07:00,791.67999,791.67999,791.67999,791.67999
2016-05-19T09:00:00+07:00,792.37,792.37,792.37,792.37
2016-05-20T09:00:00+07:00,792.65997,792.65997,792.65997,792.65997
2016-05-23T09:00:00+07:00,795.60999,795.60999,795.60999,795.60999
2016-05-24T09:00:00+07:00,799.87,799.87,799.87,799.87
2016-05-25T09:00:00+07:00,800.84003,800.84003,800.84003,800.84003
2016-05-26T09:00:00+07:00,794.26001,794.26001,794.26001,794.26001
2016-05-27T09:00:00+07:00,797.44,797.44,797.44,797.44
2016-05-30T09:00:00+07:00,802.83002,802.83002,802.83002,802.83002
2016-05-31T09:00:00+07:00,809.57001,809.57001,809.57001,809.57001
2016-06-01T09:00:00+07:00,810.71997,810.71997,810.71997,810.71997
2016-06-02T09:00:00+07:00,815.17999,815.17999,815.17999,815.17999
2016-06-03T09:00:00+07:00,819.98999,819.98999,819.98999,819.98999
2016-06-06T09:00:00+07:00,820.82001,820.82001,820.82001,820.82001
2016-06-07T09:00:00+07:00,830.95001,830.95001,830.95001,830.95001
2016-06-08T09:00:00+07:00,835.01001,835.01001,835.01001,835.01001
2016-06-09T09:00:00+07:00,837.79999,837.79999,837.79999,837.79999
2016-06-10T09:00:00+07:00,841.34003,841.34003,841.34003,841.34003
2016-06-13T09:00:00+07:00,833.90002,833.90002,833.90002,833.90002
2016-06-14T09:00:00+07:00,839.01001,839.01001,839.01001,839.01001
2016-06-15T09:00:00+07:00,846.83002,846.83002,846.83002,846.83002
2016-06-16T09:00:00+07:00,849.76001,849.76001,849.76001,849.76001
2016-06-17T09:00:00+07:00,845.16998,845.16998,845.16998,845.16998
2016-06-20T09:00:00+07:00,860.54999,860.54999,860.54999,860.54999
2016-06-21T09:00:00+07:00,862.47998,862.47998,862.47998,862.47998
2016-06-22T09:00:00+07:00,867.87,867.87,867.87,867.87
2016-06-23T09:00:00+07:00,881.81,881.81,881.81,881.81
2016-06-24T09:00:00+07:00,876.66998,876.66998,876.66998,876.66998
2016-06-27T09:00:00+07:00,871.46997,871.46997,871.46997,871.46997
2016-06-28T09:00:00+07:00,873.70001,873.70001,873.70001,873.70001
2016-06-29T09:00:00+07:00,890.40002,890.40002,890.40002,890.40002
2016-06-30T09:00:00+07:00,891.44,891.44,891.44,891.44
2016-07-01T09:00:00+07:00,894.67999,894.67999,894.67999,894.67999
2016-07-04T09:00:00+07:00,903.23999,903.23999,903.23999,903.23999
2016-07-05T09:00:00+07:00,905.21997,905.21997,905.21997,905.21997
2016-07-06T09:00:00+07:00,912.06,912.06,912.06,912.06
2016-07-07T09:00:00+07:00,933.87,933.87,933.87,933.87
2016-07-08T09:00:00+07:00,933.56,933.56,933.56,933.56
2016-07-11T09:00:00+07:00,920.92999,920.92999,920.92999,920.92999
2016-07-12T09:00:00+07:00,923.97998,923.97998,923.97998,923.97998
2016-07-13T09:00:00+07:00,930.71997,930.71997,930.71997,930.71997
2016-07-14T09:00:00+07:00,923.40002,923.40002,923.40002,923.40002
2016-07-15T09:00:00+07:00,915.81,915.81,915.81,915.81
2016-07-18T09:00:00+07:00,927.10999,927.10999,927.10999,927.10999
2016-07-19T09:00:00+07:00,917.46002,917.46002,917.46002,917.46002
2016-07-20T09:00:00+07:00,905.63,905.63,905.63,905.63
2016-07-21T09:00:00+07:00,900.21002,900.21002,900.21002,900.21002
2016-07-22T09:00:00+07:00,894.48999,894.48999,894.48999,894.48999
2016-07-25T09:00:00+07:00,893.13,893.13,893.13,893.13
2016-07-26T09:00:00+07:00,895,895,895,895
2016-07-27T09:00:00+07:00,901.34998,901.34998,901.34998,901.34998
2016-07-28T09:00:00+07:00,900,900,900,900
2016-07-29T09:00:00+07:00,897.88,897.88,897.88,897.88
2016-08-01T09:00:00+07:00,887.40002,887.40002,887.40002,887.40002
2016-08-02T09:00:00+07:00,868.65997,868.65997,868.65997,868.65997
2016-08-03T09:00:00+07:00,862.20001,862.20001,862.20001,862.20001
2016-08-04T09:00:00+07:00,853.69,853.69,853.69,853.69
2016-08-05T09:00:00+07:00,847.97998,847.97998,847.97998,847.97998
2016-08-08T09:00:00+07:00,850.13,850.13,850.13,850.13
2016-08-09T09:00:00+07:00,857.65002,857.65002,857.65002,857.65002
2016-08-10T09:00:00+07:00,871.37,871.37,871.37,871.37
2016-08-11T09:00:00+07:00,881.94,881.94,881.94,881.94
2016-08-12T09:00:00+07:00,875.47998,875.47998,875.47998,875.47998
2016-08-15T09:00:00+07:00,882.39001,882.39001,882.39001,882.39001
2016-08-16T09:00:00+07:00,890.14001,890.14001,890.14001,890.14001
2016-08-17T09:00:00+07:00,897.89001,897.89001,897.89001,897.89001
2016-08-18T09:00:00+07:00,896.33002,896.33002,896.33002,896.33002
2016-08-19T09:00:00+07:00,891.56,891.56,891.56,891.56
2016-08-22T09:00:00+07:00,888.27002,888.27002,888.27002,888.27002
2016-08-23T09:00:00+07:00,891.02002,891.02002,891.02002,891.02002
2016-08-24T09:00:00+07:00,887.42999,887.42999,887.42999,887.42999
2016-08-25T09:00:00+07:00,888.53003,888.53003,888.53003,888.53003
2016-08-26T09:00:00+07:00,891.59998,891.59998,891.59998,891.59998
2016-08-29T09:00:00+07:00,884.52002,884.52002,884.52002,884.52002
2016-08-30T09:00:00+07:00,890.91998,890.91998,890.91998,890.91998
2016-08-31T09:00:00+07:00,897.44,897.44,897.44,897.44
2016-09-01T09:00:00+07:00,898.95001,898.95001,898.95001,898.95001
2016-09-05T09:00:00+07:00,894.37,894.37,894.37,894.37
2016-09-06T09:00:00+07:00,900.19,900.19,900.19,900.19
2016-09-07T09:00:00+07:00,904.23999,904.23999,904.23999,904.23999
2016-09-08T09:00:00+07:00,910.46002,910.46002,910.46002,910.46002
2016-09-09T09:00:00+07:00,911.57001,911.57001,911.57001,911.57001
2016-09-12T09:00:00+07:00,896.79999,896.79999,896.79999,896.79999
2016-09-13T09:00:00+07:00,894.04999,894.04999,894.04999,894.04999
2016-09-14T09:00:00+07:00,891.5,891.5,891.5,891.5
2016-09-15T09:00:00+07:00,894.22998,894.22998,894.22998,894.22998
2016-09-16T09:00:00+07:00,891.26001,891.26001,891.26001,891.26001
2016-09-19T09:00:00+07:00,896.87,896.87,896.87,896.87
2016-09-20T09:00:00+07:00,902.26001,902.26001,902.26001,902.26001
2016-09-21T09:00:00+07:00,901.95001,901.95001,901.95001,901.95001
2016-09-22T09:00:00+07:00,909.84003,909.84003,909.84003,909.84003
2016-09-23T09:00:00+07:00,908,908,908,908
2016-09-26T09:00:00+07:00,912.46997,912.46997,912.46997,912.46997
2016-09-27T09:00:00+07:00,919.03998,919.03998,919.03998,919.03998
2016-09-28T09:00:00+07:00,923.46997,923.46997,923.46997,923.46997
2016-09-29T09:00:00+07:00,924.94,924.94,924.94,924.94
2016-09-30T09:00:00+07:00,922.38,922.38,922.38,922.38
2016-10-03T09:00:00+07:00,924.96997,924.96997,924.96997,924.96997
2016-10-04T09:00:00+07:00,915.92999,915.92999,915.92999,915.92999
2016-10-05T09:00:00+07:00,919.07001,919.07001,919.07001,919.07001
2016-10-06T09:00:00+07:00,921.57001,921.57001,921.57001,921.57001
2016-10-07T09:00:00+07:00,918.97998,918.97998,918.97998,918.97998
2016-10-10T09:00:00+07:00,910.07001,910.07001,910.07001,910.07001
2016-10-11T09:00:00+07:00,911.23999,911.23999,911.23999,911.23999
2016-10-12T09:00:00+07:00,915.52002,915.52002,915.52002,915.52002
2016-10-13T09:00:00+07:00,917.51001,917.51001,917.51001,917.51001
2016-10-14T09:00:00+07:00,917.37,917.37,917.37,917.37
2016-10-17T09:00:00+07:00,915.84003,915.84003,915.84003,915.84003
2016-10-18T09:00:00+07:00,913.72998,913.72998,913.72998,913.72998
2016-10-19T09:00:00+07:00,913.75,913.75,913.75,913.75
2016-10-20T09:00:00+07:00,907.37,907.37,907.37,907.37
2016-10-21T09:00:00+07:00,898.89001,898.89001,898.89001,898.89001
2016-10-24T09:00:00+07:00,888.72998,888.72998,888.72998,888.72998
2016-10-25T09:00:00+07:00,884.83002,884.83002,884.83002,884.83002
2016-10-26T09:00:00+07:00,886.65997,886.65997,886.65997,886.65997
2016-10-27T09:00:00+07:00,887.83002,887.83002,887.83002,887.83002
2016-10-28T09:00:00+07:00,892.90002,892.90002,892.90002,892.90002
2016-10-31T09:00:00+07:00,889.88,889.88,889.88,889.88
2016-11-01T09:00:00+07:00,889.95001,889.95001,889.95001,889.95001
2016-11-02T09:00:00+07:00,880.28003,880.28003,880.28003,880.28003
2016-11-03T09:00:00+07:00,874.71997,874.71997,874.71997,874.71997
2016-11-04T09:00:00+07:00,877.25,877.25,877.25,877.25
2016-11-08T09:00:00+07:00,881.79999,881.79999,881.79999,881.79999
2016-11-09T09:00:00+07:00,875.33002,875.33002,875.33002,875.33002
2016-11-10T09:00:00+07:00,885.77002,885.77002,885.77002,885.77002
2016-11-11T09:00:00+07:00,883.81,883.81,883.81,883.81
2016-11-14T09:00:00+07:00,880.25,880.25,880.25,880.25
2016-11-15T09:00:00+07:00,877.10999,877.10999,877.10999,877.10999
2016-11-16T09:00:00+07:00,877.37,877.37,877.37,877.37
2016-11-17T09:00:00+07:00,877.84998,877.84998,877.84998,877.84998
2016-11-18T09:00:00+07:00,873.12,873.12,873.12,873.12
2016-11-21T09:00:00+07:00,870.75,870.75,870.75,870.75
2016-11-22T09:00:00+07:00,871.84003,871.84003,871.84003,871.84003
2016-11-23T09:00:00+07:00,873.04999,873.04999,873.04999,873.04999
2016-11-24T09:00:00+07:00,873.15997,873.15997,873.15997,873.15997
2016-11-25T09:00:00+07:00,869.21002,869.21002,869.21002,869.21002
2016-11-28T09:00:00+07:00,860.35999,860.35999,860.35999,860.35999
2016-11-29T09:00:00+07:00,851.54999,851.54999,851.54999,851.54999
2016-11-30T09:00:00+07:00,856.27002,856.27002,856.27002,856.27002
2016-12-01T09:00:00+07:00,856.16998,856.16998,856.16998,856.16998
2016-12-02T09:00:00+07:00,853.26001,853.26001,853.26001,853.26001
2016-12-05T09:00:00+07:00,845.48999,845.48999,845.48999,845.48999
2016-12-06T09:00:00+07:00,835.94,835.94,835.94,835.94
2016-12-07T09:00:00+07:00,839.09998,839.09998,839.09998,839.09998
2016-12-08T09:00:00+07:00,841.48999,841.48999,841.48999,841.48999
2016-12-09T09:00:00+07:00,845.28998,845.28998,845.28998,845.28998
2016-12-12T09:00:00+07:00,835.65997,835.65997,835.65997,835.65997
2016-12-13T09:00:00+07:00,828.89001,828.89001,828.89001,828.89001
2016-12-14T09:00:00+07:00,836.39001,836.39001,836.39001,836.39001
2016-12-15T09:00:00+07:00,831.08002,831.08002,831.08002,831.08002
2016-12-16T09:00:00+07:00,842.44,842.44,842.44,842.44
2016-12-19T09:00:00+07:00,845.66998,845.66998,845.66998,845.66998
2016-12-20T09:00:00+07:00,841.53003,841.53003,841.53003,841.53003
2016-12-21T09:00:00+07:00,843.70001,843.70001,843.70001,843.70001
2016-12-22T09:00:00+07:00,840.08002,840.08002,840.08002,840.08002
2016-12-23T09:00:00+07:00,838.65997,838.65997,838.65997,838.65997
2016-12-26T09:00:00+07:00,836.26001,836.26001,836.26001,836.26001
2016-12-27T09:00:00+07:00,837.59003,837.59003,837.59003,837.59003
2016-12-28T09:00:00+07:00,837.57001,837.57001,837.57001,837.57001
2016-12-29T09:00:00+07:00,840.03998,840.03998,840.03998,840.03998
2016-12-30T09:00:00+07:00,839.21997,839.21997,839.21997,839.21997
2017-01-03T09:00:00+07:00,844.07001,844.07001,844.07001,844.07001
2017-01-04T09:00:00+07:00,849.52002,849.52002,849.52002,849.52002
2017-01-05T09:00:00+07:00,846.57001,846.57001,846.57001,846.57001
2017-01-06T09:00:00+07:00,847.48999,847.48999,847.48999,847.48999
2017-01-09T09:00:00+07:00,847.04999,847.04999,847.04999,847.04999
2017-01-10T09:00:00+07:00,845.97998,845.97998,845.97998,845.97998
2017-01-11T09:00:00+07:00,849.73999,849.73999,849.73999,849.73999
2017-01-12T09:00:00+07:00,851.96997,851.96997,851.96997,851.96997
2017-01-13T09:00:00+07:00,851.63,851.63,851.63,851.63
2017-01-16T09:00:00+07:00,847.72998,847.72998,847.72998,847.72998
2017-01-17T09:00:00+07:00,845.53998,845.53998,845.53998,845.53998
2017-01-18T09:00:00+07:00,844.03003,844.03003,844.03003,844.03003
2017-01-19T09:00:00+07:00,843.33002,843.33002,843.33002,843.33002
2017-01-20T09:00:00+07:00,848.25,848.25,848.25,848.25
2017-01-23T09:00:00+07:00,846.64001,846.64001,846.64001,846.64001
2017-01-24T09:00:00+07:00,853.76001,853.76001,853.76001,853.76001
2017-01-25T09:00:00+07:00,862.34003,862.34003,862.34003,862.34003
2017-02-02T09:00:00+07:00,865.38,865.38,865.38,865.38
2017-02-03T09:00:00+07:00,862.22998,862.22998,862.22998,862.22998
2017-02-06T09:00:00+07:00,864.19,864.19,864.19,864.19
2017-02-07T09:00:00+07:00,866.04999,866.04999,866.04999,866.04999
2017-02-08T09:00:00+07:00,869.78003,869.78003,869.78003,869.78003
2017-02-09T09:00:00+07:00,874.15002,874.15002,874.15002,874.15002
2017-02-10T09:00:00+07:00,880.10999,880.10999,880.10999,880.10999
2017-02-13T09:00:00+07:00,890.04999,890.04999,890.04999,890.04999
2017-02-14T09:00:00+07:00,887.02002,887.02002,887.02002,887.02002
2017-02-15T09:00:00+07:00,890.96002,890.96002,890.96002,890.96002
2017-02-16T09:00:00+07:00,891.08002,891.08002,891.08002,891.08002
2017-02-17T09:00:00+07:00,898.42999,898.42999,898.42999,898.42999
2017-02-20T09:00:00+07:00,913.84998,913.84998,913.84998,913.84998
2017-02-21T09:00:00+07:00,918.03003,918.03003,918.03003,918.03003
2017-02-22T09:00:00+07:00,919.5,919.5,919.5,919.5
2017-02-23T09:00:00+07:00,921.84998,921.84998,921.84998,921.84998
2017-02-24T09:00:00+07:00,924.85999,924.85999,924.85999,924.85999
2017-02-27T09:00:00+07:00,925.33002,925.33002,925.33002,925.33002
2017-02-28T09:00:00+07:00,917.78998,917.78998,917.78998,917.78998
2017-03-01T09:00:00+07:00,917.75,917.75,917.75,917.75
2017-03-02T09:00:00+07:00,918.67999,918.67999,918.67999,918.67999
2017-03-03T09:00:00+07:00,919.19,919.19,919.19,919.19
2017-03-06T09:00:00+07:00,925.39001,925.39001,925.39001,925.39001
2017-03-07T09:00:00+07:00,932.32001,932.32001,932.32001,932.32001
2017-03-08T09:00:00+07:00,938.32001,938.32001,938.32001,938.32001
2017-03-09T09:00:00+07:00,935.77002,935.77002,935.77002,935.77002
2017-03-10T09:00:00+07:00,936.90997,936.90997,936.90997,936.90997
2017-03-13T09:00:00+07:00,935.62,935.62,935.62,935.62
2017-03-14T09:00:00+07:00,938.71002,938.71002,938.71002,938.71002
