time,close,EMA,EMA,EMA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram
2015-01-07,9400,NaN,9528.298119849545,9333.544427683928,50.83529564603883,41.39122375632787,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-01-08,9300,NaN,9519.345252404466,9330.349720285458,46.070777827385214,42.72008836682517,NaN,NaN,46.070777827385214,NaN,NaN,NaN,NaN
2015-01-09,9500,NaN,9518.586615055272,9346.50688978208,55.128844869098835,44.38108508050539,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-01-12,9600,NaN,9521.779296817811,9370.649090755216,58.85045676165626,46.307911215082584,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-01-13,9600,NaN,9524.846775373975,9392.492034492814,58.850456761656254,47.633522117228075,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-01-14,9600,NaN,9527.793960653427,9412.25469787445,58.85045676165626,49.13865718577115,NaN,NaN,NaN,NaN,58.85045676165626,NaN,NaN
2015-01-15,9500,NaN,9526.704001412116,9420.611393314979,53.32637677976508,50.249215112750576,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-01-16,9500,NaN,9525.656785670464,9428.172212999267,53.32637677976508,51.359773039729994,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-01-19,9500,NaN,9524.650637212799,9435.012954618383,53.32637677976508,52.1491002058349,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-01-20,9400,NaN,9519.762376929944,9431.67838751187,47.7305921332949,52.538728468620505,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-01-21,9400,NaN,9515.065813128771,9428.661398225026,47.7305921332949,52.60946358367811,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-01-22,9400,NaN,9510.553428300193,9425.931741251214,47.73059213329489,52.38769904705354,NaN,NaN,47.73059213329489,NaN,NaN,NaN,NaN
2015-01-23,9500,NaN,9510.139568366852,9432.98586113205,53.78727141733389,52.5985544592889,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-01-26,9500,NaN,9509.74193823482,9439.368160071856,53.78727141733389,52.80940987152427,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-01-27,9500,NaN,9509.359901441298,9445.142621017392,53.78727141733389,53.02026528375962,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-01-28,9500,NaN,9508.992846482815,9450.36713330145,53.7872714173339,53.57144339732738,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-01-29,9500,NaN,9508.64018583643,9455.094072987025,53.7872714173339,53.475616722201316,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-01-30,9500,NaN,9508.301355019315,9459.370827940642,53.7872714173339,53.11396062617829,NaN,NaN,NaN,NaN,53.7872714173339,NaN,NaN
2015-02-02,9300,NaN,9500.132674430322,9444.192653851056,39.505486040315716,51.73217700322539,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-02-03,9300,NaN,9492.284334256585,9430.460020150955,39.505486040315716,50.3503933802725,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-02-04,9300,NaN,9484.743772128875,9418.035256327054,39.505486040315716,49.36318689888326,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-02-05,9200,NaN,9473.577349692448,9397.269993819715,33.88654655791886,47.97462759732281,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-02-06,9200,NaN,9462.848826175097,9378.482375360694,33.88654655791886,46.58606829576237,NaN,NaN,33.88654655791886,NaN,NaN,NaN,NaN
2015-02-09,9300,NaN,9456.462597697642,9371.00786342158,43.2480777409456,46.26588869630884,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-02-10,9200,NaN,9446.405240925185,9354.721400238574,37.525768504901116,45.53697272285215,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-02-11,9300,NaN,9440.66385892812,9349.50983831109,45.31755623917815,45.36461301612952,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-02-12,9400,NaN,9439.069197793684,9354.318425138606,51.79249320509656,45.22212885811257,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-02-13,9500,NaN,9441.458641017462,9368.192860839692,57.24458811991393,45.469080051153995,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-02-24,9500,NaN,9443.754380585404,9380.745921712103,57.24458811991393,45.71603124419543,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-02-25,9600,NaN,9449.881659778133,9401.627262501426,62.202322133448895,46.31710629534649,NaN,NaN,NaN,NaN,62.202322133448895,NaN,NaN
2015-02-26,9500,NaN,9451.847084884874,9410.996094644148,55.29707860691443,46.42494966603083,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-02-27,9500,NaN,9453.735434497232,9419.47265705899,55.29707860691443,46.53279303671514,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-02,9500,NaN,9455.549731183615,9427.141927815277,55.29707860691443,47.66076393432934,NaN,NaN,55.29707860691443,NaN,NaN,NaN,NaN
2015-03-03,9600,NaN,9461.214447607786,9443.60460135668,60.740491853387816,49.17755006383449,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-04,9600,NaN,9466.657018289834,9458.499401227471,60.740491853387816,50.69433619333963,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-05,9600,NaN,9471.886154827487,9471.975648729616,60.74049185338781,52.61247514301598,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-06,9700,NaN,9480.831795814645,9493.69225361251,65.92311198018075,54.900801244606114,NaN,NaN,NaN,NaN,65.92311198018075,NaN,NaN
2015-03-09,9600,NaN,9485.505058723875,9503.816800887509,57.71773586805916,55.934348253685656,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-10,9600,NaN,9489.995056420978,9512.977105564889,57.71773586805916,57.37663163676837,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-11,9500,NaN,9490.387407149567,9511.741190749186,50.43693949988425,57.74230186967595,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-12,9500,NaN,9490.764371575075,9510.622982106406,50.43693949988425,57.645476605017926,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-13,9500,NaN,9491.126553081935,9509.611269524843,50.43693949988425,57.159215989301515,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-16,9400,NaN,9487.552962764996,9499.172100998667,43.57207607218516,56.18260798589232,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-17,9400,NaN,9484.1195132448,9489.727138998795,43.57207607218516,54.851876124373476,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-18,9400,NaN,9480.820708803827,9481.181697189386,43.57207607218517,54.01437594332138,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-19,9300,NaN,9473.729700615442,9463.926297457063,37.24123637832602,52.72467292699364,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-20,9300,NaN,9466.916771179542,9448.314269127819,37.24123637832602,51.43496991066589,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-23,9400,NaN,9464.292584074461,9443.712910163265,46.29157532667124,50.40290444447185,NaN,NaN,NaN,NaN,46.29157532667124,NaN,NaN
2015-03-24,9300,NaN,9457.849737640168,9430.025966338193,40.06883269556694,48.926357361770364,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-25,9200,NaN,9447.737983222907,9408.118731448842,35.00178741759373,47.08787847349936,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-26,9200,NaN,9438.022768194558,9388.297899882285,35.00178741759373,44.87921243331457,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-27,9300,NaN,9432.610110618301,9379.888576083973,43.31527922160814,43.85046552999664,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-30,9000,NaN,9415.645008241114,9343.708711695022,30.64992349921691,41.91705036079362,NaN,NaN,30.64992349921691,NaN,NaN,NaN,NaN
2015-03-31,9200,NaN,9407.188341251267,9330.022167724068,42.68246121225437,41.363159054534336,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-01,8900,NaN,9387.298602378669,9289.06767555987,33.33847885533649,40.14184043706665,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-02,9000,NaN,9372.11042189323,9261.537420744646,38.19545942933483,39.26744900345597,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-03,9000,NaN,9357.51785632879,9236.629094959442,38.19545942933483,38.8834049575381,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-06,8900,NaN,9339.575979610014,9204.569181153782,35.21939452030266,38.28678484668934,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-07,9000,NaN,9326.259274527269,9185.08640199628,40.23434903547298,38.04837577263847,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-08,8900,NaN,9309.543224545807,9157.93531609187,37.13816267514551,38.04101336526844,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-09,9000,NaN,9297.404274563618,9142.893857416455,41.949039189374574,38.37728499462906,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-10,9100,NaN,9289.662930463084,9138.808728138698,46.36918145790578,38.38282828971723,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-13,9000,NaN,9278.303599856688,9125.588849268346,42.85508349131849,38.58184620369949,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-14,9000,NaN,9267.389733195641,9113.628006480885,42.85508349131849,39.142795923251256,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-15,9100,NaN,9260.825429933067,9112.330101101754,47.47192814122233,40.0335202606533,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-16,9200,NaN,9258.440118955301,9120.679615282539,51.676401541026046,40.63074328346886,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-17,9300,NaN,9260.069918211955,9137.757747160393,55.51130552315,42.40655628517836,NaN,NaN,NaN,NaN,55.51130552315,NaN,NaN
2015-04-20,9200,NaN,9257.71423514482,9143.685580764164,51.14065393003637,43.01071290787708,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-21,9100,NaN,9251.529363178357,9139.525049262815,47.14332709294152,43.99677349627745,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-22,9100,NaN,9245.587035210578,9135.760758856832,47.14332709294152,44.63590690082078,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-23,9100,NaN,9239.877739712123,9132.354972299037,47.14332709294152,45.27504030536412,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-24,9100,NaN,9234.392338154785,9129.273546365795,47.143327092941526,46.12674977483832,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-27,9100,NaN,9229.122050384009,9126.485589569053,47.14332709294152,46.62024820751464,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-04,9000,NaN,9220.136871937577,9114.439342943428,42.348580524101585,46.99242091101151,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-05,8900,NaN,9207.58248480277,9094.016548377387,38.16806140911593,46.72235106956447,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-06,8900,NaN,9195.52042657521,9075.538781865254,38.16806140911593,46.13655678036519,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-07,9000,NaN,9187.852958866379,9068.3446121638,44.51988036893982,46.25547084305243,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-08,8900,NaN,9176.564607538285,9052.311791957725,40.08527664935427,46.057627497197835,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-11,9000,NaN,9169.64050528188,9047.32971653318,45.8897769232399,45.94461669591338,NaN,NaN,NaN,NaN,45.8897769232399,NaN,NaN
2015-05-12,8800,NaN,9155.144799192396,9023.774505434782,37.96738017637753,44.96540088415277,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-13,8800,NaN,9141.217552165243,9002.462647774326,37.96738017637753,43.71226335938331,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-14,8900,NaN,9131.758040315624,8992.704300367248,43.6123781556982,43.174529375502004,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-15,8700,NaN,9114.82635246011,8964.827700332273,36.46516781765068,42.41180371298123,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-18,8700,NaN,9098.558652363636,8939.606014586341,36.46516781765068,41.64907805046046,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-19,8700,NaN,9082.928901290552,8916.786394149547,36.46516781765068,40.88635238793969,NaN,NaN,36.46516781765068,NaN,NaN,NaN,NaN
2015-05-20,8800,NaN,9071.83365025955,8905.663880421018,42.363736822310976,40.54495308289465,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-21,8800,NaN,9061.173507112117,8895.600653714255,42.363736822310976,40.20355377784961,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-22,9100,NaN,9062.696114676348,8915.06725812242,56.4357354822296,41.20977913200162,NaN,NaN,NaN,NaN,56.4357354822296,NaN,NaN
2015-05-25,9000,NaN,9060.23744351257,8923.15609068219,51.88804685617284,42.189778092505684,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-26,9100,NaN,9061.796759453253,8939.998367760078,55.72982640733168,43.44418987809252,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-27,9100,NaN,9063.294925749204,8955.236618449593,55.72982640733168,44.24490030940622,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-28,9100,NaN,9064.734340425706,8969.02360716868,55.72982640733168,45.36236814926175,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-29,9100,NaN,9066.117307467835,8981.49754934309,55.72982640733168,46.065228826696874,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-01,9100,NaN,9067.446040508312,8992.7834970247,55.72982640733168,47.33397498605075,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-02,9100,NaN,9068.722666370732,9002.994592546158,55.72982640733168,48.60272114540461,NaN,NaN,NaN,NaN,55.72982640733168,NaN,NaN
2015-06-03,9000,NaN,9066.02765984639,9002.709393256047,49.55689260426225,49.027329320302044,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-04,9000,NaN,9063.438339852413,9002.45135580309,49.55689260426225,49.96245251934573,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-05,9100,NaN,9064.872130446436,9011.741702869464,55.29922524479902,51.30774233557061,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-08,9100,NaN,9066.24969395834,9020.147254977133,55.29922524479903,52.6530321517955,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-09,9100,NaN,9067.573235371738,9027.752278312644,55.29922524479903,53.57699561054464,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-10,9000,NaN,9064.923304572845,9025.10920418763,48.41547976425243,54.00926296354046,NaN,NaN,48.41547976425243,NaN,NaN,NaN,NaN
2015-06-11,9200,NaN,9070.220429883713,9041.765470455475,59.32187759727772,54.21541597175818,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-12,9200,NaN,9075.309824790234,9056.835425650192,59.32187759727772,54.746403881837104,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-15,9300,NaN,9084.121204210225,9079.99395654065,63.76446507127127,55.32030664354706,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-16,9300,NaN,9092.587039339236,9100.946913060587,63.76446507127127,55.89420940525704,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-17,9200,NaN,9096.799312306324,9110.38054038815,56.595941102850624,55.95607474065125,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-18,9200,NaN,9100.846398098232,9118.915727017851,56.595941102850624,56.01794007604546,NaN,NaN,56.595941102850624,NaN,NaN,NaN,NaN
2015-06-19,9300,NaN,9108.65634327085,9136.161848254247,61.60233690326522,56.43740511146929,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-22,9400,NaN,9120.081584711208,9161.289291277652,65.84495884520996,57.15991457131774,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-23,9400,NaN,9131.058777467631,9184.023644489303,65.84495884520996,58.32334787424258,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-24,9400,NaN,9141.605492076744,9204.592821204607,65.84495884520996,59.48678117716741,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-25,9400,NaN,9151.73861003452,9223.203028708931,65.84495884520996,60.240047862911055,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-26,9500,NaN,9165.39591944493,9249.564645022367,70.26420176440772,61.30897475716881,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-29,9600,NaN,9182.439216721601,9282.939440734523,73.9008706800113,62.63766371682683,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-30,9700,NaN,9202.735718026637,9322.659493997902,76.938262821167,64.6750053637493,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-07-01,9600,NaN,9218.314709476574,9349.072875521912,68.36943318400243,65.32125933422964,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-07-02,9700,NaN,9237.204328712787,9382.494506424586,71.75690786862046,66.2094757821827,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-07-03,9800,NaN,9259.274747194639,9422.25693438415,74.67743630619084,66.98897372753409,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-07-06,10100,NaN,9292.244364951712,9486.80389301423,81.01875773237329,68.22142320332709,NaN,NaN,NaN,NaN,81.01875773237329,NaN,NaN
2015-07-07,10000,NaN,9319.999487894782,9535.67971272716,74.33629655667268,69.48859145002866,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-07-08,10000,NaN,9346.666174644006,9579.90069246743,74.33629655667268,70.75575969673024,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-07-09,10000,NaN,9372.287108971692,9619.910150327674,74.33629655667268,71.6653282434022,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-07-10,10100,NaN,9400.824869404174,9665.63299315361,76.73315512757435,72.44305654928537,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-07-13,10000,NaN,9424.321933349109,9697.477469996124,69.72070869141106,72.71989582401403,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-07-14,10100,NaN,9450.819112433457,9735.812949044112,72.43370716658288,73.1905207041121,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-07-15,10100,NaN,9476.277186455674,9770.49743008753,72.43370716658288,73.66114558421016,NaN,NaN,NaN,NaN,NaN,NaN,NaN
