time,open,high,low,close,EMA,EMA,EMA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram
2020-06-29,11830,11830,11550,11600,NaN,NaN,12049.817536866341,46.79275409651865,59.26939732753758,NaN,NaN,46.79275409651865,NaN,NaN,NaN,NaN
2020-06-30,11600,11630,11370,11630,NaN,NaN,12009.834914307643,47.44301642526999,57.33515393372732,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-07-01,11520,11950,11420,11950,NaN,NaN,12004.136351040248,53.91308469421474,55.86305827341312,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-07-02,11830,11830,11600,11650,NaN,NaN,11970.409079512605,47.953027556535446,55.03366306411033,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-07-03,11670,11720,11650,11710,NaN,NaN,11945.60821479712,49.16347728597573,54.6131311530325,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-07-06,11780,11940,11740,11890,NaN,NaN,11940.312194340251,52.716263024249876,54.26649337631144,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-07-07,11890,12020,11890,11950,NaN,NaN,11941.234842498323,53.87346051427836,54.078609254344194,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-07-08,11900,12000,11890,11930,NaN,NaN,11940.164857498483,53.40428512313757,53.857212604438324,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-07-09,12000,12300,12000,12300,NaN,NaN,11974.434871070056,60.29361679167459,53.95179069967781,NaN,NaN,NaN,NaN,60.29361679167459,NaN,NaN
2020-07-10,12200,12200,12040,12150,NaN,NaN,11991.155359539574,56.63758424202084,53.5940835200916,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-07-13,12100,12110,12020,12030,NaN,NaN,11994.854849107234,53.825665319599494,52.92032069958724,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-07-14,12000,12050,11980,12050,NaN,NaN,12000.106768239879,54.23349539605812,52.84760322163712,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-07-15,12140,12190,12110,12140,NaN,NaN,12013.429933169415,56.11203869142344,52.75362956877739,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-07-16,12150,12180,12050,12050,NaN,NaN,12016.91279667709,53.73668115783739,52.86417502277101,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-07-17,12180,12190,12130,12150,NaN,NaN,12029.587768422129,55.96712921925678,53.51948753153801,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-07-20,12150,12150,12010,12010,NaN,12079.2,12027.72226666764,52.174614316299674,53.8574588094687,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-07-21,12300,12300,11970,12000,NaN,12076.094117647059,12025.082050794532,51.90406137808206,53.71395714403066,NaN,NaN,NaN,NaN,NaN,NaN,NaN
