,time,open,high,low,close,volume,ticker
0,2020-05-12,10500,10500,10500,10500,10,FUEVFVND
1,2020-05-13,11200,11200,11200,11200,10,FUEVFVND
2,2020-05-14,11980,11980,11980,11980,10,FUEVFVND
3,2020-05-15,12810,12810,12000,12300,873860,FUEVFVND
4,2020-05-18,12500,12500,11900,12300,189470,FUEVFVND
5,2020-05-19,12500,12800,12500,12500,737600,FUEVFVND
6,2020-05-20,12300,12550,12210,12350,597500,FUEVFVND
7,2020-05-21,12350,12500,12160,12200,261280,FUEVFVND
8,2020-05-22,12500,12500,12150,12320,545560,FUEVFVND
9,2020-05-25,12390,12390,12010,12300,482700,FUEVFVND
10,2020-05-26,12300,12300,12180,12300,240640,FUEVFVND
11,2020-05-27,12100,12350,12100,12150,113450,FUEVFVND
12,2020-05-28,12150,12200,12100,12110,53320,FUEVFVND
13,2020-05-29,12110,12300,12020,12250,207830,FUEVFVND
14,2020-06-01,12000,12300,12000,12300,439360,FUEVFVND
15,2020-06-02,12120,12340,12120,12200,167930,FUEVFVND
16,2020-06-03,12200,12260,12200,12260,46020,FUEVFVND
17,2020-06-04,12040,12460,12040,12420,147280,FUEVFVND
18,2020-06-05,12340,12350,12300,12340,16660,FUEVFVND
19,2020-06-08,12770,12770,12470,12770,310820,FUEVFVND
20,2020-06-09,12600,12700,12500,12500,155640,FUEVFVND
21,2020-06-10,12580,13370,12400,12590,316780,FUEVFVND
22,2020-06-11,12600,12660,12350,12590,726830,FUEVFVND
23,2020-06-12,11800,12080,11710,12010,662980,FUEVFVND
24,2020-06-15,12200,12200,11790,11790,216690,FUEVFVND
25,2020-06-16,11750,12000,11750,11950,166810,FUEVFVND
26,2020-06-17,11950,11950,11860,11900,106370,FUEVFVND
27,2020-06-18,12000,12000,11800,11900,37400,FUEVFVND
28,2020-06-19,11900,12040,11900,12040,132810,FUEVFVND
29,2020-06-22,12200,12200,12070,12200,211160,FUEVFVND
30,2020-06-23,12400,12400,12060,12300,335860,FUEVFVND
31,2020-06-24,12450,12450,11980,11980,244390,FUEVFVND
32,2020-06-25,11800,12100,11800,12100,199780,FUEVFVND
33,2020-06-26,11980,11980,11830,11870,144000,FUEVFVND
34,2020-06-29,11830,11830,11550,11600,849790,FUEVFVND
35,2020-06-30,11600,11630,11370,11630,362770,FUEVFVND
36,2020-07-01,11520,11950,11420,11950,50390,FUEVFVND
37,2020-07-02,11830,11830,11600,11650,302820,FUEVFVND
38,2020-07-03,11670,11720,11650,11710,47790,FUEVFVND
39,2020-07-06,11780,11940,11740,11890,196160,FUEVFVND
40,2020-07-07,11890,12020,11890,11950,17790,FUEVFVND
41,2020-07-08,11900,12000,11890,11930,35040,FUEVFVND
42,2020-07-09,12000,12300,12000,12300,16340,FUEVFVND
43,2020-07-10,12200,12200,12040,12150,87900,FUEVFVND
44,2020-07-13,12100,12110,12020,12030,137290,FUEVFVND
45,2020-07-14,12000,12050,11980,12050,171530,FUEVFVND
46,2020-07-15,12140,12190,12110,12140,26260,FUEVFVND
47,2020-07-16,12150,12180,12050,12050,59390,FUEVFVND
48,2020-07-17,12180,12190,12130,12150,79540,FUEVFVND
49,2020-07-20,12010,12150,12010,12010,176380,FUEVFVND
50,2020-07-21,12300,12300,11970,12000,85180,FUEVFVND
51,2020-07-22,12060,12060,11940,11940,100150,FUEVFVND
52,2020-07-23,11950,11950,11870,11920,122070,FUEVFVND
53,2020-07-24,11900,11900,11340,11590,536530,FUEVFVND
54,2020-07-27,11000,11300,10820,10950,534110,FUEVFVND
55,2020-07-28,10950,11500,10950,11500,93880,FUEVFVND
56,2020-07-29,11500,11500,10700,11000,242830,FUEVFVND
57,2020-07-30,11490,11700,11000,11700,141570,FUEVFVND
58,2020-07-31,11580,11580,10900,11100,121260,FUEVFVND
59,2020-08-03,11100,11400,11100,11350,22070,FUEVFVND
60,2020-08-04,11400,11400,11370,11400,82520,FUEVFVND
61,2020-08-05,11600,11800,11300,11800,656920,FUEVFVND
62,2020-08-06,11900,11900,11530,11700,577850,FUEVFVND
63,2020-08-07,11600,11620,11540,11550,518400,FUEVFVND
64,2020-08-10,11700,11730,11670,11730,624070,FUEVFVND
65,2020-08-11,11610,11800,11600,11800,75360,FUEVFVND
66,2020-08-12,11800,11800,11670,11800,59220,FUEVFVND
67,2020-08-13,11800,11900,11790,11900,18560,FUEVFVND
68,2020-08-14,11900,11980,11800,11950,219010,FUEVFVND
69,2020-08-17,11940,11940,11720,11940,45840,FUEVFVND
70,2020-08-18,12100,12100,11800,11880,11510,FUEVFVND
71,2020-08-19,11880,11900,11850,11900,10680,FUEVFVND
72,2020-08-20,11900,11910,11830,11850,268280,FUEVFVND
73,2020-08-21,11930,12070,11920,12070,613340,FUEVFVND
74,2020-08-24,12150,12350,12150,12350,246260,FUEVFVND
75,2020-08-25,12400,12600,12400,12600,429870,FUEVFVND
76,2020-08-26,12600,12620,12490,12490,306020,FUEVFVND
77,2020-08-27,12490,12700,12490,12700,158190,FUEVFVND
78,2020-08-28,12780,12870,12730,12820,343210,FUEVFVND
79,2020-08-31,12850,12880,12700,12750,202290,FUEVFVND
80,2020-09-01,12750,12850,12700,12850,272720,FUEVFVND
81,2020-09-03,12600,13200,12600,13000,1458680,FUEVFVND
82,2020-09-04,13000,13000,12800,13000,279030,FUEVFVND
83,2020-09-07,13000,13000,12560,12990,87360,FUEVFVND
84,2020-09-08,12900,12990,12500,12970,210840,FUEVFVND
85,2020-09-09,12400,12930,12400,12890,396490,FUEVFVND
86,2020-09-10,12610,12900,12610,12900,206480,FUEVFVND
87,2020-09-11,12900,12900,12660,12760,128990,FUEVFVND
88,2020-09-14,12800,12820,12790,12800,114090,FUEVFVND
89,2020-09-15,12800,12850,12800,12800,27510,FUEVFVND
90,2020-09-16,12820,12870,12820,12850,76440,FUEVFVND
91,2020-09-17,12850,12920,12830,12900,528820,FUEVFVND
