"Date","Price","Open","High","Low","Vol.","Change %"
"10/03/2016","16,319","16,531","16,531","16,284","1.17M","-0.22%"
"09/30/2016","16,355","16,437","16,484","16,296","774.00K","0.44%"
"09/29/2016","16,284","16,155","16,566","16,096","1.85M","0.80%"
"09/28/2016","16,155","15,967","16,214","15,861","1.15M","1.18%"
"09/27/2016","15,967","15,849","15,990","15,802","934.72K","0.67%"
"09/26/2016","15,861","16,096","16,096","15,814","1.28M","-1.46%"
"09/23/2016","16,096","16,214","16,331","15,932","1.24M","-0.65%"
"09/22/2016","16,202","15,861","16,308","15,861","1.02M","2.15%"
"09/21/2016","15,861","15,626","16,037","15,626","1.04M","1.12%"
"09/20/2016","15,685","15,391","15,744","15,391","854.40K","1.91%"
"09/19/2016","15,391","15,755","15,767","15,274","2.12M","-2.31%"
"09/16/2016","15,755","15,744","15,932","15,626","1.21M","1.28%"
"09/15/2016","15,556","15,932","15,932","15,556","1.38M","-2.50%"
"09/14/2016","15,955","16,319","16,319","15,955","588.96K","-1.95%"
"09/13/2016","16,272","15,861","16,331","15,861","744.00K","2.59%"
"09/12/2016","15,861","16,449","16,449","15,767","1.97M","-3.57%"
"09/09/2016","16,449","16,919","16,919","16,214","3.02M","-2.78%"
"09/08/2016","16,919","17,036","17,036","16,801","1.16M","0.00%"
"09/07/2016","16,919","17,036","17,154","16,449","1.19M","-1.37%"
"09/06/2016","17,154","17,036","17,271","16,919","1.09M","0.69%"
"09/05/2016","17,036","16,919","17,036","16,684","1.20M","1.40%"
"09/01/2016","16,801","17,036","17,036","16,684","1.74M","-0.70%"
"08/31/2016","16,919","17,271","17,271","16,684","2.14M","0.00%"
"08/30/2016","16,919","16,214","16,919","16,214","1.92M","5.11%"
"08/29/2016","16,096","16,801","17,036","16,096","3.79M","-4.20%"
"08/26/2016","16,801","16,684","17,154","16,684","2.56M","0.70%"
"08/25/2016","16,684","17,036","17,154","16,566","3.85M","-2.74%"
"08/24/2016","17,154","17,976","18,446","17,154","8.13M","-4.57%"
"08/23/2016","17,976","17,624","17,976","17,389","1.67M","1.32%"
"08/22/2016","17,741","17,859","18,211","17,624","1.78M","-0.66%"
"08/19/2016","17,859","17,624","18,446","17,271","2.50M","0.67%"
"08/18/2016","17,741","17,976","17,976","17,624","1.39M","-1.95%"
"08/17/2016","18,094","17,506","18,211","17,271","2.39M","6.21%"
"08/16/2016","17,036","16,684","17,624","16,684","3.39M","2.84%"
"08/15/2016","16,566","16,096","16,801","15,979","2.35M","2.92%"
"08/12/2016","16,096","16,801","16,801","16,096","1.03M","-1.44%"
"08/11/2016","16,331","15,509","16,331","15,391","2.93M","5.30%"
"08/10/2016","15,509","15,391","15,744","15,274","1.23M","0.77%"
"08/09/2016","15,391","15,509","15,744","15,391","792.32K","-0.76%"
"08/08/2016","15,509","15,744","15,744","15,509","655.12K","0.00%"
"08/05/2016","15,509","15,156","15,626","15,156","1.25M","2.33%"
"08/04/2016","15,156","15,156","15,274","14,921","1.20M","4.03%"
"08/03/2016","14,569","14,334","14,686","14,334","1.41M","0.00%"
"08/02/2016","14,569","15,156","15,156","14,569","1.29M","-4.62%"
"08/01/2016","15,274","15,744","15,861","15,274","1.62M","-2.99%"
"07/29/2016","15,744","15,626","15,979","15,626","822.96K","0.76%"
"07/28/2016","15,626","15,274","15,861","15,156","966.96K","2.30%"
"07/27/2016","15,274","15,274","15,391","15,156","457.20K","0.00%"
"07/26/2016","15,274","15,626","15,626","15,274","449.20K","-2.25%"
"07/25/2016","15,626","15,861","15,861","15,274","537.84K","-1.48%"
"07/22/2016","15,861","15,039","15,861","14,569","3.08M","4.65%"
