,Open,High,Low,Close,Volume,TradingDate
0,12200.0,12200.0,10400.0,10400.0,1075170,2014-10-06
1,10600.0,10600.0,10300.0,10300.0,252160,2014-10-07
2,10300.0,10400.0,10300.0,10300.0,259580,2014-10-08
3,10200.0,10400.0,10100.0,10200.0,286330,2014-10-09
4,10100.0,10100.0,9900.0,9900.0,224720,2014-10-10
5,9900.0,9900.0,9800.0,9900.0,104260,2014-10-13
6,9800.0,9900.0,9800.0,9900.0,6550,2014-10-14
7,9800.0,9900.0,9800.0,9900.0,63710,2014-10-15
8,9900.0,9900.0,9600.0,9600.0,152580,2014-10-16
9,9700.0,9800.0,9600.0,9700.0,44150,2014-10-17
10,9900.0,9900.0,9800.0,9800.0,40970,2014-10-20
11,9800.0,9900.0,9700.0,9900.0,33620,2014-10-21
12,9900.0,9900.0,9800.0,9800.0,10540,2014-10-22
13,9700.0,9800.0,9700.0,9800.0,137180,2014-10-23
14,9700.0,9700.0,9700.0,9700.0,9390,2014-10-24
15,9700.0,9700.0,9600.0,9600.0,47190,2014-10-27
16,9500.0,9600.0,9500.0,9500.0,13240,2014-10-28
17,9400.0,9800.0,9400.0,9800.0,4780,2014-10-29
18,9700.0,9800.0,9600.0,9700.0,13410,2014-10-30
19,9700.0,9900.0,9600.0,9900.0,523960,2014-10-31
20,9800.0,10100.0,9800.0,10100.0,571720,2014-11-03
21,10200.0,10200.0,10000.0,10100.0,528730,2014-11-04
22,10000.0,10100.0,9900.0,10000.0,565510,2014-11-05
23,9900.0,10000.0,9800.0,9800.0,528800,2014-11-06
24,9800.0,10000.0,9800.0,9800.0,20830,2014-11-07
25,9900.0,10000.0,9900.0,9900.0,877300,2014-11-10
26,9900.0,10000.0,9900.0,10000.0,42460,2014-11-11
27,10000.0,10100.0,9900.0,9900.0,140830,2014-11-12
28,9900.0,10100.0,9900.0,10000.0,102980,2014-11-13
29,9900.0,10000.0,9900.0,9900.0,7380,2014-11-14
30,9900.0,9900.0,9900.0,9900.0,6620,2014-11-17
31,10000.0,10000.0,9900.0,9900.0,410440,2014-11-18
32,9900.0,10000.0,9800.0,9800.0,411290,2014-11-19
33,9800.0,9900.0,9800.0,9900.0,403040,2014-11-20
34,9900.0,10000.0,9600.0,9600.0,492110,2014-11-21
35,9700.0,9700.0,9500.0,9500.0,29080,2014-11-24
36,9600.0,9700.0,9500.0,9700.0,3710,2014-11-25
37,9700.0,9700.0,9500.0,9500.0,3570,2014-11-26
38,9600.0,9600.0,9500.0,9500.0,6630,2014-11-27
39,9500.0,9500.0,9500.0,9500.0,1310,2014-11-28
40,9500.0,9700.0,9500.0,9700.0,50,2014-12-01
41,9600.0,9600.0,9500.0,9500.0,1250,2014-12-02
42,9600.0,9600.0,9500.0,9600.0,10360,2014-12-03
43,9600.0,9700.0,9600.0,9700.0,1910,2014-12-04
44,9700.0,9700.0,9700.0,9700.0,44640,2014-12-05
45,9500.0,9700.0,9500.0,9600.0,2960,2014-12-08
46,9600.0,9600.0,9400.0,9400.0,10550,2014-12-09
47,9300.0,9500.0,9300.0,9500.0,80100,2014-12-10
48,9500.0,9500.0,9400.0,9500.0,95100,2014-12-11
49,9500.0,9500.0,9400.0,9500.0,5890,2014-12-12
50,9500.0,9500.0,9500.0,9500.0,48470,2014-12-15
51,9400.0,9400.0,9200.0,9300.0,105310,2014-12-16
52,9300.0,9300.0,8900.0,8900.0,63460,2014-12-17
53,9000.0,9000.0,9000.0,9000.0,28110,2014-12-18
54,9400.0,9400.0,9000.0,9000.0,11400,2014-12-19
55,9000.0,9200.0,8900.0,9200.0,38550,2014-12-22
56,9100.0,9200.0,9000.0,9100.0,115910,2014-12-23
57,9100.0,9200.0,9100.0,9100.0,48660,2014-12-24
58,9100.0,9100.0,9100.0,9100.0,63100,2014-12-25
59,9100.0,9200.0,9100.0,9200.0,1160,2014-12-26
60,9100.0,9200.0,9000.0,9200.0,19580,2014-12-29
61,9000.0,9300.0,9000.0,9300.0,10330,2014-12-30
62,9300.0,9400.0,9100.0,9400.0,4090,2014-12-31
63,9400.0,9400.0,9300.0,9400.0,17810,2015-01-05
64,9300.0,9400.0,9200.0,9400.0,19840,2015-01-06
65,9400.0,9500.0,9400.0,9400.0,15940,2015-01-07
66,9500.0,9500.0,9300.0,9300.0,25600,2015-01-08
67,9300.0,9500.0,9300.0,9500.0,49670,2015-01-09
68,9500.0,9700.0,9500.0,9600.0,84430,2015-01-12
69,9500.0,9600.0,9500.0,9600.0,60830,2015-01-13
70,9600.0,9600.0,9500.0,9600.0,48280,2015-01-14
71,9600.0,9600.0,9500.0,9500.0,58000,2015-01-15
72,9500.0,9600.0,9500.0,9500.0,56290,2015-01-16
73,9500.0,9500.0,9500.0,9500.0,86310,2015-01-19
74,9400.0,9500.0,9400.0,9400.0,69150,2015-01-20
75,9400.0,9500.0,9400.0,9400.0,59010,2015-01-21
76,9400.0,9400.0,9400.0,9400.0,55350,2015-01-22
77,9500.0,9500.0,9400.0,9500.0,111380,2015-01-23
78,9500.0,9500.0,9500.0,9500.0,68010,2015-01-26
79,9500.0,9500.0,9500.0,9500.0,86620,2015-01-27
80,9400.0,9500.0,9400.0,9500.0,80060,2015-01-28
81,9400.0,9500.0,9400.0,9500.0,53620,2015-01-29
82,9400.0,9500.0,9400.0,9500.0,50800,2015-01-30
83,9400.0,9400.0,9300.0,9300.0,24800,2015-02-02
84,9400.0,9400.0,9300.0,9300.0,2020,2015-02-03
85,9300.0,9300.0,9300.0,9300.0,1700,2015-02-04
86,9300.0,9300.0,9200.0,9200.0,4180,2015-02-05
87,9300.0,9300.0,9200.0,9200.0,80960,2015-02-06
88,9300.0,9300.0,9300.0,9300.0,40380,2015-02-09
89,9300.0,9300.0,9100.0,9200.0,109710,2015-02-10
90,9200.0,9300.0,9200.0,9300.0,104000,2015-02-11
91,9400.0,9400.0,9400.0,9400.0,630,2015-02-12
92,9500.0,9500.0,9500.0,9500.0,40,2015-02-13
93,9500.0,9500.0,9400.0,9500.0,16830,2015-02-24
94,9600.0,9600.0,9500.0,9600.0,8070,2015-02-25
95,9500.0,9500.0,9500.0,9500.0,41640,2015-02-26
96,9600.0,9600.0,9500.0,9500.0,63170,2015-02-27
97,9600.0,9600.0,9500.0,9500.0,50610,2015-03-02
98,9500.0,9600.0,9500.0,9600.0,42030,2015-03-03
99,9600.0,9700.0,9600.0,9600.0,47250,2015-03-04
100,9600.0,9600.0,9600.0,9600.0,45210,2015-03-05
101,9600.0,9700.0,9600.0,9700.0,45300,2015-03-06
102,9600.0,9600.0,9500.0,9600.0,68860,2015-03-09
103,9600.0,9600.0,9600.0,9600.0,100,2015-03-10
104,9500.0,9500.0,9500.0,9500.0,2040,2015-03-11
105,9500.0,9500.0,9500.0,9500.0,13310,2015-03-12
106,9500.0,9600.0,9500.0,9500.0,50100,2015-03-13
107,9400.0,9500.0,9400.0,9400.0,49600,2015-03-16
108,9400.0,9400.0,9400.0,9400.0,49000,2015-03-17
109,9400.0,9500.0,9400.0,9400.0,50200,2015-03-18
110,9400.0,9400.0,9300.0,9300.0,51000,2015-03-19
111,9300.0,9300.0,9300.0,9300.0,48140,2015-03-20
112,9500.0,9500.0,9400.0,9400.0,37250,2015-03-23
113,9300.0,9300.0,9300.0,9300.0,42800,2015-03-24
114,9300.0,9300.0,9200.0,9200.0,1470,2015-03-25
115,9200.0,9200.0,9200.0,9200.0,300,2015-03-26
116,9300.0,9300.0,9300.0,9300.0,10000,2015-03-27
117,9300.0,9300.0,9000.0,9000.0,6590,2015-03-30
118,9000.0,9200.0,9000.0,9200.0,3150,2015-03-31
119,9100.0,9100.0,8900.0,8900.0,3320,2015-04-01
120,8900.0,9000.0,8700.0,9000.0,150850,2015-04-02
121,9000.0,9000.0,8900.0,9000.0,40320,2015-04-03
122,9000.0,9000.0,8900.0,8900.0,51600,2015-04-06
123,8900.0,9000.0,8900.0,9000.0,21420,2015-04-07
124,8900.0,8900.0,8900.0,8900.0,8090,2015-04-08
125,8900.0,9000.0,8800.0,9000.0,9110,2015-04-09
126,9000.0,9100.0,8900.0,9100.0,39700,2015-04-10
127,9000.0,9100.0,8900.0,9000.0,38160,2015-04-13
128,9000.0,9000.0,8900.0,9000.0,57870,2015-04-14
129,9000.0,9100.0,9000.0,9100.0,23010,2015-04-15
130,9100.0,9200.0,9100.0,9200.0,41570,2015-04-16
131,9200.0,9300.0,9200.0,9300.0,11170,2015-04-17
132,9100.0,9200.0,9100.0,9200.0,15150,2015-04-20
133,9100.0,9200.0,9100.0,9100.0,33830,2015-04-21
134,9100.0,9200.0,9100.0,9100.0,54900,2015-04-22
135,9300.0,9300.0,9100.0,9100.0,3020,2015-04-23
136,9100.0,9100.0,9100.0,9100.0,1010,2015-04-24
137,9100.0,9300.0,9100.0,9100.0,1040,2015-04-27
138,9100.0,9100.0,8900.0,9000.0,25790,2015-05-04
139,8800.0,8900.0,8800.0,8900.0,26540,2015-05-05
140,9000.0,9000.0,8900.0,8900.0,19950,2015-05-06
141,8900.0,9000.0,8900.0,9000.0,18010,2015-05-07
142,8900.0,8900.0,8900.0,8900.0,17500,2015-05-08
143,8900.0,9000.0,8900.0,9000.0,11930,2015-05-11
144,8900.0,9000.0,8800.0,8800.0,81030,2015-05-12
145,8800.0,8800.0,8800.0,8800.0,20010,2015-05-13
146,8800.0,8900.0,8800.0,8900.0,17510,2015-05-14
147,8800.0,8900.0,8700.0,8700.0,25520,2015-05-15
148,8700.0,8700.0,8600.0,8700.0,16440,2015-05-18
149,8600.0,8700.0,8600.0,8700.0,16140,2015-05-19
150,8600.0,8800.0,8600.0,8800.0,11310,2015-05-20
151,8800.0,8800.0,8800.0,8800.0,11100,2015-05-21
152,8900.0,9100.0,8900.0,9100.0,10450,2015-05-22
153,9000.0,9000.0,9000.0,9000.0,13730,2015-05-25
154,9100.0,9100.0,9000.0,9100.0,12320,2015-05-26
155,9100.0,9100.0,9100.0,9100.0,13150,2015-05-27
156,9100.0,9200.0,9100.0,9100.0,13010,2015-05-28
157,9100.0,9100.0,9100.0,9100.0,5520,2015-05-29
158,9000.0,9100.0,9000.0,9100.0,13250,2015-06-01
159,9100.0,9100.0,9100.0,9100.0,11240,2015-06-02
160,9000.0,9000.0,9000.0,9000.0,13000,2015-06-03
161,9000.0,9000.0,9000.0,9000.0,12460,2015-06-04
162,9100.0,9100.0,9000.0,9100.0,15180,2015-06-05
163,9100.0,9100.0,9100.0,9100.0,12300,2015-06-08
164,9100.0,9100.0,9100.0,9100.0,15300,2015-06-09
165,9100.0,9200.0,9000.0,9000.0,13530,2015-06-10
166,9100.0,9200.0,9000.0,9200.0,13700,2015-06-11
167,9200.0,9200.0,9200.0,9200.0,111110,2015-06-12
168,9300.0,9300.0,9200.0,9300.0,13320,2015-06-15
169,9200.0,9400.0,9200.0,9300.0,13700,2015-06-16
170,9200.0,9200.0,9200.0,9200.0,14900,2015-06-17
171,9300.0,9300.0,9200.0,9200.0,12700,2015-06-18
172,9300.0,9400.0,9200.0,9300.0,14260,2015-06-19
173,9300.0,9400.0,9300.0,9400.0,8460,2015-06-22
174,9400.0,9400.0,9400.0,9400.0,27500,2015-06-23
175,9500.0,9500.0,9400.0,9400.0,15010,2015-06-24
176,9400.0,9400.0,9400.0,9400.0,112300,2015-06-25
177,9400.0,9500.0,9400.0,9500.0,68270,2015-06-26
178,9500.0,9600.0,9500.0,9600.0,17910,2015-06-29
179,9600.0,9700.0,9500.0,9700.0,8610,2015-06-30
180,9600.0,9700.0,9600.0,9600.0,19500,2015-07-01
181,9600.0,9700.0,9600.0,9700.0,17110,2015-07-02
182,9900.0,9900.0,9800.0,9800.0,30200,2015-07-03
183,9800.0,10100.0,9800.0,10100.0,198890,2015-07-06
184,10100.0,10100.0,10000.0,10000.0,59800,2015-07-07
185,10000.0,10000.0,9900.0,10000.0,247150,2015-07-08
186,9900.0,10000.0,9900.0,10000.0,316510,2015-07-09
187,10000.0,10100.0,10000.0,10100.0,19250,2015-07-10
188,10100.0,10100.0,10000.0,10000.0,18630,2015-07-13
189,10000.0,10100.0,10000.0,10100.0,263530,2015-07-14
190,10100.0,10100.0,10100.0,10100.0,317810,2015-07-15
191,10100.0,10100.0,10100.0,10100.0,71220,2015-07-16
192,10100.0,10100.0,10100.0,10100.0,12000,2015-07-17
193,10100.0,10100.0,10000.0,10000.0,110670,2015-07-20
194,10100.0,10100.0,10000.0,10000.0,24010,2015-07-21
195,10000.0,10100.0,10000.0,10100.0,54230,2015-07-22
196,10100.0,10100.0,10100.0,10100.0,1150,2015-07-23
197,10100.0,10100.0,10100.0,10100.0,20450,2015-07-24
198,10200.0,10300.0,10200.0,10200.0,183200,2015-07-27
199,10400.0,10400.0,10300.0,10300.0,176880,2015-07-28
200,10300.0,10300.0,10200.0,10300.0,13610,2015-07-29
201,10300.0,10300.0,10300.0,10300.0,12900,2015-07-30
202,10200.0,10300.0,10200.0,10300.0,424180,2015-07-31
203,10000.0,10100.0,10000.0,10100.0,14740,2015-08-03
204,10000.0,10000.0,10000.0,10000.0,15680,2015-08-04
205,10000.0,10000.0,9900.0,10000.0,31500,2015-08-05
206,10000.0,10000.0,10000.0,10000.0,22540,2015-08-06
207,9900.0,10000.0,9900.0,10000.0,13240,2015-08-07
208,9900.0,10200.0,9900.0,10200.0,10030,2015-08-10
209,10100.0,10200.0,10100.0,10200.0,1110210,2015-08-11
210,10200.0,10200.0,10100.0,10100.0,20370,2015-08-12
211,9900.0,9900.0,9800.0,9900.0,10930,2015-08-13
212,9800.0,9900.0,9800.0,9900.0,17690,2015-08-14
213,9900.0,9900.0,9700.0,9700.0,193930,2015-08-17
214,9600.0,9600.0,9600.0,9600.0,334910,2015-08-18
215,9600.0,9600.0,9500.0,9500.0,46350,2015-08-19
216,9500.0,9700.0,9500.0,9500.0,235020,2015-08-20
217,9500.0,9500.0,9200.0,9300.0,502950,2015-08-21
218,9200.0,9200.0,8900.0,8900.0,339950,2015-08-24
219,8800.0,9000.0,8800.0,8900.0,134980,2015-08-25
220,8900.0,9100.0,8900.0,9100.0,69200,2015-08-26
221,9200.0,9300.0,9200.0,9300.0,162420,2015-08-27
222,9300.0,9900.0,9300.0,9900.0,292660,2015-08-28
223,9900.0,9900.0,9400.0,9400.0,34700,2015-08-31
224,9300.0,9400.0,9300.0,9300.0,27030,2015-09-01
225,9100.0,9200.0,9100.0,9100.0,16060,2015-09-03
226,9100.0,9100.0,9100.0,9100.0,22100,2015-09-04
227,9100.0,9100.0,9100.0,9100.0,79750,2015-09-07
228,9100.0,9300.0,9100.0,9300.0,117100,2015-09-08
229,9300.0,9300.0,9200.0,9300.0,22270,2015-09-09
230,9300.0,9300.0,9300.0,9300.0,71900,2015-09-10
231,9300.0,9300.0,9200.0,9200.0,49260,2015-09-11
232,9300.0,9300.0,9300.0,9300.0,10500,2015-09-14
233,9100.0,9100.0,9100.0,9100.0,13480,2015-09-15
234,9200.0,9200.0,9100.0,9100.0,122640,2015-09-16
235,9200.0,9200.0,9200.0,9200.0,67540,2015-09-17
236,9300.0,9300.0,9300.0,9300.0,110810,2015-09-18
237,9300.0,9400.0,9200.0,9400.0,182120,2015-09-21
238,9300.0,9400.0,9300.0,9400.0,144050,2015-09-22
239,9400.0,9400.0,9400.0,9400.0,49040,2015-09-23
240,9400.0,9400.0,9300.0,9300.0,114700,2015-09-24
241,9300.0,9300.0,9300.0,9300.0,40000,2015-09-25
242,9400.0,9400.0,9300.0,9300.0,212410,2015-09-28
243,9200.0,9200.0,9200.0,9200.0,111710,2015-09-29
244,9300.0,9500.0,9200.0,9500.0,15850,2015-09-30
245,9400.0,9400.0,9300.0,9300.0,11300,2015-10-01
246,9200.0,9300.0,9200.0,9300.0,12500,2015-10-02
247,9300.0,9300.0,9200.0,9300.0,18750,2015-10-05
248,9500.0,9500.0,9400.0,9400.0,38110,2015-10-06
249,9500.0,9500.0,9400.0,9400.0,25380,2015-10-07
250,9400.0,9600.0,9400.0,9600.0,11520,2015-10-08
251,9600.0,9600.0,9600.0,9600.0,10400,2015-10-09
252,9600.0,9700.0,9600.0,9700.0,229010,2015-10-12
253,9600.0,9600.0,9600.0,9600.0,342730,2015-10-13
254,9600.0,9600.0,9500.0,9500.0,81620,2015-10-14
255,9600.0,9600.0,9500.0,9500.0,11510,2015-10-15
256,9600.0,9700.0,9600.0,9600.0,13110,2015-10-16
257,9600.0,9700.0,9600.0,9700.0,22060,2015-10-19
258,9700.0,9700.0,9600.0,9600.0,153510,2015-10-20
259,9600.0,9700.0,9600.0,9700.0,110110,2015-10-21
260,9600.0,9700.0,9600.0,9700.0,16570,2015-10-22
261,9700.0,9800.0,9700.0,9800.0,12040,2015-10-23
262,9800.0,9800.0,9800.0,9800.0,616010,2015-10-26
263,9700.0,9800.0,9700.0,9700.0,306360,2015-10-27
264,9700.0,9800.0,9700.0,9700.0,14700,2015-10-28
265,9700.0,9800.0,9700.0,9800.0,660110,2015-10-29
266,9800.0,9800.0,9800.0,9800.0,74890,2015-10-30
267,9800.0,9800.0,9700.0,9700.0,107010,2015-11-02
268,9800.0,9900.0,9800.0,9900.0,4110,2015-11-03
269,9900.0,9900.0,9900.0,9900.0,449250,2015-11-04
270,9900.0,10000.0,9900.0,9900.0,11530,2015-11-05
271,9900.0,10000.0,9900.0,9900.0,32870,2015-11-06
272,9900.0,9900.0,9900.0,9900.0,31000,2015-11-09
273,9800.0,9900.0,9800.0,9900.0,11000,2015-11-10
274,9800.0,9800.0,9800.0,9800.0,9130,2015-11-11
275,9800.0,9800.0,9700.0,9700.0,30300,2015-11-12
276,9800.0,9800.0,9800.0,9800.0,14300,2015-11-13
277,9900.0,9900.0,9900.0,9900.0,9500,2015-11-16
278,9900.0,9900.0,9800.0,9800.0,40960,2015-11-17
279,9800.0,9800.0,9800.0,9800.0,5020,2015-11-18
280,9800.0,9800.0,9700.0,9700.0,11550,2015-11-19
281,9700.0,9800.0,9700.0,9700.0,153560,2015-11-20
282,9800.0,9800.0,9700.0,9700.0,110360,2015-11-23
283,9700.0,9700.0,9500.0,9500.0,169470,2015-11-24
284,9600.0,9700.0,9600.0,9700.0,27120,2015-11-25
285,9700.0,9700.0,9700.0,9700.0,10000,2015-11-26
286,9600.0,9600.0,9400.0,9400.0,12900,2015-11-27
287,9500.0,9500.0,9400.0,9400.0,422840,2015-11-30
288,9400.0,9400.0,9400.0,9400.0,13000,2015-12-01
289,9300.0,9400.0,9300.0,9300.0,303770,2015-12-02
290,9300.0,9400.0,9300.0,9400.0,10030,2015-12-03
291,9300.0,9300.0,9300.0,9300.0,111700,2015-12-04
292,9300.0,9300.0,9300.0,9300.0,136520,2015-12-07
293,9200.0,9300.0,9200.0,9300.0,21990,2015-12-08
294,9400.0,9400.0,9300.0,9300.0,120610,2015-12-09
295,9300.0,9300.0,9200.0,9300.0,65940,2015-12-10
296,9200.0,9200.0,9200.0,9200.0,550000,2015-12-11
297,9200.0,9200.0,9200.0,9200.0,10000,2015-12-14
298,9400.0,9400.0,9400.0,9400.0,10000,2015-12-15
299,9300.0,9400.0,9300.0,9400.0,200420,2015-12-16
300,9400.0,9400.0,9300.0,9400.0,501930,2015-12-17
301,9400.0,9400.0,9400.0,9400.0,10100,2015-12-18
302,9300.0,9300.0,9300.0,9300.0,10010,2015-12-21
303,9200.0,9300.0,9200.0,9300.0,10760,2015-12-22
304,9300.0,9300.0,9200.0,9200.0,208540,2015-12-23
305,9300.0,9300.0,9200.0,9200.0,11700,2015-12-24
