"Date","Price","Open","High","Low","Vol.","Change %"
"06/18/2021","22,995.0","22,972.5","23,015.0","22,949.0","0.02K","0.15%"
"06/17/2021","22,960.0","22,952.0","22,968.0","22,948.5","0.02K","0.06%"
"06/16/2021","22,946.0","22,950.0","22,953.5","22,942.0","0.02K","0.00%"
"06/15/2021","22,947.0","22,951.0","22,956.0","22,946.5","0.01K","0.01%"
"06/14/2021","22,944.0","22,947.5","22,954.0","22,941.0","0.02K","0.00%"
"06/11/2021","22,945.0","22,946.5","22,965.0","22,943.0","0.02K","-0.01%"
"06/10/2021","22,947.0","22,957.5","23,005.0","22,943.0","0.02K","-0.03%"
"06/09/2021","22,955.0","22,955.5","23,010.5","22,955.5","0.02K","0.01%"
"06/08/2021","22,952.0","23,012.0","23,012.5","22,943.5","0.02K","-0.21%"
"06/07/2021","23,000.0","23,051.5","23,055.0","23,005.0","0.02K","-0.19%"
"06/04/2021","23,044.0","23,044.5","23,056.0","23,043.0","0.02K","0.01%"
"06/03/2021","23,041.0","23,042.5","23,053.0","23,042.0","0.01K","0.00%"
"06/02/2021","23,040.0","23,046.0","23,048.0","23,041.5","0.01K","-0.02%"
"06/01/2021","23,044.0","23,046.5","23,062.0","23,042.5","0.02K","0.02%"
"05/31/2021","23,040.0","23,047.5","23,054.0","23,042.5","0.01K","-0.02%"
"05/28/2021","23,045.0","23,049.0","23,057.0","23,043.0","0.02K","0.00%"
"05/27/2021","23,045.0","23,060.5","23,062.0","23,045.0","0.02K","-0.04%"
"05/26/2021","23,055.0","23,054.5","23,062.5","23,050.5","0.02K","-0.02%"
"05/25/2021","23,060.0","23,060.5","23,065.0","23,051.5","0.01K","0.02%"
"05/24/2021","23,056.0","23,054.5","23,060.5","23,047.5","0.01K","0.01%"
"05/21/2021","23,054.0","23,052.5","23,057.5","23,042.0","0.02K","0.04%"
"05/20/2021","23,045.0","23,046.0","23,052.5","23,041.5","0.02K","0.00%"
"05/19/2021","23,045.0","23,043.0","23,051.5","23,042.0","0.02K","0.02%"
"05/18/2021","23,040.0","23,044.5","23,048.0","23,039.0","0.02K","-0.03%"
"05/17/2021","23,046.0","23,052.0","23,054.5","23,041.5","0.02K","-0.01%"
"05/14/2021","23,048.0","23,051.5","23,052.5","23,047.0","0.02K","0.03%"
"05/13/2021","23,040.0","23,062.5","23,070.5","23,045.0","0.02K","-0.06%"
"05/12/2021","23,053.0","23,058.5","23,064.0","23,050.0","0.01K","-0.01%"
"05/11/2021","23,055.0","23,061.0","23,065.0","23,050.0","0.02K","-0.02%"
"05/10/2021","23,060.0","23,059.5","23,066.0","23,049.5","0.02K","0.00%"
"05/07/2021","23,060.0","23,070.5","23,070.5","23,055.5","0.02K","-0.03%"
"05/06/2021","23,067.0","23,066.5","23,071.0","23,047.5","0.01K","0.03%"
"05/05/2021","23,060.0","23,063.5","23,071.0","23,047.5","0.02K","0.04%"
"05/04/2021","23,050.0","23,064.0","23,071.5","23,047.5","0.01K","-0.02%"
"04/29/2021","23,054.0","23,062.5","23,065.0","23,041.0","0.02K","0.03%"
"04/28/2021","23,047.0","23,046.5","23,060.0","23,036.5","0.02K","0.02%"
"04/27/2021","23,042.0","23,048.5","23,058.0","23,040.0","0.02K","0.01%"
"04/26/2021","23,040.0","23,050.5","23,075.0","23,042.5","0.02K","-0.13%"
"04/23/2021","23,070.0","23,071.0","23,075.5","23,057.5","0.02K","0.00%"
"04/22/2021","23,070.0","23,069.0","23,076.0","23,065.0","0.02K","-0.02%"
"04/20/2021","23,074.0","23,077.0","23,080.0","23,068.5","0.02K","0.00%"
"04/19/2021","23,073.0","23,073.5","23,076.5","23,067.0","0.02K","0.03%"
"04/16/2021","23,067.0","23,067.5","23,076.5","23,064.5","0.02K","-0.03%"
"04/15/2021","23,073.0","23,076.0","23,079.0","23,064.5","0.02K","-0.02%"
"04/14/2021","23,078.0","23,077.0","23,081.5","23,066.5","0.02K","0.04%"
"04/13/2021","23,069.0","23,071.0","23,075.5","23,065.5","0.02K","0.01%"
"04/12/2021","23,067.0","23,063.5","23,075.0","23,061.0","0.02K","0.01%"
"04/09/2021","23,065.0","23,075.0","23,086.5","23,064.0","0.02K","-0.09%"
"04/08/2021","23,085.0","23,090.0","23,095.0","23,083.0","0.02K","-0.02%"
"04/07/2021","23,090.0","23,093.0","23,093.5","23,088.0","0.01K","0.00%"
"04/06/2021","23,090.0","23,091.5","23,096.0","23,075.0","0.02K","0.05%"
"04/05/2021","23,079.0","23,079.5","23,083.0","23,069.0","0.01K","0.03%"
"04/02/2021","23,073.0","23,072.0","23,079.5","23,069.0","0.02K","0.03%"
"04/01/2021","23,065.0","23,075.0","23,078.0","23,069.5","0.01K","-0.04%"
"03/31/2021","23,074.0","23,075.0","23,077.5","23,068.5","0.01K","0.02%"
"03/30/2021","23,070.0","23,071.5","23,077.5","23,067.5","0.02K","0.00%"
"03/29/2021","23,070.0","23,090.0","23,092.5","23,069.5","0.02K","-0.06%"
"03/26/2021","23,084.0","23,085.0","23,095.0","23,077.0","0.05K","0.00%"
"03/25/2021","23,084.0","23,080.0","23,092.5","23,072.5","0.02K","0.02%"
"03/24/2021","23,080.0","23,081.5","23,085.5","23,065.0","0.02K","0.04%"
"03/23/2021","23,070.0","23,075.5","23,083.0","23,065.0","0.02K","-0.03%"
"03/22/2021","23,076.0","23,065.0","23,085.0","23,060.0","0.02K","0.01%"
"03/19/2021","23,073.0","23,065.0","23,077.5","23,060.5","0.02K","0.03%"
"03/18/2021","23,065.0","23,061.5","23,070.0","23,054.0","0.02K","0.09%"
"03/17/2021","23,045.0","23,070.0","23,080.5","23,055.0","0.03K","-0.16%"
"03/16/2021","23,082.0","23,076.0","23,083.5","23,064.5","0.09K","0.00%"
"03/15/2021","23,081.0","23,077.0","23,082.0","23,055.0","0.03K","0.11%"
"03/12/2021","23,055.0","23,057.5","23,058.5","23,037.5","0.02K","0.02%"
"03/11/2021","23,051.0","23,052.0","23,059.0","23,032.5","0.02K","0.00%"
"03/10/2021","23,052.0","23,032.5","23,062.5","23,032.5","0.02K","-0.03%"
"03/09/2021","23,060.0","23,032.5","23,062.5","23,030.0","0.02K","0.15%"
"03/08/2021","23,025.0","23,036.5","23,046.0","23,020.5","0.02K","-0.03%"
"03/05/2021","23,033.0","23,025.5","23,040.0","23,016.5","0.02K","0.06%"
"03/04/2021","23,019.0","23,020.5","23,030.5","23,015.0","0.02K","0.00%"
"03/03/2021","23,020.0","23,027.5","23,035.0","23,021.0","0.02K","-0.01%"
"03/02/2021","23,022.0","23,027.5","23,035.0","23,022.0","0.02K","0.01%"
"03/01/2021","23,020.0","23,015.0","23,040.0","23,015.0","0.02K","0.02%"
"02/26/2021","23,015.0","23,022.5","23,027.5","23,007.5","0.02K","-0.04%"
"02/25/2021","23,025.0","23,030.0","23,030.0","23,015.0","0.02K","0.02%"
"02/24/2021","23,020.0","23,024.0","23,030.0","23,019.5","0.02K","-0.02%"
"02/23/2021","23,025.0","23,025.0","23,030.0","23,019.5","0.02K","0.02%"
"02/22/2021","23,020.0","23,023.5","23,029.0","23,015.0","0.02K","0.01%"
"02/19/2021","23,018.0","23,017.5","23,024.0","22,987.5","0.02K","0.01%"
"02/18/2021","23,015.0","23,010.0","23,057.5","23,002.5","0.02K","0.02%"
"02/17/2021","23,010.0","22,987.5","23,024.0","22,987.5","0.01K","0.00%"
"02/09/2021","23,010.0","22,952.5","23,015.0","22,952.5","0.02K","0.17%"
"02/08/2021","22,970.0","22,977.0","23,033.5","22,965.0","0.01K","-0.13%"
"02/05/2021","23,000.0","23,017.5","23,025.0","22,997.0","0.02K","-0.07%"
"02/04/2021","23,015.0","23,025.5","23,030.0","23,019.0","0.02K","-0.02%"
"02/03/2021","23,020.0","23,065.5","23,065.5","23,018.0","0.02K","-0.03%"
"02/02/2021","23,027.0","23,065.5","23,065.5","23,016.0","0.02K","-0.08%"
"02/01/2021","23,045.0","23,037.5","23,052.5","23,033.5","0.01K","-0.01%"
"01/29/2021","23,048.0","23,072.5","23,072.5","23,042.5","0.02K","-0.05%"
"01/28/2021","23,059.0","23,070.0","23,075.0","23,056.0","0.01K","-0.04%"
"01/27/2021","23,069.0","23,072.5","23,075.0","23,064.5","0.01K","0.00%"
"01/26/2021","23,069.0","23,072.5","23,075.0","23,064.5","0.02K","0.04%"
"01/25/2021","23,060.0","23,070.0","23,077.5","23,065.0","0.01K","-0.04%"
"01/22/2021","23,070.0","23,072.5","23,081.5","23,041.0","0.09K","0.04%"
"01/21/2021","23,060.0","23,075.5","23,077.5","23,067.0","0.02K","-0.05%"
"01/20/2021","23,072.0","23,087.5","23,090.0","23,066.0","0.02K","0.01%"
"01/19/2021","23,069.0","23,070.5","23,075.0","23,065.0","0.02K","0.00%"
"01/18/2021","23,069.0","23,100.0","23,100.0","23,063.5","0.02K","0.02%"
"01/15/2021","23,065.0","23,067.0","23,075.0","23,058.5","0.02K","0.00%"
"01/14/2021","23,064.0","23,069.0","23,070.5","23,062.5","0.01K","0.00%"
"01/13/2021","23,064.0","23,072.5","23,072.5","23,057.0","0.01K","0.00%"
"01/12/2021","23,065.0","23,071.0","23,072.5","23,062.5","0.01K","0.07%"
"01/11/2021","23,050.0","23,070.0","23,080.0","23,057.5","0.01K","-0.07%"
"01/08/2021","23,066.0","23,079.0","23,084.0","23,063.5","0.02K","-0.05%"
"01/07/2021","23,078.0","23,092.0","23,130.0","23,075.0","0.02K","-0.05%"
"01/06/2021","23,090.0","23,091.5","23,098.0","23,086.5","0.02K","0.04%"
"01/05/2021","23,080.0","23,099.0","23,125.5","23,080.0","0.02K","0.04%"
"01/04/2021","23,070.0","23,100.0","23,100.0","23,077.0","","-0.04%"
"01/01/2021","23,080.0","23,080.0","23,080.0","23,080.0","","0.04%"
"12/31/2020","23,070.0","23,091.5","23,111.0","23,077.5","0.02K","-0.08%"
"12/30/2020","23,088.0","23,090.5","23,135.0","23,075.0","0.02K","-0.14%"
"12/29/2020","23,120.0","23,124.0","23,135.0","23,121.5","0.02K","-0.02%"
"12/28/2020","23,125.0","23,125.0","23,149.5","23,124.0","0.01K","-0.02%"
"12/25/2020","23,130.0","23,127.0","23,154.5","23,124.5","0.02K","0.02%"
"12/24/2020","23,125.0","23,129.0","23,140.5","23,127.0","0.02K","-0.02%"
"12/23/2020","23,130.0","23,126.0","23,140.0","23,123.5","0.02K","0.01%"
"12/22/2020","23,127.0","23,130.0","23,137.0","23,124.0","0.01K","0.03%"
"12/21/2020","23,120.0","23,125.0","23,132.5","23,122.5","0.01K","-0.02%"
"12/18/2020","23,124.0","23,125.0","23,132.0","23,120.0","0.01K","0.02%"
"12/17/2020","23,120.0","23,124.0","23,135.5","23,119.5","0.02K","-0.03%"
"12/16/2020","23,126.0","23,126.0","23,136.0","23,125.8","0.02K","0.00%"
"12/15/2020","23,126.0","23,152.5","23,153.5","23,126.0","0.02K","0.00%"
"12/14/2020","23,126.0","23,178.5","23,178.5","23,126.0","0.02K","-0.01%"
"12/11/2020","23,128.0","23,178.5","23,178.5","23,127.0","0.02K","0.00%"
"12/10/2020","23,128.0","23,130.0","23,137.5","23,127.0","0.02K","0.00%"
"12/09/2020","23,128.0","23,131.5","23,137.5","23,127.0","0.01K","0.00%"
"12/08/2020","23,128.0","23,129.5","23,137.5","23,127.0","0.01K","0.00%"
"12/07/2020","23,127.0","23,130.0","23,137.5","23,126.5","0.01K","-0.01%"
"12/04/2020","23,130.0","23,131.0","23,137.5","23,128.0","0.01K","0.02%"
"12/03/2020","23,125.0","23,129.0","23,137.5","23,119.5","0.01K","-0.02%"
"12/02/2020","23,129.0","23,130.0","23,141.0","23,123.0","0.06K","0.00%"
"12/01/2020","23,129.0","23,132.0","23,142.5","23,125.0","0.14K","-0.05%"
"11/30/2020","23,140.0","23,178.5","23,178.5","23,132.5","0.02K","-0.09%"
"11/27/2020","23,160.0","23,161.5","23,182.5","23,155.0","0.01K","-0.02%"
"11/26/2020","23,164.0","23,165.5","23,167.0","23,157.5","0.02K","0.02%"
"11/25/2020","23,160.0","23,165.0","23,167.5","23,151.5","0.02K","0.04%"
"11/24/2020","23,151.0","23,151.0","23,180.0","23,151.0","0.02K","-0.11%"
"11/23/2020","23,177.0","23,169.0","23,186.0","23,168.5","0.02K","0.00%"
"11/20/2020","23,176.0","23,181.0","23,186.0","23,173.5","0.02K","0.00%"
"11/19/2020","23,176.0","23,177.0","23,183.0","23,171.0","0.02K","0.07%"
"11/18/2020","23,160.0","23,172.5","23,183.0","23,163.0","0.02K","-0.01%"
"11/17/2020","23,163.0","23,167.0","23,183.0","23,162.5","0.01K","-0.05%"
"11/16/2020","23,175.0","23,176.0","23,183.0","23,173.0","0.02K","0.00%"
"11/13/2020","23,175.0","23,176.0","23,185.0","23,172.5","0.02K","0.00%"
"11/12/2020","23,175.0","23,175.0","23,176.0","23,174.5","0.01K","0.00%"
"11/11/2020","23,175.0","23,174.5","23,182.5","23,172.5","0.02K","0.01%"
"11/10/2020","23,173.0","23,176.0","23,182.5","23,172.5","0.02K","0.01%"
"11/09/2020","23,170.0","23,175.0","23,182.5","23,172.5","0.02K","-0.03%"
"11/06/2020","23,176.0","23,174.0","23,185.0","23,172.5","0.02K","0.00%"
"11/05/2020","23,175.0","23,176.5","23,183.0","23,173.0","0.01K","0.00%"
"11/04/2020","23,176.0","23,177.0","23,178.5","23,176.0","0.01K","0.00%"
"11/03/2020","23,176.0","23,178.0","23,188.0","23,172.0","0.03K","0.00%"
"11/02/2020","23,177.0","23,178.5","23,183.5","23,173.5","0.02K","-0.01%"
"10/30/2020","23,180.0","23,176.0","23,185.5","23,173.5","0.02K","0.04%"
"10/29/2020","23,170.0","23,179.5","23,186.0","23,175.0","0.02K","-0.03%"
"10/28/2020","23,176.0","23,176.5","23,183.5","23,173.0","0.02K","0.00%"
"10/27/2020","23,175.0","23,175.5","23,183.0","23,173.0","0.02K","0.00%"
"10/26/2020","23,175.0","23,178.5","23,183.5","23,172.5","0.02K","0.00%"
"10/23/2020","23,176.0","23,177.0","23,185.0","23,173.5","0.01K","0.00%"
"10/22/2020","23,176.0","23,180.0","23,180.0","23,176.0","0.01K","0.00%"
"10/21/2020","23,177.0","23,178.0","23,182.0","23,178.0","0.01K","-0.01%"
"10/20/2020","23,179.0","23,178.5","23,184.5","23,174.0","0.02K","0.02%"
"10/19/2020","23,175.0","23,181.0","23,183.5","23,173.0","0.02K","0.00%"
"10/16/2020","23,175.0","23,182.5","23,185.0","23,173.0","0.01K","0.02%"
"10/15/2020","23,170.0","23,176.0","23,183.5","23,173.0","0.02K","-0.02%"
"10/14/2020","23,175.0","23,176.0","23,183.5","23,173.0","0.02K","-0.01%"
"10/13/2020","23,177.0","23,178.0","23,185.5","23,174.0","0.01K","0.00%"
"10/12/2020","23,178.0","23,183.5","23,207.5","23,174.0","0.03K","-0.01%"
"10/09/2020","23,180.0","23,184.0","23,207.5","23,181.5","0.02K","-0.05%"
"10/08/2020","23,191.0","23,194.5","23,207.5","23,190.0","0.04K","-0.06%"
"10/07/2020","23,205.0","23,204.0","23,209.0","23,192.0","0.02K","0.00%"
"10/06/2020","23,205.0","23,207.0","23,209.5","23,191.0","0.02K","0.01%"
"10/05/2020","23,203.0","23,185.5","23,206.5","23,173.0","0.02K","0.05%"
"10/02/2020","23,191.0","23,180.0","23,195.0","23,173.0","0.02K","0.01%"
"10/01/2020","23,188.0","23,184.0","23,191.5","23,175.0","0.02K","0.03%"
"09/30/2020","23,181.0","23,182.5","23,187.0","23,173.0","0.02K","-0.04%"
"09/29/2020","23,190.0","23,189.0","23,191.0","23,176.0","0.02K","0.01%"
"09/28/2020","23,188.0","23,192.5","23,195.5","23,172.5","0.02K","-0.01%"
"09/25/2020","23,191.0","23,197.5","23,197.5","23,177.5","0.02K","0.03%"
"09/24/2020","23,184.0","23,180.0","23,187.5","23,173.0","0.02K","0.00%"
"09/23/2020","23,185.0","23,175.0","23,187.5","23,173.0","0.02K","0.03%"
"09/22/2020","23,177.0","23,179.0","23,184.5","23,173.0","0.02K","0.00%"
"09/21/2020","23,178.0","23,180.0","23,186.0","23,173.0","0.04K","0.03%"
"09/18/2020","23,170.0","23,180.0","23,185.0","23,173.0","0.01K","0.00%"
"09/17/2020","23,170.0","23,175.5","23,183.5","23,173.0","0.02K","-0.03%"
"09/16/2020","23,178.0","23,177.5","23,184.0","23,173.0","0.02K","0.01%"
"09/15/2020","23,175.0","23,177.0","23,178.0","23,175.0","0.02K","0.00%"
"09/14/2020","23,175.0","23,182.0","23,185.5","23,172.5","0.02K","0.00%"
"09/11/2020","23,174.0","23,180.0","23,183.0","23,172.5","0.02K","0.01%"
"09/10/2020","23,172.5","23,176.0","23,185.0","23,173.0","0.02K","-0.01%"
"09/09/2020","23,175.0","23,182.0","23,187.5","23,173.0","0.02K","0.00%"
"09/08/2020","23,176.0","23,178.5","23,184.0","23,173.0","0.02K","0.01%"
"09/07/2020","23,174.0","23,180.0","23,184.0","23,172.5","0.02K","-0.02%"
"09/04/2020","23,178.0","23,175.0","23,184.0","23,171.0","0.02K","0.02%"
"09/03/2020","23,174.0","23,174.0","23,177.0","23,171.0","0.02K","0.00%"
"09/01/2020","23,174.0","23,174.5","23,182.0","23,172.0","0.02K","0.00%"
"08/31/2020","23,174.0","23,175.0","23,182.0","23,171.0","0.02K","0.00%"
"08/28/2020","23,174.0","23,175.0","23,182.5","23,171.0","0.01K","0.00%"
