date,symbol,price
2000-07-28,^VNINDEX,100
2000-07-31,^VNINDEX,101.55
2000-08-02,^VNINDEX,103.38
2000-08-04,^VNINDEX,105.2
2000-08-07,^VNINDEX,106.92
2000-08-09,^VNINDEX,108.64
2000-08-11,^VNINDEX,110.36
2000-08-14,^VNINDEX,112.08
2000-08-16,^VNINDEX,113.8
2000-08-18,^VNINDEX,115.52
2000-08-21,^VNINDEX,117.24
2000-08-23,^VNINDEX,118.96
2000-08-25,^VNINDEX,118.84
2000-08-28,^VNINDEX,117
2000-08-30,^VNINDEX,115.15
2000-09-01,^VNINDEX,113.37
2000-09-06,^VNINDEX,112.51
2000-09-08,^VNINDEX,112.39
2000-09-11,^VNINDEX,114.11
2000-09-13,^VNINDEX,116.08
2000-09-15,^VNINDEX,118.04
2000-09-18,^VNINDEX,118.19
2000-09-20,^VNINDEX,118.21
2000-09-22,^VNINDEX,118.76
2000-09-25,^VNINDEX,118.98
2000-09-27,^VNINDEX,119.69
2000-09-29,^VNINDEX,120.71
2000-10-02,^VNINDEX,120.92
2000-10-04,^VNINDEX,121.14
2000-10-06,^VNINDEX,122.21
2000-10-09,^VNINDEX,124.33
2000-10-11,^VNINDEX,126.45
2000-10-13,^VNINDEX,128.57
2000-10-16,^VNINDEX,130.71
2000-10-18,^VNINDEX,132.85
2000-10-20,^VNINDEX,135.04
2000-10-23,^VNINDEX,136.55
2000-10-25,^VNINDEX,137.08
2000-10-27,^VNINDEX,139.57
2000-10-30,^VNINDEX,140.84
2000-11-01,^VNINDEX,143.33
2000-11-03,^VNINDEX,145.83
2000-11-06,^VNINDEX,148.57
2000-11-08,^VNINDEX,151.32
2000-11-10,^VNINDEX,154.08
2000-11-13,^VNINDEX,156.84
2000-11-15,^VNINDEX,159.6
2000-11-17,^VNINDEX,162.36
2000-11-20,^VNINDEX,165.7
2000-11-22,^VNINDEX,165.52
2000-11-24,^VNINDEX,166.17
2000-11-27,^VNINDEX,165.6
2000-11-29,^VNINDEX,168.73
2000-12-01,^VNINDEX,171.87
2000-12-04,^VNINDEX,175
2000-12-06,^VNINDEX,178.13
2000-12-08,^VNINDEX,181.26
2000-12-11,^VNINDEX,189.94
2000-12-13,^VNINDEX,184.48
2000-12-15,^VNINDEX,187.62
2000-12-18,^VNINDEX,191.11
2000-12-20,^VNINDEX,194.85
2000-12-22,^VNINDEX,198.58
2000-12-25,^VNINDEX,202.32
2000-12-27,^VNINDEX,203.09
2000-12-29,^VNINDEX,206.83
2001-01-03,^VNINDEX,210.56
2001-01-05,^VNINDEX,214.32
2001-01-08,^VNINDEX,218.12
2001-01-10,^VNINDEX,222.15
2001-01-12,^VNINDEX,225.67
2001-01-15,^VNINDEX,228.35
2001-01-17,^VNINDEX,232.68
2001-01-19,^VNINDEX,236.97
