date,symbol,price
2020-03-19,FUESSVFL,10.6
2020-03-20,FUESSVFL,11.34
2020-03-23,FUESSVFL,11.2
2020-03-24,FUESSVFL,10.42
2020-03-25,FUESSVFL,9.7
2020-03-26,FUESSVFL,9.7
2020-03-27,FUESSVFL,9.7
2020-03-30,FUESSVFL,9.65
2020-03-31,FUESSVFL,8.98
2020-04-01,FUESSVFL,8.36
2020-04-03,FUESSVFL,7.78
2020-04-06,FUESSVFL,7.81
2020-04-07,FUESSVFL,7.77
2020-04-08,FUESSVFL,7.79
2020-04-09,FUESSVFL,7.93
2020-04-10,FUESSVFL,7.92
2020-04-13,FUESSVFL,8.08
2020-04-14,FUESSVFL,7.96
2020-04-15,FUESSVFL,8.24
2020-04-16,FUESSVFL,8.22
2020-04-17,FUESSVFL,8.41
2020-04-20,FUESSVFL,8.37
2020-04-21,FUESSVFL,7.94
2020-04-22,FUESSVFL,8.07
2020-04-23,FUESSVFL,8.07
2020-04-24,FUESSVFL,7.93
2020-04-27,FUESSVFL,8.06
2020-04-28,FUESSVFL,7.97
2020-04-29,FUESSVFL,8
2020-05-04,FUESSVFL,7.93
2020-05-05,FUESSVFL,8.04
2020-05-06,FUESSVFL,8.09
2020-05-07,FUESSVFL,8.2
2020-05-08,FUESSVFL,8.57
2020-05-11,FUESSVFL,8.86
2020-05-12,FUESSVFL,8.89
2020-05-13,FUESSVFL,9
2020-05-14,FUESSVFL,9.01
2020-05-15,FUESSVFL,8.86
2020-05-18,FUESSVFL,9.05
2020-05-19,FUESSVFL,9.24
2020-05-20,FUESSVFL,9.18
2020-05-21,FUESSVFL,9.27
2020-05-22,FUESSVFL,9.32
2020-05-25,FUESSVFL,9.31
2020-05-26,FUESSVFL,9.36
2020-05-27,FUESSVFL,9.39
2020-05-28,FUESSVFL,9.3
2020-05-29,FUESSVFL,9.28
2020-06-01,FUESSVFL,9.58
2020-06-02,FUESSVFL,9.65
2020-06-03,FUESSVFL,9.74
2020-06-04,FUESSVFL,9.8
2020-06-05,FUESSVFL,9.71
2020-06-08,FUESSVFL,9.89
2020-06-09,FUESSVFL,9.85
2020-06-10,FUESSVFL,9.5
2020-06-11,FUESSVFL,9.7
2020-06-12,FUESSVFL,9.56
2020-06-15,FUESSVFL,9.35
2020-06-16,FUESSVFL,9.45
2020-06-17,FUESSVFL,9.37
2020-06-18,FUESSVFL,9.41
2020-06-19,FUESSVFL,9.45
2020-06-22,FUESSVFL,9.55
2020-06-23,FUESSVFL,9.5
2020-06-24,FUESSVFL,9.4
2020-06-25,FUESSVFL,9.3
2020-06-26,FUESSVFL,9.25
2020-06-29,FUESSVFL,9.01
2020-06-30,FUESSVFL,8.95
2020-07-01,FUESSVFL,9.08
2020-07-02,FUESSVFL,9.06
2020-07-03,FUESSVFL,9.08
2020-07-06,FUESSVFL,9.27
2020-07-07,FUESSVFL,9.32
2020-07-08,FUESSVFL,9.28
2020-07-09,FUESSVFL,9.5
2020-07-10,FUESSVFL,9.44
2020-07-13,FUESSVFL,9.42
2020-07-14,FUESSVFL,9.42
2020-07-15,FUESSVFL,9.47
2020-07-16,FUESSVFL,9.47
2020-07-17,FUESSVFL,9.5
