date,symbol,price
2020-07-22,FUEVN100,13.41
2020-07-23,FUEVN100,12.5
2020-07-24,FUEVN100,13.37
2020-07-27,FUEVN100,12.44
2020-07-28,FUEVN100,11.57
2020-07-29,FUEVN100,10.77
2020-07-30,FUEVN100,10.02
2020-07-31,FUEVN100,9.6
2020-08-03,FUEVN100,9.84
2020-08-04,FUEVN100,9.98
2020-08-05,FUEVN100,10.13
2020-08-06,FUEVN100,10.1
2020-08-07,FUEVN100,10.18
2020-08-10,FUEVN100,10.28
2020-08-11,FUEVN100,10.21
2020-08-12,FUEVN100,10.25
2020-08-13,FUEVN100,10.45
2020-08-14,FUEVN100,10.32
2020-08-17,FUEVN100,10.23
2020-08-18,FUEVN100,10.25
2020-08-19,FUEVN100,10.32
2020-08-20,FUEVN100,10.32
2020-08-21,FUEVN100,10.35
2020-08-24,FUEVN100,10.35
2020-08-25,FUEVN100,10.64
2020-08-26,FUEVN100,10.85
2020-08-27,FUEVN100,10.75
2020-08-28,FUEVN100,10.6
2020-08-31,FUEVN100,10.85
2020-09-01,FUEVN100,10.75
2020-09-03,FUEVN100,10.99
2020-09-04,FUEVN100,10.95
2020-09-07,FUEVN100,11
2020-09-08,FUEVN100,11
2020-09-09,FUEVN100,11
2020-09-10,FUEVN100,10.9
2020-09-11,FUEVN100,10.8
2020-09-14,FUEVN100,10.8
2020-09-15,FUEVN100,10.85
2020-09-16,FUEVN100,10.9
2020-09-17,FUEVN100,10.94
2020-09-18,FUEVN100,11.07
2020-09-21,FUEVN100,11.08
2020-09-22,FUEVN100,11.08
2020-09-23,FUEVN100,11.16
2020-09-24,FUEVN100,11.13
2020-09-25,FUEVN100,11.14
2020-09-28,FUEVN100,11.25
2020-09-29,FUEVN100,11.6
2020-09-30,FUEVN100,12
2020-10-01,FUEVN100,11.24
2020-10-02,FUEVN100,12.02
2020-10-05,FUEVN100,12.01
2020-10-06,FUEVN100,12.01
2020-10-07,FUEVN100,11.35
2020-10-08,FUEVN100,11.3
2020-10-09,FUEVN100,11.39
2020-10-12,FUEVN100,11.44
2020-10-13,FUEVN100,11.44
2020-10-14,FUEVN100,11.9
2020-10-15,FUEVN100,11.8
2020-10-16,FUEVN100,11.7
2020-10-19,FUEVN100,12.15
2020-10-20,FUEVN100,11.68
2020-10-21,FUEVN100,11.76
2020-10-22,FUEVN100,12.15
2020-10-23,FUEVN100,12
2020-10-26,FUEVN100,12.13
2020-10-27,FUEVN100,11.87
2020-10-28,FUEVN100,11.87
2020-10-29,FUEVN100,11.87
2020-10-30,FUEVN100,11.87
2020-11-02,FUEVN100,11.56
2020-11-03,FUEVN100,11.66
2020-11-04,FUEVN100,11.73
2020-11-05,FUEVN100,11.73
2020-11-06,FUEVN100,11.65
2020-11-09,FUEVN100,11.78
2020-11-10,FUEVN100,11.9
2020-11-11,FUEVN100,11.91
2020-11-12,FUEVN100,11.96
2020-11-13,FUEVN100,12.08
2020-11-16,FUEVN100,12.01
2020-11-17,FUEVN100,12.04
2020-11-18,FUEVN100,12
2020-11-19,FUEVN100,12.15
2020-11-20,FUEVN100,12.46
2020-11-23,FUEVN100,12.49
2020-11-24,FUEVN100,12.49
2020-11-25,FUEVN100,12.49
2020-11-26,FUEVN100,12.5
2020-11-27,FUEVN100,12.6
2020-11-30,FUEVN100,12.6
2020-12-01,FUEVN100,12.6
2020-12-02,FUEVN100,12.63
2020-12-03,FUEVN100,12.8
2020-12-04,FUEVN100,12.7
2020-12-07,FUEVN100,12.73
2020-12-08,FUEVN100,12.86
2020-12-09,FUEVN100,13
2020-12-10,FUEVN100,13
2020-12-11,FUEVN100,13.1
2020-12-14,FUEVN100,13.2
2020-12-15,FUEVN100,13.13
2020-12-16,FUEVN100,13.25
2020-12-17,FUEVN100,13.18
2020-12-18,FUEVN100,13.33
2020-12-21,FUEVN100,13.6
2020-12-22,FUEVN100,13.5
2020-12-23,FUEVN100,13.52
2020-12-24,FUEVN100,13.9
2020-12-25,FUEVN100,13.85
2020-12-28,FUEVN100,13.6
2020-12-29,FUEVN100,13.78
2020-12-30,FUEVN100,13.78
2020-12-31,FUEVN100,13.95
2021-01-04,FUEVN100,14.15
2021-01-05,FUEVN100,14.34
2021-01-06,FUEVN100,14.7
2021-01-07,FUEVN100,14.73
2021-01-08,FUEVN100,14.83
2021-01-11,FUEVN100,14.7
2021-01-12,FUEVN100,15.45
2021-01-13,FUEVN100,14.99
2021-01-14,FUEVN100,16
2021-01-15,FUEVN100,15.32
2021-01-18,FUEVN100,15.8
2021-01-19,FUEVN100,14.89
2021-01-20,FUEVN100,14.31
2021-01-21,FUEVN100,14.63
2021-01-22,FUEVN100,14.88
2021-01-25,FUEVN100,15.07
2021-01-26,FUEVN100,14.73
2021-01-27,FUEVN100,14.27
2021-01-28,FUEVN100,13.46
2021-01-29,FUEVN100,13.59
2021-02-01,FUEVN100,13.59
2021-02-02,FUEVN100,13.36
2021-02-03,FUEVN100,14.48
2021-02-04,FUEVN100,14.48
2021-02-05,FUEVN100,14.62
2021-02-08,FUEVN100,14.7
2021-02-09,FUEVN100,14.13
2021-02-17,FUEVN100,14.95
2021-02-18,FUEVN100,15.02
2021-02-19,FUEVN100,15.64
2021-02-22,FUEVN100,15.28
2021-02-23,FUEVN100,15.35
2021-02-24,FUEVN100,15.3
2021-02-25,FUEVN100,15.1
2021-02-26,FUEVN100,15.18
2021-03-01,FUEVN100,15.54
2021-03-02,FUEVN100,15.4
2021-03-03,FUEVN100,15.54
2021-03-04,FUEVN100,15.45
2021-03-05,FUEVN100,15.11
2021-03-08,FUEVN100,15.16
2021-03-09,FUEVN100,14.99
2021-03-10,FUEVN100,15.08
2021-03-11,FUEVN100,15.38
2021-03-12,FUEVN100,15.39
2021-03-15,FUEVN100,15.4
2021-03-16,FUEVN100,15.33
2021-03-17,FUEVN100,15.38
2021-03-18,FUEVN100,15.57
2021-03-19,FUEVN100,15.61
2021-03-22,FUEVN100,15.61
2021-03-23,FUEVN100,15.43
2021-03-24,FUEVN100,15.1
2021-03-25,FUEVN100,15.13
2021-03-26,FUEVN100,15.04
2021-03-29,FUEVN100,15.18
2021-03-30,FUEVN100,15.53
2021-03-31,FUEVN100,15.57
2021-04-01,FUEVN100,15.92
2021-04-02,FUEVN100,16
2021-04-05,FUEVN100,16
2021-04-06,FUEVN100,16.26
2021-04-07,FUEVN100,16.29
2021-04-08,FUEVN100,16.27
2021-04-09,FUEVN100,16.15
2021-04-12,FUEVN100,16.28
2021-04-13,FUEVN100,16.81
2021-04-14,FUEVN100,16.5
2021-04-15,FUEVN100,16.7
2021-04-16,FUEVN100,16.56
2021-04-19,FUEVN100,16.56
2021-04-20,FUEVN100,17
2021-04-22,FUEVN100,16.86
2021-04-23,FUEVN100,16.36
2021-04-26,FUEVN100,16.36
2021-04-27,FUEVN100,16.38
2021-04-28,FUEVN100,16.51
2021-04-29,FUEVN100,16.51
2021-05-04,FUEVN100,16.9
2021-05-05,FUEVN100,17.1
2021-05-06,FUEVN100,17.07
2021-05-07,FUEVN100,17.01
2021-05-10,FUEVN100,17.19
2021-05-11,FUEVN100,17.29
2021-05-12,FUEVN100,17.26
2021-05-13,FUEVN100,17.4
2021-05-14,FUEVN100,17.38
2021-05-17,FUEVN100,17.33
2021-05-18,FUEVN100,17.33
2021-05-19,FUEVN100,17.57
2021-05-20,FUEVN100,17.73
2021-05-21,FUEVN100,17.85
2021-05-24,FUEVN100,17.93
2021-05-25,FUEVN100,18.05
2021-05-26,FUEVN100,18.17
2021-05-27,FUEVN100,17.95
2021-05-28,FUEVN100,18.29
2021-05-31,FUEVN100,18.29
2021-06-01,FUEVN100,18.55
2021-06-02,FUEVN100,18.75
2021-06-03,FUEVN100,18.71
2021-06-04,FUEVN100,18.95
2021-06-07,FUEVN100,18.62
2021-06-08,FUEVN100,18.76
2021-06-09,FUEVN100,18.56
2021-06-10,FUEVN100,18.33
2021-06-11,FUEVN100,18.6
2021-06-14,FUEVN100,18.8
2021-06-15,FUEVN100,18.79
2021-06-16,FUEVN100,18.57
2021-06-17,FUEVN100,18.28
2021-06-18,FUEVN100,18.68
2021-06-21,FUEVN100,18.7
2021-06-22,FUEVN100,18.72
2021-06-23,FUEVN100,18.69
2021-06-24,FUEVN100,18.74
2021-06-25,FUEVN100,18.74
2021-06-28,FUEVN100,19.02
2021-06-29,FUEVN100,19.15
2021-06-30,FUEVN100,19.4
2021-07-01,FUEVN100,19.28
