date,BITCOIN,E1VFVN30,TCBF
2017-08-30,104159860.35,12460,11439
2017-08-31,107817896.35,12630,11447
2017-09-01,112467812.69999999,12690,11447
2017-09-02,105694272.69999999,12690,11447
2017-09-03,105150116.5,12690,11447
2017-09-04,102245222.5,12690,11447
2017-09-05,100744303.53500001,12730,11463
2017-09-06,104902690.5,12750,11463
2017-09-07,105084490.5,12820,11473
2017-09-08,98858100,12800,11473
2017-09-09,98502665.36,12800,11473
2017-09-10,96616407.36,12800,11473
2017-09-11,95667558.4,12820,11473
2017-09-12,94638717.00000001,12810,11470
2017-09-13,87612147,12820,11470
2017-09-14,73865340,13040,11474
2017-09-15,84991954.5,13020,11474
2017-09-16,84684939.75,13020,11474
2017-09-17,84536318.25,13020,11474
2017-09-18,93172500,13060,11474
2017-09-19,88857249.75,13120,11496
2017-09-20,88002243.65,13040,11496
2017-09-21,82207005.75,12960,11502
2017-09-22,82242002.25,12950,11502
2017-09-23,86067074.25,12950,11502
2017-09-24,83378252.25,12950,11502
2017-09-25,89116198.30000001,13000,11502
2017-09-26,88308095.7,13000,11510
2017-09-27,95466000,12950,11510
2017-09-28,95204569.5,13060,11513
2017-09-29,94488382.69999999,13000,11513
2017-09-30,98625470,13000,11513
2017-10-01,99894031.30000001,13000,11513
2017-10-02,99835316.525,12960,11513
2017-10-03,97899072.75,12900,11508
2017-10-04,95782239,13050,11508
2017-10-05,98172909,13110,11505
2017-10-06,99148947.75,13150,11505
2017-10-07,100558125,13150,11505
2017-10-08,104614310.25,13150,11505
2017-10-09,108390408.525,13200,11505
2017-10-10,107967500,13250,11521
2017-10-11,109391757.81,13310,11521
2017-10-12,123596800,13400,11530
2017-10-13,127795456,13420,11530
2017-10-14,132210633.60000001,13420,11530
2017-10-15,129360864,13420,11530
2017-10-16,130736940.74999999,13420,11530
2017-10-17,127087289,13460,11547
2017-10-18,126648489.58,13460,11547
2017-10-19,129609367.22500001,13480,11539
2017-10-20,136063368.35,13400,11539
2017-10-21,136875781.91,13400,11539
2017-10-22,136425728.425,13400,11539
2017-10-23,134204763.765,13350,11539
2017-10-24,125535006.885,13410,11561
2017-10-25,130440818.25,13560,11561
2017-10-26,133886837.25,13520,11562
2017-10-27,131263800,13720,11562
2017-10-28,130628147.10000001,13720,11562
2017-10-29,139439627.1,13720,11562
2017-10-30,139079673.6,13840,11562
2017-10-31,146366177.1,13780,11573
2017-11-01,154081342.815,13750,11573
2017-11-02,159895545.75,13710,11564
2017-11-03,162848852.125,13710,11564
2017-11-04,168357541.875,13710,11564
2017-11-05,167890800,13710,11564
2017-11-06,158318098.4,13860,11564
2017-11-07,161870710.505,13960,11590
2017-11-08,169597371.6,14130,11590
2017-11-09,162530650,14020,11583
2017-11-10,149400771.87,14150,11583
2017-11-11,144155770.45,14150,11583
2017-11-12,133699610.72500001,14150,11583
2017-11-13,148413268.025,14220,11583
2017-11-14,150032575,14330,11634
2017-11-15,165654034,14570,11634
2017-11-16,178020854.82999998,14610,11613
2017-11-17,175220350.875,14650,11613
2017-11-18,176635339.625,14650,11613
2017-11-19,182422711.75,14650,11613
2017-11-20,187493987.1,14820,11613
2017-11-21,184155390,15060,11620
2017-11-22,187460625,15250,11620
2017-11-23,182528188.9,15300,11632
2017-11-24,186686102.25,15310,11632
2017-11-25,199877737.5,15310,11632
2017-11-26,213640224.75,15310,11632
2017-11-27,221945091.2,15300,11632
2017-11-28,225991535,15340,11639
2017-11-29,225745465.6,15490,11639
2017-11-30,224971402.5,15640,11650
2017-12-01,246881241,15730,11650
2017-12-02,248253076,15730,11650
2017-12-03,256424125,15730,11650
2017-12-04,264487183.70999998,15990,11650
2017-12-05,266182320.25,15650,11669
2017-12-06,320054350,15280,11669
2017-12-07,394987992.135,15420,11684
2017-12-08,371703434.815,15430,11684
2017-12-09,347697300.78999996,15430,11684
2017-12-10,347243772.105,15430,11684
2017-12-11,383475609.59999996,15330,11684
2017-12-12,402713080.62,15280,11707
2017-12-13,379079456.735,15130,11707
2017-12-14,380471252.7,15360,11711
2017-12-15,402889542.37499994,15430,11711
2017-12-16,446300852.12499994,15430,11711
2017-12-17,440145310.37500006,15430,11711
2017-12-18,432461592.645,15710,11711
2017-12-19,405179993.855,15740,11718
2017-12-20,374685614.125,15740,11718
2017-12-21,357961142,15710,11733
2017-12-22,322771781.695,15650,11733
2017-12-23,342426227.515,15650,11733
2017-12-24,323030034.19,15650,11733
2017-12-25,321859837.78,15730,11733
2017-12-26,358492453.2,15850,11728
2017-12-27,348994070.34,15860,11728
2017-12-28,328166952.105,16040,11765
2017-12-29,330772285.5,16180,11765
2017-12-30,291596172.9,16180,11765
2017-12-31,314831682.29999995,16180,11765
2018-01-01,306131027.1,16180,11765
2018-01-02,335688092.1,16410,11781
2018-01-03,342856112.19,16650,11781
2018-01-04,343945751.898,16750,11833
2018-01-05,385153347.09499997,16710,11833
2018-01-06,388309513.40500003,16710,11833
2018-01-07,367308449.09,16710,11833
2018-01-08,340545319.75,16980,11833
2018-01-09,328856042.405,17160,11810
2018-01-10,337867400.93,17090,11810
2018-01-11,302192772.45,17350,11797
2018-01-12,313845290,17450,11797
2018-01-13,322201250.52500004,17450,11797
2018-01-14,310126155.185,17450,11797
2018-01-15,308622105,17600,11797
2018-01-16,262760712.10500002,17580,11837
2018-01-17,254380227.125,17250,11837
2018-01-18,256788155.655,17250,11815
2018-01-19,261170810.375,17550,11815
2018-01-20,289875095,17550,11815
2018-01-21,261606436.125,17550,11815
2018-01-22,244522523.70000002,17850,11815
2018-01-23,245839799.87,17850,11812
2018-01-24,257918379.29500002,17850,11812
2018-01-25,252528693,18500,11817
2018-01-26,251788815.345,18150,11817
2018-01-27,257060149.5,18150,11817
2018-01-28,261988328,18150,11817
2018-01-29,252614680.11,18010,11817
2018-01-30,226986450,18000,11835
2018-01-31,229370772.9,18000,11835
2018-02-01,204708656.185,17800,11810
2018-02-02,199560185.44,17900,11810
2018-02-03,209835780,17900,11810
2018-02-04,185489152.145,17900,11810
2018-02-05,156799601.92499998,16910,11810
2018-02-06,174604926.6,16440,11856
2018-02-07,171996040.125,16940,11856
2018-02-08,186542651.9,16650,11856
2018-02-09,196853604.525,16350.000000000002,11856
2018-02-10,194049391.725,16350.000000000002,11856
2018-02-11,183277055.475,16350.000000000002,11856
2018-02-12,201440681.26000002,17000,11856
2018-02-13,193510727.125,17330,11866
2018-02-14,215107693.35,17330,11866
2018-02-15,227784155.225,17330,11866
2018-02-16,230878279.17499998,17330,11866
2018-02-17,252541461.25,17330,11866
2018-02-18,235704758.3,17330,11866
2018-02-19,252961550,17330,11866
2018-02-20,254991261.15,17330,11866
2018-02-21,237494878.72500002,17670,11866
2018-02-22,223362175,17450,11894
2018-02-23,230702145.095,17900,11894
2018-02-24,220324063.11,17900,11894
2018-02-25,218263091.595,17900,11894
2018-02-26,234242600,18000,11894
2018-02-27,240394750.785,18000,11892
2018-02-28,234562543.39000002,18000,11892
2018-03-01,247887627.96,18150,11907
2018-03-02,250371000,18240,11907
2018-03-03,260215132.5,18240,11907
2018-03-04,261066393.9,18240,11907
2018-03-05,259026764.41000003,17900,11907
2018-03-06,243633650,17900,11906
2018-03-07,225774240,17700,11906
2018-03-08,211751609.29999998,18100,11911
2018-03-09,210653055,18170,11911
2018-03-10,200193009.84,18170,11911
2018-03-11,217000642.67999998,18170,11911
2018-03-12,207557520,18000,11911
2018-03-13,208172395.125,18100,11932
2018-03-14,186845348.495,18300,11932
2018-03-15,188059322.325,18210,11940
2018-03-16,188376237.5,18300,11940
2018-03-17,179043247.79000002,18300,11940
2018-03-18,186486784,18300,11940
2018-03-19,195545763,18550,11940
2018-03-20,202693050,18650,11957
2018-03-21,202502080.94,18780,11957
2018-03-22,198660476.55,18910,11938
2018-03-23,203564661.3,18700,11938
2018-03-24,194540146.02,18700,11938
2018-03-25,192753759,18700,11938
2018-03-26,185795595,18760,11938
2018-03-27,177815108.95499998,18950,11985
2018-03-28,181244927.68,18900,11985
2018-03-29,161491031.905,18750,11980
2018-03-30,156093539.94,18880,11980
2018-03-31,157928229,18880,11980
2018-04-01,155364131.94,18880,11980
2018-04-02,160573390.425,19100,11980
2018-04-03,169361969,18960,11985
2018-04-04,154955575.04000002,19100,11985
2018-04-05,154812381.9,19200,11994
2018-04-06,150929975.525,19000,11994
2018-04-07,157200663.025,19000,11994
2018-04-08,160073778.025,19000,11994
2018-04-09,154330980.525,19300,11994
2018-04-10,155558584.575,19050,11985
2018-04-11,158234213.595,18700,11985
2018-04-12,180393766,18720,12016
2018-04-13,179858173.935,18600,12016
2018-04-14,182362866.015,18600,12016
2018-04-15,190386904.125,18600,12016
2018-04-16,183334503.07500002,18500,12016
2018-04-17,179722847.25,18550,12046
2018-04-18,185654786.70000002,18300,12046
2018-04-19,188473446,18200,12044
2018-04-20,201902700.44,17800,12044
2018-04-21,203021944.24,17800,12044
2018-04-22,200279967.72,17800,12044
2018-04-23,203379097.95,17400,12044
2018-04-24,219720850,17300,12050
2018-04-25,201869498.62,17300,12050
2018-04-26,211098128.37,16700,12048
2018-04-27,203108466.92499998,16600,12048
2018-04-28,212383227.365,16600,12048
2018-04-29,213726729.135,16600,12048
2018-04-30,210421696.57,16600,12048
2018-05-01,206517073.41500002,16600,12048
2018-05-02,209184515.28,16400,12048
2018-05-03,221382156.75,16490,12074
2018-05-04,220512922.5,16520,12074
2018-05-05,223131300,16520,12074
2018-05-06,218577600,16520,12074
2018-05-07,213027778.125,17200,12074
2018-05-08,209001678.225,17170,12070
2018-05-09,211827922.16,17100,12070
2018-05-10,205169312.70000002,17000,12075
2018-05-11,191343824.1,16800,12075
2018-05-12,192975750,16800,12075
2018-05-13,197782497,16800,12075
2018-05-14,197394225,17290,12075
2018-05-15,193036002.92999998,17300,12083
2018-05-16,190013740,16990,12083
2018-05-17,183543725,16650,12084
2018-05-18,187718569.60500002,16700,12084
2018-05-19,187652263.8,16700,12084
2018-05-20,194060913.53,16700,12084
2018-05-21,191131218.96,16400,12084
2018-05-22,181875935.15,15630,12136
2018-05-23,170918870,15900,12136
2018-05-24,172751768.7,15600,12114
2018-05-25,169843934.7,15400,12114
2018-05-26,167085121.5,15400,12114
2018-05-27,167282992.8,15400,12114
2018-05-28,162164097.13,14800,12114
2018-05-29,170367750,15100,12111
2018-05-30,168670128.55,15000,12111
2018-05-31,170702910,15800,12124
2018-06-01,171303953.04,16040,12124
2018-06-02,174087466.74,16040,12124
2018-06-03,175682116.89,16040,12124
2018-06-04,170914194.99,16340,12124
2018-06-05,173789797.04500002,16450,12125
2018-06-06,174579930,16730,12125
2018-06-07,175231773.86,16800,12127
2018-06-08,173655992.19,16780,12127
2018-06-09,170865445.2,16780,12127
2018-06-10,154315675.83,16780,12127
2018-06-11,156993455.5,16860,12127
2018-06-12,149314129.365,16600,12159
2018-06-13,143771675,16750,12159
2018-06-14,151443872.37,16309.999999999998,12151
2018-06-15,145822075.52,16540,12151
2018-06-16,147945560.64,16540,12151
2018-06-17,147098402.56,16540,12151
2018-06-18,153207180.72,16000,12151
2018-06-19,153950545.935,15110,12171
2018-06-20,154495116.75,16000,12171
2018-06-21,153710791.77,15560,12170
2018-06-22,138724429.35,15990,12170
2018-06-23,141436503.825,15990,12170
2018-06-24,140788646.075,15990,12170
2018-06-25,143018013.975,16140,12170
2018-06-26,139222154,15930,12198
2018-06-27,140656649.375,15800,12198
2018-06-28,134222451.25,15490,12198
2018-06-29,142396882.06,15580,12198
2018-06-30,146548467.61499998,15580,12198
2018-07-01,145774995.75,15580,12198
2018-07-02,151770333.555,15330,12198
2018-07-03,149859380.52,14800,12235
2018-07-04,151768721.33,14990,12228
2018-07-05,150528967.42499998,14520,12230
2018-07-06,152040900,14900,12226
2018-07-07,155571934.72,14900,12226
2018-07-08,154389931.905,14900,12226
2018-07-09,153532126.39000002,14820,12238
2018-07-10,145234096.15,14820,12231
2018-07-11,147252081.76,14460,12240
2018-07-12,144044238,14510,12243
2018-07-13,143291700.79,14850,12238
2018-07-14,144037631.15,14850,12238
2018-07-15,146344575.23,14850,12238
2018-07-16,155102434.905,14900,12238
2018-07-17,168618295.51,14950,12245
2018-07-18,170082030.005,15400,12251
2018-07-19,172198670.52,15410,12248
2018-07-20,169088640.84,15530,12291
2018-07-21,170784032,15530,12291
2018-07-22,170548881.20000002,15530,12291
2018-07-23,179299090.25,15600,12272
2018-07-24,194971260.5,15200,12338
2018-07-25,189388630.125,15160,12294
2018-07-26,183863528.2,15010,12286
2018-07-27,190139658.825,15210,12336
2018-07-28,191177919.25,15210,12336
2018-07-29,190886119.05,15210,12336
2018-07-30,190014007.57500002,15410,12316
2018-07-31,179914027.41,15550,12319
2018-08-01,177108333.085,15550,12311
2018-08-02,175408492.4,15400,12332
2018-08-03,172792548.48,15480,12312
2018-08-04,163258530,15480,12312
2018-08-05,163841413.06,15480,12312
2018-08-06,161707435,15400,12334
2018-08-07,156554680.66,15400,12323
2018-08-08,146281730,15550,12355
2018-08-09,152384989.875,15550,12339
2018-08-10,143060674.77,15550,12335
2018-08-11,145145130.12,15550,12335
2018-08-12,147017764.77,15550,12335
2018-08-13,145804316.05,15850,12329
2018-08-14,144436658.15,15840,12333
2018-08-15,146146295.625,15600,12347
2018-08-16,147242576.7,15550,12348
2018-08-17,153402404.06,15680,12374
2018-08-18,149003332.16,15680,12374
2018-08-19,151167111.82,15680,12374
2018-08-20,145659656.01999998,15450,12341
2018-08-21,150687484.41,15650,12354
2018-08-22,148028767.25,15750,12345
2018-08-23,151946713.51999998,15820,12356
2018-08-24,155914231.2,15810,12374
2018-08-25,157001059.8,15810,12374
2018-08-26,156359308.95,15810,12374
2018-08-27,161005798.6,15920,12378
2018-08-28,164729784.465,15990,12361
2018-08-29,163827000.9,15980,12365
2018-08-30,162724849,15980,12365
2018-08-31,163477793.04,15950,12394
2018-09-01,167580928.32,15950,12394
2018-09-02,170002680,15950,12394
2018-09-03,169116661.92,15950,12394
2018-09-04,171583680,15800,12376
2018-09-05,155923099.44,15500,12393
2018-09-06,151427677.5,15400,12386
2018-09-07,149022918.03,15560,12407
2018-09-08,144198964,15560,12407
2018-09-09,145294438.03,15560,12407
2018-09-10,146808900,15500,12405
2018-09-11,146291852.315,15780,12393
2018-09-12,147275606,15850,12421
2018-09-13,150974389.23,15710,12421
2018-09-14,150604712.94,16100.000000000002,12414
2018-09-15,151549531.98000002,16100.000000000002,12414
2018-09-16,151068753,16100.000000000002,12414
2018-09-17,145588179.04999998,15700,12395
2018-09-18,147504599.54999998,15750,12436
2018-09-19,148863604.04999998,15900,12452
2018-09-20,151435557.975,15960,12439
2018-09-21,157501125,16200,12444
2018-09-22,156505484.555,16200,12444
2018-09-23,156264216.165,16200,12444
2018-09-24,153612816.42000002,16210,12412
2018-09-25,150272415.495,16219.999999999998,12453
2018-09-26,150729977.51,16239.999999999998,12434
2018-09-27,155961533.475,16290,12434
2018-09-28,154428283.275,16370.000000000002,12473
2018-09-29,153518277.5,16370.000000000002,12473
2018-09-30,154078137.5,16370.000000000002,12473
2018-10-01,153350696.73,16450,12474
2018-10-02,151592825.65,16300,12467
2018-10-03,150933305.275,16350.000000000002,12487
2018-10-04,152886231.225,16309.999999999998,12477
2018-10-05,153846511.10999998,16129.999999999998,12489
2018-10-06,152878020.54500002,16129.999999999998,12489
2018-10-07,153287955,16129.999999999998,12489
2018-10-08,154314954.67499998,16000,12497
2018-10-09,153907189.61999997,15960,12459
2018-10-10,152355000.56,15910,12489
2018-10-11,143687392.73999998,15150,12460
2018-10-12,144462187.455,15590,12473
2018-10-13,144648718,15590,12473
2018-10-14,144356665.795,15590,12473
2018-10-15,150271099.65,15210,12496
2018-10-16,150702490.29,15430,12509
2018-10-17,150418510.95,15580,12512
2018-10-18,149306328.6,15480,12534
2018-10-19,149052390.98499998,15400,12534
2018-10-20,149776521,15400,12534
2018-10-21,149820421.82,15400,12534
2018-10-22,149609016.025,15300,12511
2018-10-23,149316926.29000002,15020,12524
2018-10-24,149806717.01999998,14700,12515
2018-10-25,149339990.79,14600,12522
2018-10-26,149592143.72,14520,12527
2018-10-27,149691406.72,14520,12527
2018-10-28,149562948.72,14520,12527
2018-10-29,146282903,14420,12519
2018-10-30,146311554.72,14400,12530
2018-10-31,147174234.19,14400,12528
2018-11-01,148107024,14570,12527
2018-11-02,148150358.70000002,15020,12531
2018-11-03,147734124.74,15020,12531
2018-11-04,149864757.32,15020,12531
2018-11-05,149293250,15020,12536
2018-11-06,150417711,14880,12534
2018-11-07,151695028.68,14800,12540
2018-11-08,149387110.56,14850,12538
2018-11-09,147571262.55,14600,12537
2018-11-10,147863148.9,14600,12537
2018-11-11,148100292,14600,12537
2018-11-12,147455190.675,14600,12550
2018-11-13,145898956.06,14470,12550
2018-11-14,130705313.55,14360,12551
2018-11-15,130053031.68,14170,12566
2018-11-16,128473777.67999999,14410,12561
2018-11-17,128285690.19,14410,12561
2018-11-18,129586920,14410,12561
2018-11-19,110344985.25,14930,12569
2018-11-20,101497980.50999999,14700,12581
2018-11-21,106141953.83,14800,12585
2018-11-22,99585492.6,14810,12586
2018-11-23,100080277.5,14600,12588
2018-11-24,88193203.875,14600,12588
2018-11-25,91970920.125,14600,12588
2018-11-26,87092740.12,14710,12587
2018-11-27,88136812.5,14750,12590
2018-11-28,98595300.08,14780,12591
2018-11-29,99097344,14780,12603
2018-11-30,92710380,14720,12606
2018-12-01,96581318.17500001,14720,12606
2018-12-02,95676132.82499999,14720,12606
2018-12-03,89323684.47,15180,12607
2018-12-04,90850442.56,15500,12608
2018-12-05,86106994.925,15270,12626
2018-12-06,80108255.58,15140,12617
2018-12-07,78796483.125,15300,12632
2018-12-08,79285812.5,15300,12632
2018-12-09,82320633.75,15300,12632
2018-12-10,79476955.9,15200,12624
2018-12-11,78046786.72,15150,12622
2018-12-12,79933167.6,15350,12634
2018-12-13,76033687.5,15450,12625
2018-12-14,74421694.48,15340,12666
2018-12-15,74125704,15340,12666
2018-12-16,74405160,15340,12666
2018-12-17,81542345.58,14800,12655
2018-12-18,85528728.63,14570,12680
2018-12-19,85831943.08,14550,12677
2018-12-20,94965610.35000001,14530,12681
2018-12-21,89386753.51,14500,12690
2018-12-22,92679040.41,14500,12690
2018-12-23,91851777.655,14500,12690
2018-12-24,93907486,14400,12698
2018-12-25,87992730,14130,12690
2018-12-26,88627333.5,14100,12699
2018-12-27,83402119.425,14320,12693
2018-12-28,90183551.7,14310,12725
2018-12-29,86501345.45,14310,12725
2018-12-30,88813655,14310,12725
2018-12-31,85632692.7,14310,12725
2019-01-01,88746389.5,14310,12725
2019-01-02,90295508.925,14100,12741
2019-01-03,87881092.925,13930,12735
2019-01-04,88625979.75,13740,12743
2019-01-05,88124185.38,13740,12743
2019-01-06,93746927.00999999,13740,12743
2019-01-07,92935425.99000001,14000,12751
2019-01-08,92651561.21000001,14000,12747
2019-01-09,92889577.82,14000,12746
2019-01-10,84115105.64,14200,12757
2019-01-11,84344372.31,14170,12761
2019-01-12,83966692.59,14170,12761
2019-01-13,81526853.75999999,14170,12761
2019-01-14,85007375.905,14150,12761
2019-01-15,83087955.04,14250,12765
2019-01-16,83741662.29,14260,12772
2019-01-17,84457619.025,14040,12760
2019-01-18,83700316.075,14050,12773
2019-01-19,85435638.675,14050,12773
2019-01-20,82037839.905,14050,12773
2019-01-21,81931534.36,14390,12775
2019-01-22,82981730.455,14200,12788
2019-01-23,82422725.98,14280,12791
2019-01-24,82789397.08999999,14270,12792
2019-01-25,82622752.065,14200,12795
2019-01-26,82481265.61500001,14200,12795
2019-01-27,81900243.39,14200,12795
2019-01-28,79557690.25,14310,12782
2019-01-29,78809951.74,14500,12774
2019-01-30,79764910.2,14420,12784
2019-01-31,79143388.5,14260,12793
2019-02-01,79775781.25,14200,12817
2019-02-02,80493589.225,14200,12817
2019-02-03,79248506.85000001,14200,12817
2019-02-04,79127595.775,14200,12817
2019-02-05,79564593,14200,12817
2019-02-06,78148007.2,14200,12817
2019-02-07,77953992.5,14200,12817
2019-02-08,84057332.925,14200,12817
2019-02-09,84097713.975,14200,12817
2019-02-10,84680454.3,14200,12817
2019-02-11,83341231.5,14690,12796
2019-02-12,83275284.53999999,14800,12806
2019-02-13,82970034.3,14900,12805
2019-02-14,82633923,14950,12812
2019-02-15,82750237.885,14900,12841
2019-02-16,83116357.55499999,14900,12841
2019-02-17,84107293.62,14900,12841
2019-02-18,89714400,14940,12841
2019-02-19,90199887.995,15020,12861
2019-02-20,91380629.00999999,15150,12842
2019-02-21,90471695.665,15180,12862
2019-02-22,91494284.2,15400,12843
2019-02-23,95393100,15400,12843
2019-02-24,86671246.19999999,15400,12843
2019-02-25,88660847.42999999,15550,12854
2019-02-26,88151735.48,15370,12855
2019-02-27,88156012.045,15440,12865
2019-02-28,87977648,15000,12875
2019-03-01,88314562.51,15050,12884
2019-03-02,88396469.1,15050,12884
2019-03-03,87868136.78999999,15050,12884
2019-03-04,85858554.36,15390,12881
2019-03-05,89190643.41,15300,12892
2019-03-06,89365773.945,15300,12888
2019-03-07,89475845.9,15400,12931
2019-03-08,89158462.44,15220,12934
2019-03-09,90872441.5,15220,12934
2019-03-10,90499625.535,15220,12934
2019-03-11,89306801.47999999,15200,12934
2019-03-12,89546210,15300,12917
2019-03-13,89341738.49,15460,12912
2019-03-14,89407786.05,15480,12916
2019-03-15,90541057.2,15350,12917
2019-03-16,92564010,15350,12917
2019-03-17,92030664.99000001,15350,12917
2019-03-18,92131482,15410,12916
2019-03-19,92855727.64999999,15300,12924
2019-03-20,93579238.5,15240,12936
2019-03-21,92170018.38000001,15110,12927
2019-03-22,92429671.67,15400,12939
2019-03-23,92421551.145,15400,12939
2019-03-24,92098818.28,15400,12939
2019-03-25,90652742.235,14730,12942
2019-03-26,90971757.825,15000,12948
2019-03-27,93409456.205,14860,12954
2019-03-28,93063155.17,14890,12957
2019-03-29,94927796.04,14700,12953
2019-03-30,95000424.56,14700,12953
2019-03-31,95020147.96,14700,12953
2019-04-01,95984605.5,14940,12957
2019-04-02,113717423.105,14970,12961
2019-04-03,115442504,15000,12962
2019-04-04,113825661.50999999,14950,12964
2019-04-05,116943312,14980,12965
2019-04-06,117141904,14980,12965
2019-04-07,120519128,14980,12965
2019-04-08,122621885.23,15000,12970
2019-04-09,120335491.185,14900,12974
2019-04-10,123393715.28999999,14800,12977
2019-04-11,116940515.45,14810,12973
2019-04-12,117811468.90499999,14810,12993
2019-04-13,117533770.89,14810,12993
2019-04-14,119808481.86500001,14810,12993
2019-04-15,116693253.005,14810,12993
2019-04-16,120704678.55,14680,12999
2019-04-17,121258559.5,14750,12999
2019-04-18,122525849.71499999,14610,12992
2019-04-19,122802481.49999999,14650,13010
2019-04-20,123487946.62500001,14650,13010
2019-04-21,122971468.50000001,14650,13010
2019-04-22,125094684.4,14570,13011
2019-04-23,128456623.125,14520,13020
2019-04-24,126341871.35,14800,13021
2019-04-25,119230288.2,14630,13026
2019-04-26,120164987.9,14720,13024
2019-04-27,120423274.00000001,14720,13024
2019-04-28,120059950,14720,13024
2019-04-29,119902742.5,14720,13024
2019-04-30,122754370.1,14720,13024
2019-05-01,123929583.49999999,14720,13024
2019-05-02,125425532.7,14720,13039
2019-05-03,131548693.49999999,14900,13039
2019-05-04,134167157.525,14900,13039
2019-05-05,132908034.64999999,14900,13039
2019-05-06,132422843.85,14520,13043
2019-05-07,133910142.75,14500,13053
2019-05-08,138999470.67499998,14460,13053
2019-05-09,143982306,14460,13054
2019-05-10,148096461.15,14460,13052
2019-05-11,168567782.625,14460,13052
2019-05-12,162959946.6,14460,13052
2019-05-13,182547791.97,14500,13053
2019-05-14,186827709.6,14560,13051
2019-05-15,191342439,14770,13054
2019-05-16,183658557.6,14820,13056
2019-05-17,172251436.48,14770,13055
2019-05-18,169882060.79999998,14770,13055
2019-05-19,191814400,14770,13055
2019-05-20,187249232.55,14940,13063
2019-05-21,186002190.54999998,14980,13066
2019-05-22,178268970,14800,13068
2019-05-23,184351630.22,14840,13085
2019-05-24,187000243.2,14790,13087
2019-05-25,188696719.9,14790,13087
2019-05-26,204897101.70000002,14790,13087
2019-05-27,205422651,14750,13087
2019-05-28,203211981,14810,13087
2019-05-29,202716323.5,14700,13097
2019-05-30,193767009.4,14780,13095
2019-05-31,200181089.25,14550,13094
2019-06-01,200364409.125,14550,13094
2019-06-02,204652642.625,14550,13094
2019-06-03,187507151.445,14100,13099
2019-06-04,179905284,14390,13134
2019-06-05,181846663.82999998,14370,13134
2019-06-06,182827746.45,14210,13107
2019-06-07,186984809.32,14380,13110
2019-06-08,185732421.44,14380,13110
2019-06-09,178367360.64000002,14380,13110
2019-06-10,187997827.45,14320,13119
2019-06-11,184810788,14490,13120
2019-06-12,190501313.20000002,14300,13123
2019-06-13,192529920,14300,13129
2019-06-14,202874023.29999998,14500,13129
2019-06-15,206779135.55,14500,13129
2019-06-16,209943828.25000003,14500,13129
2019-06-17,218240074.49999997,14190,13132
2019-06-18,212124006.64,14050,13141
2019-06-19,216470152.835,14200,13142
2019-06-20,222342580,14400,13142
2019-06-21,236996245.2,14410,13148
2019-06-22,248231806.99999997,14410,13148
2019-06-23,251730663.70000002,14410,13148
2019-06-24,257133338.73000002,14450,13150
2019-06-25,273436656.03,14420,13153
2019-06-26,300693228.6,14340,13156
2019-06-27,259435331,14220,13189
2019-06-28,287064697.65,14210,13190
2019-06-29,277649477.65,14210,13190
2019-06-30,251198535.7,14210,13190
2019-07-01,245872621.20000002,14550,13193
2019-07-02,252967632.4,14550,13196
2019-07-03,279525682.5,14350,13205
2019-07-04,258794587.50000003,14590,13211
2019-07-05,256509699.875,14600,13221
2019-07-06,259976502.49999997,14600,13221
2019-07-07,266740938.75,14600,13221
2019-07-08,285892663.41499996,14510,13228
2019-07-09,291756255.79999995,14420,13232
2019-07-10,280570278.59999996,14560,13232
2019-07-11,262743949.87500003,14600,13234
2019-07-12,274097227.95,14550,13235
2019-07-13,264724960.5,14550,13235
2019-07-14,236467303.8,14550,13235
2019-07-15,251865275.33999997,14480,13246
2019-07-16,218924636,14560,13232
2019-07-17,225262631.37499997,14570,13238
2019-07-18,247349068,14490,13237
2019-07-19,245210285.88000003,14570,13251
2019-07-20,250019625.24,14570,13251
2019-07-21,247197904.38000003,14570,13251
2019-07-22,239191303.67999998,14590,13258
2019-07-23,228228339.9,14680,13268
2019-07-24,226326280.4,14730,13263
2019-07-25,229330350.7,14790,13273
2019-07-26,228446654.54,14750,13275
2019-07-27,219787836.58,14750,13275
2019-07-28,221662861.55,14750,13275
2019-07-29,220572057.2,14730,13280
2019-07-30,222303900,14640,13281
2019-07-31,234625017.5,14710,13285
2019-08-01,241732054.2,14680,13288
2019-08-02,244577885.4,14660,13290
2019-08-03,251257815,14660,13290
2019-08-04,255369380.4,14660,13290
2019-08-05,273995732.65999997,14500,13293
2019-08-06,266039060.4,14300,13297
2019-08-07,278926542.56,14370,13298
2019-08-08,279115495.25,14500,13306
2019-08-09,275884245,14560,13342
2019-08-10,261841043.1,14560,13342
2019-08-11,267598899.75000003,14560,13342
2019-08-12,264170134.92999998,14620,13351
2019-08-13,251920017.27,14580,13356
2019-08-14,234494414.70000002,14620,13354
2019-08-15,238610800.64,14720,13359
2019-08-16,240681281.96,14860,13365
2019-08-17,237188804.44000003,14860,13365
2019-08-18,239293436.48000002,14860,13365
2019-08-19,253773158.02,14850,13369
2019-08-20,249930051.96,14850,13370
2019-08-21,235211006.625,14940,13372
2019-08-22,234112692.45,14970,13375
2019-08-23,241617816.99,14950,13369
2019-08-24,235609044,14950,13369
2019-08-25,235435051.5,14950,13369
2019-08-26,240660626.25,14850,13385
2019-08-27,235922286.6,14700,13378
2019-08-28,225353643.85,14700,13380
2019-08-29,220980000,14730,13385
