date,BITCOIN,E1VFVN30,HPG,VCB,VIC,VNM,TCBF
2015-12-13,9761175,9200,7048.0999999999995,28486.3,25223.4,59698.1,10046
2015-12-14,10000215.225,9200,7237.3,28693.3,25101.8,60183.4,10046
2015-12-15,10463949.395,9400,7237.3,29796.9,25223.4,61154.1,10046
2015-12-16,10228852.040000001,9400,7213.5999999999995,30003.8,25345,62124.8,10053
2015-12-17,10260137.5,9400,7190,30348.600000000002,25466.5,62124.8,10053
2015-12-18,10432209.495000001,9400,7190,28417.4,24311.699999999997,62124.8,10053
2015-12-19,10389865.315000001,9400,7190,28417.4,24311.699999999997,62124.8,10053
2015-12-20,9960342.17,9400,7190,28417.4,24311.699999999997,62124.8,10053
2015-12-21,9848318.26,9300,7095.4,29314,25223.4,60668.799999999996,10053
2015-12-22,9783377.280000001,9300,7024.4,29314,25284.199999999997,60668.799999999996,10053
2015-12-23,9968832.76,9200,6977.1,29245.100000000002,25345,60183.4,10077
2015-12-24,10268733.68,9200,6977.1,29107.1,25527.3,60668.799999999996,10077
2015-12-25,10276229.04,9300,6977.1,29314,25770.399999999998,60183.4,10077
2015-12-26,9454969.335,9300,6977.1,29314,25770.399999999998,60183.4,10077
2015-12-27,9574675.32,9300,6977.1,29314,25770.399999999998,60183.4,10077
2015-12-28,9507152.08,9300,6835.200000000001,29314,26439,61639.5,10077
2015-12-29,9753847.2,9500,6835.200000000001,30348.600000000002,27654.6,61639.5,10077
2015-12-30,9605337.75,9600,6929.8,30555.6,27958.5,61639.5,10117
2015-12-31,9676419.75,9600,6906.1,30279.699999999997,27776.1,62124.8,10117
2016-01-01,9795815.100000001,9600,6906.1,30279.699999999997,27776.1,62124.8,10118
2016-01-02,9789969,9600,6906.1,30279.699999999997,27776.1,62124.8,10118
2016-01-03,9711496.350000001,9600,6906.1,30279.699999999997,27776.1,62124.8,10118
2016-01-04,9755117.25,9400,6811.5,29796.9,28870.2,61154.1,10118
2016-01-05,9743649.899999999,9400,6740.5999999999995,29314,28870.2,60668.799999999996,10118
2016-01-06,9680571.725,9300,6858.799999999999,29658.899999999998,28870.2,61154.1,10203
2016-01-07,10317598.25,9300,6669.6,29314,29174.1,60183.4,10203
2016-01-08,10208994.6,9100,6551.4000000000005,29107.1,29174.1,59212.7,10203
2016-01-09,10117786.7,9100,6551.4000000000005,29107.1,29174.1,59212.7,10203
2016-01-10,10109025.35,9100,6551.4000000000005,29107.1,29174.1,59212.7,10203
2016-01-11,10085663.07,9200,6551.4000000000005,28900.2,29356.4,58727.4,10203
2016-01-12,9734627.295,9200,6622.3,29452,29174.1,59698.1,10203
2016-01-13,9696861.004999999,9200,6504.1,29176.100000000002,29113.3,58727.4,10180
2016-01-14,9648798.125,9100,6267.5999999999995,28831.2,29174.1,58727.4,10180
2016-01-15,8014571.244999999,9000,6031.1,28003.5,28870.2,58242,10180
2016-01-16,8713293.549999999,9000,6031.1,28003.5,28870.2,58242,10180
2016-01-17,8483748.59,9000,6031.1,28003.5,28870.2,58242,10180
2016-01-18,8621536,8700,5865.5,26624,28870.2,56786,10180
2016-01-19,8426687.85,8700,5960.0999999999995,27796.600000000002,28870.2,57756.700000000004,10180
2016-01-20,9399152.780000001,8800,5960.0999999999995,27589.7,28809.4,56786,10181
2016-01-21,9166427.58,8700,6031.1,27175.8,29052.5,56300.600000000006,10181
2016-01-22,8598019.5,8700,6054.700000000001,27313.8,29356.4,55329.9,10181
2016-01-23,8701312.5,8700,6054.700000000001,27313.8,29356.4,55329.9,10181
2016-01-24,9050487.75,8700,6054.700000000001,27313.8,29356.4,55329.9,10181
2016-01-25,8749747,8900,6433.0999999999995,28762.2,29356.4,57271.299999999996,10181
2016-01-26,8744458.59,8800,6243.9,28003.5,29174.1,55815.3,10181
2016-01-27,8801843.05,9000,6338.5,27934.6,28870.2,56786,10183
2016-01-28,8438730.3,9000,6267.5999999999995,27934.6,29356.4,56300.600000000006,10183
2016-01-29,8422221.88,8900,6504.1,28555.3,28930.9,56300.600000000006,10183
2016-01-30,8417328.86,8900,6504.1,28555.3,28930.9,56300.600000000006,10183
2016-01-31,8183575.95,8900,6504.1,28555.3,28930.9,56300.600000000006,10183
2016-02-01,8269890.43,9000,6314.9,28072.5,28566.3,57756.700000000004,10177
2016-02-02,8310931.515000001,9000,6338.5,27865.600000000002,28566.3,57756.700000000004,10177
2016-02-03,8217132.555,8800,6338.5,27313.8,28566.3,58727.4,10187
2016-02-04,8647715.115,8900,6385.799999999999,27589.7,28566.3,59212.7,10187
2016-02-05,8568967,9000,6385.799999999999,27658.7,28323.1,60183.4,10187
2016-02-06,8367055.84,9000,6385.799999999999,27658.7,28323.1,60183.4,10187
2016-02-07,8412742.14,9000,6385.799999999999,27658.7,28323.1,60183.4,10187
2016-02-08,8267514.64,9000,6385.799999999999,27658.7,28323.1,60183.4,10187
2016-02-09,8298092.88,9000,6385.799999999999,27658.7,28323.1,60183.4,10187
2016-02-10,8430507.88,9000,6385.799999999999,27658.7,28323.1,60183.4,10187
2016-02-11,8425451.48,9000,6385.799999999999,27658.7,28323.1,60183.4,10187
2016-02-12,8522771.4,9000,6385.799999999999,27658.7,28323.1,60183.4,10187
2016-02-13,8722428,9000,6385.799999999999,27658.7,28323.1,60183.4,10187
2016-02-14,9070209.719999999,9000,6385.799999999999,27658.7,28323.1,60183.4,10187
2016-02-15,8924511.5,8900,6243.9,27796.600000000002,27654.6,61154.1,10187
2016-02-16,9122948.64,9000,6314.9,27796.600000000002,27715.399999999998,62124.8,10187
2016-02-17,9295705.2,9000,6314.9,27451.699999999997,27654.6,63095.5,10193
2016-02-18,9415702.45,9000,6338.5,27796.600000000002,27958.5,62610.2,10193
2016-02-19,9402460.92,9000,6385.799999999999,27658.7,27411.5,62610.2,10193
2016-02-20,9776574.809999999,9000,6385.799999999999,27658.7,27411.5,62610.2,10193
2016-02-21,9801158.16,9000,6385.799999999999,27658.7,27411.5,62610.2,10193
2016-02-22,9791056.35,9100,6433.0999999999995,27865.600000000002,27472.2,63095.5,10193
2016-02-23,9397038.735000001,9100,6433.0999999999995,28279.399999999998,27715.399999999998,63095.5,10193
2016-02-24,9489896.9,9200,6433.0999999999995,29176.100000000002,27593.800000000003,63580.9,10194
2016-02-25,9470566.17,9200,6456.8,28831.2,27654.6,62610.2,10194
2016-02-26,9615494.875,9200,6716.9,28969.2,27350.7,63095.5,10194
2016-02-27,9666155.6,9200,6716.9,28969.2,27350.7,63095.5,10194
2016-02-28,9679769.275,9200,6716.9,28969.2,27350.7,63095.5,10194
2016-02-29,9755088.66,9200,6598.7,28279.399999999998,26803.7,62124.8,10194
2016-03-01,9658550.16,9200,6480.4000000000005,28072.5,26803.7,63095.5,10194
2016-03-02,9381002.85,9200,6433.0999999999995,28762.2,27350.7,64066.2,10199
2016-03-03,9340077.6,9300,6385.799999999999,28693.3,27593.800000000003,63580.9,10199
2016-03-04,9074739.625,9200,6504.1,28831.2,27836.9,64066.2,10199
2016-03-05,8823672.2,9200,6504.1,28831.2,27836.9,64066.2,10199
2016-03-06,8983179.1,9200,6504.1,28831.2,27836.9,64066.2,10199
2016-03-07,9212069.08,9200,6575,28831.2,27836.9,63580.9,10199
2016-03-08,9165202.2,9200,6835.200000000001,28693.3,28201.6,63580.9,10199
2016-03-09,9201931.200000001,9200,6740.5999999999995,28555.3,28262.399999999998,63580.9,10167
2016-03-10,9263874.6,9200,6764.2,28693.3,28262.399999999998,63580.9,10167
2016-03-11,9344638.285,9300,6811.5,28693.3,27593.800000000003,66007.59999999999,10167
2016-03-12,9148338.27,9300,6811.5,28693.3,27593.800000000003,66007.59999999999,10167
2016-03-13,9191564.379999999,9300,6811.5,28693.3,27593.800000000003,66007.59999999999,10167
2016-03-14,9253078.41,9400,7095.4,28762.2,27593.800000000003,65522.3,10167
2016-03-15,9258242.67,9200,7095.4,28969.2,27350.7,66007.59999999999,10167
2016-03-16,9276280.65,9300,7071.7,29796.9,27107.600000000002,66493,10202
2016-03-17,9319036.725,9300,7095.4,29452,27350.7,66978.3,10202
2016-03-18,9136423.95,9300,7024.4,29314,26803.7,66978.3,10202
2016-03-19,9148690.6,9300,7024.4,29314,26803.7,66978.3,10202
2016-03-20,9172554.81,9300,7024.4,29314,26803.7,66978.3,10202
2016-03-21,9182244,9300,7048.0999999999995,29589.9,27472.2,65522.3,10202
2016-03-22,9291518,9300,6977.1,29865.8,27654.6,64551.59999999999,10232
2016-03-23,9337014.625,9300,6929.8,29589.9,27593.800000000003,65036.9,10207
2016-03-24,9230051.924999999,9200,6811.5,29038.1,27411.5,65522.3,10207
2016-03-25,9286984.025,9200,6858.799999999999,29521,27836.9,65036.9,10207
2016-03-26,9299473.425,9200,6858.799999999999,29521,27836.9,65036.9,10207
2016-03-27,9485253.25,9200,6858.799999999999,29521,27836.9,65036.9,10207
2016-03-28,9450454.5,9200,7071.7,29521,28383.9,65522.3,10207
2016-03-29,9302777.185,9100,7048.0999999999995,28969.2,28444.7,65036.9,10207
2016-03-30,9190562.955,9200,6977.1,29038.1,28566.3,66007.59999999999,10198
2016-03-31,9287869.75,9100,6977.1,28279.399999999998,28687.8,65036.9,10198
2016-04-01,9326376.72,9100,6858.799999999999,28210.4,28687.8,65036.9,10200
2016-04-02,9377063.549999999,9100,6858.799999999999,28210.4,28687.8,65036.9,10200
2016-04-03,9381752.64,9100,6858.799999999999,28210.4,28687.8,65036.9,10200
2016-04-04,9366974.835,9100,6906.1,28210.4,28627,65036.9,10200
2016-04-05,9431721.16,9000,6929.8,28279.399999999998,28627,66493,10200
2016-04-06,9398558,9200,7142.7,28969.2,28930.9,66493,10218
2016-04-07,9408267.05,9200,7119,28762.2,28687.8,68434.4,10218
2016-04-08,9352096.860000001,9300,7284.6,28555.3,28870.2,69405.1,10218
2016-04-09,9351650.969999999,9300,7284.6,28555.3,28870.2,69405.1,10218
2016-04-10,9439491.299999999,9300,7284.6,28555.3,28870.2,69405.1,10218
2016-04-11,9451742.3,9300,7450.1,28693.3,30693.5,69405.1,10218
2016-04-12,9546357,9300,7497.4,29038.1,31605.2,69405.1,10218
2016-04-13,9504478.139999999,9300,7355.5,28900.2,31605.2,68919.70000000001,10265
2016-04-14,9523988.8,9400,7426.5,29176.100000000002,31909.1,68919.70000000001,10265
2016-04-15,9626545.27,9400,7402.8,29314,31605.2,69405.1,10265
2016-04-16,9681499.209999999,9400,7402.8,29314,31605.2,69405.1,10265
2016-04-17,9628109,9400,7402.8,29314,31605.2,69405.1,10265
2016-04-18,9627007.860000001,9400,7402.8,29314,31605.2,69405.1,10265
2016-04-19,9761298.040000001,9200,7308.2,29245.100000000002,30207.3,67463.7,10265
2016-04-20,9892847.16,9200,7379.2,29521,30693.5,66007.59999999999,10273
2016-04-21,10098742.5,9300,7450.1,29589.9,31301.300000000003,66493,10273
2016-04-22,9990126.39,9400,7733.9000000000005,31521.2,33124.7,67949,10273
2016-04-23,10152317.51,9400,7733.9000000000005,31521.2,33124.7,67949,10273
2016-04-24,10347704.34,9400,7733.9000000000005,31521.2,33124.7,67949,10273
2016-04-25,10392094.725,9500,7804.9,31659.199999999997,31909.1,67463.7,10273
2016-04-26,10484745.2,9500,7804.9,32555.8,32820.799999999996,67949,10273
2016-04-27,9916608.39,9500,7733.9000000000005,31728.100000000002,32213,66978.3,10237
2016-04-28,10069076.4,9400,7686.6,31866.1,31605.2,66978.3,10237
2016-04-29,10226180.16,9500,7923.2,31728.100000000002,31909.1,67463.7,10237
2016-04-30,10119197.76,9500,7923.2,31728.100000000002,31909.1,67463.7,10237
2016-05-01,10185170.24,9500,7923.2,31728.100000000002,31909.1,67463.7,10260
2016-05-02,9945791.18,9500,7923.2,31728.100000000002,31909.1,67463.7,10260
2016-05-03,10079534.795,9500,7923.2,31728.100000000002,31909.1,67463.7,10260
2016-05-04,10000852.86,9500,8277.900000000001,31797.1,30997.399999999998,68919.70000000001,10260
2016-05-05,10029829.21,9600,8277.900000000001,32486.800000000003,31301.300000000003,68919.70000000001,10263
2016-05-06,10296799.475,9600,8041.4,33521.5,31909.1,68919.70000000001,10263
2016-05-07,10287890.475,9600,8041.4,33521.5,31909.1,68919.70000000001,10263
2016-05-08,10307490.275,9600,8041.4,33521.5,31909.1,68919.70000000001,10263
2016-05-09,10341716.88,9600,8017.799999999999,33107.6,31605.2,69890.4,10263
2016-05-10,10089749.52,9500,7923.2,33521.5,31605.2,69405.1,10277
2016-05-11,10121773.305,9600,8159.700000000001,33797.4,32516.9,70861.09999999999,10277
2016-05-12,10184068.8,9700,8041.4,33107.6,32516.9,70375.8,10277
2016-05-13,10220968.65,9700,7875.8,32831.7,32516.9,69890.4,10277
2016-05-14,10241500.75,9700,7875.8,32831.7,32516.9,69890.4,10277
2016-05-15,10298856.725000001,9700,7875.8,32831.7,32516.9,69890.4,10277
2016-05-16,10148003.860000001,9700,7852.2,33314.5,33428.600000000006,70861.09999999999,10277
2016-05-17,10124349.29,9800,7946.799999999999,33314.5,33124.7,71346.5,10334
2016-05-18,10146232.32,9900,7828.5,33797.4,32516.9,70375.8,10334
2016-05-19,9782011.32,9900,7852.2,33176.6,32516.9,70375.8,10334
2016-05-20,9945793.875,9900,7852.2,32693.800000000003,31301.300000000003,70861.09999999999,10334
2016-05-21,9959853.899999999,9900,7852.2,32693.800000000003,31301.300000000003,70861.09999999999,10334
2016-05-22,9875047.4,9900,7852.2,32693.800000000003,31301.300000000003,70861.09999999999,10334
2016-05-23,9938886.67,9800,7970.5,31797.1,31605.2,70861.09999999999,10334
2016-05-24,9977934.275,9700,7970.5,31659.199999999997,31605.2,70375.8,10265
2016-05-25,10082900.425,9900,7970.5,31728.100000000002,31605.2,69890.4,10265
2016-05-26,10177678.9,9700,7852.2,31245.3,30997.399999999998,68434.4,10265
2016-05-27,10548436.41,9700,7875.8,31245.3,31301.300000000003,69405.1,10265
2016-05-28,11711904.75,9700,7875.8,31245.3,31301.300000000003,69405.1,10265
2016-05-29,11755999.26,9700,7875.8,31245.3,31301.300000000003,69405.1,10265
2016-05-30,11937907.075,9800,7994.1,32279.899999999998,32516.9,68919.70000000001,10265
2016-05-31,11892451.88,9800,7994.1,32211,31909.1,68919.70000000001,10367
2016-06-01,12005286.06,9800,8135.999999999999,32348.9,32516.9,68434.4,10366
2016-06-02,12059045.4,9800,8325.2,32486.800000000003,32516.9,68434.4,10366
2016-06-03,12815422.5,9900,8419.800000000001,32624.8,32820.799999999996,68435.1,10366
2016-06-04,12928938.54,9900,8419.800000000001,32624.8,32820.799999999996,68435.1,10366
2016-06-05,12903363.78,9900,8419.800000000001,32624.8,32820.799999999996,68435.1,10366
2016-06-06,13153036.32,9900,8372.5,32969.700000000004,32516.9,66958.1,10366
2016-06-07,12956518.5,9900,8585.4,33176.6,33124.7,67450.5,10384
2016-06-08,13030077.82,10000,8727.3,33038.600000000006,33124.7,67942.8,10384
2016-06-09,12897569.100000001,10100,8680,33176.6,33124.7,67942.8,10384
2016-06-10,12961223.85,10100,8750.9,33452.5,32820.799999999996,67450.5,10384
2016-06-11,13613182.5,10100,8750.9,33452.5,32820.799999999996,67450.5,10384
2016-06-12,15140003.1,10100,8750.9,33452.5,32820.799999999996,67450.5,10384
2016-06-13,15824508.14,10000,8632.7,33383.5,31909.1,67450.5,10384
2016-06-14,15352469.3,9900,8963.800000000001,33314.5,32516.9,67450.5,10387
2016-06-15,15655467.12,9900,8987.5,32969.700000000004,32516.9,67450.5,10387
2016-06-16,17167957.28,9900,9011.1,32900.7,32516.9,67450.5,10387
2016-06-17,16853633.04,9800,8845.5,32486.800000000003,31605.2,67450.5,10387
2016-06-18,17004411.96,9800,8845.5,32486.800000000003,31605.2,67450.5,10387
2016-06-19,17223299.04,9800,8845.5,32486.800000000003,31605.2,67450.5,10387
2016-06-20,15752700.48,9900,9082.1,32348.9,32516.9,67450.5,10387
2016-06-21,14958254.639999999,9900,9271.3,32417.9,32820.799999999996,68435.1,10424
2016-06-22,13477629.75,9900,9365.9,32279.899999999998,31909.1,68435.1,10424
2016-06-23,14070690.05,9900,9484.1,33107.6,32213,68927.5,10424
2016-06-24,14961323.38,9700,9176.7,32279.899999999998,31605.2,67450.5,10424
2016-06-25,15044618.010000002,9700,9176.7,32279.899999999998,31605.2,67450.5,10424
2016-06-26,14259683.36,9700,9176.7,32279.899999999998,31605.2,67450.5,10424
2016-06-27,14699776.215,9700,9224,31866.1,32653.100000000002,67450.5,10424
2016-06-28,14453504.7,9700,9153,32003.999999999996,32180.8,68927.5,10441
2016-06-29,14263541.94,9800,9294.9,32624.8,32383.2,68435.1,10441
2016-06-30,15033980.525,9900,9365.9,32624.8,33327.7,69419.79999999999,10441
2016-07-01,15138896.275,10100,9413.199999999999,32762.7,34407.200000000004,70404.5,10442
2016-07-02,15736246.375000002,10100,9413.199999999999,32762.7,34407.200000000004,70404.5,10442
2016-07-03,14812094.874999998,10100,9413.199999999999,32762.7,34407.200000000004,70404.5,10442
2016-07-04,15213268.85,10000,9436.8,33935.299999999996,34407.200000000004,71389.2,10442
2016-07-05,14942455.155,10100,9507.8,34832,34407.200000000004,70896.8,10431
2016-07-06,15153307.959999999,10100,9697,34487.1,34407.200000000004,70404.5,10431
2016-07-07,14330696.31,10200,10122.7,35176.8,34744.5,72373.90000000001,10431
2016-07-08,14875119.365,10200,10099.1,35176.8,34744.5,72373.90000000001,10431
2016-07-09,14658455.705,10200,10099.1,35176.8,34744.5,72373.90000000001,10431
2016-07-10,14543213.82,10200,10099.1,35176.8,34744.5,72373.90000000001,10431
2016-07-11,14513050.665000001,10200,9578.699999999999,35866.6,34407.200000000004,71881.5,10431
2016-07-12,14860955.2,10200,9720.599999999999,37246.1,35081.8,72373.90000000001,10457
2016-07-13,14610149.96,10400,9838.900000000001,39660.200000000004,37105.8,72373.90000000001,10457
2016-07-14,14752810.049999999,10300,9507.8,38625.6,36093.8,71881.5,10457
2016-07-15,14894148.72,10500,9602.4,37246.1,36768.4,72373.90000000001,10457
2016-07-16,14868264.48,10500,9602.4,37246.1,36768.4,72373.90000000001,10457
2016-07-17,15173520,10500,9602.4,37246.1,36768.4,72373.90000000001,10457
2016-07-18,15058246,10400,10004.5,38280.700000000004,36431.1,73850.9,10457
2016-07-19,15029754,10500,9933.5,38625.6,35081.8,75327.9,10445
2016-07-20,14866313.719999999,10500,9720.599999999999,37935.8,33732.5,77789.59999999999,10445
2016-07-21,14878342.16,10400,9744.300000000001,38280.700000000004,34069.8,77297.3,10445
2016-07-22,14595867.649999999,10200,9507.8,35866.6,33732.5,76804.90000000001,10445
2016-07-23,14658962.5,10200,9507.8,35866.6,33732.5,76804.90000000001,10445
2016-07-24,14736995,10200,9507.8,35866.6,33732.5,76804.90000000001,10445
2016-07-25,14666743.629999999,10200,9673.3,36556.3,34069.8,75820.2,10445
2016-07-26,14585537.999999998,10200,10004.5,36556.3,34069.8,77297.3,10411
2016-07-27,14662191.75,10200,10217.3,37590.899999999994,34407.200000000004,77789.59999999999,10411
2016-07-28,14657390.4,10300,10548.400000000001,37935.8,35419.1,78774.3,10411
2016-07-29,14650771.5,10300,10524.800000000001,37246.1,34407.200000000004,77789.59999999999,10411
2016-07-30,14625573.065,10300,10524.800000000001,37246.1,34407.200000000004,77789.59999999999,10411
2016-07-31,13981117.515,10300,10524.800000000001,37246.1,34407.200000000004,77789.59999999999,10411
2016-08-01,13490210.600000001,10200,10430.199999999999,36556.3,34744.5,76312.6,10458
2016-08-02,11989880.76,10100,10099.1,35521.700000000004,34407.200000000004,74835.6,10463
2016-08-03,12772740.72,10000,10217.3,34832,33260.2,75820.2,10463
2016-08-04,13098312.5,10000,10075.4,35866.6,32045.9,76804.90000000001,10463
2016-08-05,13002357.5,9800,10193.699999999999,35176.8,30156.9,77789.59999999999,10463
2016-08-06,13196612.275,9800,10193.699999999999,35176.8,30156.9,77789.59999999999,10463
2016-08-07,13273109.85,9800,10193.699999999999,35176.8,30156.9,77789.59999999999,10463
2016-08-08,13184680.68,9800,10122.7,35866.6,30156.9,77789.59999999999,10463
