date,BITCOIN,E1VFVN30,HPG,VCB,VIC,VNM,TCBF
2016-08-09,13083992.725000001,9900,10241,36556.3,30696.6,79758.9,10570
2016-08-10,13275491.160000002,10000,10714,36901.200000000004,32788,80743.6,10570
2016-08-11,13120975.379999999,10100,10879.5,38625.6,33057.899999999994,83205.29999999999,10570
2016-08-12,13107189.74,10300,10832.2,37590.899999999994,33057.899999999994,82713,10570
2016-08-13,13078421.450000001,10300,10832.2,37590.899999999994,33057.899999999994,82713,10570
2016-08-14,12822851.99,10300,10832.2,37590.899999999994,33057.899999999994,82713,10570
2016-08-15,12673640.59,10200,10950.5,37590.899999999994,33057.899999999994,83205.29999999999,10570
2016-08-16,12910408.94,10300,11116.099999999999,37246.1,32315.7,83205.29999999999,10579
2016-08-17,12809947.775,10400,11494.5,36556.3,32315.7,84190,10579
2016-08-18,12799049.505,10400,11541.800000000001,36556.3,32315.7,85667,10579
2016-08-19,12789112.145,10400,11399.900000000001,36901.200000000004,32180.8,86470.8,10579
2016-08-20,12971918.845,10400,11399.900000000001,36901.200000000004,32180.8,86470.8,10579
2016-08-21,12958988.614999998,10400,11399.900000000001,36901.200000000004,32180.8,86470.8,10579
2016-08-22,13047326.600000001,10400,11470.800000000001,36901.200000000004,31641.100000000002,84656.7,10579
2016-08-23,12993703.29,10400,11660,36556.3,32720.5,86470.8,10578
2016-08-24,12907111.875,10400,11589.1,37246.1,32720.5,87680.2,10578
2016-08-25,12844931.07,10400,12064.7,37246.1,32585.6,87680.2,10578
2016-08-26,12929752.799999999,10500,11952.5,39660.200000000004,32383.2,88284.9,10578
2016-08-27,12741148.8,10500,11952.5,39660.200000000004,32383.2,88284.9,10578
2016-08-28,12843151.2,10500,11952.5,39660.200000000004,32383.2,88284.9,10578
2016-08-29,12785162.445,10600,11643.800000000001,39660.200000000004,32383.2,91308.3,10578
2016-08-30,12823684.8,10600,11756.1,38280.700000000004,32450.699999999997,91913,10631
2016-08-31,12778311.45,10600,12008.6,37246.1,32450.699999999997,94331.8,10631
2016-09-01,12774048.35,10600,11896.3,36211.5,32383.2,93122.4,10617
2016-09-02,12839975.535,10600,11896.3,36211.5,32383.2,93122.4,10617
2016-09-03,13390377.985,10600,11896.3,36211.5,32383.2,93122.4,10617
2016-09-04,13635719.319999998,10600,11896.3,36211.5,32383.2,93122.4,10617
2016-09-05,13507795.535000002,10600,11784.1,34832,32315.7,93122.4,10617
2016-09-06,13668451.02,10600,11868.3,34832,32315.7,90703.59999999999,10648
2016-09-07,13719490.605,10500,12345.3,34832,32045.9,88284.9,10648
2016-09-08,14000277.165000001,10600,12597.8,34832,32248.3,88889.6,10648
2016-09-09,13872472.035000002,10600,12429.4,36764.299999999996,32922.9,86470.8,10648
2016-09-10,13909713.870000001,10600,12429.4,36764.299999999996,32922.9,86470.8,10648
2016-09-11,13557365.97,10600,12429.4,36764.299999999996,32922.9,86470.8,10648
2016-09-12,13518167.200000001,10500,12064.7,35576.799999999996,33597.6,85382.40000000001,10648
2016-09-13,13567884.275,10500,12261.1,34199.3,33125.3,87619.7,10666
2016-09-14,13568597.43,10580,12233,34674.3,32585.6,87075.5,10666
2016-09-15,13510696.32,10460,12401.400000000001,34199.3,34049.6,86470.8,10666
2016-09-16,13568389.669999998,10460,12485.5,33249.4,35537.2,83447.40000000001,10666
2016-09-17,13568166.479999999,10460,12485.5,33249.4,35537.2,83447.40000000001,10666
2016-09-18,13645836.6,10460,12485.5,33249.4,35537.2,83447.40000000001,10666
2016-09-19,13575127.3,10400,12794.2,34816.8,34958.7,82238,10666
2016-09-20,13513358.4,10400,12752.1,35576.799999999996,35206.6,82238,10673
2016-09-21,13328622,10600,12794.2,35576.799999999996,36115.7,83326.40000000001,10673
2016-09-22,13307705.305000002,10750,12962.5,35624.299999999996,36363.6,82963.6,10673
2016-09-23,13446912.440000001,10750,12878.4,35481.8,36652.9,84656.7,10673
2016-09-24,13462969.52,10750,12878.4,35481.8,36652.9,84656.7,10673
2016-09-25,13418143.504999999,10750,12878.4,35481.8,36652.9,84656.7,10673
2016-09-26,13552757.46,10790,12892.4,35719.299999999996,36942.100000000006,85261.4,10673
2016-09-27,13520052.91,10720,12976.6,36669.3,37975.200000000004,84656.7,10671
2016-09-28,13494509.639999999,10880,13102.800000000001,37049.3,36900.799999999996,84656.7,10671
2016-09-29,13509941.06,10840,13018.599999999999,36384.3,37148.8,84656.7,10671
2016-09-30,13577736.545,10860,12822.2,36384.3,36776.899999999994,84656.7,10671
2016-10-01,13726224.575,10860,12822.2,36384.3,36776.899999999994,84656.7,10691
2016-10-02,13653764.2,10860,12822.2,36384.3,36776.899999999994,84656.7,10691
2016-10-03,13672435.455,10800,12485.5,36004.3,35537.2,84959.1,10691
2016-10-04,13610276.83,10700,12331.2,36004.3,36363.6,84959.1,10685
2016-10-05,13676533.799999999,10700,12233,36289.299999999996,36198.3,84898.6,10685
2016-10-06,13643088.36,10770,12036.6,36431.8,35289.299999999996,85866.1,10685
2016-10-07,13778482.08,10640,11531.599999999999,36051.8,35371.899999999994,85624.2,10685
2016-10-08,13812372,10640,11531.599999999999,36051.8,35371.899999999994,85624.2,10685
2016-10-09,13765996.319999998,10640,11531.599999999999,36051.8,35371.899999999994,85624.2,10685
2016-10-10,13797456,10600,10998.5,35624.299999999996,34793.4,84717.20000000001,10685
2016-10-11,14318954.94,10560,11756.1,35909.3,34793.4,84959.1,10721
2016-10-12,14175255.944999998,10560,11447.4,35719.299999999996,34876,85563.8,10721
2016-10-13,14174582.34,10600,11587.7,35434.3,35537.2,85866.1,10721
2016-10-14,14229026.045,10660,11335.2,35339.3,35537.2,87075.5,10721
2016-10-15,14231925.239999998,10660,11335.2,35339.3,35537.2,87075.5,10721
2016-10-16,14315778.879999999,10660,11335.2,35339.3,35537.2,87075.5,10721
2016-10-17,14267944.04,10590,11166.9,34579.3,35537.2,85987.09999999999,10721
2016-10-18,14166763.66,10640,11419.4,34626.8,35454.5,87075.5,10728
2016-10-19,14045576.58,10600,11573.7,34864.3,36198.3,88284.9,10728
2016-10-20,14008969.274999999,10600,11545.6,34864.3,35785.1,87619.7,10728
2016-10-21,14076340.620000001,10640,11503.5,34864.3,35537.2,87196.4,10728
2016-10-22,14565463.5,10640,11503.5,34864.3,35537.2,87196.4,10728
2016-10-23,14527306.559999999,10640,11503.5,34864.3,35537.2,87196.4,10728
2016-10-24,14502353.76,10640,11279.1,34294.3,35537.2,85261.4,10728
2016-10-25,14608883.249999998,10450,11110.699999999999,33961.799999999996,35289.299999999996,85261.4,10744
2016-10-26,15060193,10390,11096.7,33534.4,35082.6,85321.9,10744
2016-10-27,15438175.350000001,10390,11096.7,34484.299999999996,35371.899999999994,86168.5,10744
2016-10-28,15398649.075000001,10390,11447.4,34484.299999999996,35413.200000000004,86652.2,10744
2016-10-29,15941658.18,10390,11447.4,34484.299999999996,35413.200000000004,86652.2,10744
2016-10-30,15565145.084999999,10390,11447.4,34484.299999999996,35413.200000000004,86652.2,10744
2016-10-31,15551323.5,10520,11433.400000000001,34199.3,35124,85866.1,10744
2016-11-01,16311781.450000001,10400,11335.2,34104.3,35330.6,85805.7,10753
2016-11-02,16616865.9,10380,11082.7,33629.399999999994,34958.7,85321.9,10753
2016-11-03,15398385,10210,11026.6,33249.4,35041.3,85503.3,10753
2016-11-04,15762590.280000001,10200,11110.699999999999,33249.4,35041.3,85201,10753
2016-11-05,15777542.335,10200,11110.699999999999,33249.4,35041.3,85201,10753
2016-11-06,16001376.83,10200,11110.699999999999,33249.4,35041.3,85201,10753
2016-11-07,15775065.02,10300,11531.599999999999,34436.799999999996,35330.6,84777.7,10753
2016-11-08,15892069.049999999,10400,11643.800000000001,34579.3,35371.899999999994,84898.6,10777
2016-11-09,16097097.190000001,10200,11489.5,34199.3,35124,84656.7,10777
2016-11-10,15911794.745,10310,11643.800000000001,34579.3,35371.899999999994,85261.4,10777
2016-11-11,16008377,10310,11489.5,34436.799999999996,36363.6,84959.1,10777
2016-11-12,15732154.899999999,10310,11489.5,34436.799999999996,36363.6,84959.1,10777
2016-11-13,15720543.299999999,10310,11489.5,34436.799999999996,36363.6,84959.1,10777
2016-11-14,15828827.040000001,10310,11559.699999999999,34009.3,35454.5,83568.29999999999,10777
2016-11-15,15920037.645,10310,11784.1,34009.3,35330.6,83024.1,10780
2016-11-16,16569310.675,10300,11812.2,34009.3,35289.299999999996,84052,10780
2016-11-17,16376307.165000001,10300,11728,33866.799999999996,35289.299999999996,84052,10780
2016-11-18,16834664.599999998,10300,11587.7,33771.799999999996,35206.6,82963.6,10780
2016-11-19,16884817.3,10300,11587.7,33771.799999999996,35206.6,82963.6,10780
2016-11-20,16462455.1,10300,11587.7,33771.799999999996,35206.6,82963.6,10780
2016-11-21,16616866,10300,11784.1,33914.299999999996,35206.6,83749.7,10780
2016-11-22,16821876.47,10300,11756.1,34199.3,35206.6,85080,10837
2016-11-23,16772440.879999999,10300,11685.9,34484.299999999996,35289.299999999996,84052,10837
2016-11-24,16804032.3,10500,11699.9,34199.3,35124,82661.3,10837
2016-11-25,16827975.39,10450,11714,34009.3,35124,81330.9,10837
2016-11-26,16736071.450000001,10450,11714,34009.3,35124,81330.9,10837
2016-11-27,16589116.14,10450,11714,34009.3,35124,81330.9,10837
2016-11-28,16569427.85,10240,11419.4,33724.3,35124,78126.09999999999,10837
2016-11-29,16606489.75,10180,11321.199999999999,33249.4,34297.5,81210,10810
2016-11-30,16829355.400000002,10130,11812.2,33439.4,34710.700000000004,83447.40000000001,10810
2016-12-01,17104490,10260,11714,33486.9,34710.700000000004,81754.2,10810
2016-12-02,17458128.75,10190,11840.199999999999,33534.4,34710.700000000004,81633.3,10810
2016-12-03,17406611.1,10190,11840.199999999999,33534.4,34710.700000000004,81633.3,10810
2016-12-04,17429533.05,10190,11840.199999999999,33534.4,34710.700000000004,81633.3,10810
2016-12-05,17081680,10150,11896.3,33154.4,34669.4,81633.3,10810
2016-12-06,17266455,9990,11475.5,32441.899999999998,34462.8,81028.59999999999,10833
2016-12-07,17350518,9970,11461.5,32679.4,34710.700000000004,80121.6,10833
2016-12-08,17385029.6,10010,11475.5,33249.4,34710.700000000004,81754.2,10833
2016-12-09,17468972.85,10050,11475.5,33296.9,34710.700000000004,82117,10833
2016-12-10,17528842.975,10050,11475.5,33296.9,34710.700000000004,82117,10833
2016-12-11,17419947.125,10050,11475.5,33296.9,34710.700000000004,82117,10833
2016-12-12,17621570.150000002,9980,11419.4,33154.4,34710.700000000004,80847.2,10833
2016-12-13,17588238.799999997,9900,11377.3,32679.4,34710.700000000004,79214.5,10844
2016-12-14,17664546.9,9850,11685.9,33059.399999999994,35082.6,79093.59999999999,10844
2016-12-15,17653759.2,9900,11587.7,33249.4,34710.700000000004,77158.6,10844
2016-12-16,17767295,9900,11728,33344.4,35124,78549.40000000001,10844
2016-12-17,17939967.5,9900,11728,33344.4,35124,78549.40000000001,10844
2016-12-18,17988880,9900,11728,33344.4,35124,78549.40000000001,10844
2016-12-19,17998835.599999998,10110,11643.800000000001,33391.9,35371.899999999994,77884.20000000001,10844
2016-12-20,18187009.875,10050,11587.7,33201.9,34586.799999999996,75344.5,10867
2016-12-21,18999061.5,10050,11756.1,33201.9,34214.9,76251.5,10867
2016-12-22,19483015.2,10040,11924.4,33154.4,34710.700000000004,74437.5,10867
2016-12-23,20876378.97,10000,12050.7,33819.299999999996,34793.4,74981.7,10867
2016-12-24,20290094.25,10000,12050.7,33819.299999999996,34793.4,74981.7,10867
2016-12-25,20395243.14,10000,12050.7,33819.299999999996,34793.4,74981.7,10867
2016-12-26,20534274.67,10060,12289.1,34294.3,34710.700000000004,74074.6,10867
2016-12-27,21061252.8,10090,12106.8,34199.3,34958.7,75586.4,10860
2016-12-28,22364993.07,10080,12233,33819.299999999996,34380.200000000004,76191.1,10860
2016-12-29,22111060.16,10120,12120.8,33676.8,34628.100000000006,77763.3,10860
2016-12-30,21878604.509999998,10170,12106.8,33676.8,34710.700000000004,75949.20000000001,10860
2016-12-31,22164608.27,10170,12106.8,33676.8,34710.700000000004,75949.20000000001,10860
2017-01-01,22610464.45,10170,12106.8,33676.8,34710.700000000004,75949.20000000001,10860
2017-01-02,23031727.95,10170,12106.8,33676.8,34710.700000000004,75949.20000000001,10860
2017-01-03,23217690.825,10190,12345.3,35386.8,34380.200000000004,76614.3,10887
2017-01-04,25688893.25,10250,12345.3,35149.299999999996,34752.1,76735.29999999999,10887
2017-01-05,22838760,10290,12373.300000000001,35291.8,34958.7,76614.3,10887
2017-01-06,20209456.875,10350,12176.9,36004.3,35619.799999999996,76191.1,10887
2017-01-07,20509312.5,10350,12176.9,36004.3,35619.799999999996,76191.1,10887
2017-01-08,20832633.125,10350,12176.9,36004.3,35619.799999999996,76191.1,10887
2017-01-09,20384319.45,10370,12106.8,36764.299999999996,35702.5,76191.1,10887
2017-01-10,20471897,10370,12303.2,36479.3,35454.5,76251.5,10932
2017-01-11,17962120.44,10430,12345.3,36526.8,35537.2,76795.8,10932
2017-01-12,18333294.75,10430,12247.1,36004.3,35537.2,76795.8,10932
2017-01-13,18765149.4,10410,12120.8,35576.799999999996,35785.1,76735.29999999999,10932
2017-01-14,18687960,10410,12120.8,35576.799999999996,35785.1,76735.29999999999,10932
2017-01-15,18807806.7,10410,12120.8,35576.799999999996,35785.1,76735.29999999999,10932
2017-01-16,18833468.11,10340,11784.1,35481.8,35413.200000000004,76493.4,10932
2017-01-17,20449326,10340,11784.1,37001.8,35247.9,76251.5,10932
2017-01-18,20044598.27,10360,11671.900000000001,36384.3,34793.4,76191.1,10932
2017-01-19,20374389.8,10360,11629.8,36099.3,34710.700000000004,76191.1,10932
2017-01-20,20185471.009999998,10360,11840.199999999999,36099.3,34710.700000000004,76795.8,10932
2017-01-21,20879529.259999998,10360,11840.199999999999,36099.3,34710.700000000004,76795.8,10932
2017-01-22,21018566.62,10360,11840.199999999999,36099.3,34710.700000000004,76795.8,10932
2017-01-23,20538561.75,10360,11784.1,36194.299999999996,34710.700000000004,77400.40000000001,10932
2017-01-24,20024025,10410,11784.1,36669.3,34297.5,77400.40000000001,10932
2017-01-25,20242880,10450,11868.3,37334.299999999996,34710.700000000004,78005.1,10932
2017-01-26,20717774.349999998,10450,11868.3,37334.299999999996,34710.700000000004,78005.1,10932
2017-01-27,20844518.275,10450,11868.3,37334.299999999996,34710.700000000004,78005.1,10932
2017-01-28,20897610.650000002,10450,11868.3,37334.299999999996,34710.700000000004,78005.1,10932
2017-01-29,20706929.95,10450,11868.3,37334.299999999996,34710.700000000004,78005.1,10932
2017-01-30,20858073.775000002,10450,11868.3,37334.299999999996,34710.700000000004,78005.1,10932
2017-01-31,21914950.925,10450,11868.3,37334.299999999996,34710.700000000004,78005.1,10936
2017-02-01,22428704.375,10450,11868.3,37334.299999999996,34710.700000000004,78005.1,10936
2017-02-02,22832244.15,10520,11980.5,37476.799999999996,35124,80423.90000000001,10936
2017-02-03,23032250,10610,12120.8,36764.299999999996,34710.700000000004,80968.1,10936
2017-02-04,23429092.5,10610,12120.8,36764.299999999996,34710.700000000004,80968.1,10936
2017-02-05,22994240,10610,12120.8,36764.299999999996,34710.700000000004,80968.1,10936
2017-02-06,23100082.2,10600,12373.300000000001,36764.299999999996,35041.3,80544.79999999999,10936
2017-02-07,23830035.6,10650,12513.6,37286.8,35371.899999999994,80907.70000000001,10974
2017-02-08,23939538.5,10670,12527.6,37761.8,35330.6,80968.1,10974
2017-02-09,22539420.8,10700,12499.599999999999,37714.3,35247.9,81089.1,10974
2017-02-10,22690063.55,10730,12443.5,37334.299999999996,35124,80907.70000000001,10974
2017-02-11,23067329.25,10730,12443.5,37334.299999999996,35124,80907.70000000001,10974
2017-02-12,22871450,10730,12443.5,37334.299999999996,35124,80907.70000000001,10974
2017-02-13,22738943.5,10760,12555.7,36906.799999999996,35124,80907.70000000001,10974
2017-02-14,23061610.4,10760,12653.9,36764.299999999996,35165.3,80363.4,10977
2017-02-15,23110993.4,10840,12667.9,37049.3,36776.899999999994,80423.90000000001,10977
2017-02-16,23648871.75,10900,12541.7,36669.3,36363.6,79819.2,10977
2017-02-17,24101153.5,10890,12429.4,36384.3,36363.6,78609.8,10977
2017-02-18,24211709.250000004,10890,12429.4,36384.3,36363.6,78609.8,10977
2017-02-19,24159964.6,10890,12429.4,36384.3,36363.6,78609.8,10977
2017-02-20,24864788.209999997,10800,11784.1,36051.8,37438,78609.8,10977
2017-02-21,25761681.425,10920,11854.300000000001,36479.3,38388.399999999994,78791.2,11004
2017-02-22,25771271.075,10900,11279.1,36004.3,37768.6,78851.7,11034
2017-02-23,27096927.000000004,10860,11391.3,35719.299999999996,37396.700000000004,78791.2,11034
2017-02-24,27080538.560000002,10870,11349.199999999999,35576.799999999996,37396.700000000004,79758.70000000001,11034
2017-02-25,26420928,10870,11349.199999999999,35576.799999999996,37396.700000000004,79758.70000000001,11034
2017-02-26,27034906.560000002,10870,11349.199999999999,35576.799999999996,37396.700000000004,79758.70000000001,11034
2017-02-27,27242943.419999998,10820,11293.1,36289.299999999996,37975.200000000004,79698.3,11004
2017-02-28,27194045.4,10820,11223,35529.299999999996,37190.1,79456.40000000001,11020
2017-03-01,28044000,10700,11475.5,35339.3,36942.100000000006,79093.59999999999,11020
2017-03-02,28962459.400000002,10720,11784.1,35054.299999999996,36446.3,78428.4,11020
2017-03-03,29532154.549999997,10690,11503.5,35624.299999999996,36776.899999999994,78549.40000000001,11020
2017-03-04,29100659.725,10690,11503.5,35624.299999999996,36776.899999999994,78549.40000000001,11020
2017-03-05,29215100.650000002,10690,11503.5,35624.299999999996,36776.899999999994,78549.40000000001,11020
2017-03-06,29304196.95,10740,11559.699999999999,35434.3,36983.5,79154.1,11020
2017-03-07,28217994.799999997,10750,11559.699999999999,35624.299999999996,37066.1,78609.8,11031
2017-03-08,26225016,10790,11573.7,35814.3,36776.899999999994,78972.6,11031
2017-03-09,27301433.25,10830,11784.1,35909.3,36528.9,78912.2,11031
2017-03-10,25285428,10860,11812.2,35624.299999999996,36528.9,78549.40000000001,11031
2017-03-11,27088907.999999996,10860,11812.2,35624.299999999996,36528.9,78549.40000000001,11031
2017-03-12,28171224,10860,11812.2,35624.299999999996,36528.9,78549.40000000001,11031
2017-03-13,28403399.45,10860,11812.2,35196.8,36528.9,78428.4,11031
2017-03-14,28447413.1,10890,11798.1,35196.8,36405,79033.1,11021
2017-03-15,28831132.5,10850,11657.9,35101.799999999996,35950.4,80423.90000000001,11021
2017-03-16,26769005.799999997,10850,11728,35244.3,36363.6,81028.59999999999,11021
2017-03-17,24368548.095,10900,11587.7,35149.299999999996,36198.3,81028.59999999999,11021
2017-03-18,22099995,10900,11587.7,35149.299999999996,36198.3,81028.59999999999,11021
2017-03-19,23227550.415,10900,11587.7,35149.299999999996,36198.3,81028.59999999999,11021
2017-03-20,23817250.8,11000,11742,35671.799999999996,35785.1,80968.1,11021
2017-03-21,25389273.650000002,11030,12022.6,36099.3,34256.2,81996.09999999999,11056
2017-03-22,23561297.18,11080,11896.3,35814.3,34421.5,82600.8,11056
2017-03-23,23368066.3,11180,11994.5,36336.799999999996,35124,84777.7,11047
2017-03-24,21303350.125,11320,12078.699999999999,36099.3,35000,85684.70000000001,11047
2017-03-25,21960769.5,11320,12078.699999999999,36099.3,35000,85684.70000000001,11047
2017-03-26,22174060.5,11320,12078.699999999999,36099.3,35000,85684.70000000001,11047
2017-03-27,23732329.919999998,11290,12078.699999999999,35909.3,35000,85866.1,11047
2017-03-28,23808985.000000004,11250,12050.7,35529.299999999996,34710.700000000004,85140.5,11059
2017-03-29,23759430.98,11320,12176.9,35434.3,34876,85745.2,11059
2017-03-30,23734081.799999997,11320,12604.8,35339.3,34876,87075.5,11057
2017-03-31,24779967.45,11300,12857.300000000001,35054.299999999996,34545.5,86652.2,11057
2017-04-01,24848460,11300,12857.300000000001,35054.299999999996,34545.5,86652.2,11057
2017-04-02,25348842.45,11300,12857.300000000001,35054.299999999996,34545.5,86652.2,11057
2017-04-03,26204360.999999996,11340,13446.5,34579.3,34297.5,87256.90000000001,11057
2017-04-04,25962853.05,11370,13593.8,34959.299999999996,34710.700000000004,87075.5,11077
2017-04-05,25707543.1,11360,13236.1,35006.799999999996,34380.200000000004,86712.7,11077
2017-04-06,27053287,11360,13236.1,35006.799999999996,34380.200000000004,86712.7,11077
2017-04-07,27079920,11290,13404.400000000001,34959.299999999996,34710.700000000004,86228.9,11077
2017-04-08,26864460,11290,13404.400000000001,34959.299999999996,34710.700000000004,86228.9,11077
2017-04-09,27464799.6,11290,13404.400000000001,34959.299999999996,34710.700000000004,86228.9,11077
2017-04-10,27448850,11400,13446.5,34864.3,35041.3,86228.9,11077
2017-04-11,27729493.45,11390,13425.5,35054.299999999996,35165.3,86773.2,11085
2017-04-12,27528269.325000003,11380,13299.2,34959.299999999996,34752.1,87075.5,11085
2017-04-13,26695494,11340,13257.099999999999,34911.8,35041.3,86531.3,11088
2017-04-14,26746600.25,11140,13004.6,34531.799999999996,34504.1,85684.70000000001,11088
2017-04-15,26863044.374999996,11140,13004.6,34531.799999999996,34504.1,85684.70000000001,11088
2017-04-16,26843447.125,11140,13004.6,34531.799999999996,34504.1,85684.70000000001,11088
2017-04-17,27040704.75,11000,12836.3,33724.3,34504.1,85866.1,11088
2017-04-18,27302067.1,10960,12731.1,34056.8,34462.8,87317.40000000001,11103
2017-04-19,27609921.19,11080,13025.7,34104.3,34297.5,87922.1,11103
2017-04-20,28097689.500000004,11040,12815.2,33629.399999999994,33553.7,87619.7,11108
2017-04-21,28402897.775,11030,12815.2,33724.3,33471.1,87498.8,11108
2017-04-22,28334957.5,11030,12815.2,33724.3,33471.1,87498.8,11108
2017-04-23,28448115.55,11030,12815.2,33724.3,33471.1,87498.8,11108
2017-04-24,28565628.8,10950,12646.9,33344.4,33057.899999999994,87075.5,11108
2017-04-25,29165607.400000002,10920,12541.7,33344.4,33347.1,86712.7,11101
2017-04-26,29528473.26,10990,12289.1,33296.9,33388.399999999994,87015,11101
2017-04-27,30671378.32,11140,12415.4,33106.9,33801.7,88587.2,11119
2017-04-28,30779688.29,11140,12373.300000000001,33344.4,33801.7,89494.29999999999,11119
2017-04-29,31054657.205000002,11140,12373.300000000001,33344.4,33801.7,89494.29999999999,11119
2017-04-30,31489512.925,11140,12373.300000000001,33344.4,33801.7,89494.29999999999,11119
2017-05-01,32680375,11140,12373.300000000001,33344.4,33801.7,89494.29999999999,11119
2017-05-02,33487772.5,11140,12373.300000000001,33344.4,33801.7,89494.29999999999,11119
2017-05-03,34864252.5,11180,12247.1,33724.3,33471.1,89675.70000000001,11119
2017-05-04,35567122.5,11210,12289.1,34484.299999999996,33305.799999999996,91026.79999999999,11129
2017-05-05,35264927.25,11230,12289.1,34294.3,33388.399999999994,89862.2,11129
2017-05-06,36039878.175000004,11230,12289.1,34294.3,33388.399999999994,89862.2,11129
2017-05-07,36589550.025,11230,12289.1,34294.3,33388.399999999994,89862.2,11129
2017-05-08,38936490,11190,12268.1,33961.799999999996,33388.399999999994,89433.09999999999,11129
2017-05-09,39109674.975,11240,12499.599999999999,34626.8,33677.700000000004,88268.4,11136
2017-05-10,40818072.6,11350,12625.8,34911.8,33429.8,88513.59999999999,11136
2017-05-11,41766040.285000004,11320,12689,34959.299999999996,33471.1,88574.9,11172
2017-05-12,38475086.51,11300,12499.599999999999,34626.8,33471.1,88758.79999999999,11172
2017-05-13,40678836.43,11300,12499.599999999999,34626.8,33471.1,88758.79999999999,11172
2017-05-14,40843573.09,11300,12499.599999999999,34626.8,33471.1,88758.79999999999,11172
2017-05-15,39642078.61,11370,12415.4,34484.299999999996,33801.7,88207.09999999999,11172
2017-05-16,40259922,11410,12205,34246.8,34297.5,87962,11137
2017-05-17,41114990.25,11380,12226,34389.299999999996,34132.2,90107.4,11137
2017-05-18,43110932,11400,11994.5,34531.799999999996,34132.2,89494.4,11153
2017-05-19,44761609.5,11460,12078.699999999999,34911.8,33801.7,90659,11153
2017-05-20,46634311.5,11460,12078.699999999999,34911.8,33801.7,90659,11153
2017-05-21,46591050,11460,12078.699999999999,34911.8,33801.7,90659,11153
2017-05-22,48225224.125,11600,12162.9,35624.299999999996,34049.6,92130.2,11153
2017-05-23,51591425,11610,12226,35339.3,33760.3,92865.79999999999,11167
2017-05-24,55137182.62499999,11780,12352.3,35861.8,33471.1,92865.79999999999,11167
2017-05-25,53399625,11700,12352.3,35244.3,33099.200000000004,91946.29999999999,11205
2017-05-26,51647107.49999999,11770,12289.1,34864.3,33471.1,93172.2,11205
2017-05-27,47722272.74999999,11770,12289.1,34864.3,33471.1,93172.2,11205
2017-05-28,50739925.50000001,11770,12289.1,34864.3,33471.1,93172.2,11205
2017-05-29,51837654.68,11850,12541.7,34579.3,33595,92988.29999999999,11205
2017-05-30,49803655.5,11830,12352.3,34484.299999999996,33264.5,91762.4,11217
2017-05-31,52319232.35,11610,12794.2,34389.299999999996,33264.5,91762.4,11217
2017-06-01,54957972.9,11790,12752.1,34484.299999999996,33512.4,93110.9,11220
2017-06-02,56310257.849999994,11780,12625.8,34484.299999999996,33553.7,92498,11220
2017-06-03,57878955.75000001,11780,12625.8,34484.299999999996,33553.7,92498,11220
2017-06-04,57272692.400000006,11780,12625.8,34484.299999999996,33553.7,92498,11220
2017-06-05,61285070,11840,12604.8,35339.3,33553.7,94214.29999999999,11220
2017-06-06,65250065.25,11910,12836.3,36716.799999999996,33595,94520.79999999999,11187
2017-06-07,61031169,12100,13215,36384.3,33884.3,94398.2,11187
2017-06-08,63525873.7,12040,13257.099999999999,36004.3,34132.2,94153,11236
2017-06-09,63783410.625,12130,13236.1,36479.3,34380.200000000004,94214.29999999999,11236
2017-06-10,66500465.625,12130,13236.1,36479.3,34380.200000000004,94214.29999999999,11236
2017-06-11,68039358.75,12130,13236.1,36479.3,34380.200000000004,94214.29999999999,11236
2017-06-12,60264699.175000004,12090,13004.6,36431.8,35000,93601.29999999999,11236
2017-06-13,61474209.425000004,12140,13215,36621.8,35537.2,93356.09999999999,11224
2017-06-14,55223328.050000004,12240,13320.3,37239.3,34297.5,94091.7,11224
2017-06-15,54682446.2,12260,13635.9,37524.299999999996,34958.7,94275.59999999999,11255
2017-06-16,56280956.699999996,12300,13867.699999999999,37524.299999999996,35537.2,93785.2,11255
2017-06-17,59786788.6,12300,13867.699999999999,37524.299999999996,35537.2,93785.2,11255
2017-06-18,57071022.5,12300,13867.699999999999,37524.299999999996,35537.2,93785.2,11255
2017-06-19,58990400.7,12370,13710.4,37714.3,35619.799999999996,94643.4,11255
2017-06-20,61927443,12460,13890.2,37524.299999999996,34958.7,93785.2,11265
2017-06-21,60004045,12370,13755.4,36716.799999999996,35371.899999999994,94275.59999999999,11265
2017-06-22,60862572.9,12450,13822.800000000001,36194.299999999996,34793.4,93723.9,11283
2017-06-23,61147521.00000001,12370,13845.3,36194.299999999996,34752.1,93785.2,11283
2017-06-24,58513239,12370,13845.3,36194.299999999996,34752.1,93785.2,11283
2017-06-25,56939987.25,12370,13845.3,36194.299999999996,34752.1,93785.2,11283
2017-06-26,54719754.75,12450,13867.699999999999,36574.3,35371.899999999994,94030.4,11283
2017-06-27,58533918.75,12390,13777.8,36336.799999999996,35206.6,94091.7,11311
2017-06-28,58057948.8,12360,13800.3,36146.799999999996,35082.6,95256.4,11311
2017-06-29,57513225,12490,14002.599999999999,36289.299999999996,35000,94888.59999999999,11283
2017-06-30,55794192.75,12560,14384.7,36574.3,35289.299999999996,96604.9,11283
2017-07-01,55076991.75,12560,14384.7,36574.3,35289.299999999996,96604.9,11283
2017-07-02,57191098.5,12560,14384.7,36574.3,35289.299999999996,96604.9,11283
2017-07-03,57802962.555,12630,14834.199999999999,36954.3,34958.7,96237.09999999999,11283
